Time,BA1_CFM,TO1_CFM,BA2_CFM,BA3_CFM,BA4_CFM,LAU_CFM,LAU2_CFM,RHD_CFM,CDR_CFM,QCFM_Exhaust,QCFM_Supply,QCFM_MVbalance,QCFM_MVunbalance,QCFM_Infiltration,QCFM_Total,ACH
2016-10-12 18:38:00,0,0,0,0,0,102,57,NA,0,159,0,0,159,16.4597190646641,160.544071500467,0.310730460968646
2016-10-12 18:39:00,0,0,0,0,0,102,57,NA,0,159,0,0,159,16.4597190646641,160.544071500467,0.310730460968646
2016-10-12 18:40:00,0,0,0,0,0,102,57,NA,0,159,0,0,159,16.4597190646641,160.544071500467,0.310730460968646
2016-10-12 18:41:00,0,0,0,0,0,102,57,NA,0,159,0,0,159,16.4597190646641,160.544071500467,0.310730460968646
2016-10-12 18:42:00,0,0,0,0,0,102,57,NA,0,159,0,0,159,16.4597190646641,160.544071500467,0.310730460968646
2016-10-12 18:43:00,0,0,0,0,0,102,57,NA,0,159,0,0,159,16.4597190646641,160.544071500467,0.310730460968646
2016-10-12 18:44:00,0,0,0,0,0,102,57,NA,0,159,0,0,159,16.4597190646641,160.544071500467,0.310730460968646
2016-10-12 18:45:00,0,0,0,0,0,102,57,NA,0,159,0,0,159,24.2849400689428,162.217712889724,0.313969766883337
2016-10-12 18:46:00,0,0,0,0,0,102,57,NA,0,159,0,0,159,24.2849400689428,162.217712889724,0.313969766883337
2016-10-12 18:47:00,0,0,0,0,0,102,57,NA,0,159,0,0,159,24.2849400689428,162.217712889724,0.313969766883337
2016-10-12 18:48:00,0,0,0,0,0,102,57,NA,0,159,0,0,159,24.2849400689428,162.217712889724,0.313969766883337
2016-10-12 18:49:00,0,0,0,0,0,102,57,NA,0,159,0,0,159,24.2849400689428,162.217712889724,0.313969766883337
2016-10-12 18:50:00,0,0,0,0,0,102,57,NA,0,159,0,0,159,24.2849400689428,162.217712889724,0.313969766883337
2016-10-12 18:51:00,0,0,0,0,0,102,57,NA,0,159,0,0,159,24.2849400689428,162.217712889724,0.313969766883337
2016-10-12 18:52:00,0,0,0,0,0,102,57,NA,0,159,0,0,159,24.2849400689428,162.217712889724,0.313969766883337
2016-10-12 18:53:00,0,0,0,0,0,102,57,NA,0,159,0,0,159,24.2849400689428,162.217712889724,0.313969766883337
2016-10-12 18:54:00,0,0,0,0,0,102,57,NA,0,159,0,0,159,24.2849400689428,162.217712889724,0.313969766883337
2016-10-12 18:55:00,0,0,0,0,0,102,57,NA,0,159,0,0,159,24.2849400689428,162.217712889724,0.313969766883337
2016-10-12 18:56:00,0,0,0,0,0,102,57,NA,0,159,0,0,159,24.2849400689428,162.217712889724,0.313969766883337
2016-10-12 18:57:00,0,0,0,0,0,102,57,NA,0,159,0,0,159,24.2849400689428,162.217712889724,0.313969766883337
2016-10-12 18:58:00,0,0,0,0,0,102,57,NA,0,159,0,0,159,24.2849400689428,162.217712889724,0.313969766883337
2016-10-12 18:59:00,0,0,0,0,0,102,57,NA,0,159,0,0,159,24.2849400689428,162.217712889724,0.313969766883337
2016-10-12 19:00:00,0,0,0,0,0,102,57,NA,0,159,0,0,159,24.2849400689428,162.217712889724,0.313969766883337
2016-10-12 19:01:00,0,0,0,0,0,102,57,NA,0,159,0,0,159,24.2849400689428,162.217712889724,0.313969766883337
2016-10-12 19:02:00,0,0,0,0,0,102,57,NA,0,159,0,0,159,24.2849400689428,162.217712889724,0.313969766883337
2016-10-12 19:03:00,0,0,0,0,0,102,57,NA,0,159,0,0,159,24.2849400689428,162.217712889724,0.313969766883337
2016-10-12 19:04:00,0,0,0,0,0,102,57,NA,0,159,0,0,159,24.2849400689428,162.217712889724,0.313969766883337
2016-10-12 19:05:00,0,0,0,0,0,102,57,NA,0,159,0,0,159,24.2849400689428,162.217712889724,0.313969766883337
2016-10-12 19:06:00,0,0,0,0,0,102,57,NA,0,159,0,0,159,24.2849400689428,162.217712889724,0.313969766883337
2016-10-12 19:07:00,0,0,0,0,0,102,57,NA,0,159,0,0,159,24.2849400689428,162.217712889724,0.313969766883337
2016-10-12 19:08:00,0,0,0,0,0,102,57,NA,0,159,0,0,159,24.2849400689428,162.217712889724,0.313969766883337
2016-10-12 19:09:00,0,0,0,0,0,102,57,NA,0,159,0,0,159,24.2849400689428,162.217712889724,0.313969766883337
2016-10-12 19:10:00,0,0,0,0,0,102,57,NA,0,159,0,0,159,24.2849400689428,162.217712889724,0.313969766883337
2016-10-12 19:11:00,0,0,0,0,0,102,57,NA,0,159,0,0,159,24.2849400689428,162.217712889724,0.313969766883337
2016-10-12 19:12:00,0,0,0,0,0,102,57,NA,0,159,0,0,159,24.2849400689428,162.217712889724,0.313969766883337
2016-10-12 19:13:00,0,0,0,0,0,102,57,NA,0,159,0,0,159,24.2849400689428,162.217712889724,0.313969766883337
2016-10-12 19:14:00,0,0,0,0,0,102,57,NA,0,159,0,0,159,24.2849400689428,162.217712889724,0.313969766883337
2016-10-12 19:15:00,0,0,0,0,0,102,57,NA,0,159,0,0,159,24.2849400689428,162.217712889724,0.313969766883337
2016-10-12 19:16:00,0,0,0,0,0,102,57,NA,0,159,0,0,159,24.2849400689428,162.217712889724,0.313969766883337
2016-10-12 19:17:00,0,0,0,0,0,102,57,NA,0,159,0,0,159,24.2849400689428,162.217712889724,0.313969766883337
2016-10-12 19:18:00,0,0,0,0,0,102,57,NA,0,159,0,0,159,24.2849400689428,162.217712889724,0.313969766883337
2016-10-12 19:19:00,0,0,0,0,0,102,57,NA,0,159,0,0,159,24.2849400689428,162.217712889724,0.313969766883337
2016-10-12 19:20:00,0,0,0,0,0,102,57,NA,0,159,0,0,159,24.2849400689428,162.217712889724,0.313969766883337
2016-10-12 19:21:00,0,0,0,0,0,102,57,NA,0,159,0,0,159,24.2849400689428,162.217712889724,0.313969766883337
2016-10-12 19:22:00,0,0,0,0,0,102,57,NA,0,159,0,0,159,24.2849400689428,162.217712889724,0.313969766883337
2016-10-12 19:23:00,0,0,0,0,0,102,57,NA,0,159,0,0,159,24.2849400689428,162.217712889724,0.313969766883337
2016-10-12 19:24:00,0,0,0,0,0,102,57,NA,0,159,0,0,159,24.2849400689428,162.217712889724,0.313969766883337
2016-10-12 19:25:00,0,0,0,0,0,102,57,NA,0,159,0,0,159,24.2849400689428,162.217712889724,0.313969766883337
