Time,BA1_CFM,BA2_CFM,LAU_CFM,RHD_CFM,CDR_CFM,QCFM_Exhaust,QCFM_Supply,QCFM_MVbalance,QCFM_MVunbalance,QCFM_Infiltration,QCFM_Total,ACH
2017-06-26 18:35:00,0,0,112,0,0,112,0,0,112,17.0672839405413,114.256901766378,0.461364432733205
2017-06-26 18:36:00,0,0,112,0,0,112,0,0,112,17.0672839405413,114.256901766378,0.461364432733205
2017-06-26 18:37:00,0,0,112,0,0,112,0,0,112,17.0672839405413,114.256901766378,0.461364432733205
2017-06-26 18:38:00,0,0,112,0,0,112,0,0,112,17.0672839405413,114.256901766378,0.461364432733205
2017-06-26 18:39:00,0,0,112,0,0,112,0,0,112,17.0672839405413,114.256901766378,0.461364432733205
2017-06-26 18:40:00,0,0,112,0,0,112,0,0,112,17.2227245978633,114.295434053855,0.461520024445204
2017-06-26 18:41:00,0,0,112,0,0,112,0,0,112,17.3777115731054,114.334133567878,0.461676291410774
2017-06-26 18:42:00,0,0,112,0,0,112,0,0,112,17.3777115731054,114.334133567878,0.461676291410774
2017-06-26 18:43:00,0,0,112,0,0,112,0,0,112,17.5322421986934,114.37299618455,0.461833216977789
2017-06-26 18:44:00,0,0,112,0,0,112,0,0,112,17.5322421986934,114.37299618455,0.461833216977789
2017-06-26 18:45:00,0,0,112,0,0,112,0,0,112,17.6863144018967,114.412017941642,0.461990785146947
2017-06-26 18:46:00,0,0,112,0,0,112,0,0,112,17.6863144018967,114.412017941642,0.461990785146947
2017-06-26 18:47:00,0,0,112,0,0,112,0,0,112,17.8399266482153,114.451195029369,0.462148980534499
2017-06-26 18:48:00,0,0,112,0,0,112,0,0,112,17.8399266482153,114.451195029369,0.462148980534499
2017-06-26 18:49:00,0,0,112,0,0,112,0,0,112,17.6863144018967,114.412017941642,0.461990785146947
2017-06-26 18:50:00,0,0,112,0,0,112,0,0,112,17.6863144018967,114.412017941642,0.461990785146947
2017-06-26 18:51:00,0,0,112,0,0,112,0,0,112,17.6863144018967,114.412017941642,0.461990785146947
2017-06-26 18:52:00,0,0,112,0,0,112,0,0,112,17.8399266482153,114.451195029369,0.462148980534499
2017-06-26 18:53:00,0,0,112,0,0,112,0,0,112,17.6863144018967,114.412017941642,0.461990785146947
2017-06-26 18:54:00,0,0,112,0,0,112,0,0,112,17.6863144018967,114.412017941642,0.461990785146947
2017-06-26 18:55:00,0,0,112,0,0,112,0,0,112,14.3825029278538,113.636748645402,0.458860281225126
2017-06-26 18:56:00,0,0,112,0,0,112,0,0,112,14.3825029278538,113.636748645402,0.458860281225126
2017-06-26 18:57:00,0,0,112,0,0,112,0,0,112,14.2335158337884,113.604906364626,0.458731703471131
2017-06-26 18:58:00,0,0,112,0,0,112,0,0,112,14.2335158337884,113.604906364626,0.458731703471131
2017-06-26 18:59:00,0,0,112,0,0,112,0,0,112,14.2335158337884,113.604906364626,0.458731703471131
2017-06-26 19:00:00,0,0,112,0,0,112,0,0,112,14.2335158337884,113.604906364626,0.458731703471131
2017-06-26 19:01:00,0,0,112,0,0,112,0,0,112,14.0850981316414,113.573461037964,0.458604728600701
2017-06-26 19:02:00,0,0,112,0,0,112,0,0,112,14.0850981316414,113.573461037964,0.458604728600701
2017-06-26 19:03:00,0,0,112,0,0,112,0,0,112,14.0850981316414,113.573461037964,0.458604728600701
2017-06-26 19:04:00,0,0,112,0,0,112,0,0,112,14.0850981316414,113.573461037964,0.458604728600701
2017-06-26 19:05:00,0,0,112,0,0,112,0,0,112,13.9373539318586,113.542432237595,0.458479435645447
2017-06-26 19:06:00,0,0,112,0,0,112,0,0,112,13.9373539318586,113.542432237595,0.458479435645447
2017-06-26 19:07:00,0,0,112,0,0,112,0,0,112,13.9373539318586,113.542432237595,0.458479435645447
2017-06-26 19:08:00,0,0,112,0,0,112,0,0,112,13.7904003763608,113.511841459852,0.458355911406629
2017-06-26 19:09:00,0,0,112,0,0,112,0,0,112,13.7904003763608,113.511841459852,0.458355911406629
2017-06-26 19:10:00,0,0,112,0,0,112,0,0,112,13.7904003763608,113.511841459852,0.458355911406629
2017-06-26 19:11:00,0,0,112,0,0,112,0,0,112,13.7904003763608,113.511841459852,0.458355911406629
2017-06-26 19:12:00,0,0,112,0,0,112,0,0,112,13.7904003763608,113.511841459852,0.458355911406629
2017-06-26 19:13:00,0,0,112,0,0,112,0,0,112,13.7904003763608,113.511841459852,0.458355911406629
2017-06-26 19:14:00,0,0,112,0,0,112,0,0,112,13.7904003763608,113.511841459852,0.458355911406629
2017-06-26 19:15:00,0,0,112,0,0,112,0,0,112,13.644369744604,113.481712440485,0.458234251728185
2017-06-26 19:16:00,0,0,112,0,0,112,0,0,112,13.644369744604,113.481712440485,0.458234251728185
2017-06-26 19:17:00,0,0,112,0,0,112,0,0,112,13.644369744604,113.481712440485,0.458234251728185
