Time,BA1_CFM,TO1_CFM,BA2_CFM,BA3_CFM,LAU_CFM,BA4_CFM,CDR_CFM,RHD_CFM,QCFM_Exhaust,QCFM_Supply,QCFM_MVbalance,QCFM_MVunbalance,QCFM_Infiltration,QCFM_Total,ACH
2017-01-17 18:00:00,0,0,0,0,103,0,0,0,103,0,0,103,54.8583732983897,122.064184294215,0.246428366677419
2017-01-17 18:01:00,0,0,0,0,103,0,0,0,103,0,0,103,54.8583732983897,122.064184294215,0.246428366677419
2017-01-17 18:02:00,98,0,0,0,103,0,0,0,201,0,0,201,54.8583732983897,212.762136537294,0.42953325007529
2017-01-17 18:03:00,98,0,0,0,103,0,0,0,201,0,0,201,54.9619266827907,212.801807494706,0.429613339491332
2017-01-17 18:04:00,98,0,0,0,103,0,0,0,201,0,0,201,54.9619266827907,212.801807494706,0.429613339491332
2017-01-17 18:05:00,98,0,0,0,103,0,0,0,201,0,0,201,54.9619266827907,212.801807494706,0.429613339491332
2017-01-17 18:06:00,98,0,0,0,103,0,0,0,201,0,0,201,54.9619266827907,212.801807494706,0.429613339491332
2017-01-17 18:07:00,98,0,0,0,103,0,0,0,201,0,0,201,54.9619266827907,212.801807494706,0.429613339491332
2017-01-17 18:08:00,98,0,0,0,103,0,0,0,201,0,0,201,54.9619266827907,212.801807494706,0.429613339491332
2017-01-17 18:09:00,98,0,0,0,103,0,0,0,201,0,0,201,54.9619266827907,212.801807494706,0.429613339491332
2017-01-17 18:10:00,98,0,0,0,103,0,0,0,201,0,0,201,54.9619266827907,212.801807494706,0.429613339491332
2017-01-17 18:11:00,98,0,0,0,103,0,0,0,201,0,0,201,54.9619266827907,212.801807494706,0.429613339491332
2017-01-17 18:12:00,98,0,0,0,103,0,0,0,201,0,0,201,54.9619266827907,212.801807494706,0.429613339491332
2017-01-17 18:13:00,98,0,0,0,103,0,0,0,201,0,0,201,54.715419625971,212.707456473391,0.429422859636726
2017-01-17 18:14:00,98,0,0,0,103,0,0,0,201,0,0,201,54.715419625971,212.707456473391,0.429422859636726
