Time,BA2_CFM,BA3_CFM,TO1_CFM,LAU_CFM,RHD_CFM,CDR_CFM,QCFM_Exhaust,QCFM_Supply,QCFM_MVbalance,QCFM_MVunbalance,QCFM_Infiltration,QCFM_Total,ACH
2018-01-04 18:00:00,NA,96,0,NA,0,0,96,0,0,96,38.14739193,106.8479449,0.391169485
2018-01-04 18:01:00,NA,96,0,NA,0,0,96,0,0,96,38.14739193,106.8479449,0.391169485
2018-01-04 18:02:00,NA,96,0,NA,0,0,96,0,0,96,38.14739193,106.8479449,0.391169485
2018-01-04 18:03:00,NA,96,0,NA,0,0,96,0,0,96,38.14739193,106.8479449,0.391169485
2018-01-04 18:04:00,NA,96,0,NA,0,0,96,0,0,96,38.14739193,106.8479449,0.391169485
2018-01-04 18:05:00,NA,96,0,NA,0,0,96,0,0,96,38.14739193,106.8479449,0.391169485
2018-01-04 18:06:00,NA,96,0,NA,0,0,96,0,0,96,38.14739193,106.8479449,0.391169485
2018-01-04 18:07:00,NA,96,0,NA,0,0,96,0,0,96,37.77404361,106.6663321,0.390504602
2018-01-04 18:08:00,NA,96,0,NA,0,0,96,0,0,96,38.14739193,106.8479449,0.391169485
2018-01-04 18:09:00,NA,96,0,NA,0,0,96,0,0,96,38.14739193,106.8479449,0.391169485
2018-01-04 18:10:00,NA,96,0,NA,0,0,96,0,0,96,38.14739193,106.8479449,0.391169485
2018-01-04 18:11:00,NA,96,0,NA,0,0,96,0,0,96,38.14739193,106.8479449,0.391169485
2018-01-04 18:12:00,NA,96,0,NA,0,0,96,0,0,96,38.14739193,106.8479449,0.391169485
2018-01-04 18:13:00,NA,96,0,NA,0,0,96,0,0,96,37.77404361,106.6663321,0.390504602
2018-01-04 18:14:00,NA,96,0,NA,0,0,96,0,0,96,38.14739193,106.8479449,0.391169485
2018-01-04 18:15:00,NA,96,0,NA,0,0,96,0,0,96,37.77404361,106.6663321,0.390504602
2018-01-04 18:16:00,NA,96,0,NA,0,0,96,0,0,96,37.77404361,106.6663321,0.390504602
2018-01-04 18:17:00,NA,96,0,NA,0,0,96,0,0,96,37.77404361,106.6663321,0.390504602
2018-01-04 18:18:00,NA,96,0,NA,0,0,96,0,0,96,37.77404361,106.6663321,0.390504602
2018-01-04 18:19:00,NA,96,0,NA,0,0,96,0,0,96,38.14739193,106.8479449,0.391169485
2018-01-04 18:20:00,NA,96,0,NA,0,0,96,0,0,96,37.77404361,106.6663321,0.390504602
2018-01-04 18:21:00,NA,96,0,NA,0,0,96,0,0,96,37.77404361,106.6663321,0.390504602
2018-01-04 18:22:00,NA,96,0,NA,0,0,96,0,0,96,37.77404361,106.6663321,0.390504602
2018-01-04 18:23:00,NA,96,0,NA,0,0,96,0,0,96,37.77404361,106.6663321,0.390504602
2018-01-04 18:24:00,NA,96,0,NA,0,0,96,0,0,96,37.77404361,106.6663321,0.390504602
2018-01-04 18:25:00,NA,96,0,NA,0,0,96,0,0,96,37.77404361,106.6663321,0.390504602
2018-01-04 18:26:00,NA,96,0,NA,0,0,96,0,0,96,37.77404361,106.6663321,0.390504602
2018-01-04 18:27:00,NA,96,0,NA,0,0,96,0,0,96,37.77404361,106.6663321,0.390504602
2018-01-04 18:28:00,NA,96,0,NA,0,0,96,0,0,96,37.77404361,106.6663321,0.390504602
2018-01-04 18:29:00,NA,96,0,NA,0,0,96,0,0,96,37.77404361,106.6663321,0.390504602
2018-01-04 18:30:00,NA,96,0,NA,0,0,96,0,0,96,37.77404361,106.6663321,0.390504602
2018-01-04 18:31:00,NA,96,0,NA,0,0,96,0,0,96,37.77404361,106.6663321,0.390504602
2018-01-04 18:32:00,NA,96,0,NA,0,0,96,0,0,96,37.77404361,106.6663321,0.390504602
2018-01-04 18:33:00,NA,96,0,NA,0,0,96,0,0,96,37.77404361,106.6663321,0.390504602
2018-01-04 18:34:00,NA,96,0,NA,0,0,96,0,0,96,37.77404361,106.6663321,0.390504602
2018-01-04 18:35:00,NA,96,0,NA,0,0,96,0,0,96,37.77404361,106.6663321,0.390504602
2018-01-04 18:36:00,NA,96,0,NA,0,0,96,0,0,96,37.77404361,106.6663321,0.390504602
2018-01-04 18:37:00,NA,96,0,NA,0,0,96,0,0,96,37.77404361,106.6663321,0.390504602
2018-01-04 18:38:00,NA,96,0,NA,0,0,96,0,0,96,37.77404361,106.6663321,0.390504602
2018-01-04 18:39:00,NA,96,0,NA,0,0,96,0,0,96,37.77404361,106.6663321,0.390504602
2018-01-04 18:40:00,NA,96,0,NA,0,0,96,0,0,96,37.77404361,106.6663321,0.390504602
2018-01-04 18:41:00,NA,96,0,NA,0,0,96,0,0,96,37.77404361,106.6663321,0.390504602
2018-01-04 18:42:00,NA,96,0,NA,0,0,96,0,0,96,37.77404361,106.6663321,0.390504602
2018-01-04 18:43:00,NA,96,0,NA,0,0,96,0,0,96,37.77404361,106.6663321,0.390504602
2018-01-04 18:44:00,NA,96,0,NA,0,0,96,0,0,96,37.77404361,106.6663321,0.390504602
2018-01-04 18:45:00,NA,96,0,NA,0,0,96,0,0,96,37.77404361,106.6663321,0.390504602
2018-01-04 18:46:00,NA,96,0,NA,0,0,96,0,0,96,37.77404361,106.6663321,0.390504602
2018-01-04 18:47:00,NA,96,0,NA,0,0,96,0,0,96,37.77404361,106.6663321,0.390504602
2018-01-04 18:48:00,NA,96,0,NA,0,0,96,0,0,96,37.77404361,106.6663321,0.390504602
2018-01-04 18:49:00,NA,96,0,NA,0,0,96,0,0,96,37.77404361,106.6663321,0.390504602
2018-01-04 18:50:00,NA,96,0,NA,0,0,96,0,0,96,37.77404361,106.6663321,0.390504602
2018-01-04 18:51:00,NA,96,0,NA,0,0,96,0,0,96,37.77404361,106.6663321,0.390504602
2018-01-04 18:52:00,NA,96,0,NA,0,0,96,0,0,96,37.77404361,106.6663321,0.390504602
2018-01-04 18:53:00,NA,96,0,NA,0,0,96,0,0,96,37.77404361,106.6663321,0.390504602
2018-01-04 18:54:00,NA,96,0,NA,0,0,96,0,0,96,37.77404361,106.6663321,0.390504602
2018-01-04 18:55:00,NA,96,0,NA,0,0,96,0,0,96,43.96307667,109.8090142,0.402009937
2018-01-04 18:56:00,NA,96,0,NA,0,0,96,0,0,96,43.96307667,109.8090142,0.402009937
2018-01-04 18:57:00,NA,96,0,NA,0,0,96,0,0,96,43.96307667,109.8090142,0.402009937
2018-01-04 18:58:00,NA,96,0,NA,0,0,96,0,0,96,43.96307667,109.8090142,0.402009937
2018-01-04 18:59:00,NA,96,0,NA,0,0,96,0,0,96,43.96307667,109.8090142,0.402009937
2018-01-04 19:00:00,NA,96,0,NA,0,0,96,0,0,96,43.96307667,109.8090142,0.402009937
2018-01-04 19:01:00,NA,96,0,NA,0,0,96,0,0,96,43.61561281,109.6254223,0.401337808
2018-01-04 19:02:00,NA,96,0,NA,0,0,96,0,0,96,43.96307667,109.8090142,0.402009937
2018-01-04 19:03:00,NA,96,0,NA,0,0,96,0,0,96,43.96307667,109.8090142,0.402009937
2018-01-04 19:04:00,NA,96,0,NA,0,0,96,0,0,96,43.61561281,109.6254223,0.401337808
