Time,BA1_CFM,BA2_CFM,TO1_CFM,LAU_CFM,RHD_CFM,CDR_CFM,QCFM_Exhaust,QCFM_Supply,QCFM_MVbalance,QCFM_MVunbalance,QCFM_Infiltration,QCFM_Total,ACH
2017-09-14 18:00:00,0,0,0,136,0,0,136,0,0,136,14.14504522,137.3325935,0.418314327
2017-09-14 18:01:00,0,0,0,136,0,0,136,0,0,136,14.14504522,137.3325935,0.418314327
2017-09-14 18:02:00,0,0,0,136,0,0,136,0,0,136,14.14504522,137.3325935,0.418314327
2017-09-14 18:03:00,0,0,0,136,0,0,136,0,0,136,14.14504522,137.3325935,0.418314327
2017-09-14 18:04:00,0,0,0,136,0,0,136,0,0,136,14.14504522,137.3325935,0.418314327
2017-09-14 18:05:00,0,0,0,136,0,0,136,0,0,136,14.14504522,137.3325935,0.418314327
2017-09-14 18:06:00,0,0,0,136,0,0,136,0,0,136,14.14504522,137.3325935,0.418314327
2017-09-14 18:07:00,0,0,0,136,0,0,136,0,0,136,14.14504522,137.3325935,0.418314327
2017-09-14 18:08:00,0,0,0,136,0,0,136,0,0,136,14.14504522,137.3325935,0.418314327
2017-09-14 18:09:00,0,0,0,136,0,0,136,0,0,136,14.14504522,137.3325935,0.418314327
2017-09-14 18:10:00,0,0,0,136,0,0,136,0,0,136,14.14504522,137.3325935,0.418314327
2017-09-14 18:11:00,0,0,0,136,0,0,136,0,0,136,14.14504522,137.3325935,0.418314327
2017-09-14 18:12:00,0,0,0,136,0,0,136,0,0,136,14.14504522,137.3325935,0.418314327
2017-09-14 18:13:00,0,0,0,136,0,0,136,0,0,136,14.14504522,137.3325935,0.418314327
2017-09-14 18:14:00,0,0,0,136,0,125,261,0,0,261,14.14504522,261.7271885,0.797219581
2017-09-14 18:15:00,0,0,0,136,0,125,261,0,0,261,14.14504522,261.7271885,0.797219581
2017-09-14 18:16:00,0,0,0,136,0,125,261,0,0,261,14.14504522,261.7271885,0.797219581
2017-09-14 18:17:00,0,0,92,136,0,125,353,0,0,353,14.14504522,353.544968,1.076896034
2017-09-14 18:18:00,0,0,92,136,0,125,353,0,0,353,14.14504522,353.544968,1.076896034
2017-09-14 18:19:00,0,0,92,136,0,125,353,0,0,353,14.37764317,353.5626816,1.07694999
2017-09-14 18:20:00,0,0,92,136,0,125,353,0,0,353,14.37764317,353.5626816,1.07694999
2017-09-14 18:21:00,0,0,92,136,0,125,353,0,0,353,14.37764317,353.5626816,1.07694999
2017-09-14 18:22:00,0,0,92,136,0,125,353,0,0,353,14.37764317,353.5626816,1.07694999
2017-09-14 18:23:00,0,0,92,136,0,125,353,0,0,353,14.14504522,353.544968,1.076896034
2017-09-14 18:24:00,0,0,92,136,0,125,353,0,0,353,14.37764317,353.5626816,1.07694999
2017-09-14 18:25:00,0,0,92,136,0,125,353,0,0,353,14.14504522,353.544968,1.076896034
2017-09-14 18:26:00,0,0,92,136,0,125,353,0,0,353,14.37764317,353.5626816,1.07694999
2017-09-14 18:27:00,0,0,92,136,0,125,353,0,0,353,14.37764317,353.5626816,1.07694999
2017-09-14 18:28:00,0,0,92,136,0,125,353,0,0,353,14.37764317,353.5626816,1.07694999
2017-09-14 18:29:00,0,0,92,136,0,125,353,0,0,353,14.14504522,353.544968,1.076896034
2017-09-14 18:30:00,0,0,92,136,0,125,353,0,0,353,14.37764317,353.5626816,1.07694999
2017-09-14 18:31:00,0,0,92,136,0,125,353,0,0,353,14.37764317,353.5626816,1.07694999
2017-09-14 18:32:00,0,0,92,136,0,125,353,0,0,353,14.37764317,353.5626816,1.07694999
2017-09-14 18:33:00,0,0,92,136,0,125,353,0,0,353,14.14504522,353.544968,1.076896034
2017-09-14 18:34:00,0,0,92,136,0,125,353,0,0,353,14.14504522,353.544968,1.076896034
2017-09-14 18:35:00,0,0,92,136,0,125,353,0,0,353,14.14504522,353.544968,1.076896034
2017-09-14 18:36:00,0,0,92,136,0,125,353,0,0,353,14.14504522,353.544968,1.076896034
2017-09-14 18:37:00,0,0,92,136,0,125,353,0,0,353,14.14504522,353.544968,1.076896034
2017-09-14 18:38:00,0,0,92,136,0,125,353,0,0,353,14.14504522,353.544968,1.076896034
2017-09-14 18:39:00,0,0,92,136,0,125,353,0,0,353,14.14504522,353.544968,1.076896034
2017-09-14 18:40:00,0,0,92,136,0,125,353,0,0,353,13.91446053,353.5276767,1.076843365
2017-09-14 18:41:00,0,0,92,136,0,125,353,0,0,353,14.14504522,353.544968,1.076896034
2017-09-14 18:42:00,0,0,92,136,0,125,353,0,0,353,13.91446053,353.5276767,1.076843365
2017-09-14 18:43:00,0,0,92,136,0,125,353,0,0,353,14.14504522,353.544968,1.076896034
2017-09-14 18:44:00,0,0,92,136,0,125,353,0,0,353,14.14504522,353.544968,1.076896034
2017-09-14 18:45:00,0,0,92,136,0,125,353,0,0,353,14.14504522,353.544968,1.076896034
2017-09-14 18:46:00,0,0,92,136,0,125,353,0,0,353,14.14504522,353.544968,1.076896034
2017-09-14 18:47:00,0,0,92,136,0,125,353,0,0,353,14.14504522,353.544968,1.076896034
