Time,BA1_CFM,BA2_CFM,BA3_CFM,TO1_CFM,LAU_CFM,RHD_CFM,CDR_CFM,QCFM_Exhaust,QCFM_Supply,QCFM_MVbalance,QCFM_MVunbalance,QCFM_Infiltration,QCFM_Total,ACH
2018-01-17 18:00:00,49,49,81,32,NA,0,0,211,0,0,211,13.0904069998063,211.764685814599,0.596436236627516
2018-01-17 18:01:00,49,49,81,32,NA,0,0,211,0,0,211,13.0904069998063,211.764685814599,0.596436236627516
2018-01-17 18:02:00,49,49,81,32,NA,0,0,211,0,0,211,13.0904069998063,211.764685814599,0.596436236627516
2018-01-17 18:03:00,49,49,81,32,NA,0,0,211,0,0,211,13.0904069998063,211.764685814599,0.596436236627516
2018-01-17 18:04:00,49,49,81,32,NA,0,0,211,0,0,211,13.0904069998063,211.764685814599,0.596436236627516
2018-01-17 18:05:00,49,49,81,32,NA,0,0,211,0,0,211,13.0904069998063,211.764685814599,0.596436236627516
2018-01-17 18:06:00,49,49,81,32,NA,0,0,211,0,0,211,13.0904069998063,211.764685814599,0.596436236627516
2018-01-17 18:07:00,49,49,81,32,NA,0,0,211,0,0,211,13.0904069998063,211.764685814599,0.596436236627516
2018-01-17 18:08:00,49,49,81,32,NA,0,0,211,0,0,211,13.0904069998063,211.764685814599,0.596436236627516
2018-01-17 18:09:00,49,49,81,32,NA,0,0,211,0,0,211,13.0904069998063,211.764685814599,0.596436236627516
2018-01-17 18:10:00,49,49,81,32,NA,0,0,211,0,0,211,13.0904069998063,211.764685814599,0.596436236627516
2018-01-17 18:11:00,49,49,81,32,NA,0,0,211,0,0,211,13.0904069998063,211.764685814599,0.596436236627516
2018-01-17 18:12:00,49,49,81,32,NA,0,0,211,0,0,211,13.0904069998063,211.764685814599,0.596436236627516
2018-01-17 18:13:00,49,49,81,32,NA,0,0,211,0,0,211,13.0904069998063,211.764685814599,0.596436236627516
2018-01-17 18:14:00,49,49,81,32,NA,0,0,211,0,0,211,13.0904069998063,211.764685814599,0.596436236627516
2018-01-17 18:15:00,49,49,81,32,NA,0,0,211,0,0,211,13.0904069998063,211.764685814599,0.596436236627516
2018-01-17 18:16:00,49,49,81,32,NA,0,0,211,0,0,211,13.0904069998063,211.764685814599,0.596436236627516
2018-01-17 18:17:00,49,49,81,32,NA,0,0,211,0,0,211,13.0904069998063,211.764685814599,0.596436236627516
2018-01-17 18:18:00,49,49,81,32,NA,0,0,211,0,0,211,13.0904069998063,211.764685814599,0.596436236627516
2018-01-17 18:19:00,49,49,81,32,NA,0,0,211,0,0,211,12.7748431527687,211.729289384269,0.596336542414503
2018-01-17 18:20:00,49,49,81,32,NA,0,0,211,0,0,211,13.0904069998063,211.764685814599,0.596436236627516
2018-01-17 18:21:00,49,49,81,32,NA,0,0,211,0,0,211,13.0904069998063,211.764685814599,0.596436236627516
2018-01-17 18:22:00,49,49,81,32,NA,0,0,211,0,0,211,13.0904069998063,211.764685814599,0.596436236627516
2018-01-17 18:23:00,49,49,81,32,NA,0,0,211,0,0,211,13.0904069998063,211.764685814599,0.596436236627516
2018-01-17 18:24:00,49,49,81,32,NA,0,0,211,0,0,211,13.0904069998063,211.764685814599,0.596436236627516
2018-01-17 18:25:00,49,49,81,32,NA,0,0,211,0,0,211,13.0904069998063,211.764685814599,0.596436236627516
2018-01-17 18:26:00,49,49,81,32,NA,0,0,211,0,0,211,13.0904069998063,211.764685814599,0.596436236627516
2018-01-17 18:27:00,49,49,81,32,NA,0,0,211,0,0,211,13.0904069998063,211.764685814599,0.596436236627516
2018-01-17 18:28:00,49,49,81,32,NA,0,0,211,0,0,211,13.0904069998063,211.764685814599,0.596436236627516
2018-01-17 18:29:00,49,49,81,32,NA,0,0,211,0,0,211,13.0904069998063,211.764685814599,0.596436236627516
2018-01-17 18:30:00,49,49,81,32,NA,0,0,211,0,0,211,13.0904069998063,211.764685814599,0.596436236627516
2018-01-17 18:31:00,49,49,81,32,NA,0,0,211,0,0,211,13.0904069998063,211.764685814599,0.596436236627516
2018-01-17 18:32:00,49,49,81,32,NA,0,0,211,0,0,211,13.0904069998063,211.764685814599,0.596436236627516
2018-01-17 18:33:00,49,49,81,32,NA,0,0,211,0,0,211,13.0904069998063,211.764685814599,0.596436236627516
2018-01-17 18:34:00,49,49,81,32,NA,0,0,211,0,0,211,13.0904069998063,211.764685814599,0.596436236627516
2018-01-17 18:35:00,49,49,81,32,NA,0,0,211,0,0,211,13.0904069998063,211.764685814599,0.596436236627516
2018-01-17 18:36:00,49,49,81,32,NA,0,0,211,0,0,211,13.0904069998063,211.764685814599,0.596436236627516
2018-01-17 18:37:00,49,49,81,32,NA,0,0,211,0,0,211,13.0904069998063,211.764685814599,0.596436236627516
2018-01-17 18:38:00,49,49,81,32,NA,0,0,211,0,0,211,13.0904069998063,211.764685814599,0.596436236627516
2018-01-17 18:39:00,49,49,81,32,NA,0,0,211,0,0,211,13.0904069998063,211.764685814599,0.596436236627516
2018-01-17 18:40:00,49,49,81,32,NA,0,0,211,0,0,211,13.0904069998063,211.764685814599,0.596436236627516
2018-01-17 18:41:00,49,49,81,32,NA,0,0,211,0,0,211,13.0904069998063,211.764685814599,0.596436236627516
2018-01-17 18:42:00,49,49,81,32,NA,0,0,211,0,0,211,13.0904069998063,211.764685814599,0.596436236627516
2018-01-17 18:43:00,49,49,81,32,NA,0,0,211,0,0,211,13.0904069998063,211.764685814599,0.596436236627516
2018-01-17 18:44:00,49,49,81,32,NA,0,0,211,0,0,211,13.0904069998063,211.764685814599,0.596436236627516
2018-01-17 18:45:00,49,49,81,32,NA,0,0,211,0,0,211,13.0904069998063,211.764685814599,0.596436236627516
2018-01-17 18:46:00,49,49,81,32,NA,0,0,211,0,0,211,13.0904069998063,211.764685814599,0.596436236627516
2018-01-17 18:47:00,49,49,81,32,NA,0,0,211,0,0,211,13.0904069998063,211.764685814599,0.596436236627516
2018-01-17 18:48:00,49,49,81,32,NA,0,0,211,0,0,211,13.0904069998063,211.764685814599,0.596436236627516
2018-01-17 18:49:00,49,49,81,32,NA,0,0,211,0,0,211,13.0904069998063,211.764685814599,0.596436236627516
2018-01-17 18:50:00,49,49,81,32,NA,0,0,211,0,0,211,12.7748431527687,211.729289384269,0.596336542414503
2018-01-17 18:51:00,49,49,81,32,NA,0,0,211,0,0,211,12.7748431527687,211.729289384269,0.596336542414503
2018-01-17 18:52:00,49,49,81,32,NA,0,0,211,0,0,211,12.7748431527687,211.729289384269,0.596336542414503
2018-01-17 18:53:00,49,49,81,32,NA,0,0,211,0,0,211,16.6691682512712,212.220460250826,0.597719927477329
2018-01-17 18:54:00,49,49,81,32,NA,0,0,211,0,0,211,16.6691682512712,212.220460250826,0.597719927477329
2018-01-17 18:55:00,49,49,81,32,NA,0,0,211,0,0,211,16.6691682512712,212.220460250826,0.597719927477329
2018-01-17 18:56:00,49,49,81,32,NA,0,0,211,0,0,211,16.6691682512712,212.220460250826,0.597719927477329
2018-01-17 18:57:00,49,49,81,32,NA,0,0,211,0,0,211,16.6691682512712,212.220460250826,0.597719927477329
2018-01-17 18:58:00,49,49,81,32,NA,0,0,211,0,0,211,16.6691682512712,212.220460250826,0.597719927477329
2018-01-17 18:59:00,49,49,81,32,NA,0,0,211,0,0,211,16.6691682512712,212.220460250826,0.597719927477329
2018-01-17 19:00:00,49,49,81,32,NA,0,0,211,0,0,211,16.6691682512712,212.220460250826,0.597719927477329
2018-01-17 19:01:00,49,49,81,32,NA,0,0,211,0,0,211,16.6691682512712,212.220460250826,0.597719927477329
2018-01-17 19:02:00,49,49,81,32,NA,0,0,211,0,0,211,16.6691682512712,212.220460250826,0.597719927477329
2018-01-17 19:03:00,49,49,81,32,NA,0,0,211,0,0,211,16.3994302586749,212.182682439016,0.597613526092144
2018-01-17 19:04:00,49,49,81,32,NA,0,0,211,0,0,211,16.6691682512712,212.220460250826,0.597719927477329
2018-01-17 19:05:00,49,49,81,32,NA,0,0,211,0,0,211,16.6691682512712,212.220460250826,0.597719927477329
2018-01-17 19:06:00,49,49,81,32,NA,0,0,211,0,0,211,16.6691682512712,212.220460250826,0.597719927477329
2018-01-17 19:07:00,49,49,81,32,NA,0,0,211,0,0,211,16.6691682512712,212.220460250826,0.597719927477329
2018-01-17 19:08:00,49,49,81,32,NA,0,0,211,0,0,211,16.6691682512712,212.220460250826,0.597719927477329
2018-01-17 19:09:00,49,49,81,32,NA,0,0,211,0,0,211,16.6691682512712,212.220460250826,0.597719927477329
2018-01-17 19:10:00,49,49,81,32,NA,0,0,211,0,0,211,16.6691682512712,212.220460250826,0.597719927477329
2018-01-17 19:11:00,49,49,81,32,NA,0,0,211,0,0,211,16.6691682512712,212.220460250826,0.597719927477329
2018-01-17 19:12:00,49,49,81,32,NA,0,0,211,0,0,211,16.6691682512712,212.220460250826,0.597719927477329
2018-01-17 19:13:00,49,49,81,32,NA,0,0,211,0,0,211,16.6691682512712,212.220460250826,0.597719927477329
2018-01-17 19:14:00,49,49,81,32,NA,0,0,211,0,0,211,16.6691682512712,212.220460250826,0.597719927477329
2018-01-17 19:15:00,49,49,81,32,NA,0,0,211,0,0,211,16.3994302586749,212.182682439016,0.597613526092144
2018-01-17 19:16:00,49,49,81,32,NA,0,0,211,0,0,211,16.6691682512712,212.220460250826,0.597719927477329
2018-01-17 19:17:00,49,49,81,32,NA,0,0,211,0,0,211,16.6691682512712,212.220460250826,0.597719927477329
2018-01-17 19:18:00,49,49,81,32,NA,0,0,211,0,0,211,16.6691682512712,212.220460250826,0.597719927477329
2018-01-17 19:19:00,49,49,81,32,NA,0,0,211,0,0,211,16.3994302586749,212.182682439016,0.597613526092144
2018-01-17 19:20:00,49,49,81,32,NA,0,0,211,0,0,211,16.3994302586749,212.182682439016,0.597613526092144
2018-01-17 19:21:00,49,49,81,32,NA,0,0,211,0,0,211,16.3994302586749,212.182682439016,0.597613526092144
2018-01-17 19:22:00,49,49,81,32,NA,0,0,211,0,0,211,16.3994302586749,212.182682439016,0.597613526092144
2018-01-17 19:23:00,49,49,81,32,NA,0,0,211,0,0,211,16.3994302586749,212.182682439016,0.597613526092144
2018-01-17 19:24:00,49,49,81,32,NA,0,0,211,0,0,211,16.3994302586749,212.182682439016,0.597613526092144
2018-01-17 19:25:00,49,49,81,32,NA,0,0,211,0,0,211,16.3994302586749,212.182682439016,0.597613526092144
2018-01-17 19:26:00,49,49,81,32,NA,0,0,211,0,0,211,16.3994302586749,212.182682439016,0.597613526092144
2018-01-17 19:27:00,49,49,81,32,NA,0,0,211,0,0,211,16.3994302586749,212.182682439016,0.597613526092144
2018-01-17 19:28:00,49,49,81,32,NA,0,0,211,0,0,211,16.3994302586749,212.182682439016,0.597613526092144
2018-01-17 19:29:00,49,49,81,32,NA,0,0,211,0,0,211,16.3994302586749,212.182682439016,0.597613526092144
2018-01-17 19:30:00,49,49,81,32,NA,0,0,211,0,0,211,16.3994302586749,212.182682439016,0.597613526092144
2018-01-17 19:31:00,49,49,81,32,NA,0,0,211,0,0,211,16.3994302586749,212.182682439016,0.597613526092144
2018-01-17 19:32:00,49,49,81,32,NA,0,0,211,0,0,211,16.3994302586749,212.182682439016,0.597613526092144
2018-01-17 19:33:00,49,49,81,32,NA,0,0,211,0,0,211,16.3994302586749,212.182682439016,0.597613526092144
2018-01-17 19:34:00,49,49,81,32,NA,0,0,211,0,0,211,16.3994302586749,212.182682439016,0.597613526092144
2018-01-17 19:35:00,49,49,81,32,NA,0,0,211,0,0,211,16.3994302586749,212.182682439016,0.597613526092144
2018-01-17 19:36:00,49,49,81,32,NA,0,0,211,0,0,211,16.3994302586749,212.182682439016,0.597613526092144
2018-01-17 19:37:00,49,49,81,32,NA,0,0,211,0,0,211,16.3994302586749,212.182682439016,0.597613526092144
2018-01-17 19:38:00,49,49,81,32,NA,0,0,211,0,0,211,16.3994302586749,212.182682439016,0.597613526092144
2018-01-17 19:39:00,49,49,81,32,NA,0,0,211,0,0,211,16.3994302586749,212.182682439016,0.597613526092144
2018-01-17 19:40:00,49,49,81,32,NA,0,0,211,0,0,211,16.3994302586749,212.182682439016,0.597613526092144
2018-01-17 19:41:00,49,49,81,32,NA,0,0,211,0,0,211,16.3994302586749,212.182682439016,0.597613526092144
2018-01-17 19:42:00,49,49,81,32,NA,0,0,211,0,0,211,16.3994302586749,212.182682439016,0.597613526092144
2018-01-17 19:43:00,49,49,81,32,NA,0,0,211,0,0,211,16.3994302586749,212.182682439016,0.597613526092144
2018-01-17 19:44:00,49,49,81,32,NA,0,0,211,0,0,211,16.3994302586749,212.182682439016,0.597613526092144
2018-01-17 19:45:00,49,49,81,32,NA,0,0,211,0,0,211,16.3994302586749,212.182682439016,0.597613526092144
2018-01-17 19:46:00,49,49,81,32,NA,0,0,211,0,0,211,16.3994302586749,212.182682439016,0.597613526092144
2018-01-17 19:47:00,49,49,81,32,NA,0,0,211,0,0,211,16.3994302586749,212.182682439016,0.597613526092144
