Time,BA1_CFM,BA2_CFM,BA3_CFM,BA4_CFM,TO1_CFM,LAU_CFM,RHD_CFM,CDR_CFM,QCFM_Exhaust,QCFM_Supply,QCFM_MVbalance,QCFM_MVunbalance,QCFM_Infiltration,QCFM_Total,ACH
2018-01-22 18:00:00,0,67,0,0,0,0,0,0,67,0,0,67,24.370292549386,73.5000465947031,0.228758314953947
2018-01-22 18:01:00,78,67,0,0,0,0,0,0,145,0,0,145,24.6497318740036,148.581551675611,0.462438691800843
2018-01-22 18:02:00,78,67,0,0,0,0,0,0,145,0,0,145,24.6497318740036,148.581551675611,0.462438691800843
2018-01-22 18:03:00,78,67,0,0,0,0,0,0,145,0,0,145,24.6497318740036,148.581551675611,0.462438691800843
2018-01-22 18:04:00,78,67,0,0,0,0,0,0,145,0,0,145,24.6497318740036,148.581551675611,0.462438691800843
2018-01-22 18:05:00,78,67,69,0,0,0,0,0,214,0,0,214,24.6497318740036,216.546029600323,0.673968346094997
2018-01-22 18:06:00,78,67,69,0,0,0,0,0,214,0,0,214,24.6497318740036,216.546029600323,0.673968346094997
2018-01-22 18:07:00,78,67,69,0,0,0,0,0,214,0,0,214,24.6497318740036,216.546029600323,0.673968346094997
2018-01-22 18:08:00,78,67,69,0,0,0,0,0,214,0,0,214,24.6497318740036,216.546029600323,0.673968346094997
2018-01-22 18:09:00,78,67,69,0,0,0,0,0,214,0,0,214,24.6497318740036,216.546029600323,0.673968346094997
2018-01-22 18:10:00,78,67,69,0,0,0,0,0,214,0,0,214,24.6497318740036,216.546029600323,0.673968346094997
2018-01-22 18:11:00,0,67,69,0,0,0,0,0,136,0,0,136,24.6497318740036,139.782199163188,0.435051973741638
2018-01-22 18:12:00,0,67,69,0,0,0,0,0,136,0,0,136,24.6497318740036,139.782199163188,0.435051973741638
2018-01-22 18:13:00,0,67,69,0,0,0,0,0,136,0,0,136,24.6497318740036,139.782199163188,0.435051973741638
2018-01-22 18:14:00,0,67,0,0,0,0,0,0,67,0,0,67,24.6497318740036,73.6296896786953,0.229161810391208
2018-01-22 18:15:00,0,67,0,0,0,0,0,0,67,0,0,67,24.370292549386,73.5000465947031,0.228758314953947
2018-01-22 18:16:00,0,67,0,0,0,0,0,0,67,0,0,67,24.370292549386,73.5000465947031,0.228758314953947
2018-01-22 18:17:00,0,67,0,0,0,0,0,0,67,0,0,67,24.370292549386,73.5000465947031,0.228758314953947
2018-01-22 18:18:00,0,67,0,0,0,0,0,0,67,0,0,67,24.370292549386,73.5000465947031,0.228758314953947
2018-01-22 18:19:00,0,67,0,0,0,0,0,0,67,0,0,67,24.370292549386,73.5000465947031,0.228758314953947
2018-01-22 18:20:00,0,67,0,0,0,0,0,0,67,0,0,67,24.370292549386,73.5000465947031,0.228758314953947
2018-01-22 18:21:00,0,67,0,0,0,0,0,0,67,0,0,67,24.370292549386,73.5000465947031,0.228758314953947
2018-01-22 18:22:00,0,67,0,0,0,0,0,0,67,0,0,67,24.370292549386,73.5000465947031,0.228758314953947
2018-01-22 18:23:00,0,67,0,0,0,0,0,0,67,0,0,67,24.0890140813947,73.3704784299796,0.228355052692124
2018-01-22 18:24:00,78,67,0,0,0,0,0,0,145,0,0,145,24.0890140813947,148.431805446179,0.461972628217178
2018-01-22 18:25:00,78,67,0,0,0,0,0,0,145,0,0,145,24.0890140813947,148.431805446179,0.461972628217178
2018-01-22 18:26:00,78,67,0,0,0,0,0,0,145,0,0,145,24.0890140813947,148.431805446179,0.461972628217178
2018-01-22 18:27:00,78,67,69,0,0,0,0,0,214,0,0,214,24.0890140813947,216.437242229141,0.673629761061751
2018-01-22 18:28:00,78,67,69,0,0,0,0,0,214,0,0,214,24.0890140813947,216.437242229141,0.673629761061751
2018-01-22 18:29:00,78,67,69,0,0,0,0,0,214,0,0,214,24.0890140813947,216.437242229141,0.673629761061751
2018-01-22 18:30:00,78,67,69,0,0,0,0,0,214,0,0,214,24.0890140813947,216.437242229141,0.673629761061751
2018-01-22 18:31:00,78,67,69,0,0,0,0,0,214,0,0,214,24.0890140813947,216.437242229141,0.673629761061751
2018-01-22 18:32:00,78,67,69,0,0,0,0,0,214,0,0,214,24.0890140813947,216.437242229141,0.673629761061751
2018-01-22 18:33:00,0,67,69,0,0,0,0,0,136,0,0,136,24.0890140813947,139.624737167277,0.434561895945464
2018-01-22 18:34:00,0,67,69,0,0,0,0,0,136,0,0,136,24.0890140813947,139.624737167277,0.434561895945464
2018-01-22 18:35:00,0,67,69,0,0,0,0,0,136,0,0,136,24.0890140813947,139.624737167277,0.434561895945464
2018-01-22 18:36:00,0,67,69,0,0,0,0,0,136,0,0,136,24.0890140813947,139.624737167277,0.434561895945464
2018-01-22 18:37:00,0,67,0,0,0,0,0,0,67,0,0,67,24.0890140813947,73.3704784299796,0.228355052692124
2018-01-22 18:38:00,0,67,0,0,0,0,0,0,67,0,0,67,24.0890140813947,73.3704784299796,0.228355052692124
2018-01-22 18:39:00,0,67,0,0,0,0,0,0,67,0,0,67,24.0890140813947,73.3704784299796,0.228355052692124
2018-01-22 18:40:00,0,67,0,0,0,0,0,0,67,0,0,67,24.0890140813947,73.3704784299796,0.228355052692124
2018-01-22 18:41:00,0,67,0,0,0,0,0,0,67,0,0,67,24.0890140813947,73.3704784299796,0.228355052692124
2018-01-22 18:42:00,0,67,0,0,0,0,0,0,67,0,0,67,23.8058509583242,73.2409914545049,0.227952043120152
2018-01-22 18:43:00,0,67,0,0,0,0,0,0,67,0,0,67,23.8058509583242,73.2409914545049,0.227952043120152
2018-01-22 18:44:00,0,67,0,0,0,0,0,0,67,0,0,67,23.8058509583242,73.2409914545049,0.227952043120152
2018-01-22 18:45:00,0,67,0,0,0,0,0,0,67,0,0,67,23.8058509583242,73.2409914545049,0.227952043120152
2018-01-22 18:46:00,78,67,0,0,0,0,0,0,145,0,0,145,23.8058509583242,148.35722095314,0.461740494718768
2018-01-22 18:47:00,78,67,0,0,0,0,0,0,145,0,0,145,23.8058509583242,148.35722095314,0.461740494718768
2018-01-22 18:48:00,78,67,0,0,0,0,0,0,145,0,0,145,23.8058509583242,148.35722095314,0.461740494718768
2018-01-22 18:49:00,78,67,0,0,0,0,0,0,145,0,0,145,23.8058509583242,148.35722095314,0.461740494718768
2018-01-22 18:50:00,78,67,69,0,0,0,0,0,214,0,0,214,23.8058509583242,216.383114366472,0.67346129588071
2018-01-22 18:51:00,78,67,69,0,0,0,0,0,214,0,0,214,23.8058509583242,216.383114366472,0.67346129588071
2018-01-22 18:52:00,78,67,69,0,0,0,0,0,214,0,0,214,23.8058509583242,216.383114366472,0.67346129588071
2018-01-22 18:53:00,78,67,69,0,0,0,0,0,214,0,0,214,29.7715760679983,217.63597247829,0.677360636409244
2018-01-22 18:54:00,78,67,69,0,0,0,0,0,214,0,0,214,29.7715760679983,217.63597247829,0.677360636409244
2018-01-22 18:55:00,78,67,69,0,0,0,0,0,214,0,0,214,29.7715760679983,217.63597247829,0.677360636409244
2018-01-22 18:56:00,0,67,69,0,0,0,0,0,136,0,0,136,29.7715760679983,141.346795648544,0.43992155508417
2018-01-22 18:57:00,0,67,69,0,0,0,0,0,136,0,0,136,29.7715760679983,141.346795648544,0.43992155508417
2018-01-22 18:58:00,0,67,69,0,0,0,0,0,136,0,0,136,29.7715760679983,141.346795648544,0.43992155508417
2018-01-22 18:59:00,0,67,69,0,0,0,0,0,136,0,0,136,29.7715760679983,141.346795648544,0.43992155508417
2018-01-22 19:00:00,0,67,69,0,0,0,0,0,136,0,0,136,29.7715760679983,141.346795648544,0.43992155508417
2018-01-22 19:01:00,0,67,69,0,0,0,0,0,136,0,0,136,29.7715760679983,141.346795648544,0.43992155508417
2018-01-22 19:02:00,0,67,69,0,0,0,0,0,136,0,0,136,29.7715760679983,141.346795648544,0.43992155508417
2018-01-22 19:03:00,0,67,69,0,0,0,0,0,136,0,0,136,29.7715760679983,141.346795648544,0.43992155508417
2018-01-22 19:04:00,0,67,69,0,0,0,0,0,136,0,0,136,29.7715760679983,141.346795648544,0.43992155508417
2018-01-22 19:05:00,0,67,69,0,0,0,0,0,136,0,0,136,29.7715760679983,141.346795648544,0.43992155508417
2018-01-22 19:06:00,0,67,69,0,0,0,0,0,136,0,0,136,29.7715760679983,141.346795648544,0.43992155508417
2018-01-22 19:07:00,0,67,69,0,0,0,0,0,136,0,0,136,29.7715760679983,141.346795648544,0.43992155508417
2018-01-22 19:08:00,0,67,69,0,0,0,0,0,136,0,0,136,29.5201796574973,141.26486262167,0.439666550331996
2018-01-22 19:09:00,78,67,69,0,0,0,0,0,214,0,0,214,29.7715760679983,217.63597247829,0.677360636409244
2018-01-22 19:10:00,78,67,69,0,0,0,0,0,214,0,0,214,29.7715760679983,217.63597247829,0.677360636409244
