Time,BA1_CFM,BA2_CFM,BA3_CFM,TO1_CFM,LAU_CFM,KIT_CFM,RHD_CFM,CDR_CFM,QCFM_Exhaust,QCFM_Supply,QCFM_MVbalance,QCFM_MVunbalance,QCFM_Infiltration,QCFM_Total,ACH
2017-09-18 19:48:00,0,0,0,0,98,120,0,0,218,0,0,218,44.2786906394686,225.475263964318,0.578141702472611
2017-09-18 19:49:00,0,0,0,0,98,120,0,0,218,0,0,218,44.2786906394686,225.475263964318,0.578141702472611
2017-09-18 19:50:00,0,0,0,0,98,120,0,0,218,0,0,218,44.056717910565,225.406772123711,0.577966082368489
2017-09-18 19:51:00,0,0,0,0,98,120,0,0,218,0,0,218,44.056717910565,225.406772123711,0.577966082368489
2017-09-18 19:52:00,0,0,0,0,98,120,0,0,218,0,0,218,44.056717910565,225.406772123711,0.577966082368489
2017-09-18 19:53:00,0,0,0,0,98,120,0,0,218,0,0,218,47.4489496055082,226.481490780099,0.580721771231023
2017-09-18 19:54:00,0,0,0,0,98,120,0,0,218,0,0,218,47.4489496055082,226.481490780099,0.580721771231023
2017-09-18 19:55:00,0,0,0,0,98,120,0,0,218,0,0,218,47.4489496055082,226.481490780099,0.580721771231023
2017-09-18 19:56:00,0,0,0,0,98,120,0,0,218,0,0,218,47.222334167858,226.407847141748,0.580532941389096
2017-09-18 19:57:00,0,0,0,0,98,120,0,0,218,0,0,218,47.222334167858,226.407847141748,0.580532941389096
2017-09-18 19:58:00,0,0,0,0,98,120,0,0,218,0,0,218,46.9959090083248,226.334526641501,0.580344940106414
2017-09-18 19:59:00,0,0,0,0,98,120,0,0,218,0,0,218,46.9959090083248,226.334526641501,0.580344940106414
2017-09-18 20:00:00,0,0,0,0,98,120,0,0,218,0,0,218,46.9959090083248,226.334526641501,0.580344940106414
2017-09-18 20:01:00,0,0,0,0,98,120,0,0,218,0,0,218,46.9959090083248,226.334526641501,0.580344940106414
2017-09-18 20:02:00,0,0,0,0,98,120,160,0,378,0,0,378,47.222334167858,383.244195013004,0.982677423110266
2017-09-18 20:03:00,0,0,79,0,98,120,160,0,457,0,0,457,47.222334167858,461.42255071454,1.1831347454219
2017-09-18 20:04:00,0,0,79,0,98,120,160,0,457,0,0,457,47.4489496055082,461.463093481366,1.18323870123427
2017-09-18 20:05:00,0,0,79,0,98,120,160,0,457,0,0,457,47.6757384633206,461.503834570974,1.1833431655666
2017-09-18 20:06:00,0,0,79,0,98,120,160,0,457,0,0,457,47.9026845872589,461.54477122169,1.18344813133767
2017-09-18 20:07:00,0,0,79,0,98,120,160,0,457,0,0,457,47.9026845872589,461.54477122169,1.18344813133767
2017-09-18 20:08:00,0,0,79,0,98,120,160,0,457,0,0,457,47.9026845872589,461.54477122169,1.18344813133767
2017-09-18 20:09:00,0,0,79,0,98,120,160,0,457,0,0,457,47.6757384633206,461.503834570974,1.1833431655666
2017-09-18 20:10:00,0,0,79,0,98,120,160,0,457,0,0,457,47.6757384633206,461.503834570974,1.1833431655666
2017-09-18 20:11:00,0,0,79,0,98,120,160,0,457,0,0,457,47.4489496055082,461.463093481366,1.18323870123427
2017-09-18 20:12:00,0,0,79,0,98,120,160,0,457,0,0,457,47.222334167858,461.42255071454,1.1831347454219
2017-09-18 20:13:00,0,0,79,0,98,120,160,0,457,0,0,457,46.9959090083248,461.382209109325,1.18303130540853
2017-09-18 20:14:00,0,0,79,0,98,120,0,0,297,0,0,297,46.9959090083248,303.420470144211,0.778001205497977
2017-09-18 20:15:00,0,0,79,0,98,120,0,0,297,0,0,297,46.9959090083248,303.420470144211,0.778001205497977
2017-09-18 20:16:00,0,0,79,0,98,120,0,0,297,0,0,297,46.7696917233803,303.362992772673,0.77785382762224
2017-09-18 20:17:00,0,0,79,0,98,120,0,0,297,0,0,297,46.7696917233803,303.362992772673,0.77785382762224
2017-09-18 20:18:00,0,0,79,0,98,120,0,0,297,0,0,297,46.7696917233803,303.362992772673,0.77785382762224
2017-09-18 20:19:00,0,0,79,0,98,120,0,0,297,0,0,297,46.7696917233803,303.362992772673,0.77785382762224
2017-09-18 20:20:00,0,0,79,0,98,120,0,0,297,0,0,297,46.7696917233803,303.362992772673,0.77785382762224
2017-09-18 20:21:00,0,0,79,0,98,120,0,0,297,0,0,297,46.9959090083248,303.420470144211,0.778001205497977
2017-09-18 20:22:00,0,0,79,0,98,120,0,0,297,0,0,297,47.222334167858,303.478222424619,0.778149288268253
2017-09-18 20:23:00,0,0,79,0,98,120,0,0,297,0,0,297,47.222334167858,303.478222424619,0.778149288268253
2017-09-18 20:24:00,0,0,79,0,98,120,0,0,297,0,0,297,47.4489496055082,303.53624527305,0.778298064802692
2017-09-18 20:25:00,0,0,79,0,98,120,0,0,297,0,0,297,47.6757384633206,303.594534469286,0.77844752428022
2017-09-18 20:26:00,0,0,79,0,98,120,0,0,297,0,0,297,47.6757384633206,303.594534469286,0.77844752428022
2017-09-18 20:27:00,0,0,79,0,98,120,0,0,297,0,0,297,47.6757384633206,303.594534469286,0.77844752428022
2017-09-18 20:28:00,0,0,79,0,98,120,0,0,297,0,0,297,47.4489496055082,303.53624527305,0.778298064802692
2017-09-18 20:29:00,0,0,79,0,98,120,0,0,297,0,0,297,47.222334167858,303.478222424619,0.778149288268253
2017-09-18 20:30:00,0,0,79,0,98,120,0,0,297,0,0,297,46.9959090083248,303.420470144211,0.778001205497977
2017-09-18 20:31:00,0,0,79,0,98,120,0,0,297,0,0,297,46.7696917233803,303.362992772673,0.77785382762224
2017-09-18 20:32:00,0,0,79,0,98,120,0,0,297,0,0,297,46.7696917233803,303.362992772673,0.77785382762224
2017-09-18 20:33:00,0,0,79,0,98,120,0,0,297,0,0,297,46.5437006846884,303.305794776933,0.777707166094701
2017-09-18 20:34:00,0,0,79,0,98,120,0,0,297,0,0,297,46.3179550780137,303.248880755804,0.777561232707189
2017-09-18 20:35:00,0,0,79,0,98,120,0,0,297,0,0,297,46.3179550780137,303.248880755804,0.777561232707189
2017-09-18 20:36:00,0,0,79,0,98,120,0,0,297,0,0,297,46.0924749445334,303.192255446162,0.777416039605543
2017-09-18 20:37:00,0,0,79,0,98,120,0,0,297,0,0,297,46.3179550780137,303.248880755804,0.777561232707189
2017-09-18 20:38:00,0,0,79,0,98,120,0,0,297,0,0,297,46.3179550780137,303.248880755804,0.777561232707189
2017-09-18 20:39:00,0,0,79,0,98,0,0,0,177,0,0,177,46.5437006846884,186.690794537223,0.478694344967239
2017-09-18 20:40:00,0,0,79,0,98,0,0,0,177,0,0,177,46.7696917233803,186.775247251107,0.478910890387454
2017-09-18 20:41:00,0,0,79,0,98,0,0,0,177,0,0,177,46.9959090083248,186.860070540113,0.479128386000289
2017-09-18 20:42:00,0,0,79,0,98,0,0,0,177,0,0,177,47.222334167858,186.94525747195,0.47934681403064
2017-09-18 20:43:00,0,0,79,0,98,0,0,0,177,0,0,177,47.222334167858,186.94525747195,0.47934681403064
2017-09-18 20:44:00,0,0,79,0,98,0,0,0,177,0,0,177,47.4489496055082,187.030801314166,0.47956615721581
2017-09-18 20:45:00,0,0,79,0,98,0,0,0,177,0,0,177,47.4489496055082,187.030801314166,0.47956615721581
2017-09-18 20:46:00,0,0,79,0,98,0,0,0,177,0,0,177,47.4489496055082,187.030801314166,0.47956615721581
2017-09-18 20:47:00,0,0,79,0,98,0,0,0,177,0,0,177,47.4489496055082,187.030801314166,0.47956615721581
2017-09-18 20:48:00,0,0,79,0,98,0,0,0,177,0,0,177,47.222334167858,186.94525747195,0.47934681403064
2017-09-18 20:49:00,0,0,79,0,98,0,0,0,177,0,0,177,46.9959090083248,186.860070540113,0.479128386000289
2017-09-18 20:50:00,0,0,79,0,98,0,0,0,177,0,0,177,46.7696917233803,186.775247251107,0.478910890387454
2017-09-18 20:51:00,0,0,79,0,98,0,0,0,177,0,0,177,46.5437006846884,186.690794537223,0.478694344967239
2017-09-18 20:52:00,0,0,79,0,98,0,0,0,177,0,0,177,46.5437006846884,186.690794537223,0.478694344967239
2017-09-18 20:53:00,0,0,0,0,98,0,0,0,98,0,0,98,44.4235743021009,111.85623105897,0.286810848869154
2017-09-18 20:54:00,0,0,0,0,98,0,0,0,98,0,0,98,44.1799601930657,111.728157470367,0.286482455052222
2017-09-18 20:55:00,0,0,0,0,98,0,0,0,98,0,0,98,44.1799601930657,111.728157470367,0.286482455052222
2017-09-18 20:56:00,0,0,0,0,98,0,0,0,98,0,0,98,44.1799601930657,111.728157470367,0.286482455052222
2017-09-18 20:57:00,0,0,0,0,98,0,0,0,98,0,0,98,44.1799601930657,111.728157470367,0.286482455052222
2017-09-18 20:58:00,0,0,0,0,98,0,0,0,98,0,0,98,44.4235743021009,111.85623105897,0.286810848869154
2017-09-18 20:59:00,0,0,79,0,98,0,0,0,177,0,0,177,44.4235743021009,185.912573830471,0.476698907257618
2017-09-18 21:00:00,0,0,79,0,98,0,0,0,177,0,0,177,44.6671784309554,186.000686719185,0.476924837741501
2017-09-18 21:01:00,0,0,79,0,98,0,0,0,177,0,0,177,44.9107585721555,186.089132264268,0.477151621190432
2017-09-18 21:02:00,0,0,79,0,98,0,0,0,177,0,0,177,44.9107585721555,186.089132264268,0.477151621190432
2017-09-18 21:03:00,0,0,79,0,98,0,0,0,177,0,0,177,45.154301394623,186.177904373837,0.477379241984198
2017-09-18 21:04:00,0,0,79,0,98,0,0,0,177,0,0,177,45.3977942098838,186.266997123083,0.477607684930982
2017-09-18 21:05:00,0,0,79,0,98,0,0,0,177,0,0,177,45.3977942098838,186.266997123083,0.477607684930982
2017-09-18 21:06:00,0,0,0,0,98,0,0,0,98,0,0,98,45.3977942098838,112.372325114753,0.288134166960906
2017-09-18 21:07:00,0,0,79,0,98,0,0,0,177,0,0,177,45.6412249402023,186.356404747601,0.477836935250258
2017-09-18 21:08:00,0,0,79,0,98,0,0,0,177,0,0,177,45.6412249402023,186.356404747601,0.477836935250258
2017-09-18 21:09:00,0,0,79,0,98,0,0,0,177,0,0,177,45.8845820885177,186.44612163708,0.478066978556616
2017-09-18 21:10:00,0,0,79,0,98,0,0,0,177,0,0,177,45.8845820885177,186.44612163708,0.478066978556616
2017-09-18 21:11:00,0,0,79,0,98,0,0,0,177,0,0,177,45.6412249402023,186.356404747601,0.477836935250258
2017-09-18 21:12:00,0,0,79,0,98,0,0,0,177,0,0,177,45.6412249402023,186.356404747601,0.477836935250258
2017-09-18 21:13:00,0,0,79,0,98,0,0,0,177,0,0,177,45.6412249402023,186.356404747601,0.477836935250258
2017-09-18 21:14:00,0,0,79,0,98,0,0,0,177,0,0,177,45.3977942098838,186.266997123083,0.477607684930982
2017-09-18 21:15:00,0,0,79,0,98,0,0,0,177,0,0,177,45.6412249402023,186.356404747601,0.477836935250258
2017-09-18 21:16:00,0,0,79,0,98,0,0,0,177,0,0,177,45.6412249402023,186.356404747601,0.477836935250258
2017-09-18 21:17:00,0,0,79,0,98,0,0,0,177,0,0,177,45.8845820885177,186.44612163708,0.478066978556616
2017-09-18 21:18:00,0,0,79,0,98,0,0,0,177,0,0,177,45.8845820885177,186.44612163708,0.478066978556616
2017-09-18 21:19:00,0,0,79,0,98,0,0,0,177,0,0,177,45.8845820885177,186.44612163708,0.478066978556616
2017-09-18 21:20:00,0,0,79,0,98,0,0,0,177,0,0,177,46.1278547100621,186.536142329327,0.478297800844429
2017-09-18 21:21:00,0,0,79,0,98,0,0,0,177,0,0,177,46.1278547100621,186.536142329327,0.478297800844429
2017-09-18 21:22:00,0,0,79,0,98,0,0,0,177,0,0,177,46.371032385552,186.626461504598,0.478529388473329
2017-09-18 21:23:00,0,0,79,0,98,0,0,0,177,0,0,177,46.371032385552,186.626461504598,0.478529388473329
2017-09-18 21:24:00,0,0,79,0,98,0,0,0,177,0,0,177,46.371032385552,186.626461504598,0.478529388473329
2017-09-18 21:25:00,0,0,79,0,98,0,0,0,177,0,0,177,46.371032385552,186.626461504598,0.478529388473329
2017-09-18 21:26:00,0,0,79,0,98,0,0,0,177,0,0,177,46.6141051958524,186.717073980225,0.478761728154424
2017-09-18 21:27:00,0,0,79,0,98,0,0,0,177,0,0,177,46.6141051958524,186.717073980225,0.478761728154424
2017-09-18 21:28:00,0,0,79,0,98,0,0,0,177,0,0,177,46.6141051958524,186.717073980225,0.478761728154424
2017-09-18 21:29:00,0,0,79,0,98,0,0,0,177,0,0,177,46.8570636980196,186.807974705512,0.478994806937209
2017-09-18 21:30:00,0,0,0,0,98,0,0,0,98,0,0,98,46.8570636980196,113.156902689795,0.290145904332807
2017-09-18 21:31:00,0,0,0,0,98,0,0,0,98,0,0,98,46.8570636980196,113.156902689795,0.290145904332807
2017-09-18 21:32:00,0,0,0,0,98,0,0,0,98,0,0,98,46.8570636980196,113.156902689795,0.290145904332807
2017-09-18 21:33:00,0,0,0,0,98,0,0,0,98,0,0,98,47.099898902637,113.288780305265,0.290484052064783
2017-09-18 21:34:00,0,0,0,0,98,0,0,0,98,0,0,98,47.099898902637,113.288780305265,0.290484052064783
2017-09-18 21:35:00,0,0,0,0,98,0,0,0,98,0,0,98,47.099898902637,113.288780305265,0.290484052064783
2017-09-18 21:36:00,0,0,0,0,98,0,0,0,98,0,0,98,47.342602252364,113.420956782746,0.290822966109605
2017-09-18 21:37:00,0,0,0,0,98,0,0,0,98,0,0,98,47.342602252364,113.420956782746,0.290822966109605
2017-09-18 21:38:00,0,0,0,0,98,0,0,0,98,0,0,98,47.342602252364,113.420956782746,0.290822966109605
2017-09-18 21:39:00,0,0,0,0,98,0,0,0,98,0,0,98,47.342602252364,113.420956782746,0.290822966109605
2017-09-18 21:40:00,0,0,0,0,98,0,0,0,98,0,0,98,47.5851656016218,113.553425213184,0.291162628751753
2017-09-18 21:41:00,0,0,0,0,98,0,0,0,98,0,0,98,47.5851656016218,113.553425213184,0.291162628751753
2017-09-18 21:42:00,0,0,0,0,98,0,0,0,98,0,0,98,47.5851656016218,113.553425213184,0.291162628751753
2017-09-18 21:43:00,0,0,0,0,98,0,0,0,98,0,0,98,47.8275811973491,113.686178872386,0.291503022749708
