Time,BA1_CFM,BA2_CFM,BA3_CFM,TO1_CFM,LAU_CFM,RHD_CFM,CDR_CFM,QCFM_Exhaust,QCFM_Supply,QCFM_MVbalance,QCFM_MVunbalance,QCFM_Infiltration,QCFM_Total,ACH
2017-08-11 18:00:00,0,0,0,0,106,0,0,106,0,0,106,58.0939058607713,126.566893575095,0.345182437022987
2017-08-11 18:01:00,0,0,0,0,106,0,0,106,0,0,106,58.0939058607713,126.566893575095,0.345182437022987
2017-08-11 18:02:00,0,0,0,0,106,0,0,106,0,0,106,58.0939058607713,126.566893575095,0.345182437022987
2017-08-11 18:03:00,0,0,0,0,106,0,0,106,0,0,106,58.0939058607713,126.566893575095,0.345182437022987
2017-08-11 18:04:00,0,0,0,0,106,0,0,106,0,0,106,58.0939058607713,126.566893575095,0.345182437022987
2017-08-11 18:05:00,0,0,0,0,106,0,0,106,0,0,106,58.0939058607713,126.566893575095,0.345182437022987
2017-08-11 18:06:00,0,0,0,0,106,0,0,106,0,0,106,58.0939058607713,126.566893575095,0.345182437022987
2017-08-11 18:07:00,0,0,0,0,106,0,0,106,0,0,106,58.0939058607713,126.566893575095,0.345182437022987
2017-08-11 18:08:00,0,0,0,0,106,0,0,106,0,0,106,58.0939058607713,126.566893575095,0.345182437022987
2017-08-11 18:09:00,0,0,0,0,106,0,0,106,0,0,106,58.0939058607713,126.566893575095,0.345182437022987
2017-08-11 18:10:00,0,0,0,0,106,0,0,106,0,0,106,57.7960716522616,126.393565393467,0.344709723800364
2017-08-11 18:11:00,0,0,0,0,106,0,0,106,0,0,106,57.7960716522616,126.393565393467,0.344709723800364
2017-08-11 18:12:00,0,0,0,0,106,0,0,106,0,0,106,57.4972929515259,126.220143325148,0.344236754523131
2017-08-11 18:13:00,0,0,0,0,106,0,0,106,0,0,106,57.4972929515259,126.220143325148,0.344236754523131
2017-08-11 18:14:00,0,0,0,0,106,0,0,106,0,0,106,57.1975690968724,126.046633835885,0.34376354682514
2017-08-11 18:15:00,0,0,0,0,106,0,0,106,0,0,106,57.1975690968724,126.046633835885,0.34376354682514
2017-08-11 18:16:00,0,0,0,0,106,0,0,106,0,0,106,56.8969000813773,125.873043853216,0.343290119599681
2017-08-11 18:17:00,0,0,0,0,106,0,0,106,0,0,106,56.8969000813773,125.873043853216,0.343290119599681
2017-08-11 18:18:00,0,0,0,0,106,0,0,106,0,0,106,56.5952866268246,125.699380805077,0.342816493104755
2017-08-11 18:19:00,0,0,0,0,106,0,0,106,0,0,106,56.2927302663718,125.525652662577,0.342342689079756
2017-08-11 18:20:00,0,0,0,0,106,0,0,106,0,0,106,56.2927302663718,125.525652662577,0.342342689079756
2017-08-11 18:21:00,0,0,0,0,106,0,0,106,0,0,106,55.9892334371685,125.351867987558,0.341868730875157
2017-08-11 18:22:00,0,0,0,0,106,0,0,106,0,0,106,55.9892334371685,125.351867987558,0.341868730875157
2017-08-11 18:23:00,0,0,0,0,106,0,0,106,0,0,106,55.9892334371685,125.351867987558,0.341868730875157
2017-08-11 18:24:00,0,0,0,0,106,0,0,106,0,0,106,55.6847995843639,125.178035985583,0.341394643597046
2017-08-11 18:25:00,0,0,0,0,106,0,0,106,0,0,106,55.6847995843639,125.178035985583,0.341394643597046
2017-08-11 18:26:00,0,0,0,0,106,0,0,106,0,0,106,55.379433278191,125.004166565183,0.340920454268681
2017-08-11 18:27:00,0,0,0,0,106,0,0,106,0,0,106,55.379433278191,125.004166565183,0.340920454268681
2017-08-11 18:28:00,0,0,0,0,106,0,0,106,0,0,106,55.0731403461218,124.830270404278,0.340446192011666
2017-08-11 18:29:00,0,0,0,0,106,0,0,106,0,0,106,55.0731403461218,124.830270404278,0.340446192011666
2017-08-11 18:30:00,0,0,0,0,106,0,0,106,0,0,106,55.0731403461218,124.830270404278,0.340446192011666
2017-08-11 18:31:00,0,0,0,0,106,0,0,106,0,0,106,54.7659280224578,124.656359024918,0.339971888249775
2017-08-11 18:32:00,0,0,0,0,106,0,0,106,0,0,106,54.7659280224578,124.656359024918,0.339971888249775
2017-08-11 18:33:00,0,0,0,0,106,0,0,106,0,0,106,54.4578051181775,124.482444877675,0.339497576939113
2017-08-11 18:34:00,0,0,0,0,106,0,0,106,0,0,106,54.4578051181775,124.482444877675,0.339497576939113
