Time,BA1_CFM,BA2_CFM,TO1_CFM,BA3_CFM,LAU_CFM,RHD_CFM,CDR_CFM,QCFM_Exhaust,QCFM_Supply,QCFM_MVbalance,QCFM_MVunbalance,QCFM_Infiltration,QCFM_Total,ACH
2018-01-15 18:00:00,0,0,0,0,104,0,0,104,0,0,104,38.7220669549468,114.505722774718,0.299884040440116
2018-01-15 18:01:00,0,0,0,0,104,0,0,104,0,0,104,38.7220669549468,114.505722774718,0.299884040440116
2018-01-15 18:02:00,0,0,0,0,104,0,0,104,0,0,104,38.7220669549468,114.505722774718,0.299884040440116
2018-01-15 18:03:00,0,0,0,0,104,0,0,104,0,0,104,38.7220669549468,114.505722774718,0.299884040440116
2018-01-15 18:04:00,0,0,0,0,104,0,0,104,0,0,104,38.7220669549468,114.505722774718,0.299884040440116
2018-01-15 18:05:00,0,0,0,0,104,0,0,104,0,0,104,38.7220669549468,114.505722774718,0.299884040440116
2018-01-15 18:06:00,0,0,0,0,104,0,0,104,0,0,104,38.7220669549468,114.505722774718,0.299884040440116
2018-01-15 18:07:00,0,0,0,0,104,0,0,104,0,0,104,38.7220669549468,114.505722774718,0.299884040440116
2018-01-15 18:08:00,0,0,0,0,104,0,0,104,0,0,104,38.7220669549468,114.505722774718,0.299884040440116
2018-01-15 18:09:00,0,0,0,0,104,0,0,104,0,0,104,38.7220669549468,114.505722774718,0.299884040440116
2018-01-15 18:10:00,0,0,0,0,104,0,0,104,0,0,104,38.4943243059718,114.399101936099,0.299604806467304
2018-01-15 18:11:00,0,0,0,0,104,0,0,104,0,0,104,38.4943243059718,114.399101936099,0.299604806467304
2018-01-15 18:12:00,0,0,0,0,104,0,0,104,0,0,104,38.4943243059718,114.399101936099,0.299604806467304
2018-01-15 18:13:00,0,0,0,0,104,0,0,104,0,0,104,38.4943243059718,114.399101936099,0.299604806467304
2018-01-15 18:14:00,0,0,0,0,104,0,0,104,0,0,104,38.4943243059718,114.399101936099,0.299604806467304
2018-01-15 18:15:00,0,0,0,0,104,0,0,104,0,0,104,38.4943243059718,114.399101936099,0.299604806467304
2018-01-15 18:16:00,0,0,0,0,104,0,0,104,0,0,104,38.4943243059718,114.399101936099,0.299604806467304
2018-01-15 18:17:00,0,0,0,0,104,0,0,104,0,0,104,38.4943243059718,114.399101936099,0.299604806467304
2018-01-15 18:18:00,0,0,0,0,104,0,0,104,0,0,104,38.4943243059718,114.399101936099,0.299604806467304
2018-01-15 18:19:00,0,0,0,0,104,0,0,104,0,0,104,38.4943243059718,114.399101936099,0.299604806467304
