Time,BA1_CFM,TO1_CFM,BA2_CFM,BA3_CFM,BA4_CFM,BA5_CFM,BA6_CFM,LAU_CFM,RHD_CFM,CDR_CFM,QCFM_Exhaust,QCFM_Supply,QCFM_MVbalance,QCFM_MVunbalance,QCFM_Infiltration,QCFM_Total,ACH
2016-09-22 16:52:00,0,0,0,0,0,78,0,57,0,0,135,190,135,55,36.94832217,204.8472368,0.292499624
2016-09-22 16:53:00,0,0,0,0,0,78,0,57,0,0,135,190,135,55,36.94832217,204.8472368,0.292499624
2016-09-22 16:54:00,0,0,0,0,0,78,0,57,0,0,135,190,135,55,36.94832217,204.8472368,0.292499624
2016-09-22 16:55:00,0,0,0,0,0,78,0,57,0,0,135,190,135,55,36.94832217,204.8472368,0.292499624
2016-09-22 16:56:00,0,0,0,0,0,78,0,57,0,0,135,190,135,55,36.94832217,204.8472368,0.292499624
2016-09-22 16:57:00,0,0,0,0,0,78,0,57,0,0,135,190,135,55,37.13331869,204.9661749,0.292669455
2016-09-22 16:58:00,0,0,0,0,0,78,0,57,0,0,135,190,135,55,37.13331869,204.9661749,0.292669455
2016-09-22 16:59:00,0,0,0,0,0,78,0,57,0,0,135,190,135,55,37.13331869,204.9661749,0.292669455
2016-09-22 17:00:00,0,0,97,0,0,78,0,57,0,0,232,190,190,42,37.13331869,249.424814,0.356151567
2016-09-22 17:01:00,0,0,0,0,0,78,0,57,0,0,135,190,135,55,37.13331869,204.9661749,0.292669455
2016-09-22 17:02:00,0,0,0,0,0,78,0,57,0,0,135,190,135,55,37.13331869,204.9661749,0.292669455
2016-09-22 17:03:00,0,0,97,0,0,78,0,57,0,0,232,190,190,42,37.13331869,249.424814,0.356151567
2016-09-22 17:04:00,0,0,0,0,0,78,0,57,0,0,135,190,135,55,37.13331869,204.9661749,0.292669455
2016-09-22 17:05:00,0,0,0,0,0,78,0,57,0,0,135,190,135,55,37.13331869,204.9661749,0.292669455
2016-09-22 17:06:00,0,0,0,0,0,78,0,57,0,0,135,190,135,55,37.13331869,204.9661749,0.292669455
2016-09-22 17:07:00,0,0,0,0,0,78,0,57,0,0,135,190,135,55,37.3179419,205.0851369,0.29283932
2016-09-22 17:08:00,0,0,97,0,0,78,0,57,0,0,232,190,190,42,37.3179419,249.5575507,0.356341101
2016-09-22 17:09:00,0,0,0,0,0,78,0,57,0,0,135,190,135,55,37.3179419,205.0851369,0.29283932
2016-09-22 17:10:00,0,0,0,0,0,78,0,57,0,0,135,190,135,55,37.3179419,205.0851369,0.29283932
2016-09-22 17:11:00,0,0,0,0,0,78,0,57,0,0,135,190,135,55,37.3179419,205.0851369,0.29283932
2016-09-22 17:12:00,0,0,0,0,0,78,0,57,0,0,135,190,135,55,37.3179419,205.0851369,0.29283932
2016-09-22 17:13:00,0,0,0,0,0,78,0,57,0,0,135,190,135,55,37.3179419,205.0851369,0.29283932
2016-09-22 17:14:00,0,0,0,0,0,78,0,57,0,0,135,190,135,55,37.3179419,205.0851369,0.29283932
2016-09-22 17:15:00,0,0,0,0,0,78,0,57,0,0,135,190,135,55,37.3179419,205.0851369,0.29283932
2016-09-22 17:16:00,0,0,0,0,0,78,0,57,0,0,135,190,135,55,37.3179419,205.0851369,0.29283932
2016-09-22 17:17:00,0,0,0,0,0,78,0,57,0,0,135,190,135,55,37.3179419,205.0851369,0.29283932
2016-09-22 17:18:00,0,0,0,0,0,78,0,57,0,0,135,190,135,55,37.3179419,205.0851369,0.29283932
2016-09-22 17:19:00,0,0,0,0,0,78,0,57,0,0,135,190,135,55,37.3179419,205.0851369,0.29283932
2016-09-22 17:20:00,0,0,0,0,0,78,0,57,0,0,135,190,135,55,37.50219426,205.2041212,0.293009217
2016-09-22 17:21:00,0,0,0,0,0,78,0,57,0,0,135,190,135,55,37.3179419,205.0851369,0.29283932
2016-09-22 17:22:00,0,0,0,0,0,78,0,57,0,0,135,190,135,55,37.3179419,205.0851369,0.29283932
2016-09-22 17:23:00,0,0,0,0,0,78,0,57,0,0,135,190,135,55,37.50219426,205.2041212,0.293009217
2016-09-22 17:24:00,0,0,0,0,0,78,0,57,0,0,135,190,135,55,37.50219426,205.2041212,0.293009217
2016-09-22 17:25:00,0,0,0,0,0,78,0,57,0,0,135,190,135,55,37.50219426,205.2041212,0.293009217
2016-09-22 17:26:00,0,0,0,0,0,78,0,57,0,0,135,190,135,55,37.50219426,205.2041212,0.293009217
2016-09-22 17:27:00,0,0,0,0,0,78,0,57,0,0,135,190,135,55,37.50219426,205.2041212,0.293009217
2016-09-22 17:28:00,0,0,0,0,0,78,0,57,0,0,135,190,135,55,37.50219426,205.2041212,0.293009217
2016-09-22 17:29:00,0,0,0,0,0,78,0,57,0,0,135,190,135,55,37.50219426,205.2041212,0.293009217
2016-09-22 17:30:00,0,0,0,0,0,78,0,57,0,0,135,190,135,55,37.50219426,205.2041212,0.293009217
2016-09-22 17:31:00,0,0,0,0,0,78,0,57,0,0,135,190,135,55,37.50219426,205.2041212,0.293009217
2016-09-22 17:32:00,0,0,0,0,0,78,0,57,0,0,135,190,135,55,37.50219426,205.2041212,0.293009217
2016-09-22 17:33:00,0,0,0,0,0,78,0,57,0,0,135,190,135,55,37.50219426,205.2041212,0.293009217
2016-09-22 17:34:00,0,0,0,0,0,78,0,57,0,0,135,190,135,55,37.50219426,205.2041212,0.293009217
2016-09-22 17:35:00,0,0,0,0,0,78,0,57,0,0,135,190,135,55,37.50219426,205.2041212,0.293009217
2016-09-22 17:36:00,0,0,0,0,0,78,0,57,0,0,135,190,135,55,37.3179419,205.0851369,0.29283932
2016-09-22 17:37:00,0,0,0,0,0,78,0,57,0,0,135,190,135,55,37.3179419,205.0851369,0.29283932
2016-09-22 17:38:00,0,0,0,0,0,78,0,57,0,0,135,190,135,55,37.13331869,204.9661749,0.292669455
2016-09-22 17:39:00,0,0,0,0,0,78,0,57,0,0,135,190,135,55,37.13331869,204.9661749,0.292669455
2016-09-22 17:40:00,0,0,0,0,0,78,0,57,0,0,135,190,135,55,36.94832217,204.8472368,0.292499624
2016-09-22 17:41:00,0,0,0,0,0,78,0,57,0,0,135,190,135,55,36.94832217,204.8472368,0.292499624
2016-09-22 17:42:00,0,0,0,0,0,78,0,57,0,0,135,190,135,55,36.76294983,204.7283243,0.29232983
2016-09-22 17:43:00,0,0,0,0,0,78,0,57,0,0,135,190,135,55,36.76294983,204.7283243,0.29232983
2016-09-22 17:44:00,0,0,0,0,0,78,49,0,0,0,127,190,127,63,36.76294983,203.5472586,0.290643397
2016-09-22 17:45:00,0,0,0,0,0,78,0,0,0,0,78,190,78,112,34.85648521,198.2732101,0.283112628
2016-09-22 17:46:00,0,0,0,0,0,78,0,0,0,0,78,190,78,112,34.85648521,198.2732101,0.283112628
2016-09-22 17:47:00,0,0,0,0,0,78,0,0,0,0,78,190,78,112,34.85648521,198.2732101,0.283112628
2016-09-22 17:48:00,0,0,0,0,0,78,0,0,0,0,78,190,78,112,34.85648521,198.2732101,0.283112628
2016-09-22 17:49:00,0,0,0,0,0,78,0,0,0,0,78,190,78,112,34.85648521,198.2732101,0.283112628
2016-09-22 17:50:00,0,0,0,0,0,78,0,0,0,0,78,190,78,112,34.85648521,198.2732101,0.283112628
2016-09-22 17:51:00,0,0,0,0,0,78,0,0,0,0,78,190,78,112,35.05194135,198.3551334,0.283229605
2016-09-22 17:52:00,0,0,0,0,0,78,0,0,0,0,78,190,78,112,35.05194135,198.3551334,0.283229605
2016-09-22 17:53:00,0,0,0,0,0,78,0,0,0,0,78,190,78,112,35.05194135,198.3551334,0.283229605
2016-09-22 17:54:00,0,0,0,0,0,78,0,0,0,0,78,190,78,112,35.05194135,198.3551334,0.283229605
2016-09-22 17:55:00,0,0,0,0,0,78,0,0,0,0,78,190,78,112,34.85648521,198.2732101,0.283112628
2016-09-22 17:56:00,0,0,0,0,0,78,0,0,0,0,78,190,78,112,35.05194135,198.3551334,0.283229605
2016-09-22 17:57:00,0,0,0,0,0,78,0,0,0,0,78,190,78,112,35.24689261,198.4371454,0.283346709
2016-09-22 17:58:00,0,0,0,0,0,78,0,0,0,0,78,190,78,112,35.24689261,198.4371454,0.283346709
2016-09-22 17:59:00,0,0,0,0,0,78,0,0,0,0,78,190,78,112,35.24689261,198.4371454,0.283346709
2016-09-22 18:00:00,0,0,0,0,0,78,0,0,0,0,78,190,78,112,35.24689261,198.4371454,0.283346709
2016-09-22 18:01:00,0,0,0,0,0,78,0,0,0,0,78,190,78,112,35.24689261,198.4371454,0.283346709
2016-09-22 18:02:00,0,0,0,0,0,78,0,0,0,0,78,190,78,112,35.24689261,198.4371454,0.283346709
2016-09-22 18:03:00,0,0,0,0,0,78,0,0,0,0,78,190,78,112,35.24689261,198.4371454,0.283346709
2016-09-22 18:04:00,0,0,0,0,0,78,0,0,0,0,78,190,78,112,35.44134406,198.5192446,0.283463938
2016-09-22 18:05:00,0,0,0,0,0,78,0,0,0,0,78,190,78,112,35.24689261,198.4371454,0.283346709
2016-09-22 18:06:00,0,0,0,0,0,78,0,0,0,0,78,190,78,112,35.24689261,198.4371454,0.283346709
2016-09-22 18:07:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,35.24689261,195.5154743,0.27917488
2016-09-22 18:08:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,35.44134406,195.5716882,0.279255147
2016-09-22 18:09:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,35.44134406,195.5716882,0.279255147
2016-09-22 18:10:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,35.44134406,195.5716882,0.279255147
2016-09-22 18:11:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,35.44134406,195.5716882,0.279255147
2016-09-22 18:12:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,35.44134406,195.5716882,0.279255147
2016-09-22 18:13:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,35.44134406,195.5716882,0.279255147
2016-09-22 18:14:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,35.44134406,195.5716882,0.279255147
2016-09-22 18:15:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,35.63530069,195.6279964,0.279335549
2016-09-22 18:16:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,35.63530069,195.6279964,0.279335549
2016-09-22 18:17:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,35.63530069,195.6279964,0.279335549
2016-09-22 18:18:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,35.63530069,195.6279964,0.279335549
2016-09-22 18:19:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,35.63530069,195.6279964,0.279335549
2016-09-22 18:20:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,35.63530069,195.6279964,0.279335549
2016-09-22 18:21:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,35.63530069,195.6279964,0.279335549
2016-09-22 18:22:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,35.63530069,195.6279964,0.279335549
2016-09-22 18:23:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,35.63530069,195.6279964,0.279335549
2016-09-22 18:24:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,35.63530069,195.6279964,0.279335549
2016-09-22 18:25:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,35.63530069,195.6279964,0.279335549
2016-09-22 18:26:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,35.63530069,195.6279964,0.279335549
2016-09-22 18:27:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,35.63530069,195.6279964,0.279335549
2016-09-22 18:28:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,35.63530069,195.6279964,0.279335549
2016-09-22 18:29:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,35.63530069,195.6279964,0.279335549
2016-09-22 18:30:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,35.63530069,195.6279964,0.279335549
2016-09-22 18:31:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,35.63530069,195.6279964,0.279335549
2016-09-22 18:32:00,0,0,97,0,0,0,0,0,0,0,97,190,97,93,35.63530069,199.8718987,0.285395381
2016-09-22 18:33:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,35.63530069,195.6279964,0.279335549
2016-09-22 18:34:00,0,0,97,0,0,0,0,0,0,0,97,190,97,93,35.63530069,199.8718987,0.285395381
2016-09-22 18:35:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,35.63530069,195.6279964,0.279335549
2016-09-22 18:36:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,35.63530069,195.6279964,0.279335549
2016-09-22 18:37:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,35.63530069,195.6279964,0.279335549
2016-09-22 18:38:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,35.63530069,195.6279964,0.279335549
2016-09-22 18:39:00,0,0,97,0,0,0,0,0,0,0,97,190,97,93,35.63530069,199.8718987,0.285395381
2016-09-22 18:40:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,35.63530069,195.6279964,0.279335549
2016-09-22 18:41:00,0,0,97,0,0,0,0,0,0,0,97,190,97,93,35.82876739,199.9643938,0.285527454
2016-09-22 18:42:00,95,0,97,0,0,0,0,0,0,0,192,190,190,2,35.63530069,225.7415839,0.322334485
2016-09-22 18:43:00,0,0,97,0,0,0,0,0,0,0,97,190,97,93,35.63530069,199.8718987,0.285395381
2016-09-22 18:44:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,35.63530069,195.6279964,0.279335549
2016-09-22 18:45:00,0,0,97,0,0,0,0,0,0,0,97,190,97,93,35.63530069,199.8718987,0.285395381
2016-09-22 18:46:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,35.44134406,195.5716882,0.279255147
2016-09-22 18:47:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,35.24689261,195.5154743,0.27917488
2016-09-22 18:48:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,35.05194135,195.4593557,0.279094749
2016-09-22 18:49:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,35.05194135,195.4593557,0.279094749
2016-09-22 18:50:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,37.44128102,196.1635668,0.280100286
2016-09-22 18:51:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,37.44128102,196.1635668,0.280100286
2016-09-22 18:52:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,37.44128102,196.1635668,0.280100286
2016-09-22 18:53:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,37.44128102,196.1635668,0.280100286
2016-09-22 18:54:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,37.44128102,196.1635668,0.280100286
2016-09-22 18:55:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,37.25301834,196.106794,0.280019221
2016-09-22 18:56:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,37.44128102,196.1635668,0.280100286
2016-09-22 18:57:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,37.44128102,196.1635668,0.280100286
2016-09-22 18:58:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,37.44128102,196.1635668,0.280100286
2016-09-22 18:59:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,37.44128102,196.1635668,0.280100286
2016-09-22 19:00:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,37.44128102,196.1635668,0.280100286
2016-09-22 19:01:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,37.44128102,196.1635668,0.280100286
2016-09-22 19:02:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,37.44128102,196.1635668,0.280100286
2016-09-22 19:03:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,37.44128102,196.1635668,0.280100286
2016-09-22 19:04:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,37.44128102,196.1635668,0.280100286
2016-09-22 19:05:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,37.44128102,196.1635668,0.280100286
2016-09-22 19:06:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,37.44128102,196.1635668,0.280100286
2016-09-22 19:07:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,37.44128102,196.1635668,0.280100286
2016-09-22 19:08:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,37.44128102,196.1635668,0.280100286
2016-09-22 19:09:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,37.62911522,196.2204271,0.280181476
2016-09-22 19:10:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,37.62911522,196.2204271,0.280181476
2016-09-22 19:11:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,37.62911522,196.2204271,0.280181476
2016-09-22 19:12:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,37.62911522,196.2204271,0.280181476
2016-09-22 19:13:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,37.44128102,196.1635668,0.280100286
2016-09-22 19:14:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,37.44128102,196.1635668,0.280100286
2016-09-22 19:15:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,37.25301834,196.106794,0.280019221
2016-09-22 19:16:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,37.25301834,196.106794,0.280019221
2016-09-22 19:17:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,37.06432343,196.0501097,0.279938282
2016-09-22 19:18:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,37.06432343,196.0501097,0.279938282
2016-09-22 19:19:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,36.87519246,195.9935148,0.27985747
2016-09-22 19:20:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,36.87519246,195.9935148,0.27985747
2016-09-22 19:21:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,36.87519246,195.9935148,0.27985747
2016-09-22 19:22:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,36.87519246,195.9935148,0.27985747
2016-09-22 19:23:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,36.87519246,195.9935148,0.27985747
2016-09-22 19:24:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,36.87519246,195.9935148,0.27985747
2016-09-22 19:25:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,36.68562154,195.9370101,0.279776788
2016-09-22 19:26:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,36.87519246,195.9935148,0.27985747
2016-09-22 19:27:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,36.87519246,195.9935148,0.27985747
2016-09-22 19:28:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,36.87519246,195.9935148,0.27985747
2016-09-22 19:29:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,36.87519246,195.9935148,0.27985747
2016-09-22 19:30:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,36.87519246,195.9935148,0.27985747
2016-09-22 19:31:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,37.06432343,196.0501097,0.279938282
2016-09-22 19:32:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,37.06432343,196.0501097,0.279938282
2016-09-22 19:33:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,37.06432343,196.0501097,0.279938282
2016-09-22 19:34:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,37.06432343,196.0501097,0.279938282
2016-09-22 19:35:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,37.06432343,196.0501097,0.279938282
2016-09-22 19:36:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,37.06432343,196.0501097,0.279938282
2016-09-22 19:37:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,37.06432343,196.0501097,0.279938282
2016-09-22 19:38:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,37.25301834,196.106794,0.280019221
2016-09-22 19:39:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,37.25301834,196.106794,0.280019221
2016-09-22 19:40:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,37.25301834,196.106794,0.280019221
2016-09-22 19:41:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,37.25301834,196.106794,0.280019221
2016-09-22 19:42:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,37.25301834,196.106794,0.280019221
2016-09-22 19:43:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,37.25301834,196.106794,0.280019221
2016-09-22 19:44:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,37.25301834,196.106794,0.280019221
2016-09-22 19:45:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,38.35271791,196.4414866,0.280497125
2016-09-22 19:46:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,38.54050784,196.4993762,0.280579785
2016-09-22 19:47:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,38.54050784,196.4993762,0.280579785
2016-09-22 19:48:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,38.54050784,196.4993762,0.280579785
2016-09-22 19:49:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,38.54050784,196.4993762,0.280579785
2016-09-22 19:50:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,38.54050784,196.4993762,0.280579785
2016-09-22 19:51:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,38.54050784,196.4993762,0.280579785
2016-09-22 19:52:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,38.54050784,196.4993762,0.280579785
2016-09-22 19:53:00,0,0,0,0,0,78,0,0,0,0,78,190,78,112,38.54050784,199.8669173,0.285388269
2016-09-22 19:54:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,38.54050784,196.4993762,0.280579785
2016-09-22 19:55:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,38.35271791,196.4414866,0.280497125
2016-09-22 19:56:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,38.35271791,196.4414866,0.280497125
2016-09-22 19:57:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,38.35271791,196.4414866,0.280497125
2016-09-22 19:58:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,38.35271791,196.4414866,0.280497125
2016-09-22 19:59:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,38.16448758,196.3836758,0.280414578
2016-09-22 20:00:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,38.16448758,196.3836758,0.280414578
2016-09-22 20:01:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,38.16448758,196.3836758,0.280414578
2016-09-22 20:02:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,38.16448758,196.3836758,0.280414578
2016-09-22 20:03:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,38.16448758,196.3836758,0.280414578
2016-09-22 20:04:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,38.16448758,196.3836758,0.280414578
2016-09-22 20:05:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,38.35271791,196.4414866,0.280497125
2016-09-22 20:06:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,38.35271791,196.4414866,0.280497125
2016-09-22 20:07:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,38.35271791,196.4414866,0.280497125
2016-09-22 20:08:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,38.35271791,196.4414866,0.280497125
2016-09-22 20:09:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,38.35271791,196.4414866,0.280497125
2016-09-22 20:10:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,38.35271791,196.4414866,0.280497125
2016-09-22 20:11:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,38.35271791,196.4414866,0.280497125
2016-09-22 20:12:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,38.35271791,196.4414866,0.280497125
2016-09-22 20:13:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,38.35271791,196.4414866,0.280497125
2016-09-22 20:14:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,38.35271791,196.4414866,0.280497125
2016-09-22 20:15:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,38.35271791,196.4414866,0.280497125
2016-09-22 20:16:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,38.35271791,196.4414866,0.280497125
2016-09-22 20:17:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,38.35271791,196.4414866,0.280497125
2016-09-22 20:18:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,38.35271791,196.4414866,0.280497125
2016-09-22 20:19:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,38.35271791,196.4414866,0.280497125
2016-09-22 20:20:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,38.35271791,196.4414866,0.280497125
2016-09-22 20:21:00,0,0,0,0,0,0,0,0,0,0,0,190,0,190,38.35271791,196.4414866,0.280497125
2016-09-22 20:22:00,0,68,0,0,0,0,0,0,0,0,68,190,68,122,38.35271791,199.1730966,0.284397568
2016-09-22 20:23:00,0,68,0,0,0,0,0,0,0,0,68,190,68,122,38.54050784,199.2523112,0.284510678
2016-09-22 20:24:00,0,68,0,0,0,0,0,0,0,0,68,190,68,122,38.54050784,199.2523112,0.284510678
2016-09-22 20:25:00,0,68,0,0,0,0,0,0,0,0,68,190,68,122,38.54050784,199.2523112,0.284510678
2016-09-22 20:26:00,0,68,0,0,0,0,0,0,0,0,68,190,68,122,38.54050784,199.2523112,0.284510678
2016-09-22 20:27:00,0,68,0,0,0,0,0,0,0,0,68,190,68,122,38.54050784,199.2523112,0.284510678
2016-09-22 20:28:00,0,68,0,0,0,0,0,0,0,0,68,190,68,122,38.54050784,199.2523112,0.284510678
2016-09-22 20:29:00,0,68,0,0,0,0,0,0,0,0,68,190,68,122,38.54050784,199.2523112,0.284510678
2016-09-22 20:30:00,0,68,0,0,0,0,0,0,0,0,68,190,68,122,38.54050784,199.2523112,0.284510678
2016-09-22 20:31:00,0,68,0,0,0,0,0,0,0,0,68,190,68,122,38.54050784,199.2523112,0.284510678
2016-09-22 20:32:00,0,68,0,0,0,0,0,0,0,0,68,190,68,122,38.54050784,199.2523112,0.284510678
2016-09-22 20:33:00,0,68,0,0,0,0,0,0,0,0,68,190,68,122,38.54050784,199.2523112,0.284510678
2016-09-22 20:34:00,0,68,0,0,0,0,0,0,0,0,68,190,68,122,38.54050784,199.2523112,0.284510678
2016-09-22 20:35:00,0,68,0,0,0,0,0,0,0,0,68,190,68,122,38.54050784,199.2523112,0.284510678
2016-09-22 20:36:00,0,68,0,0,0,0,0,0,0,0,68,190,68,122,38.54050784,199.2523112,0.284510678
2016-09-22 20:37:00,0,68,0,0,0,0,0,0,0,0,68,190,68,122,38.54050784,199.2523112,0.284510678
2016-09-22 20:38:00,0,68,0,0,0,0,0,0,0,0,68,190,68,122,38.54050784,199.2523112,0.284510678
2016-09-22 20:39:00,0,68,0,0,0,0,0,0,0,0,68,190,68,122,38.54050784,199.2523112,0.284510678
2016-09-22 20:40:00,0,68,0,0,0,0,0,0,0,0,68,190,68,122,38.54050784,199.2523112,0.284510678
2016-09-22 20:41:00,0,68,0,0,0,0,0,0,0,0,68,190,68,122,38.54050784,199.2523112,0.284510678
2016-09-22 20:42:00,0,68,0,0,0,0,0,0,0,0,68,190,68,122,38.54050784,199.2523112,0.284510678
2016-09-22 20:43:00,0,68,0,0,0,78,0,0,0,0,146,190,146,44,38.54050784,207.9956579,0.296995228
2016-09-22 20:44:00,0,68,0,0,0,78,0,0,0,0,146,190,146,44,38.54050784,207.9956579,0.296995228
2016-09-22 20:45:00,0,68,0,0,0,78,0,0,0,0,146,190,146,44,45.83036593,213.3820982,0.30468648
