Time,BA1_CFM,BA2_CFM,BA3_CFM,TO1_CFM,LAU_CFM,RHD_CFM,CDR_CFM,QCFM_Exhaust,QCFM_Supply,QCFM_MVbalance,QCFM_MVunbalance,QCFM_Infiltration,QCFM_Total,ACH
2017-10-12 18:00:00,0,0,0,0,84,0,0,84,0,0,84,48.614728441917,101.821488225695,0.224177649109852
2017-10-12 18:01:00,0,0,0,0,84,0,0,84,0,0,84,48.614728441917,101.821488225695,0.224177649109852
2017-10-12 18:02:00,0,0,0,0,84,0,0,84,0,0,84,48.614728441917,101.821488225695,0.224177649109852
2017-10-12 18:03:00,0,0,0,0,84,0,0,84,0,0,84,48.614728441917,101.821488225695,0.224177649109852
2017-10-12 18:04:00,0,0,0,0,84,0,0,84,0,0,84,48.614728441917,101.821488225695,0.224177649109852
2017-10-12 18:05:00,0,0,0,0,84,0,0,84,0,0,84,48.614728441917,101.821488225695,0.224177649109852
2017-10-12 18:06:00,0,0,0,0,84,0,0,84,0,0,84,48.614728441917,101.821488225695,0.224177649109852
2017-10-12 18:07:00,0,0,0,0,84,0,0,84,0,0,84,48.614728441917,101.821488225695,0.224177649109852
2017-10-12 18:08:00,0,0,0,0,84,0,0,84,0,0,84,48.1958129056944,101.571179680992,0.223626551477304
2017-10-12 18:09:00,0,0,0,0,84,0,0,84,0,0,84,48.614728441917,101.821488225695,0.224177649109852
2017-10-12 18:10:00,0,0,0,0,84,0,0,84,0,0,84,48.1958129056944,101.571179680992,0.223626551477304
2017-10-12 18:11:00,0,0,0,0,84,0,0,84,0,0,84,48.614728441917,101.821488225695,0.224177649109852
2017-10-12 18:12:00,0,0,0,0,84,0,0,84,0,0,84,48.1958129056944,101.571179680992,0.223626551477304
2017-10-12 18:13:00,0,0,0,0,84,0,0,84,0,0,84,48.614728441917,101.821488225695,0.224177649109852
2017-10-12 18:14:00,0,0,0,0,84,0,0,84,0,0,84,48.1958129056944,101.571179680992,0.223626551477304
2017-10-12 18:15:00,0,0,0,0,84,0,0,84,0,0,84,48.1958129056944,101.571179680992,0.223626551477304
2017-10-12 18:16:00,0,0,0,0,84,0,0,84,0,0,84,48.1958129056944,101.571179680992,0.223626551477304
2017-10-12 18:17:00,0,0,0,0,84,0,0,84,0,0,84,48.1958129056944,101.571179680992,0.223626551477304
2017-10-12 18:18:00,0,0,0,0,84,0,0,84,0,0,84,48.1958129056944,101.571179680992,0.223626551477304
2017-10-12 18:19:00,0,0,0,0,84,0,0,84,0,0,84,48.1958129056944,101.571179680992,0.223626551477304
2017-10-12 18:20:00,0,0,0,0,84,0,0,84,0,0,84,48.1958129056944,101.571179680992,0.223626551477304
2017-10-12 18:21:00,0,0,0,0,84,0,0,84,0,0,84,48.1958129056944,101.571179680992,0.223626551477304
2017-10-12 18:22:00,0,0,0,0,84,0,0,84,0,0,84,48.1958129056944,101.571179680992,0.223626551477304
2017-10-12 18:23:00,0,0,0,0,84,0,0,84,0,0,84,48.1958129056944,101.571179680992,0.223626551477304
2017-10-12 18:24:00,0,0,0,0,84,0,0,84,0,0,84,48.1958129056944,101.571179680992,0.223626551477304
2017-10-12 18:25:00,0,0,0,0,84,0,0,84,0,0,84,48.1958129056944,101.571179680992,0.223626551477304
2017-10-12 18:26:00,0,0,0,0,84,0,0,84,0,0,84,48.1958129056944,101.571179680992,0.223626551477304
2017-10-12 18:27:00,0,0,0,0,84,0,0,84,0,0,84,48.1958129056944,101.571179680992,0.223626551477304
2017-10-12 18:28:00,0,0,0,0,84,0,0,84,0,0,84,48.1958129056944,101.571179680992,0.223626551477304
