Time,BA1_CFM,BA2_CFM,BA3_CFM,BA4_CFM,TO1_CFM,TO2_CFM,TO3_CFM,BA5_CFM,LAU_CFM,RHD_CFM,CDR_CFM,QCFM_Exhaust,QCFM_Supply,QCFM_MVbalance,QCFM_MVunbalance,QCFM_Infiltration,QCFM_Total,ACH
2017-11-28 18:23:00,0,0,0,0,0,0,0,0,108,0,0,108,0,0,108,80.9105783966326,142.65407682323,0.174145363365082
2017-11-28 18:24:00,0,0,0,0,0,0,0,0,108,0,0,108,0,0,108,80.9105783966326,142.65407682323,0.174145363365082
2017-11-28 18:25:00,0,0,0,0,0,0,0,0,108,0,0,108,0,0,108,80.9105783966326,142.65407682323,0.174145363365082
2017-11-28 18:26:00,0,0,0,0,0,0,0,0,108,0,0,108,0,0,108,80.9105783966326,142.65407682323,0.174145363365082
2017-11-28 18:27:00,0,0,0,0,0,0,0,0,108,0,0,108,0,0,108,80.9105783966326,142.65407682323,0.174145363365082
2017-11-28 18:28:00,0,0,0,0,0,0,0,0,108,0,0,108,0,0,108,80.9105783966326,142.65407682323,0.174145363365082
2017-11-28 18:29:00,0,0,0,0,0,0,0,0,108,0,0,108,0,0,108,80.9105783966326,142.65407682323,0.174145363365082
2017-11-28 18:30:00,0,0,0,0,0,0,0,0,108,0,0,108,0,0,108,80.9105783966326,142.65407682323,0.174145363365082
2017-11-28 18:31:00,0,0,0,0,0,0,0,0,108,0,0,108,0,0,108,80.9105783966326,142.65407682323,0.174145363365082
2017-11-28 18:32:00,0,0,0,0,0,0,0,0,108,0,0,108,0,0,108,80.9105783966326,142.65407682323,0.174145363365082
2017-11-28 18:33:00,0,0,0,0,0,0,0,0,108,0,0,108,0,0,108,80.9105783966326,142.65407682323,0.174145363365082
2017-11-28 18:34:00,0,0,0,0,0,0,0,0,108,0,0,108,0,0,108,80.9105783966326,142.65407682323,0.174145363365082
2017-11-28 18:35:00,0,0,0,0,0,0,0,0,108,0,0,108,0,0,108,80.9105783966326,142.65407682323,0.174145363365082
2017-11-28 18:36:00,0,0,0,0,0,0,0,0,108,0,0,108,0,0,108,80.9105783966326,142.65407682323,0.174145363365082
2017-11-28 18:37:00,0,0,0,0,0,0,0,0,108,0,0,108,0,0,108,80.9105783966326,142.65407682323,0.174145363365082
2017-11-28 18:38:00,0,0,0,0,0,0,0,0,108,0,0,108,0,0,108,80.9105783966326,142.65407682323,0.174145363365082
2017-11-28 18:39:00,0,0,0,0,0,0,0,0,108,0,0,108,0,0,108,80.3854790009823,142.301079194027,0.173714440521701
2017-11-28 18:40:00,0,0,0,0,0,0,0,0,108,0,0,108,0,0,108,80.3854790009823,142.301079194027,0.173714440521701
2017-11-28 18:41:00,0,0,0,0,0,0,0,0,108,0,0,108,0,0,108,80.3854790009823,142.301079194027,0.173714440521701
2017-11-28 18:42:00,0,0,0,0,0,0,0,0,108,0,0,108,0,0,108,80.3854790009823,142.301079194027,0.173714440521701
2017-11-28 18:43:00,0,0,0,0,0,0,0,0,108,0,0,108,0,0,108,79.8589894776396,141.948112986889,0.173283556036894
2017-11-28 18:44:00,0,0,0,0,0,0,0,0,108,0,0,108,0,0,108,79.8589894776396,141.948112986889,0.173283556036894
2017-11-28 18:45:00,0,0,0,0,0,0,0,0,108,0,0,108,0,0,108,79.8589894776396,141.948112986889,0.173283556036894
2017-11-28 18:46:00,0,0,0,0,0,0,0,0,108,0,0,108,0,0,108,79.8589894776396,141.948112986889,0.173283556036894
2017-11-28 18:47:00,0,0,0,0,0,0,0,0,108,0,0,108,0,0,108,79.8589894776396,141.948112986889,0.173283556036894
2017-11-28 18:48:00,0,0,0,0,0,0,0,0,108,0,0,108,0,0,108,79.8589894776396,141.948112986889,0.173283556036894
2017-11-28 18:49:00,0,0,0,0,0,0,0,0,108,0,0,108,0,0,108,79.8589894776396,141.948112986889,0.173283556036894
2017-11-28 18:50:00,0,0,0,0,0,0,0,0,108,0,0,108,0,0,108,79.8589894776396,141.948112986889,0.173283556036894
2017-11-28 18:51:00,0,0,0,0,0,0,0,0,108,0,0,108,0,0,108,79.8589894776396,141.948112986889,0.173283556036894
2017-11-28 18:52:00,0,0,0,0,0,0,0,0,108,0,0,108,0,0,108,79.8589894776396,141.948112986889,0.173283556036894
2017-11-28 18:53:00,0,0,0,0,0,0,0,0,108,0,0,108,0,0,108,80.5455474110519,142.408583479313,0.173845676678714
2017-11-28 18:54:00,0,0,0,0,0,0,0,0,108,0,0,108,0,0,108,80.5455474110519,142.408583479313,0.173845676678714
2017-11-28 18:55:00,0,0,0,0,0,0,0,0,108,0,0,108,0,0,108,80.5455474110519,142.408583479313,0.173845676678714
2017-11-28 18:56:00,0,0,0,0,0,0,0,0,108,0,0,108,0,0,108,80.5455474110519,142.408583479313,0.173845676678714
2017-11-28 18:57:00,0,0,0,0,0,0,0,0,108,0,0,108,0,0,108,80.5455474110519,142.408583479313,0.173845676678714
2017-11-28 18:58:00,0,0,0,0,0,0,0,0,108,0,0,108,0,0,108,80.5455474110519,142.408583479313,0.173845676678714
2017-11-28 18:59:00,0,0,0,0,0,0,0,0,108,0,0,108,0,0,108,80.5455474110519,142.408583479313,0.173845676678714
2017-11-28 19:00:00,0,0,0,0,0,0,0,0,108,0,0,108,0,0,108,80.5455474110519,142.408583479313,0.173845676678714
2017-11-28 19:01:00,0,0,0,0,0,0,0,0,108,0,0,108,0,0,108,80.5455474110519,142.408583479313,0.173845676678714
2017-11-28 19:02:00,0,0,0,0,0,0,0,0,108,0,0,108,0,0,108,80.5455474110519,142.408583479313,0.173845676678714
2017-11-28 19:03:00,0,0,0,0,0,0,0,0,108,0,0,108,0,0,108,80.5455474110519,142.408583479313,0.173845676678714
2017-11-28 19:04:00,0,0,0,0,0,0,0,0,108,0,0,108,0,0,108,80.5455474110519,142.408583479313,0.173845676678714
2017-11-28 19:05:00,0,0,0,0,0,0,0,0,108,0,0,108,0,0,108,80.5455474110519,142.408583479313,0.173845676678714
2017-11-28 19:06:00,0,0,0,0,0,0,0,0,108,0,0,108,0,0,108,80.5455474110519,142.408583479313,0.173845676678714
2017-11-28 19:07:00,0,0,0,0,0,0,0,0,108,0,0,108,0,0,108,80.5455474110519,142.408583479313,0.173845676678714
2017-11-28 19:08:00,0,0,0,0,0,0,0,0,108,0,0,108,0,0,108,80.5455474110519,142.408583479313,0.173845676678714
2017-11-28 19:09:00,0,0,0,0,0,0,0,0,108,0,0,108,0,0,108,80.5455474110519,142.408583479313,0.173845676678714
2017-11-28 19:10:00,0,0,0,0,0,0,0,0,108,0,0,108,0,0,108,80.5455474110519,142.408583479313,0.173845676678714
