Time,BA1_CFM,BA2_CFM,BA3_CFM,TO1_CFM,LAU_CFM,RHD_CFM,CDR_CFM,QCFM_Exhaust,QCFM_Supply,QCFM_MVbalance,QCFM_MVunbalance,QCFM_Infiltration,QCFM_Total,ACH
2017-08-09 18:00:00,0,0,0,0,92,0,0,92,0,0,92,42.79902795781,105.588798241978,0.287551193469438
2017-08-09 18:01:00,0,0,0,0,92,0,0,92,0,0,92,42.4911673395558,105.424668233563,0.287104216322339
2017-08-09 18:02:00,0,0,0,0,92,0,0,92,0,0,92,42.4911673395558,105.424668233563,0.287104216322339
2017-08-09 18:03:00,0,0,0,0,92,0,0,92,0,0,92,42.4911673395558,105.424668233563,0.287104216322339
2017-08-09 18:04:00,0,0,0,0,92,0,0,92,0,0,92,42.4911673395558,105.424668233563,0.287104216322339
2017-08-09 18:05:00,0,0,0,0,92,0,0,92,0,0,92,42.4911673395558,105.424668233563,0.287104216322339
2017-08-09 18:06:00,0,0,0,0,92,0,0,92,0,0,92,42.4911673395558,105.424668233563,0.287104216322339
2017-08-09 18:07:00,0,0,0,0,92,0,0,92,0,0,92,42.4911673395558,105.424668233563,0.287104216322339
2017-08-09 18:08:00,0,0,0,0,92,0,0,92,0,0,92,42.4911673395558,105.424668233563,0.287104216322339
2017-08-09 18:09:00,0,0,0,0,92,0,0,92,0,0,92,42.4911673395558,105.424668233563,0.287104216322339
2017-08-09 18:10:00,0,0,0,0,92,0,0,92,0,0,92,42.4911673395558,105.424668233563,0.287104216322339
2017-08-09 18:11:00,0,0,0,0,92,0,0,92,0,0,92,42.4911673395558,105.424668233563,0.287104216322339
2017-08-09 18:12:00,0,0,0,0,92,0,0,92,0,0,92,42.4911673395558,105.424668233563,0.287104216322339
2017-08-09 18:13:00,0,0,0,0,92,0,0,92,0,0,92,42.4911673395558,105.424668233563,0.287104216322339
2017-08-09 18:14:00,0,0,0,0,92,0,0,92,0,0,92,42.4911673395558,105.424668233563,0.287104216322339
2017-08-09 18:15:00,0,0,0,0,92,0,0,92,0,0,92,42.4911673395558,105.424668233563,0.287104216322339
2017-08-09 18:16:00,0,0,0,0,92,0,0,92,0,0,92,42.4911673395558,105.424668233563,0.287104216322339
