Time,BA1_CFM,BA2_CFM,TO1_CFM,LAU_CFM,RHD_CFM,CDR_CFM,QCFM_Exhaust,QCFM_Supply,QCFM_MVbalance,QCFM_MVunbalance,QCFM_Infiltration,QCFM_Total,ACH
2018-01-24 18:00:00,0,0,0,110,0,0,110,0,0,110,37.1106470232692,119.361661785553,0.301038239055619
2018-01-24 18:01:00,0,0,0,110,0,0,110,0,0,110,37.1106470232692,119.361661785553,0.301038239055619
2018-01-24 18:02:00,0,0,0,110,0,0,110,0,0,110,37.1106470232692,119.361661785553,0.301038239055619
2018-01-24 18:03:00,0,0,0,110,0,0,110,0,0,110,37.1106470232692,119.361661785553,0.301038239055619
2018-01-24 18:04:00,0,0,0,110,0,0,110,0,0,110,37.1106470232692,119.361661785553,0.301038239055619
2018-01-24 18:05:00,0,0,0,110,0,0,110,0,0,110,37.1106470232692,119.361661785553,0.301038239055619
2018-01-24 18:06:00,0,0,0,110,0,0,110,0,0,110,37.3411255365414,119.463479060976,0.30129502915757
2018-01-24 18:07:00,0,0,0,110,0,0,110,0,0,110,37.1106470232692,119.361661785553,0.301038239055619
2018-01-24 18:08:00,0,0,0,110,0,0,110,0,0,110,37.1106470232692,119.361661785553,0.301038239055619
2018-01-24 18:09:00,0,0,0,110,0,0,110,0,0,110,37.1106470232692,119.361661785553,0.301038239055619
2018-01-24 18:10:00,0,0,0,110,0,0,110,0,0,110,37.1106470232692,119.361661785553,0.301038239055619
2018-01-24 18:11:00,0,0,0,110,0,0,110,0,0,110,37.1106470232692,119.361661785553,0.301038239055619
2018-01-24 18:12:00,0,0,0,110,0,0,110,0,0,110,37.1106470232692,119.361661785553,0.301038239055619
2018-01-24 18:13:00,0,0,0,110,0,0,110,0,0,110,37.1106470232692,119.361661785553,0.301038239055619
2018-01-24 18:14:00,0,0,0,110,0,0,110,0,0,110,37.1106470232692,119.361661785553,0.301038239055619
2018-01-24 18:15:00,0,0,0,110,0,0,110,0,0,110,37.3411255365414,119.463479060976,0.30129502915757
2018-01-24 18:16:00,0,0,0,110,0,0,110,0,0,110,37.3411255365414,119.463479060976,0.30129502915757
2018-01-24 18:17:00,0,0,0,110,0,0,110,0,0,110,37.3411255365414,119.463479060976,0.30129502915757
2018-01-24 18:18:00,0,0,0,110,0,0,110,0,0,110,37.1106470232692,119.361661785553,0.301038239055619
2018-01-24 18:19:00,0,0,0,110,0,0,110,0,0,110,37.1106470232692,119.361661785553,0.301038239055619
2018-01-24 18:20:00,0,0,0,110,0,0,110,0,0,110,37.3411255365414,119.463479060976,0.30129502915757
