Time,BA1_CFM,LAU_CFM,RHD_CFM,QCFM_Exhaust,QCFM_Supply,QCFM_MVbalance,QCFM_MVunbalance,QCFM_Infiltration,QCFM_Total,ACH
2017-11-11 18:50:00,54,0,0,54,0,0,54,23.2218972313396,60.9832072295169,0.677591191439076
2017-11-11 18:51:00,54,0,0,54,0,0,54,23.2218972313396,60.9832072295169,0.677591191439076
2017-11-11 18:52:00,54,0,0,54,0,0,54,23.2218972313396,60.9832072295169,0.677591191439076
2017-11-11 18:53:00,54,0,0,54,0,0,54,23.0400032811751,60.890468958823,0.676560766209145
2017-11-11 18:54:00,54,0,0,54,0,0,54,23.0400032811751,60.890468958823,0.676560766209145
2017-11-11 18:55:00,54,0,0,54,0,0,54,23.0400032811751,60.890468958823,0.676560766209145
2017-11-11 18:56:00,54,0,0,54,0,0,54,23.0400032811751,60.890468958823,0.676560766209145
2017-11-11 18:57:00,54,0,0,54,0,0,54,23.0400032811751,60.890468958823,0.676560766209145
2017-11-11 18:58:00,54,0,0,54,0,0,54,23.0400032811751,60.890468958823,0.676560766209145
2017-11-11 18:59:00,54,0,0,54,0,0,54,23.0400032811751,60.890468958823,0.676560766209145
2017-11-11 19:00:00,54,0,0,54,0,0,54,23.0400032811751,60.890468958823,0.676560766209145
2017-11-11 19:01:00,54,0,0,54,0,0,54,23.0400032811751,60.890468958823,0.676560766209145
2017-11-11 19:02:00,54,0,0,54,0,0,54,23.0400032811751,60.890468958823,0.676560766209145
2017-11-11 19:03:00,54,0,0,54,0,0,54,23.0400032811751,60.890468958823,0.676560766209145
2017-11-11 19:04:00,54,0,0,54,0,0,54,23.0400032811751,60.890468958823,0.676560766209145
2017-11-11 19:05:00,54,0,0,54,0,0,54,23.0400032811751,60.890468958823,0.676560766209145
2017-11-11 19:06:00,54,0,0,54,0,0,54,23.0400032811751,60.890468958823,0.676560766209145
2017-11-11 19:07:00,54,0,0,54,0,0,54,23.0400032811751,60.890468958823,0.676560766209145
2017-11-11 19:08:00,54,0,0,54,0,0,54,23.0400032811751,60.890468958823,0.676560766209145
2017-11-11 19:09:00,54,0,0,54,0,0,54,23.0400032811751,60.890468958823,0.676560766209145
2017-11-11 19:10:00,54,0,0,54,0,0,54,23.0400032811751,60.890468958823,0.676560766209145
2017-11-11 19:11:00,54,0,0,54,0,0,54,23.0400032811751,60.890468958823,0.676560766209145
2017-11-11 19:12:00,54,0,0,54,0,0,54,23.0400032811751,60.890468958823,0.676560766209145
2017-11-11 19:13:00,54,0,0,54,0,0,54,23.0400032811751,60.890468958823,0.676560766209145
2017-11-11 19:14:00,54,0,0,54,0,0,54,23.0400032811751,60.890468958823,0.676560766209145
2017-11-11 19:15:00,54,0,0,54,0,0,54,23.0400032811751,60.890468958823,0.676560766209145
2017-11-11 19:16:00,54,0,0,54,0,0,54,23.0400032811751,60.890468958823,0.676560766209145
2017-11-11 19:17:00,54,0,0,54,0,0,54,23.0400032811751,60.890468958823,0.676560766209145
2017-11-11 19:18:00,54,0,0,54,0,0,54,22.8570178832113,60.7976000227764,0.67552888914196
2017-11-11 19:19:00,54,0,0,54,0,0,54,22.8570178832113,60.7976000227764,0.67552888914196
2017-11-11 19:20:00,54,0,0,54,0,0,54,22.8570178832113,60.7976000227764,0.67552888914196
2017-11-11 19:21:00,54,0,0,54,0,0,54,22.8570178832113,60.7976000227764,0.67552888914196
2017-11-11 19:22:00,54,0,0,54,0,0,54,22.8570178832113,60.7976000227764,0.67552888914196
2017-11-11 19:23:00,54,0,0,54,0,0,54,22.8570178832113,60.7976000227764,0.67552888914196
2017-11-11 19:24:00,54,0,0,54,0,0,54,22.8570178832113,60.7976000227764,0.67552888914196
