Time,BA1_CFM,BA2_CFM,TO1_CFM,BA3_CFM,LAU_CFM,RHD_CFM,CDR_CFM,QCFM_Exhaust,QCFM_Supply,QCFM_MVbalance,QCFM_MVunbalance,QCFM_Infiltration,QCFM_Total,ACH
2017-11-27 18:00:00,0,0,0,0,109,0,0,109,0,0,109,36.1244107057415,117.992098865318,0.374182131708198
2017-11-27 18:01:00,0,0,0,0,109,0,0,109,0,0,109,36.1244107057415,117.992098865318,0.374182131708198
2017-11-27 18:02:00,0,0,0,0,109,0,0,109,0,0,109,36.1244107057415,117.992098865318,0.374182131708198
2017-11-27 18:03:00,0,0,0,0,109,0,0,109,0,0,109,36.1244107057415,117.992098865318,0.374182131708198
2017-11-27 18:04:00,0,0,0,0,109,0,0,109,0,0,109,36.1244107057415,117.992098865318,0.374182131708198
2017-11-27 18:05:00,0,0,0,0,109,0,0,109,0,0,109,36.1244107057415,117.992098865318,0.374182131708198
2017-11-27 18:06:00,0,0,0,0,109,0,0,109,0,0,109,36.1244107057415,117.992098865318,0.374182131708198
2017-11-27 18:07:00,0,0,0,0,109,0,0,109,0,0,109,36.1244107057415,117.992098865318,0.374182131708198
2017-11-27 18:08:00,0,0,0,0,109,0,0,109,0,0,109,36.1244107057415,117.992098865318,0.374182131708198
2017-11-27 18:09:00,0,0,0,0,109,0,0,109,0,0,109,36.1244107057415,117.992098865318,0.374182131708198
2017-11-27 18:10:00,0,0,0,0,109,0,0,109,0,0,109,36.1244107057415,117.992098865318,0.374182131708198
2017-11-27 18:11:00,0,0,0,0,109,0,0,109,0,0,109,36.1244107057415,117.992098865318,0.374182131708198
2017-11-27 18:12:00,0,0,0,0,109,0,0,109,0,0,109,35.8937776602163,117.891777794229,0.373863988776624
2017-11-27 18:13:00,0,0,0,0,109,0,0,109,0,0,109,35.8937776602163,117.891777794229,0.373863988776624
2017-11-27 18:14:00,0,0,0,0,109,0,0,109,0,0,109,35.8937776602163,117.891777794229,0.373863988776624
2017-11-27 18:15:00,0,0,0,0,109,0,0,109,0,0,109,35.8937776602163,117.891777794229,0.373863988776624
2017-11-27 18:16:00,0,0,0,0,109,0,0,109,0,0,109,35.8937776602163,117.891777794229,0.373863988776624
2017-11-27 18:17:00,0,0,0,0,109,0,0,109,0,0,109,35.8937776602163,117.891777794229,0.373863988776624
2017-11-27 18:18:00,0,0,0,0,109,0,0,109,0,0,109,35.8937776602163,117.891777794229,0.373863988776624
2017-11-27 18:19:00,0,0,0,0,109,0,0,109,0,0,109,35.8937776602163,117.891777794229,0.373863988776624
2017-11-27 18:20:00,0,0,0,0,109,0,0,109,0,0,109,35.8937776602163,117.891777794229,0.373863988776624
2017-11-27 18:21:00,0,0,0,0,109,0,0,109,0,0,109,35.8937776602163,117.891777794229,0.373863988776624
2017-11-27 18:22:00,0,0,0,0,109,0,0,109,0,0,109,35.8937776602163,117.891777794229,0.373863988776624
2017-11-27 18:23:00,0,0,0,0,109,0,0,109,0,0,109,35.8937776602163,117.891777794229,0.373863988776624
2017-11-27 18:24:00,0,0,0,0,109,0,0,109,0,0,109,35.8937776602163,117.891777794229,0.373863988776624
2017-11-27 18:25:00,0,0,0,0,109,0,0,109,0,0,109,36.1244107057415,117.992098865318,0.374182131708198
2017-11-27 18:26:00,0,0,0,0,109,0,0,109,0,0,109,35.8937776602163,117.891777794229,0.373863988776624
2017-11-27 18:27:00,0,0,0,0,109,0,0,109,0,0,109,36.1244107057415,117.992098865318,0.374182131708198
2017-11-27 18:28:00,0,0,0,0,109,0,0,109,0,0,109,36.1244107057415,117.992098865318,0.374182131708198
2017-11-27 18:29:00,0,0,0,0,109,0,0,109,0,0,109,35.8937776602163,117.891777794229,0.373863988776624
2017-11-27 18:30:00,0,0,0,0,109,0,0,109,0,0,109,35.8937776602163,117.891777794229,0.373863988776624
2017-11-27 18:31:00,0,0,0,0,109,0,0,109,0,0,109,35.8937776602163,117.891777794229,0.373863988776624
2017-11-27 18:32:00,0,0,0,0,109,0,0,109,0,0,109,35.8937776602163,117.891777794229,0.373863988776624
2017-11-27 18:33:00,0,0,0,0,109,0,0,109,0,0,109,35.8937776602163,117.891777794229,0.373863988776624
2017-11-27 18:34:00,0,0,0,0,109,0,0,109,0,0,109,35.6624280631678,117.791562483697,0.373546181237939
2017-11-27 18:35:00,0,0,0,0,109,0,0,109,0,0,109,35.8937776602163,117.891777794229,0.373863988776624
2017-11-27 18:36:00,0,0,0,0,109,0,0,109,0,0,109,35.8937776602163,117.891777794229,0.373863988776624
2017-11-27 18:37:00,0,0,0,0,109,0,0,109,0,0,109,35.8937776602163,117.891777794229,0.373863988776624
2017-11-27 18:38:00,0,0,0,0,109,0,0,109,0,0,109,35.8937776602163,117.891777794229,0.373863988776624
2017-11-27 18:39:00,0,0,0,0,109,0,0,109,0,0,109,35.8937776602163,117.891777794229,0.373863988776624
2017-11-27 18:40:00,0,0,0,0,109,0,0,109,0,0,109,35.8937776602163,117.891777794229,0.373863988776624
2017-11-27 18:41:00,0,0,0,0,109,0,0,109,0,0,109,35.8937776602163,117.891777794229,0.373863988776624
2017-11-27 18:42:00,0,0,0,0,109,0,0,109,0,0,109,35.8937776602163,117.891777794229,0.373863988776624
2017-11-27 18:43:00,0,0,0,0,109,0,0,109,0,0,109,35.8937776602163,117.891777794229,0.373863988776624
2017-11-27 18:44:00,0,0,0,0,109,0,0,109,0,0,109,35.8937776602163,117.891777794229,0.373863988776624
2017-11-27 18:45:00,0,0,0,0,109,0,0,109,0,0,109,35.8937776602163,117.891777794229,0.373863988776624
2017-11-27 18:46:00,0,0,0,0,109,0,0,109,0,0,109,35.8937776602163,117.891777794229,0.373863988776624
2017-11-27 18:47:00,0,0,0,0,109,0,0,109,0,0,109,35.8937776602163,117.891777794229,0.373863988776624
2017-11-27 18:48:00,0,0,0,0,109,0,0,109,0,0,109,35.8937776602163,117.891777794229,0.373863988776624
2017-11-27 18:49:00,0,0,0,0,109,0,0,109,0,0,109,35.8937776602163,117.891777794229,0.373863988776624
2017-11-27 18:50:00,0,0,0,0,109,0,0,109,0,0,109,35.6624280631678,117.791562483697,0.373546181237939
