Time,BA1_CFM,BA2_CFM,BA3_CFM,TO1_CFM,BA4_CFM,LAU_CFM,RHD_CFM,CDR_CFM,QCFM_Exhaust,QCFM_Supply,QCFM_MVbalance,QCFM_MVunbalance,QCFM_Infiltration,QCFM_Total,ACH
2017-06-21 19:10:00,0,0,0,0,0,108,152,0,260,0,0,260,68.981219715274,274.464073899189,0.32968657525428
2017-06-21 19:11:00,0,0,0,0,0,108,152,0,260,0,0,260,68.981219715274,274.464073899189,0.32968657525428
2017-06-21 19:12:00,0,0,0,0,0,108,152,0,260,0,0,260,68.981219715274,274.464073899189,0.32968657525428
2017-06-21 19:13:00,0,0,0,0,0,108,152,0,260,0,0,260,69.3466186881453,274.601496571102,0.329851647532855
2017-06-21 19:14:00,0,0,0,0,0,108,152,0,260,0,0,260,69.3466186881453,274.601496571102,0.329851647532855
2017-06-21 19:15:00,0,0,0,0,0,108,152,0,260,0,0,260,69.3466186881453,274.601496571102,0.329851647532855
2017-06-21 19:16:00,0,0,0,0,0,108,152,0,260,0,0,260,69.3466186881453,274.601496571102,0.329851647532855
2017-06-21 19:17:00,0,0,0,0,0,108,152,0,260,0,0,260,69.3466186881453,274.601496571102,0.329851647532855
2017-06-21 19:18:00,0,0,0,0,0,108,152,0,260,0,0,260,69.3466186881453,274.601496571102,0.329851647532855
2017-06-21 19:19:00,0,0,0,0,0,108,152,0,260,0,0,260,69.3466186881453,274.601496571102,0.329851647532855
2017-06-21 19:20:00,0,0,0,0,0,108,152,0,260,0,0,260,69.3466186881453,274.601496571102,0.329851647532855
2017-06-21 19:21:00,0,0,0,0,0,108,152,0,260,0,0,260,69.3466186881453,274.601496571102,0.329851647532855
2017-06-21 19:22:00,0,0,0,0,0,108,152,0,260,0,0,260,69.3466186881453,274.601496571102,0.329851647532855
2017-06-21 19:23:00,0,0,0,0,0,108,152,0,260,0,0,260,69.3466186881453,274.601496571102,0.329851647532855
2017-06-21 19:24:00,0,0,0,0,0,108,152,0,260,0,0,260,69.3466186881453,274.601496571102,0.329851647532855
2017-06-21 19:25:00,0,0,0,0,0,108,152,0,260,0,0,260,69.3466186881453,274.601496571102,0.329851647532855
2017-06-21 19:26:00,0,0,0,0,0,108,0,0,108,0,0,108,69.3466186881453,135.116127496828,0.162301654650844
2017-06-21 19:27:00,0,0,0,0,0,108,0,0,108,0,0,108,69.711208556798,135.345785546758,0.162577520176286
2017-06-21 19:28:00,0,0,0,0,0,108,0,0,108,0,0,108,69.3466186881453,135.116127496828,0.162301654650844
2017-06-21 19:29:00,0,0,0,0,0,108,0,0,108,0,0,108,69.3466186881453,135.116127496828,0.162301654650844
2017-06-21 19:30:00,0,0,0,0,0,108,0,0,108,0,0,108,69.711208556798,135.345785546758,0.162577520176286
2017-06-21 19:31:00,0,0,0,0,0,108,0,0,108,0,0,108,69.711208556798,135.345785546758,0.162577520176286
2017-06-21 19:32:00,0,0,0,0,0,108,0,0,108,0,0,108,69.3466186881453,135.116127496828,0.162301654650844
2017-06-21 19:33:00,0,0,0,0,0,108,0,0,108,0,0,108,68.981219715274,134.886517569843,0.162025846930742
2017-06-21 19:34:00,0,0,0,0,0,108,0,0,108,0,0,108,68.981219715274,134.886517569843,0.162025846930742
2017-06-21 19:35:00,0,0,0,0,0,108,0,0,108,0,0,108,68.6150067321929,134.656959881092,0.16175010195927
2017-06-21 19:36:00,0,0,0,0,0,108,0,0,108,0,0,108,68.2479748399148,134.427458664307,0.16147442482199
2017-06-21 19:37:00,0,0,0,0,0,108,0,0,108,0,0,108,67.8801191500532,134.1980182757,0.161198820751592
2017-06-21 19:38:00,0,0,0,0,0,108,0,0,108,0,0,108,67.8801191500532,134.1980182757,0.161198820751592
2017-06-21 19:39:00,0,0,0,0,0,108,0,0,108,0,0,108,67.5114347886907,133.968643198177,0.160923295132945
2017-06-21 19:40:00,0,0,0,0,0,108,0,0,108,0,0,108,67.1419169005396,133.739338045723,0.160647853508376
2017-06-21 19:41:00,0,0,0,0,0,108,0,0,108,0,0,108,66.7715606534139,133.510107567981,0.160372501583161
2017-06-21 19:42:00,0,0,0,0,0,108,0,0,108,0,0,108,66.7715606534139,133.510107567981,0.160372501583161
2017-06-21 19:43:00,0,0,0,0,0,108,0,0,108,0,0,108,66.4003612430366,133.280956655024,0.16009724523126
2017-06-21 19:44:00,0,0,0,0,0,108,0,0,108,0,0,108,66.4003612430366,133.280956655024,0.16009724523126
2017-06-21 19:45:00,0,0,0,0,0,108,0,0,108,0,0,108,66.0283138982052,133.051890342339,0.159822090501308
2017-06-21 19:46:00,0,0,0,0,0,108,0,0,108,0,0,108,66.0283138982052,133.051890342339,0.159822090501308
2017-06-21 19:47:00,0,0,0,0,0,108,0,0,108,0,0,108,65.6554138863417,132.822913816025,0.159547043622853
2017-06-21 19:48:00,0,0,0,0,0,108,0,0,108,0,0,108,65.6554138863417,132.822913816025,0.159547043622853
2017-06-21 19:49:00,0,0,0,0,0,108,0,0,108,0,0,108,65.6554138863417,132.822913816025,0.159547043622853
2017-06-21 19:50:00,0,0,0,0,0,108,0,0,108,0,0,108,65.2816565194552,132.59403241823,0.159272111012889
