Time,BA1_CFM,BA2_CFM,TO1_CFM,LAU_CFM,QCFM_Exhaust,QCFM_Supply,QCFM_MVbalance,QCFM_MVunbalance,QCFM_Infiltration,QCFM_Total,ACH
2017-05-03 18:00:00,0,0,0,73,73,0,0,73,20.2009575442622,77.378481685784,0.316260824328817
2017-05-03 18:01:00,0,0,0,73,73,0,0,73,20.2009575442622,77.378481685784,0.316260824328817
2017-05-03 18:02:00,0,0,0,73,73,0,0,73,20.2009575442622,77.378481685784,0.316260824328817
2017-05-03 18:03:00,0,0,0,73,73,0,0,73,20.2009575442622,77.378481685784,0.316260824328817
2017-05-03 18:04:00,0,0,0,73,73,0,0,73,20.2009575442622,77.378481685784,0.316260824328817
2017-05-03 18:05:00,0,0,0,73,73,0,0,73,20.2009575442622,77.378481685784,0.316260824328817
2017-05-03 18:06:00,0,0,0,73,73,0,0,73,20.2009575442622,77.378481685784,0.316260824328817
2017-05-03 18:07:00,0,0,0,73,73,0,0,73,20.2009575442622,77.378481685784,0.316260824328817
2017-05-03 18:08:00,0,0,0,73,73,0,0,73,20.2009575442622,77.378481685784,0.316260824328817
2017-05-03 18:09:00,0,0,0,73,73,0,0,73,20.2009575442622,77.378481685784,0.316260824328817
2017-05-03 18:10:00,0,0,0,73,73,0,0,73,20.2009575442622,77.378481685784,0.316260824328817
2017-05-03 18:11:00,0,0,0,73,73,0,0,73,20.2009575442622,77.378481685784,0.316260824328817
2017-05-03 18:12:00,0,0,0,73,73,0,0,73,20.2009575442622,77.378481685784,0.316260824328817
2017-05-03 18:13:00,0,0,0,73,73,0,0,73,20.2009575442622,77.378481685784,0.316260824328817
2017-05-03 18:14:00,0,0,0,73,73,0,0,73,20.2009575442622,77.378481685784,0.316260824328817
2017-05-03 18:15:00,0,0,0,73,73,0,0,73,20.2009575442622,77.378481685784,0.316260824328817
2017-05-03 18:16:00,0,0,0,73,73,0,0,73,20.2009575442622,77.378481685784,0.316260824328817
2017-05-03 18:17:00,0,0,0,73,73,0,0,73,20.2009575442622,77.378481685784,0.316260824328817
2017-05-03 18:18:00,0,0,0,73,73,0,0,73,20.2009575442622,77.378481685784,0.316260824328817
2017-05-03 18:19:00,0,0,0,73,73,0,0,73,20.2009575442622,77.378481685784,0.316260824328817
2017-05-03 18:20:00,0,0,0,73,73,0,0,73,20.2009575442622,77.378481685784,0.316260824328817
2017-05-03 18:21:00,0,0,0,73,73,0,0,73,20.2009575442622,77.378481685784,0.316260824328817
2017-05-03 18:22:00,0,0,0,73,73,0,0,73,20.2009575442622,77.378481685784,0.316260824328817
2017-05-03 18:23:00,0,0,0,73,73,0,0,73,20.2009575442622,77.378481685784,0.316260824328817
2017-05-03 18:24:00,0,0,0,73,73,0,0,73,20.2009575442622,77.378481685784,0.316260824328817
2017-05-03 18:25:00,0,0,0,73,73,0,0,73,20.2009575442622,77.378481685784,0.316260824328817
2017-05-03 18:26:00,0,0,0,73,73,0,0,73,20.2009575442622,77.378481685784,0.316260824328817
2017-05-03 18:27:00,0,0,0,73,73,0,0,73,20.2009575442622,77.378481685784,0.316260824328817
2017-05-03 18:28:00,0,0,0,73,73,0,0,73,20.2009575442622,77.378481685784,0.316260824328817
2017-05-03 18:29:00,0,0,0,73,73,0,0,73,20.2009575442622,77.378481685784,0.316260824328817
2017-05-03 18:30:00,0,0,0,73,73,0,0,73,20.2009575442622,77.378481685784,0.316260824328817
2017-05-03 18:31:00,0,0,0,73,73,0,0,73,20.2009575442622,77.378481685784,0.316260824328817
2017-05-03 18:32:00,0,0,0,73,73,0,0,73,20.2009575442622,77.378481685784,0.316260824328817
2017-05-03 18:33:00,0,0,0,73,73,0,0,73,20.2009575442622,77.378481685784,0.316260824328817
2017-05-03 18:34:00,0,0,0,73,73,0,0,73,20.2009575442622,77.378481685784,0.316260824328817
2017-05-03 18:35:00,0,0,0,73,73,0,0,73,20.2009575442622,77.378481685784,0.316260824328817
2017-05-03 18:36:00,0,0,0,73,73,0,0,73,20.2009575442622,77.378481685784,0.316260824328817
2017-05-03 18:37:00,0,0,0,73,73,0,0,73,20.2009575442622,77.378481685784,0.316260824328817
2017-05-03 18:38:00,0,0,0,73,73,0,0,73,20.2009575442622,77.378481685784,0.316260824328817
2017-05-03 18:39:00,0,0,0,73,73,0,0,73,20.2009575442622,77.378481685784,0.316260824328817
2017-05-03 18:40:00,0,0,0,73,73,0,0,73,20.2009575442622,77.378481685784,0.316260824328817
2017-05-03 18:41:00,0,0,0,73,73,0,0,73,20.2009575442622,77.378481685784,0.316260824328817
2017-05-03 18:42:00,0,0,0,73,73,0,0,73,20.2009575442622,77.378481685784,0.316260824328817
2017-05-03 18:43:00,0,0,0,73,73,0,0,73,20.2009575442622,77.378481685784,0.316260824328817
2017-05-03 18:44:00,0,0,0,73,73,0,0,73,20.2009575442622,77.378481685784,0.316260824328817
2017-05-03 18:45:00,0,0,0,73,73,0,0,73,20.2009575442622,77.378481685784,0.316260824328817
2017-05-03 18:46:00,0,0,0,73,73,0,0,73,20.2009575442622,77.378481685784,0.316260824328817
2017-05-03 18:47:00,0,0,0,73,73,0,0,73,19.9846141968329,77.2951708521458,0.315920316834383
2017-05-03 18:48:00,0,0,0,73,73,0,0,73,19.9846141968329,77.2951708521458,0.315920316834383
2017-05-03 18:49:00,0,0,0,73,73,0,0,73,19.7678518689046,77.2123209672158,0.315581693326495
2017-05-03 18:50:00,0,0,0,73,73,0,0,73,19.7678518689046,77.2123209672158,0.315581693326495
2017-05-03 18:51:00,0,0,0,73,73,0,0,73,19.7678518689046,77.2123209672158,0.315581693326495
2017-05-03 18:52:00,0,0,0,73,73,0,0,73,19.5506914316064,77.1299479187181,0.315245018741355
2017-05-03 18:53:00,0,0,0,73,73,0,0,73,10.6674986830056,74.3600923888387,0.303924083333128
2017-05-03 18:54:00,0,0,0,73,73,0,0,73,10.6674986830056,74.3600923888387,0.303924083333128
2017-05-03 18:55:00,0,0,0,73,73,0,0,73,10.6674986830056,74.3600923888387,0.303924083333128
2017-05-03 18:56:00,0,0,0,73,73,0,0,73,10.6674986830056,74.3600923888387,0.303924083333128
2017-05-03 18:57:00,0,0,0,73,73,0,0,73,10.4327672221479,74.3045549792412,0.303697091195809
2017-05-03 18:58:00,0,0,0,73,73,0,0,73,10.4327672221479,74.3045549792412,0.303697091195809
2017-05-03 18:59:00,0,0,0,73,73,0,0,73,10.4327672221479,74.3045549792412,0.303697091195809
2017-05-03 19:00:00,0,0,0,73,73,0,0,73,10.4327672221479,74.3045549792412,0.303697091195809
2017-05-03 19:01:00,0,0,0,73,73,0,0,73,10.4327672221479,74.3045549792412,0.303697091195809
2017-05-03 19:02:00,0,0,0,73,73,0,0,73,10.4327672221479,74.3045549792412,0.303697091195809
2017-05-03 19:03:00,0,0,0,73,73,0,0,73,10.4327672221479,74.3045549792412,0.303697091195809
2017-05-03 19:04:00,0,0,0,73,73,0,0,73,10.4327672221479,74.3045549792412,0.303697091195809
2017-05-03 19:05:00,0,0,0,73,73,0,0,73,10.4327672221479,74.3045549792412,0.303697091195809
2017-05-03 19:06:00,0,0,0,73,73,0,0,73,10.4327672221479,74.3045549792412,0.303697091195809
2017-05-03 19:07:00,0,0,0,73,73,0,0,73,10.4327672221479,74.3045549792412,0.303697091195809
2017-05-03 19:08:00,0,0,0,73,73,0,0,73,10.4327672221479,74.3045549792412,0.303697091195809
2017-05-03 19:09:00,0,0,0,73,73,0,0,73,10.4327672221479,74.3045549792412,0.303697091195809
2017-05-03 19:10:00,0,0,0,73,73,0,0,73,10.4327672221479,74.3045549792412,0.303697091195809
2017-05-03 19:11:00,0,0,0,73,73,0,0,73,10.4327672221479,74.3045549792412,0.303697091195809
2017-05-03 19:12:00,0,0,0,73,73,0,0,73,10.4327672221479,74.3045549792412,0.303697091195809
2017-05-03 19:13:00,0,0,0,73,73,0,0,73,10.4327672221479,74.3045549792412,0.303697091195809
2017-05-03 19:14:00,0,0,0,73,73,0,0,73,10.4327672221479,74.3045549792412,0.303697091195809
2017-05-03 19:15:00,0,0,0,73,73,0,0,73,10.4327672221479,74.3045549792412,0.303697091195809
2017-05-03 19:16:00,0,0,0,73,73,0,0,73,10.4327672221479,74.3045549792412,0.303697091195809
2017-05-03 19:17:00,0,0,0,73,73,0,0,73,10.4327672221479,74.3045549792412,0.303697091195809
