Time,BA1_CFM,BA2_CFM,BA3_CFM,BA4_CFM,TO1_CFM,BA5_CFM,LAU_CFM,RHD_CFM,CDR_CFM,QCFM_Exhaust,QCFM_Supply,QCFM_MVbalance,QCFM_MVunbalance,QCFM_Infiltration,QCFM_Total,ACH
2017-03-23 20:53:00,0,0,0,0,0,0,137,0,NA,137,0,0,137,72.15553718,161.8925829,0.230506773
2017-03-23 20:54:00,0,0,0,0,0,0,137,0,NA,137,0,0,137,59.2829376,154.9051054,0.220557825
2017-03-23 20:55:00,0,0,0,0,0,0,137,0,NA,137,0,0,137,58.59639657,154.5541971,0.220058193
2017-03-23 20:56:00,0,0,0,0,0,0,137,0,NA,137,0,0,137,59.2829376,154.9051054,0.220557825
2017-03-23 20:57:00,0,0,0,0,0,0,137,0,NA,137,0,0,137,58.59639657,154.5541971,0.220058193
2017-03-23 20:58:00,0,0,0,0,0,0,137,0,NA,137,0,0,137,58.59639657,154.5541971,0.220058193
2017-03-23 20:59:00,0,0,0,0,0,0,137,0,NA,137,0,0,137,58.59639657,154.5541971,0.220058193
2017-03-23 21:00:00,0,0,0,0,0,0,137,0,NA,137,0,0,137,58.59639657,154.5541971,0.220058193
2017-03-23 21:01:00,0,0,0,0,0,0,137,0,NA,137,0,0,137,58.59639657,154.5541971,0.220058193
2017-03-23 21:02:00,0,0,0,0,0,0,137,0,NA,137,0,0,137,58.59639657,154.5541971,0.220058193
2017-03-23 21:03:00,0,0,0,0,0,0,137,0,NA,137,0,0,137,58.59639657,154.5541971,0.220058193
2017-03-23 21:04:00,0,0,0,0,0,0,137,0,NA,137,0,0,137,58.59639657,154.5541971,0.220058193
2017-03-23 21:05:00,0,0,0,0,0,0,137,0,NA,137,0,0,137,58.59639657,154.5541971,0.220058193
2017-03-23 21:06:00,0,0,0,0,0,0,137,0,NA,137,0,0,137,58.59639657,154.5541971,0.220058193
2017-03-23 21:07:00,0,0,0,0,0,0,137,0,NA,137,0,0,137,58.59639657,154.5541971,0.220058193
2017-03-23 21:08:00,0,0,0,0,0,0,137,0,NA,137,0,0,137,58.59639657,154.5541971,0.220058193
2017-03-23 21:09:00,0,0,0,0,0,0,137,0,NA,137,0,0,137,58.59639657,154.5541971,0.220058193
2017-03-23 21:10:00,0,0,0,0,0,0,137,0,NA,137,0,0,137,58.59639657,154.5541971,0.220058193
2017-03-23 21:11:00,0,0,0,0,0,0,137,0,NA,137,0,0,137,58.59639657,154.5541971,0.220058193
2017-03-23 21:12:00,0,0,0,0,0,0,137,0,NA,137,0,0,137,58.59639657,154.5541971,0.220058193
2017-03-23 21:13:00,0,0,0,0,0,0,137,0,NA,137,0,0,137,58.59639657,154.5541971,0.220058193
2017-03-23 21:14:00,0,0,0,0,0,0,137,0,NA,137,0,0,137,58.59639657,154.5541971,0.220058193
2017-03-23 21:15:00,0,0,0,0,0,0,137,0,NA,137,0,0,137,58.59639657,154.5541971,0.220058193
2017-03-23 21:16:00,0,0,0,0,0,0,137,0,NA,137,0,0,137,58.59639657,154.5541971,0.220058193
2017-03-23 21:17:00,0,0,0,0,0,0,137,0,NA,137,0,0,137,58.59639657,154.5541971,0.220058193
2017-03-23 21:18:00,0,0,0,0,0,0,137,0,NA,137,0,0,137,58.59639657,154.5541971,0.220058193
2017-03-23 21:19:00,0,0,0,0,0,0,137,0,NA,137,0,0,137,58.59639657,154.5541971,0.220058193
2017-03-23 21:20:00,0,0,0,0,0,0,137,0,NA,137,0,0,137,58.59639657,154.5541971,0.220058193
2017-03-23 21:21:00,0,0,0,0,0,0,137,0,NA,137,0,0,137,58.59639657,154.5541971,0.220058193
2017-03-23 21:22:00,0,0,0,0,0,0,137,0,NA,137,0,0,137,58.59639657,154.5541971,0.220058193
2017-03-23 21:23:00,0,0,0,0,0,0,137,0,NA,137,0,0,137,58.59639657,154.5541971,0.220058193
2017-03-23 21:24:00,0,0,0,0,0,0,137,0,NA,137,0,0,137,58.59639657,154.5541971,0.220058193
2017-03-23 21:25:00,0,0,0,0,0,0,137,0,NA,137,0,0,137,58.59639657,154.5541971,0.220058193
2017-03-23 21:26:00,0,0,0,0,0,0,137,0,NA,137,0,0,137,58.59639657,154.5541971,0.220058193
2017-03-23 21:27:00,0,0,0,0,0,0,137,0,NA,137,0,0,137,58.59639657,154.5541971,0.220058193
2017-03-23 21:28:00,0,0,0,0,0,0,137,0,NA,137,0,0,137,58.59639657,154.5541971,0.220058193
2017-03-23 21:29:00,0,0,0,0,0,0,137,0,NA,137,0,0,137,58.59639657,154.5541971,0.220058193
2017-03-23 21:30:00,0,0,0,0,0,0,137,0,NA,137,0,0,137,58.59639657,154.5541971,0.220058193
2017-03-23 21:31:00,0,0,0,0,0,0,137,0,NA,137,0,0,137,58.59639657,154.5541971,0.220058193
2017-03-23 21:32:00,0,0,0,0,0,0,137,0,NA,137,0,0,137,57.90614365,154.2037752,0.219559254
2017-03-23 21:33:00,0,0,0,0,0,0,137,0,NA,137,0,0,137,57.90614365,154.2037752,0.219559254
2017-03-23 21:34:00,0,0,0,0,0,0,137,0,NA,137,0,0,137,57.90614365,154.2037752,0.219559254
2017-03-23 21:35:00,0,0,0,0,0,0,137,0,NA,137,0,0,137,57.90614365,154.2037752,0.219559254
2017-03-23 21:36:00,0,0,0,0,0,0,137,0,NA,137,0,0,137,57.90614365,154.2037752,0.219559254
2017-03-23 21:37:00,0,0,0,0,0,0,137,0,NA,137,0,0,137,57.90614365,154.2037752,0.219559254
2017-03-23 21:38:00,0,0,0,0,0,0,137,0,NA,137,0,0,137,57.90614365,154.2037752,0.219559254
2017-03-23 21:39:00,0,0,0,0,0,0,137,0,NA,137,0,0,137,57.90614365,154.2037752,0.219559254
2017-03-23 21:40:00,0,0,0,0,0,0,137,0,NA,137,0,0,137,57.90614365,154.2037752,0.219559254
2017-03-23 21:41:00,0,0,0,0,0,0,137,0,NA,137,0,0,137,57.90614365,154.2037752,0.219559254
2017-03-23 21:42:00,0,0,0,0,0,0,137,0,NA,137,0,0,137,57.90614365,154.2037752,0.219559254
2017-03-23 21:43:00,0,0,0,0,0,0,137,0,NA,137,0,0,137,57.90614365,154.2037752,0.219559254
2017-03-23 21:44:00,0,0,0,0,0,0,137,0,NA,137,0,0,137,57.90614365,154.2037752,0.219559254
2017-03-23 21:45:00,0,0,0,0,0,0,137,0,NA,137,0,0,137,57.90614365,154.2037752,0.219559254
