Time,BA1_CFM,BA2_CFM,BA3_CFM,TO1_CFM,RHD_CFM,CDR_CFM,QCFM_Exhaust,QCFM_Supply,QCFM_MVbalance,QCFM_MVunbalance,QCFM_Infiltration,QCFM_Total,ACH
2018-03-09 18:00:00,39,51,91,35,0,0,216,0,0,216,14.5306011630817,216.915880013739,0.585467962250308
2018-03-09 18:01:00,39,51,91,35,0,0,216,0,0,216,14.2593171388226,216.883039730127,0.585379324507766
2018-03-09 18:02:00,39,51,91,35,0,0,216,0,0,216,14.2593171388226,216.883039730127,0.585379324507766
2018-03-09 18:03:00,39,51,91,35,0,0,216,0,0,216,14.2593171388226,216.883039730127,0.585379324507766
2018-03-09 18:04:00,39,51,91,35,0,0,216,0,0,216,13.9911589866414,216.851130672379,0.585293200195354
2018-03-09 18:05:00,39,51,91,35,0,0,216,0,0,216,13.9911589866414,216.851130672379,0.585293200195354
2018-03-09 18:06:00,39,51,91,35,0,0,216,0,0,216,13.9911589866414,216.851130672379,0.585293200195354
2018-03-09 18:07:00,39,51,91,35,0,0,216,0,0,216,13.7273762896123,216.820280381207,0.585209933552516
2018-03-09 18:08:00,39,51,91,35,0,0,216,0,0,216,13.7273762896123,216.820280381207,0.585209933552516
2018-03-09 18:09:00,39,51,91,35,0,0,216,0,0,216,13.7273762896123,216.820280381207,0.585209933552516
2018-03-09 18:10:00,39,51,91,35,0,0,216,0,0,216,13.4696834268725,216.79065944098,0.585129984995898
2018-03-09 18:11:00,39,51,91,35,0,0,216,0,0,216,13.4696834268725,216.79065944098,0.585129984995898
2018-03-09 18:12:00,39,51,91,35,0,0,216,0,0,216,13.4696834268725,216.79065944098,0.585129984995898
2018-03-09 18:13:00,39,51,91,35,0,0,216,0,0,216,13.2205499566271,216.762509911039,0.585054007857055
2018-03-09 18:14:00,39,51,91,35,0,0,216,0,0,216,13.2205499566271,216.762509911039,0.585054007857055
2018-03-09 18:15:00,39,51,91,35,0,0,216,0,0,216,13.2205499566271,216.762509911039,0.585054007857055
2018-03-09 18:16:00,39,51,91,35,0,0,216,0,0,216,12.9838261972305,216.736208078621,0.584983017756061
2018-03-09 18:17:00,39,51,91,35,0,0,216,0,0,216,12.9838261972305,216.736208078621,0.584983017756061
2018-03-09 18:18:00,39,51,91,35,0,0,216,0,0,216,12.9838261972305,216.736208078621,0.584983017756061
2018-03-09 18:19:00,39,51,91,35,0,0,216,0,0,216,12.7664733689211,216.712441993266,0.584918871776696
2018-03-09 18:20:00,39,51,91,35,0,0,216,0,0,216,12.7664733689211,216.712441993266,0.584918871776696
2018-03-09 18:21:00,39,51,91,35,0,0,216,0,0,216,12.7664733689211,216.712441993266,0.584918871776696
2018-03-09 18:22:00,39,51,91,35,0,0,216,0,0,216,12.7664733689211,216.712441993266,0.584918871776696
2018-03-09 18:23:00,39,51,91,35,0,0,216,0,0,216,12.7664733689211,216.712441993266,0.584918871776696
2018-03-09 18:24:00,39,51,91,35,0,0,216,0,0,216,12.5873372545716,216.693131391543,0.584866751394178
2018-03-09 18:25:00,39,51,91,35,0,0,216,0,0,216,12.5873372545716,216.693131391543,0.584866751394178
2018-03-09 18:26:00,39,51,91,35,0,0,216,0,0,216,12.5873372545716,216.693131391543,0.584866751394178
2018-03-09 18:27:00,39,51,91,35,0,0,216,0,0,216,12.6880636779147,216.703958734469,0.584895974991819
2018-03-09 18:28:00,39,51,91,35,0,0,216,0,0,216,12.6880636779147,216.703958734469,0.584895974991819
2018-03-09 18:29:00,39,51,91,35,0,0,216,0,0,216,12.6880636779147,216.703958734469,0.584895974991819
