Time,BA1_CFM,BA2_CFM,TO1_CFM,LAU_CFM,RHD_CFM,CDR_CFM,QCFM_Exhaust,QCFM_Supply,QCFM_MVbalance,QCFM_MVunbalance,QCFM_Infiltration,QCFM_Total,ACH
2017-07-25 18:00:00,0,103,0,74,0,0,177,0,0,177,67.2516077600493,195.516884239938,0.508364233593182
2017-07-25 18:01:00,0,103,0,74,0,0,177,0,0,177,67.2516077600493,195.516884239938,0.508364233593182
2017-07-25 18:02:00,0,103,0,74,0,0,177,0,0,177,67.2516077600493,195.516884239938,0.508364233593182
2017-07-25 18:03:00,0,103,0,74,0,0,177,0,0,177,67.2516077600493,195.516884239938,0.508364233593182
2017-07-25 18:04:00,0,103,0,74,0,0,177,0,0,177,67.2516077600493,195.516884239938,0.508364233593182
2017-07-25 18:05:00,0,103,0,74,0,0,177,0,0,177,67.2516077600493,195.516884239938,0.508364233593182
2017-07-25 18:06:00,0,103,0,74,0,0,177,0,0,177,67.2516077600493,195.516884239938,0.508364233593182
2017-07-25 18:07:00,0,103,0,74,0,0,177,0,0,177,66.8851134048146,195.343138425794,0.50791247640612
2017-07-25 18:08:00,0,103,0,74,0,0,177,0,0,177,67.2516077600493,195.516884239938,0.508364233593182
2017-07-25 18:09:00,0,103,0,74,0,0,177,0,0,177,67.2516077600493,195.516884239938,0.508364233593182
2017-07-25 18:10:00,0,103,0,74,0,0,177,0,0,177,67.2516077600493,195.516884239938,0.508364233593182
2017-07-25 18:11:00,0,103,0,74,0,0,177,0,0,177,67.2516077600493,195.516884239938,0.508364233593182
2017-07-25 18:12:00,0,103,0,74,0,0,177,0,0,177,67.2516077600493,195.516884239938,0.508364233593182
2017-07-25 18:13:00,0,103,0,74,0,0,177,0,0,177,67.2516077600493,195.516884239938,0.508364233593182
2017-07-25 18:14:00,0,103,0,74,0,0,177,0,0,177,67.2516077600493,195.516884239938,0.508364233593182
2017-07-25 18:15:00,0,103,0,74,0,0,177,0,0,177,67.2516077600493,195.516884239938,0.508364233593182
2017-07-25 18:16:00,0,103,0,74,0,0,177,0,0,177,67.2516077600493,195.516884239938,0.508364233593182
2017-07-25 18:17:00,0,103,0,74,0,0,177,0,0,177,67.2516077600493,195.516884239938,0.508364233593182
2017-07-25 18:18:00,0,103,0,74,0,0,177,0,0,177,67.2516077600493,195.516884239938,0.508364233593182
2017-07-25 18:19:00,0,103,0,74,0,0,177,0,0,177,67.2516077600493,195.516884239938,0.508364233593182
2017-07-25 18:20:00,0,103,0,74,0,0,177,0,0,177,67.2516077600493,195.516884239938,0.508364233593182
2017-07-25 18:21:00,0,103,0,74,0,0,177,0,0,177,67.2516077600493,195.516884239938,0.508364233593182
2017-07-25 18:22:00,0,103,0,74,0,0,177,0,0,177,67.2516077600493,195.516884239938,0.508364233593182
