Time,PM_MET_IN1,PM_MET_OUT,CO2_ETC_IN1,CO2_ETC_BR1,CO2_ETC_BR2,CO2_ETC_OUT,NO2_AQL_IN1,FRM_FMM_IN1,FRM_FMM_BR1,T_ETC_IN1,T_ETC_BR1,T_ETC_BR2,T_ETC_OUT,T_HBO_BA1,T_HBO_BA2,T_HBO_LAU,T_HBO_OUT,RH_ETC_IN1,RH_ETC_BR1,RH_ETC_BR2,RH_ETC_OUT,RH_HBO_BA1,RH_HBO_BA2,RH_HBO_LAU,RH_HBO_OUT,FRM_FLG_IN1,FRM_ADJ_IN1,FRM_FLG_BR1,FRM_ADJ_BR1
2017-08-01 05:15:00,2.0,3.128,488.0,616.0,521.0,399.0,0.019,20.0,20.0,24.2,24.2,24.7,21.7,24.146,22.776,23.569000000000006,18.152,44.0,42.8,43.4,40.7,44.29600000000001,38.183,46.224,66.09,,20.0,,20.0
2017-08-01 05:16:00,2.0,2.67,488.0,620.0,519.0,402.0,0.019,20.0,20.0,24.2,24.2,24.7,21.6,24.146,22.776,23.593000000000004,18.129,43.9,42.8,43.3,40.6,44.29600000000001,38.215,46.227,66.292,,20.0,,20.0
2017-08-01 05:17:00,2.0,2.564,491.0,622.0,516.0,399.0,0.019,20.0,20.0,24.2,24.2,24.7,21.6,24.171,22.753,23.593000000000004,18.105,43.9,42.8,43.3,40.6,44.331,38.246,46.227,66.553,,20.0,,20.0
2017-08-01 05:18:00,2.0,2.96,488.0,624.0,510.0,403.0,0.019,20.0,20.0,24.3,24.2,24.7,21.6,24.171,22.753,23.593000000000004,18.105,43.9,42.8,43.3,40.8,44.299,38.344,46.099,67.025,,20.0,,20.0
2017-08-01 05:19:00,2.0,2.945,488.0,625.0,509.0,404.0,0.02,20.0,20.0,24.2,24.2,24.8,21.6,24.171,22.753,23.593000000000004,18.081,43.9,42.8,43.3,41.7,44.299,38.246,46.066,67.138,,20.0,,20.0
2017-08-01 05:20:00,2.0,2.945,488.0,629.0,510.0,401.0,0.02,20.0,20.0,24.2,24.2,24.8,21.6,24.171,22.753,23.593000000000004,18.057,43.9,42.8,43.3,41.2,44.331,38.279,46.131,67.222,,20.0,,20.0
2017-08-01 05:21:00,2.0,3.052,488.0,632.0,513.0,403.0,0.02,20.0,20.0,24.3,24.2,24.8,21.6,24.171,22.753,23.593000000000004,18.033,43.9,42.8,43.2,41.0,44.331,38.311,46.291,67.071,,20.0,,20.0
2017-08-01 05:22:00,2.0,3.281,488.0,632.0,514.0,407.0,0.02,20.0,20.0,24.3,24.2,24.8,21.6,24.171,22.729,23.593000000000004,18.01,43.9,42.7,43.3,40.9,44.331,38.407,46.163,67.243,,20.0,,20.0
2017-08-01 05:23:00,2.0,2.8080000000000003,491.0,629.0,514.0,403.0,0.02,20.0,20.0,24.2,24.2,24.8,21.6,24.171,22.729,23.593000000000004,17.962,43.9,42.7,43.3,40.9,44.363,38.473,46.163,67.704,,20.0,,20.0
2017-08-01 05:24:00,2.0,3.0210000000000004,489.0,626.0,513.0,404.0,0.02,20.0,20.0,24.3,24.2,24.8,21.5,24.171,22.729,23.617,17.938,43.9,42.7,43.2,40.7,44.363,38.637,46.294,67.7,,20.0,,20.0
2017-08-01 05:25:00,2.0,3.326,487.0,622.0,510.0,399.0,0.02,20.0,19.0,24.3,24.2,24.8,21.5,24.171,22.705,23.617,17.915,43.9,42.7,43.3,40.7,44.363,38.732,46.005,67.607,,20.0,,19.0
2017-08-01 05:26:00,2.0,2.609,483.0,622.0,506.0,398.0,0.02,20.0,19.0,24.3,24.3,24.8,21.5,24.195,22.705,23.617,17.867,43.9,42.7,43.3,40.7,44.334,38.732,46.262,67.775,,20.0,,19.0
2017-08-01 05:27:00,2.0,2.823,484.0,619.0,506.0,397.0,0.02,20.0,19.0,24.3,24.3,24.8,21.5,24.195,22.705,23.617,17.843,43.9,42.8,43.2,40.6,44.334,38.929,46.262,68.298,,20.0,,19.0
2017-08-01 05:28:00,2.0,2.609,488.0,618.0,508.0,396.0,0.02,20.0,19.0,24.2,24.2,24.8,21.5,24.195,22.705,23.593000000000004,17.867,43.8,42.4,43.2,40.6,44.172,40.88800000000001,46.163,68.36,,20.0,,19.0
2017-08-01 05:29:00,2.0,3.525,491.0,620.0,510.0,399.0,0.019,20.0,19.0,24.2,24.1,24.7,21.5,24.146,22.705,23.521,17.867,43.6,42.3,43.1,40.7,44.199,40.692,45.672,68.273,,20.0,,19.0
2017-08-01 05:30:00,2.0,2.884,490.0,616.0,508.0,399.0,0.019,20.0,19.0,24.2,23.9,24.6,21.5,24.05,22.705,23.328000000000007,17.843,43.5,42.3,42.9,40.4,43.669,41.18,45.488,68.327,,20.0,,19.0
2017-08-01 05:31:00,2.0,2.945,489.0,616.0,501.0,398.0,0.021,19.0,19.0,24.1,23.9,24.4,21.5,23.905,22.681,23.088,17.843,43.8,43.1,42.7,40.5,43.717,41.6,46.614,68.327,,19.0,,19.0
2017-08-01 05:32:00,2.0,3.082,488.0,613.0,504.0,399.0,0.021,19.0,19.0,24.1,23.9,24.3,21.4,23.761,22.657,22.92,17.843,43.9,43.1,43.4,41.9,44.476000000000006,39.251,47.552,68.327,,19.0,,19.0
2017-08-01 05:33:00,2.0,3.388,488.0,609.0,508.0,398.0,0.028,19.0,19.0,24.1,23.8,24.3,21.5,23.665,22.657,22.896,17.796,44.0,43.1,43.8,40.4,44.885,38.924,47.708,68.172,,19.0,,19.0
2017-08-01 05:34:00,2.0,2.853,484.0,607.0,502.0,399.0,0.028,19.0,19.0,24.1,23.9,24.4,21.4,23.617,22.657,22.968000000000004,17.772000000000006,44.1,43.1,43.6,40.5,45.201,38.989,47.685,68.109,,19.0,,19.0
2017-08-01 05:35:00,2.0,2.945,485.0,606.0,503.0,403.0,0.026,19.0,19.0,24.1,23.9,24.4,21.4,23.617,22.633000000000006,23.04,17.748,44.1,43.1,43.5,40.6,45.362,38.921,47.471,68.017,,19.0,,19.0
2017-08-01 05:36:00,2.0,2.426,487.0,609.0,502.0,401.0,0.026,19.0,19.0,24.1,23.9,24.5,21.4,23.617,22.609,23.112,17.701,44.1,43.1,43.5,40.4,45.33,38.853,47.352,68.418,,19.0,,19.0
2017-08-01 05:37:00,2.0,3.4330000000000003,488.0,613.0,506.0,403.0,0.022,19.0,19.0,24.1,23.9,24.5,21.4,23.665,22.609,23.184,17.724,44.2,43.0,43.4,40.5,45.271,38.788,47.13800000000001,68.94800000000001,,19.0,,19.0
2017-08-01 05:38:00,2.0,2.838,489.0,615.0,508.0,404.0,0.022,19.0,19.0,24.1,23.9,24.5,21.4,23.713,22.609,23.232,17.701,44.2,43.0,43.4,40.5,45.148,38.788,46.88800000000001,69.235,,19.0,,19.0
2017-08-01 05:39:00,2.0,2.502,492.0,616.0,508.0,406.0,0.021,19.0,19.0,24.1,24.0,24.6,21.4,23.761,22.585,23.28,17.748,44.2,43.0,43.5,41.4,45.025,38.72,46.83,69.244,,19.0,,19.0
2017-08-01 05:40:00,2.0,3.0980000000000003,492.0,617.0,510.0,404.0,0.021,19.0,19.0,24.1,24.0,24.6,21.4,23.809,22.585,23.304,17.748,44.1,43.0,43.4,41.0,44.934,38.785,46.705,69.535,,19.0,,19.0
2017-08-01 05:41:00,2.0,2.914,492.0,616.0,519.0,403.0,0.019,19.0,19.0,24.1,24.0,24.6,21.4,23.833,22.561,23.328000000000007,17.772000000000006,44.1,43.0,43.4,41.3,44.84,38.75,46.611,69.743,,19.0,,19.0
2017-08-01 05:42:00,2.0,2.67,489.0,619.0,516.0,402.0,0.019,19.0,19.0,24.1,24.0,24.6,21.4,23.857,22.561,23.376,17.796,44.1,42.9,43.4,41.6,44.778,38.783,46.617,69.689,,19.0,,19.0
2017-08-01 05:43:00,2.0,2.93,487.0,619.0,516.0,402.0,0.019,19.0,19.0,24.1,24.0,24.6,21.3,23.905,22.561,23.4,17.796,44.1,42.9,43.4,41.5,44.72,38.783,46.556,69.718,,19.0,,19.0
2017-08-01 05:44:00,2.0,2.914,485.0,616.0,515.0,403.0,0.019,19.0,19.0,24.1,24.1,24.6,21.3,23.905,22.561,23.424,17.772000000000006,44.1,42.9,43.4,41.5,44.62300000000001,38.816,46.463,69.743,,19.0,,19.0
2017-08-01 05:45:00,2.0,3.464,487.0,617.0,513.0,406.0,0.018000000000000002,19.0,19.0,24.1,24.0,24.6,21.3,23.93,22.537,23.424,17.772000000000006,44.1,42.9,43.3,41.9,44.593,38.846,46.527,69.83,,19.0,,19.0
2017-08-01 05:46:00,2.0,3.22,489.0,618.0,512.0,406.0,0.018000000000000002,19.0,19.0,24.2,24.1,24.6,21.3,23.954,22.537,23.448,17.772000000000006,44.1,42.9,43.3,41.5,44.56399999999999,38.813,46.434,69.83,,19.0,,19.0
2017-08-01 05:47:00,2.0,3.235,488.0,619.0,514.0,401.0,0.018000000000000002,19.0,19.0,24.2,24.1,24.7,21.3,23.978,22.537,23.448,17.772000000000006,44.1,42.9,43.3,41.8,44.534,38.911,46.434,69.976,,19.0,,19.0
2017-08-01 05:48:00,2.0,3.006,485.0,622.0,515.0,401.0,0.018000000000000002,19.0,19.0,24.2,24.1,24.7,21.2,24.002,22.513,23.472,17.772000000000006,44.1,42.9,43.2,42.1,44.505,38.909,46.469,69.801,,19.0,,19.0
2017-08-01 05:49:00,2.0,3.571,485.0,624.0,514.0,399.0,0.018000000000000002,19.0,19.0,24.2,24.1,24.7,21.3,24.002,22.513,23.472,17.772000000000006,44.0,42.9,43.3,42.0,44.44,38.942,46.469,69.743,,19.0,,19.0
2017-08-01 05:50:00,2.0,3.555,486.0,624.0,514.0,399.0,0.018000000000000002,19.0,19.0,24.2,24.1,24.7,21.3,24.026,22.513,23.497,17.748,44.0,42.9,43.2,41.6,44.475,38.909,46.344,69.797,,19.0,,19.0
2017-08-01 05:51:00,2.0,3.708,492.0,619.0,510.0,399.0,0.018000000000000002,19.0,19.0,24.2,24.1,24.7,21.2,24.026,22.513,23.497,17.748,44.0,42.9,43.2,42.6,44.44300000000001,38.909,46.344,69.797,,19.0,,19.0
2017-08-01 05:52:00,2.0,2.3040000000000003,492.0,620.0,510.0,399.0,0.018000000000000002,19.0,19.0,24.2,24.1,24.7,21.2,24.026,22.513,23.521,17.748,44.0,42.9,43.2,42.6,44.411,38.909,46.282,69.709,,19.0,,19.0
2017-08-01 05:53:00,2.0,2.777,489.0,619.0,509.0,403.0,0.018000000000000002,19.0,19.0,24.2,24.1,24.7,21.2,24.05,22.489,23.521,17.772000000000006,44.0,42.9,43.2,43.5,44.349,38.906,46.31399999999999,69.597,,19.0,,19.0
2017-08-01 05:54:00,2.0,2.441,486.0,625.0,504.0,404.0,0.018000000000000002,19.0,19.0,24.2,24.1,24.7,21.2,24.05,22.489,23.521,17.796,44.0,42.9,43.2,42.6,44.381,39.005,46.218,69.515,,19.0,,19.0
2017-08-01 05:55:00,2.0,2.853,484.0,622.0,509.0,403.0,0.019,19.0,20.0,24.2,24.1,24.7,21.2,24.05,22.489,23.521,17.772000000000006,44.0,42.9,43.2,42.6,44.317,38.972,46.411,69.365,,19.0,,20.0
2017-08-01 05:56:00,2.0,3.479,481.0,620.0,510.0,403.0,0.019,19.0,20.0,24.2,24.1,24.7,21.2,24.05,22.489,23.521,17.772000000000006,43.9,42.9,43.2,42.7,44.317,39.005,46.282,69.277,,19.0,,20.0
2017-08-01 05:57:00,2.0,3.281,480.0,622.0,509.0,403.0,0.019,19.0,20.0,24.2,24.1,24.7,21.2,24.074,22.465,23.521,17.748,44.0,42.8,43.2,42.5,44.352,39.035,46.282,69.331,,19.0,,20.0
2017-08-01 05:58:00,2.0,3.4330000000000003,480.0,622.0,510.0,404.0,0.019,19.0,20.0,24.2,24.1,24.7,21.2,24.074,22.465,23.545,17.748,43.9,42.8,43.2,42.3,44.352,39.1,46.253,69.331,,19.0,,20.0
2017-08-01 05:59:00,2.0,2.335,480.0,624.0,512.0,404.0,0.019,19.0,20.0,24.2,24.2,24.7,21.1,24.074,22.465,23.545,17.748,43.9,42.8,43.1,42.3,44.352,39.166,46.285,69.185,,19.0,,20.0
2017-08-01 06:00:00,2.0,4.013,483.0,622.0,513.0,405.0,0.019,19.0,20.0,24.2,24.2,24.7,21.1,24.074,22.465,23.545,17.724,43.9,42.8,43.2,42.4,44.287,39.133,46.349,69.123,,19.0,,20.0
2017-08-01 06:01:00,2.0,3.174,485.0,619.0,512.0,407.0,0.02,20.0,20.0,24.2,24.2,24.7,21.1,24.098000000000006,22.441,23.545,17.677,43.9,42.8,43.1,42.2,44.322,39.228,46.349,69.143,,20.0,,20.0
2017-08-01 06:02:00,2.0,3.143,487.0,619.0,513.0,410.0,0.02,20.0,20.0,24.2,24.2,24.8,21.1,24.098000000000006,22.441,23.545,17.653,43.9,42.8,43.1,42.3,44.29,39.163,46.414,69.459,,20.0,,20.0
2017-08-01 06:03:00,2.0,2.518,488.0,622.0,516.0,410.0,0.02,20.0,20.0,24.2,24.2,24.7,21.1,24.098000000000006,22.441,23.545,17.653,43.9,42.8,43.1,42.2,44.322,39.13,46.317,69.546,,20.0,,20.0
2017-08-01 06:04:00,2.0,2.747,488.0,625.0,510.0,412.0,0.02,20.0,20.0,24.2,24.2,24.8,21.1,24.098000000000006,22.441,23.569000000000006,17.653,43.9,42.8,43.2,43.0,44.29,39.228,46.16,69.75,,20.0,,20.0
2017-08-01 06:05:00,2.0,3.922,491.0,622.0,510.0,412.0,0.02,20.0,20.0,24.2,24.2,24.7,21.1,24.098000000000006,22.417,23.569000000000006,17.677,43.9,42.8,43.2,42.5,44.29,39.259,46.224,69.842,,20.0,,20.0
2017-08-01 06:06:00,2.0,3.006,488.0,620.0,510.0,410.0,0.02,20.0,20.0,24.2,24.2,24.8,21.1,24.098000000000006,22.417,23.569000000000006,17.701,43.8,42.8,43.1,43.5,44.322,39.226,46.288,69.846,,20.0,,20.0
2017-08-01 06:07:00,2.0,3.082,488.0,624.0,515.0,406.0,0.02,20.0,20.0,24.2,24.2,24.8,21.0,24.098000000000006,22.417,23.569000000000006,17.701,43.8,42.8,43.1,43.4,44.29,39.226,46.288,69.817,,20.0,,20.0
2017-08-01 06:08:00,2.0,2.899,487.0,624.0,516.0,408.0,0.02,20.0,20.0,24.2,24.2,24.8,21.0,24.122,22.417,23.569000000000006,17.701,43.8,42.8,43.1,44.2,44.325,39.324,46.256,69.817,,20.0,,20.0
2017-08-01 06:09:00,2.0,2.655,488.0,624.0,516.0,409.0,0.02,20.0,20.0,24.2,24.2,24.8,21.0,24.122,22.417,23.569000000000006,17.701,43.8,42.8,43.1,44.2,44.293,39.422,46.256,69.991,,20.0,,20.0
2017-08-01 06:10:00,2.0,3.937,491.0,626.0,514.0,409.0,0.02,20.0,20.0,24.2,24.0,24.8,21.0,24.122,22.417,23.569000000000006,17.701,43.8,43.0,43.1,43.9,44.293,39.74800000000001,46.352,69.962,,20.0,,20.0
2017-08-01 06:11:00,2.0,2.9760000000000004,491.0,631.0,510.0,406.0,0.021,20.0,20.0,24.2,24.2,24.8,21.0,24.122,22.417,23.569000000000006,17.701,43.8,42.9,43.1,43.7,44.325,39.487,46.256,70.22399999999999,,20.0,,20.0
2017-08-01 06:12:00,2.0,2.7310000000000003,491.0,632.0,510.0,403.0,0.021,20.0,20.0,24.3,24.2,24.8,21.0,24.122,22.417,23.569000000000006,17.701,43.8,42.9,43.1,45.2,44.293,39.422,46.16,70.195,,20.0,,20.0
2017-08-01 06:13:00,2.0,3.677,488.0,631.0,513.0,405.0,0.02,20.0,20.0,24.1,24.2,24.8,21.0,24.122,22.417,23.569000000000006,17.701,43.8,42.9,43.1,44.2,44.293,39.455,46.192,70.282,,20.0,,20.0
2017-08-01 06:14:00,2.0,2.945,487.0,628.0,512.0,406.0,0.02,20.0,20.0,24.2,24.2,24.7,21.0,24.122,22.417,23.569000000000006,17.677,43.9,42.8,43.4,44.2,44.358,39.553,46.417,70.538,,20.0,,20.0
2017-08-01 06:15:00,2.0,2.3040000000000003,488.0,629.0,510.0,406.0,0.02,20.0,20.0,24.3,24.2,24.8,21.0,24.122,22.417,23.569000000000006,17.653,43.8,42.8,43.1,44.6,44.358,39.357,46.352,70.563,,20.0,,20.0
2017-08-01 06:16:00,2.0,2.564,488.0,628.0,512.0,406.0,0.02,20.0,20.0,24.3,24.2,24.8,21.0,24.122,22.393,23.593000000000004,17.653,43.8,42.8,43.1,44.7,44.422,39.452,46.291,70.62100000000002,,20.0,,20.0
2017-08-01 06:17:00,2.0,3.067,488.0,626.0,508.0,406.0,0.02,20.0,20.0,24.3,24.2,24.8,21.0,24.146,22.393,23.593000000000004,17.629,43.8,42.8,43.1,44.8,44.393,39.452,46.323,70.645,,20.0,,20.0
2017-08-01 06:18:00,2.0,2.564,484.0,625.0,508.0,404.0,0.02,20.0,20.0,24.2,24.2,24.8,21.0,24.146,22.393,23.593000000000004,17.629,43.8,42.8,43.1,44.5,44.393,39.583,46.355,70.79,,20.0,,20.0
2017-08-01 06:19:00,2.0,3.25,484.0,622.0,510.0,403.0,0.021,20.0,20.0,24.3,24.2,24.8,20.9,24.146,22.393,23.593000000000004,17.605,43.8,42.8,43.1,44.2,44.36,39.615,46.25899999999999,70.843,,20.0,,20.0
2017-08-01 06:20:00,2.0,2.747,487.0,624.0,510.0,406.0,0.021,20.0,20.0,24.2,24.2,24.8,20.9,24.146,22.369,23.593000000000004,17.605,43.8,42.8,43.1,44.6,44.393,39.547,46.355,70.959,,20.0,,20.0
2017-08-01 06:21:00,2.0,3.067,491.0,622.0,508.0,406.0,0.021,20.0,20.0,24.3,24.2,24.8,20.9,24.146,22.369,23.593000000000004,17.605,43.8,42.8,43.1,44.6,44.393,39.613,46.227,70.988,,20.0,,20.0
2017-08-01 06:22:00,2.0,2.792,491.0,624.0,510.0,406.0,0.021,20.0,20.0,24.3,24.2,24.8,20.9,24.146,22.369,23.593000000000004,17.558,43.8,42.8,43.1,44.4,44.393,39.613,46.25899999999999,71.095,,20.0,,20.0
2017-08-01 06:23:00,2.0,2.991,488.0,620.0,515.0,411.0,0.02,20.0,20.0,24.3,24.3,24.8,20.9,24.146,22.369,23.593000000000004,17.558,43.8,42.7,43.1,44.2,44.393,39.58,46.387,71.21,,20.0,,20.0
2017-08-01 06:24:00,2.0,3.0980000000000003,483.0,622.0,516.0,410.0,0.02,20.0,20.0,24.3,24.3,24.8,20.9,24.146,22.369,23.593000000000004,17.534000000000002,43.8,42.7,43.1,44.0,44.393,39.645,46.387,71.206,,20.0,,20.0
2017-08-01 06:25:00,2.0,3.815,483.0,622.0,517.0,410.0,0.021,20.0,19.0,24.3,24.3,24.8,20.9,24.146,22.345,23.593000000000004,17.51,43.8,42.7,43.1,43.9,44.425,39.708,46.323,71.23,,20.0,,19.0
2017-08-01 06:26:00,2.0,2.67,485.0,622.0,512.0,410.0,0.021,20.0,19.0,24.3,24.3,24.8,20.9,24.146,22.345,23.593000000000004,17.486,43.8,42.8,43.1,44.2,44.393,39.675,46.355,71.457,,20.0,,19.0
2017-08-01 06:27:00,2.0,2.747,487.0,625.0,508.0,408.0,0.021,20.0,19.0,24.3,24.3,24.8,20.9,24.146,22.345,23.593000000000004,17.51,43.7,42.8,43.1,44.1,44.36,39.741,46.291,71.577,,20.0,,19.0
2017-08-01 06:28:00,2.0,2.716,486.0,626.0,508.0,406.0,0.021,20.0,19.0,24.3,24.3,24.8,20.9,24.146,22.345,23.593000000000004,17.51,43.7,42.8,43.2,44.2,44.425,39.741,46.291,71.663,,20.0,,19.0
2017-08-01 06:29:00,2.0,2.7310000000000003,484.0,624.0,510.0,405.0,0.02,20.0,19.0,24.3,24.3,24.8,20.9,24.171,22.321,23.593000000000004,17.51,43.7,42.8,43.2,44.8,44.396,39.771,46.387,71.60600000000002,,20.0,,19.0
2017-08-01 06:30:00,2.0,3.082,482.0,625.0,515.0,408.0,0.02,20.0,19.0,24.3,24.3,24.8,20.9,24.171,22.321,23.593000000000004,17.534000000000002,43.7,42.8,43.2,44.1,44.396,39.869,46.387,71.581,,20.0,,19.0
2017-08-01 06:31:00,2.0,3.647,483.0,625.0,518.0,406.0,0.021,19.0,19.0,24.3,24.3,24.8,20.8,24.171,22.321,23.593000000000004,17.534000000000002,43.7,42.8,43.1,44.0,44.428,40.064,46.291,71.581,,19.0,,19.0
2017-08-01 06:32:00,2.0,2.853,483.0,625.0,522.0,405.0,0.021,19.0,19.0,24.3,24.3,24.8,20.8,24.171,22.321,23.593000000000004,17.534000000000002,43.7,42.8,43.1,43.9,44.396,39.999,46.42,71.61,,19.0,,19.0
2017-08-01 06:33:00,2.0,3.25,483.0,624.0,527.0,404.0,0.02,19.0,19.0,24.3,24.3,24.8,20.8,24.171,22.321,23.593000000000004,17.534000000000002,43.7,42.8,43.1,44.0,44.428,39.869,46.355,71.697,,19.0,,19.0
2017-08-01 06:34:00,2.0,2.853,479.0,622.0,523.0,406.0,0.02,19.0,19.0,24.3,24.3,24.8,20.8,24.171,22.298,23.617,17.534000000000002,43.7,42.8,43.1,44.0,44.428,39.931,46.39,71.783,,19.0,,19.0
2017-08-01 06:35:00,2.0,2.609,480.0,625.0,518.0,407.0,0.013,19.0,19.0,24.3,24.3,24.8,20.8,24.171,22.298,23.617,17.534000000000002,43.7,42.8,43.2,44.2,44.428,39.899,46.358,71.783,,19.0,,19.0
2017-08-01 06:36:00,2.0,2.502,482.0,626.0,515.0,409.0,0.013,19.0,19.0,24.3,24.3,24.8,20.8,24.171,22.298,23.617,17.534000000000002,43.7,42.8,43.1,44.9,44.428,39.964,46.358,71.812,,19.0,,19.0
2017-08-01 06:37:00,2.0,3.677,479.0,620.0,509.0,409.0,0.019,19.0,19.0,24.3,24.3,24.8,20.8,24.171,22.298,23.617,17.51,43.7,42.8,43.1,44.0,44.46,40.029,46.358,71.721,,19.0,,19.0
2017-08-01 06:38:00,2.0,3.128,479.0,619.0,502.0,410.0,0.019,19.0,19.0,24.3,24.3,24.8,20.8,24.171,22.274,23.617,17.534000000000002,43.7,42.8,43.1,44.1,44.46,39.896,46.294,71.87,,19.0,,19.0
2017-08-01 06:39:00,2.0,2.625,479.0,614.0,500.0,407.0,0.02,19.0,19.0,24.3,24.3,24.8,20.8,24.171,22.274,23.617,17.558,43.7,42.8,43.1,44.5,44.46,40.059,46.358,71.932,,19.0,,19.0
2017-08-01 06:40:00,2.0,2.564,479.0,612.0,501.0,406.0,0.02,19.0,19.0,24.3,24.3,24.8,20.8,24.171,22.274,23.617,17.582,43.7,42.8,43.1,44.9,44.46,40.059,46.262,71.85,,19.0,,19.0
2017-08-01 06:41:00,2.0,2.594,482.0,615.0,506.0,403.0,0.02,19.0,19.0,24.3,24.3,24.8,20.8,24.171,22.274,23.617,17.605,43.7,42.8,43.1,44.6,44.493,40.092,46.358,71.797,,19.0,,19.0
2017-08-01 06:42:00,2.0,3.0210000000000004,482.0,618.0,512.0,406.0,0.02,19.0,19.0,24.3,24.3,24.8,20.8,24.195,22.274,23.617,17.605,43.7,42.8,43.2,44.7,44.463,40.059,46.422,71.855,,19.0,,19.0
2017-08-01 06:43:00,2.0,3.494,486.0,620.0,517.0,407.0,0.02,19.0,19.0,24.3,24.3,24.8,20.8,24.195,22.25,23.617,17.629,43.7,42.8,43.2,44.6,44.431,40.057,46.39,71.773,,19.0,,19.0
2017-08-01 06:44:00,2.0,2.747,489.0,622.0,522.0,407.0,0.02,19.0,19.0,24.3,24.3,24.8,20.8,24.195,22.25,23.617,17.629,43.7,42.8,43.1,44.4,44.495,40.219,46.39,71.888,,19.0,,19.0
2017-08-01 06:45:00,2.0,3.449,491.0,620.0,519.0,406.0,0.02,19.0,19.0,24.3,24.3,24.8,20.8,24.195,22.25,23.641,17.677,43.7,42.8,43.2,44.7,44.463,40.219,46.425,71.926,,19.0,,19.0
2017-08-01 06:46:00,2.0,2.869,489.0,624.0,517.0,403.0,0.02,19.0,19.0,24.3,24.3,24.8,20.7,24.195,22.25,23.641,17.701,43.7,42.8,43.2,44.9,44.463,40.187,46.169,71.844,,19.0,,19.0
2017-08-01 06:47:00,2.0,2.3040000000000003,488.0,622.0,516.0,403.0,0.02,19.0,19.0,24.3,24.3,24.9,20.8,24.195,22.25,23.617,17.724,43.7,42.8,43.2,45.1,44.463,40.252,46.358,71.733,,19.0,,19.0
2017-08-01 06:48:00,2.0,2.945,485.0,620.0,516.0,400.0,0.02,19.0,19.0,24.3,24.3,24.9,20.7,24.195,22.25,23.617,17.724,43.7,42.8,43.2,45.1,44.463,42.783,46.358,71.733,,19.0,,19.0
2017-08-01 06:49:00,2.0,3.067,486.0,624.0,521.0,399.0,0.02,19.0,19.0,24.3,24.3,24.9,20.7,24.195,22.25,23.617,17.748,43.7,42.8,43.2,45.0,44.463,41.552,46.422,71.65100000000002,,19.0,,19.0
2017-08-01 06:50:00,2.0,3.418,488.0,619.0,521.0,406.0,0.02,19.0,19.0,24.3,24.3,24.9,20.7,24.195,22.25,23.617,17.748,43.7,42.8,43.1,44.8,44.431,40.578,46.422,71.65100000000002,,19.0,,19.0
2017-08-01 06:51:00,2.0,2.533,488.0,619.0,518.0,409.0,0.021,19.0,19.0,24.3,24.3,24.9,20.7,24.195,22.25,23.641,17.772000000000006,43.7,42.8,43.1,45.3,44.495,40.382,46.425,71.569,,19.0,,19.0
2017-08-01 06:52:00,2.0,4.257,486.0,620.0,516.0,406.0,0.021,19.0,19.0,24.3,24.3,24.9,20.7,24.219,22.25,23.641,17.796,43.6,42.8,43.1,45.3,44.49800000000001,40.35,46.361,71.516,,19.0,,19.0
2017-08-01 06:53:00,2.0,5.035,487.0,619.0,512.0,402.0,0.02,19.0,19.0,24.3,24.3,24.8,20.7,24.219,22.25,23.641,17.796,43.6,42.7,43.1,45.4,44.466,40.382,46.297,71.429,,19.0,,19.0
2017-08-01 06:54:00,2.0,3.372,488.0,616.0,510.0,399.0,0.02,19.0,19.0,24.3,24.3,24.8,20.7,24.243,22.25,23.641,17.819000000000006,43.6,42.8,43.1,45.7,44.43600000000001,40.74,46.361,71.347,,19.0,,19.0
2017-08-01 06:55:00,2.0,3.372,488.0,615.0,502.0,401.0,0.02,19.0,20.0,24.3,24.3,24.9,20.7,24.243,22.25,23.641,17.843,43.4,42.5,43.0,45.3,44.43600000000001,41.617,46.201,71.32300000000002,,19.0,,20.0
2017-08-01 06:56:00,2.0,3.922,491.0,616.0,498.0,401.0,0.02,19.0,20.0,24.3,24.2,24.8,20.7,24.219,22.25,23.545,17.867,43.4,42.3,42.8,45.7,44.175,41.617,45.707,71.35600000000002,,19.0,,20.0
2017-08-01 06:57:00,2.0,2.991,491.0,618.0,493.0,403.0,0.02,19.0,20.0,24.2,24.1,24.7,20.7,24.122,22.226,23.352,17.891,43.3,42.3,42.7,45.6,43.969,41.355,45.555,71.245,,19.0,,20.0
2017-08-01 06:58:00,2.0,3.723,495.0,622.0,491.0,403.0,0.02,19.0,20.0,24.1,24.0,24.4,20.7,24.002,22.226,23.136,17.891,43.7,42.9,42.5,45.6,44.343,41.517,46.74800000000001,71.158,,19.0,,20.0
2017-08-01 06:59:00,2.0,3.189,496.0,624.0,488.0,403.0,0.027000000000000003,19.0,20.0,24.1,24.0,24.3,20.7,23.809,22.202,22.992,17.915,43.9,43.1,43.3,45.8,44.514,40.962,47.465,71.047,,19.0,,20.0
2017-08-01 07:00:00,2.0,3.51,500.0,624.0,483.0,401.0,0.027000000000000003,19.0,20.0,24.2,24.0,24.3,20.7,23.713,22.178,22.992,17.915,44.0,43.1,43.6,45.1,45.213,40.505,47.72,71.047,,19.0,,20.0
