Time,PM_MET_IN1,PM_MET_OUT,CO2_ETC_IN1,CO2_ETC_BR1,CO2_ETC_BR3,CO2_ETC_OUT,FRM_FMM_IN1,FRM_FMM_BR1,T_ETC_IN1,T_ETC_BR1,T_ETC_BR3,T_ETC_OUT,T_HBO_BA1,T_HBO_BA2,T_HBO_LAU,T_HBO_OUT,RH_ETC_IN1,RH_ETC_BR1,RH_ETC_BR3,RH_ETC_OUT,RH_HBO_BA1,RH_HBO_BA2,RH_HBO_LAU,RH_HBO_OUT,FRM_FLG_IN1,FRM_ADJ_IN1,FRM_FLG_BR1,FRM_ADJ_BR1
2017-07-25 18:00:00,1.0,4.105,494.0,504.0,500.0,387.0,17.0,18.0,24.3,24.8,25.2,44.9,30.419,24.436,24.195,35.235,48.4,48.3,46.5,14.4,34.562,46.62,49.149,24.946,,17.0,,18.0
2017-07-25 18:01:00,1.0,3.22,498.0,503.0,497.0,385.0,17.0,18.0,24.3,24.8,25.1,44.9,30.394,24.436,24.195,35.262,47.8,48.2,47.2,14.7,34.695,46.909,49.181,24.561,,17.0,,18.0
2017-07-25 18:02:00,1.0,3.235,503.0,503.0,494.0,383.0,17.0,18.0,24.3,24.8,25.2,44.9,30.343000000000004,24.436,24.219,35.208,47.8,48.2,47.2,14.9,34.995,47.101000000000006,49.089,24.663,,17.0,,18.0
2017-07-25 18:03:00,1.0,3.082,505.0,506.0,491.0,383.0,17.0,18.0,24.3,24.9,25.2,44.9,30.293000000000006,24.484,24.219,35.128,47.9,48.1,47.2,15.0,35.159,47.364,48.993,24.903,,17.0,,18.0
2017-07-25 18:04:00,1.0,3.937,507.0,509.0,492.0,387.0,17.0,18.0,24.3,24.9,25.3,44.9,30.217,24.508000000000006,24.243,35.102,48.0,48.1,47.1,14.9,35.287,47.463,48.932,25.393,,17.0,,18.0
2017-07-25 18:05:00,1.0,3.418,509.0,504.0,492.0,385.0,17.0,18.0,24.3,24.9,25.3,44.7,30.192,24.532,24.267,35.075,48.2,48.1,47.0,15.3,35.319,47.434,48.904,25.426,,17.0,,18.0
2017-07-25 18:06:00,1.0,3.693,505.0,500.0,491.0,385.0,17.0,18.0,24.3,24.9,25.3,44.6,30.167,24.581,24.291,35.022,48.3,48.0,47.0,15.5,33.726,47.312,48.843,25.247,,17.0,,18.0
2017-07-25 18:07:00,1.0,3.067,503.0,497.0,490.0,382.0,17.0,18.0,24.4,24.9,25.4,44.6,30.192,24.605,24.291,34.969,48.3,47.8,46.9,15.7,33.118,47.058,48.779,25.665,,17.0,,18.0
2017-07-25 18:08:00,1.0,4.44,505.0,493.0,492.0,377.0,17.0,17.0,24.3,24.9,25.4,44.5,30.217,24.605,24.291,34.863,48.3,47.5,46.8,15.8,34.239000000000004,47.058,48.62,25.587,,17.0,,17.0
2017-07-25 18:09:00,1.0,3.204,507.0,497.0,495.0,381.0,17.0,17.0,24.3,24.9,25.4,44.4,30.167,24.629,24.267,34.704,48.0,47.0,46.7,16.0,34.539,46.804,48.553,25.47,,17.0,,17.0
2017-07-25 18:10:00,1.0,2.655,505.0,494.0,494.0,383.0,17.0,17.0,24.3,24.9,25.4,44.4,30.091,24.629,24.243,34.519,47.6,46.7,46.6,16.1,34.464,46.868,48.39,25.738000000000003,,17.0,,17.0
2017-07-25 18:11:00,1.0,1.953,502.0,492.0,492.0,383.0,17.0,17.0,24.3,24.9,25.4,44.2,30.016,24.629,24.219,34.466,47.3,46.4,46.5,16.0,34.694,46.643,48.163,26.294,,17.0,,17.0
2017-07-25 18:12:00,1.0,2.838,498.0,492.0,494.0,385.0,17.0,17.0,24.3,24.9,25.4,43.9,29.966,24.629,24.195,34.413000000000004,47.1,46.4,46.4,16.2,34.554,46.676,48.224,26.709,,17.0,,17.0
2017-07-25 18:13:00,1.0,1.968,494.0,493.0,500.0,382.0,17.0,17.0,24.3,24.8,25.4,43.8,29.966,24.605,24.171,34.308,46.9,47.3,46.4,16.3,34.013000000000005,46.737,48.444,27.539,,17.0,,17.0
2017-07-25 18:14:00,1.0,2.533,491.0,489.0,503.0,381.0,17.0,17.0,24.3,24.8,25.4,43.9,29.941,24.605,24.146,34.255,47.6,47.9,46.4,16.5,35.261,46.865,48.824,27.047,,17.0,,17.0
2017-07-25 18:15:00,1.0,2.075,490.0,487.0,503.0,383.0,17.0,17.0,24.3,24.8,25.4,43.8,29.916,24.629,24.146,34.176,48.2,48.2,46.3,16.7,35.36,46.965,49.175,26.936,,17.0,,17.0
2017-07-25 18:16:00,1.0,2.35,487.0,486.0,498.0,384.0,17.0,17.0,24.3,24.8,25.4,43.8,29.89,24.653,24.146,34.124,48.2,48.2,46.3,17.1,35.863,46.93600000000001,49.43,27.455,,17.0,,17.0
2017-07-25 18:17:00,1.0,1.5719999999999998,481.0,486.0,497.0,387.0,17.0,17.0,24.3,24.9,25.5,43.6,29.84,24.702,24.146,34.15,48.2,48.2,46.3,17.1,35.791,46.845,49.36600000000001,26.969,,17.0,,17.0
2017-07-25 18:18:00,1.0,2.152,483.0,486.0,500.0,388.0,17.0,17.0,24.3,24.9,25.5,43.5,29.79,24.75,24.146,34.071,48.1,48.2,46.3,17.1,36.12300000000001,46.691,49.43,26.719,,17.0,,17.0
2017-07-25 18:19:00,1.0,3.0210000000000004,488.0,486.0,499.0,383.0,17.0,17.0,24.3,24.9,25.5,43.4,29.74,24.798,24.171,33.992,48.1,48.2,46.2,17.2,36.32,46.6,49.401,26.399,,17.0,,17.0
2017-07-25 18:20:00,1.0,2.564,490.0,487.0,499.0,382.0,17.0,17.0,24.3,24.9,25.5,43.4,29.665,24.847,24.195,33.914,48.0,48.1,46.2,17.2,36.447,46.445,49.404,26.463,,17.0,,17.0
2017-07-25 18:21:00,1.0,1.526,490.0,489.0,498.0,382.0,17.0,17.0,24.3,24.9,25.5,43.3,29.615,24.871,24.219,33.835,48.0,48.1,46.1,17.0,36.643,46.512,49.28,26.667,,17.0,,17.0
2017-07-25 18:22:00,1.0,2.9760000000000004,490.0,488.0,497.0,384.0,17.0,17.0,24.3,25.0,25.6,43.2,29.565,24.823,24.243,33.73,48.1,48.0,46.2,16.9,36.773,46.41,49.25100000000001,26.903,,17.0,,17.0
2017-07-25 18:23:00,1.0,3.555,489.0,488.0,497.0,386.0,17.0,17.0,24.3,25.0,25.5,43.1,29.515,24.75,24.267,33.626,48.1,48.0,45.9,17.1,36.634,46.401,49.127,27.383000000000006,,17.0,,17.0
2017-07-25 18:24:00,1.0,2.472,487.0,487.0,495.0,386.0,17.0,17.0,24.3,25.0,25.5,42.9,29.49,24.702,24.291,33.626,48.1,47.6,45.7,17.1,36.363,46.427,49.066,27.592,,17.0,,17.0
2017-07-25 18:25:00,1.0,1.953,487.0,485.0,495.0,388.0,17.0,17.0,24.3,25.0,25.4,42.7,29.439,24.629,24.291,33.574,48.1,47.2,45.6,17.2,36.391,46.29,48.875,26.648000000000003,,17.0,,17.0
2017-07-25 18:26:00,1.0,1.862,485.0,488.0,494.0,384.0,17.0,17.0,24.3,25.0,25.4,42.5,29.414,24.581,24.267,33.495,48.2,47.1,45.5,17.4,36.255,46.477,48.776,26.049,,17.0,,17.0
2017-07-25 18:27:00,1.0,2.853,490.0,494.0,492.0,382.0,17.0,17.0,24.3,25.0,25.4,42.5,29.389,24.557,24.267,33.469,47.9,46.7,45.4,17.6,35.041,46.409,48.776,25.383000000000006,,17.0,,17.0
2017-07-25 18:28:00,1.0,2.029,490.0,491.0,492.0,380.0,17.0,17.0,24.3,25.0,25.4,42.4,29.414,24.532,24.243,33.417,47.5,46.4,45.4,17.3,33.929,46.40600000000001,48.581,25.485,,17.0,,17.0
2017-07-25 18:29:00,1.0,1.6780000000000002,485.0,490.0,492.0,378.0,17.0,17.0,24.3,25.0,25.4,42.4,29.389,24.532,24.219,33.339,47.3,46.0,45.5,17.1,34.264,46.31,48.355,25.898000000000003,,17.0,,17.0
2017-07-25 18:30:00,1.0,1.709,481.0,489.0,490.0,380.0,17.0,17.0,24.3,24.9,25.4,42.4,29.414,24.532,24.195,33.261,47.0,45.6,45.4,16.6,33.793,46.374,48.288,26.346,,17.0,,17.0
2017-07-25 18:31:00,1.0,2.029,485.0,485.0,492.0,379.0,17.0,17.0,24.3,24.9,25.4,42.3,29.389,24.532,24.171,33.157,46.8,46.3,45.4,16.3,35.95,46.213,48.285,26.408,,17.0,,17.0
2017-07-25 18:32:00,1.0,1.45,487.0,487.0,492.0,377.0,17.0,17.0,24.3,24.9,25.4,42.2,29.34,24.532,24.146,33.053000000000004,47.2,47.1,45.4,16.6,36.348,46.278,48.441,26.818,,17.0,,17.0
2017-07-25 18:33:00,1.0,1.3730000000000002,484.0,491.0,495.0,377.0,17.0,17.0,24.3,24.9,25.5,42.1,29.29,24.557,24.146,33.001,47.9,47.6,45.4,16.8,34.795,46.409,48.92,27.162,,17.0,,17.0
2017-07-25 18:34:00,1.0,2.136,481.0,486.0,495.0,380.0,17.0,17.0,24.3,24.9,25.5,41.9,29.29,24.581,24.146,32.949,48.3,47.7,45.5,17.0,35.604,46.412,48.88800000000001,27.228,,17.0,,17.0
2017-07-25 18:35:00,1.0,1.663,485.0,488.0,497.0,385.0,17.0,17.0,24.2,24.9,25.5,41.8,29.265,24.629,24.171,32.898,48.3,47.7,45.5,17.3,36.475,46.386,48.923,27.71,,17.0,,17.0
2017-07-25 18:36:00,1.0,3.388,486.0,487.0,497.0,384.0,17.0,17.0,24.3,24.9,25.5,41.7,29.24,24.677,24.195,32.898,48.2,47.7,45.5,17.5,36.674,46.26300000000001,49.054,27.502,,17.0,,17.0
2017-07-25 18:37:00,1.0,1.831,487.0,484.0,492.0,384.0,17.0,17.0,24.3,25.0,25.5,41.6,29.24,24.75,24.219,32.768,48.1,47.7,45.5,17.6,37.009,46.111,49.089,28.117,,17.0,,17.0
2017-07-25 18:38:00,1.0,2.274,488.0,480.0,494.0,384.0,17.0,18.0,24.3,25.0,25.6,41.4,29.19,24.823,24.243,32.613,48.1,47.7,45.4,17.9,37.172,45.99100000000001,49.028,28.105,,17.0,,18.0
2017-07-25 18:39:00,1.0,2.228,484.0,478.0,497.0,384.0,17.0,18.0,24.3,25.0,25.6,41.3,29.14,24.871,24.291,32.51,48.2,47.6,45.4,18.0,37.267,45.868,48.93899999999999,28.581,,17.0,,18.0
2017-07-25 18:40:00,1.0,2.548,482.0,480.0,496.0,381.0,17.0,18.0,24.3,25.0,25.6,41.0,29.09,24.919,24.315,32.433,48.2,47.6,45.4,18.3,35.518,45.745,48.81399999999999,28.437,,17.0,,18.0
2017-07-25 18:41:00,1.0,1.877,476.0,478.0,493.0,379.0,17.0,18.0,24.3,25.0,25.6,40.8,29.09,24.968000000000004,24.339,32.33,48.2,47.5,45.4,18.6,37.195,45.654,48.753,28.844,,17.0,,18.0
2017-07-25 18:42:00,1.0,1.77,476.0,480.0,491.0,375.0,17.0,18.0,24.3,25.1,25.6,40.6,29.065,24.968000000000004,24.363000000000003,32.201,48.3,47.4,45.4,18.9,35.65,45.68600000000001,48.69300000000001,29.041,,17.0,,18.0
2017-07-25 18:43:00,1.0,4.456,478.0,484.0,490.0,378.0,17.0,18.0,24.3,25.1,25.7,40.4,29.065,24.919,24.363000000000003,32.073,48.3,47.2,45.4,19.2,36.858,45.61600000000001,48.597,29.1,,17.0,,18.0
2017-07-25 18:44:00,1.0,1.755,478.0,480.0,483.0,379.0,17.0,18.0,24.4,25.1,25.7,40.2,29.04,24.871,24.363000000000003,31.868,48.4,46.9,45.3,19.3,37.057,45.674,48.565,29.428,,17.0,,18.0
2017-07-25 18:45:00,1.0,2.655,482.0,483.0,478.0,381.0,17.0,18.0,24.4,25.1,25.6,40.0,29.04,24.798,24.363000000000003,31.714,48.2,46.6,45.1,19.7,36.688,45.762,48.437,29.312,,17.0,,18.0
2017-07-25 18:46:00,1.0,2.152,480.0,480.0,480.0,381.0,17.0,18.0,24.4,25.1,25.6,39.9,29.015,24.75,24.339,31.561,47.9,46.4,45.0,19.8,35.645,45.82100000000001,48.338,29.851,,17.0,,18.0
2017-07-25 18:47:00,1.0,1.923,480.0,483.0,482.0,378.0,17.0,18.0,24.3,25.1,25.6,39.7,29.04,24.677,24.315,31.459,47.7,46.2,44.9,20.1,35.176,45.973,48.303,30.22,,17.0,,18.0
2017-07-25 18:48:00,1.0,2.228,476.0,482.0,481.0,379.0,17.0,18.0,24.3,25.1,25.6,39.4,29.04,24.653,24.291,31.357,47.5,45.9,44.8,20.2,35.51300000000001,45.777,48.396,30.452,,17.0,,18.0
2017-07-25 18:49:00,2.0,2.075,472.0,479.0,478.0,379.0,17.0,18.0,24.3,25.1,25.5,39.2,29.04,24.629,24.267,31.23,47.2,45.7,44.9,20.5,35.143,45.871,48.233,30.819000000000006,,17.0,,18.0
2017-07-25 18:50:00,2.0,2.472,470.0,480.0,481.0,381.0,17.0,18.0,24.3,25.1,25.5,39.0,29.065,24.605,24.243,31.103,47.0,45.4,44.9,20.8,35.582,45.9,47.942,31.493,,17.0,,18.0
2017-07-25 18:51:00,1.0,2.777,470.0,478.0,485.0,385.0,17.0,18.0,24.3,25.0,25.6,38.8,29.065,24.605,24.219,30.976,46.7,45.1,44.9,21.1,35.784,45.868,48.003,31.756,,17.0,,18.0
2017-07-25 18:52:00,1.0,2.792,472.0,480.0,482.0,386.0,17.0,18.0,24.1,25.0,25.6,38.6,29.04,24.605,24.195,30.849,46.6,45.5,45.0,21.4,36.252,45.803,47.93600000000001,31.95,,17.0,,18.0
2017-07-25 18:53:00,1.0,2.411,473.0,478.0,481.0,385.0,17.0,18.0,24.3,25.0,25.5,38.5,29.015,24.605,24.171,30.722,46.7,46.2,44.9,21.5,36.652,45.803,48.125,32.28,,17.0,,18.0
2017-07-25 18:54:00,1.0,3.281,472.0,476.0,481.0,385.0,17.0,18.0,24.2,25.0,25.5,38.2,28.965,24.629,24.146,30.545,47.4,46.8,45.0,22.1,36.915,45.935,48.633,32.469,,17.0,,18.0
2017-07-25 18:55:00,1.0,2.945,473.0,473.0,483.0,387.0,17.0,18.0,24.2,25.0,25.6,38.0,28.916,24.653,24.146,30.343000000000004,47.8,47.0,45.0,22.4,37.178,46.003,48.665,32.927,,17.0,,18.0
2017-07-25 18:56:00,1.0,2.884,475.0,476.0,480.0,385.0,17.0,18.0,24.2,25.0,25.6,37.8,28.866,24.677,24.171,30.167,47.7,47.0,45.0,22.8,37.307,45.973,48.732,33.285,,17.0,,18.0
2017-07-25 18:57:00,1.0,2.335,475.0,479.0,481.0,385.0,17.0,18.0,24.2,25.0,25.6,37.6,28.816,24.726,24.195,30.016,47.7,47.0,45.0,23.0,37.536,45.85,48.735,33.102,,17.0,,18.0
2017-07-25 18:58:00,1.0,2.197,474.0,476.0,481.0,387.0,17.0,18.0,24.2,25.0,25.6,37.4,28.766,24.798,24.219,29.84,47.8,47.1,45.0,23.3,37.698,45.73,48.738,33.154,,17.0,,18.0
2017-07-25 18:59:00,1.0,2.167,469.0,477.0,482.0,385.0,17.0,18.0,24.3,25.1,25.6,37.2,28.717,24.847,24.243,29.74,47.8,47.0,45.0,23.6,37.827,45.67100000000001,48.709,33.077,,17.0,,18.0
2017-07-25 19:00:00,1.0,2.06,469.0,478.0,486.0,381.0,17.0,18.0,24.3,25.1,25.7,37.0,28.692,24.895,24.267,29.665,47.9,47.0,45.0,23.6,37.958,45.548,48.648,32.833,,17.0,,18.0
2017-07-25 19:01:00,1.0,2.3040000000000003,469.0,479.0,486.0,380.0,17.0,18.0,24.3,25.1,25.7,36.8,28.667,24.968000000000004,24.291,29.565,47.9,47.0,45.0,23.7,38.089,45.428,48.62,32.723,,17.0,,18.0
2017-07-25 19:02:00,1.0,3.143,470.0,478.0,481.0,377.0,17.0,18.0,24.3,25.2,25.7,36.6,28.642,24.992,24.315,29.464,47.9,46.9,45.0,23.8,38.086,45.36600000000001,48.559,32.917,,17.0,,18.0
2017-07-25 19:03:00,1.0,2.762,473.0,478.0,478.0,375.0,17.0,18.0,24.3,25.2,25.7,36.4,28.593000000000004,24.968000000000004,24.339,29.365,48.0,46.9,45.0,23.8,38.215,45.428,48.49800000000001,32.942,,17.0,,18.0
2017-07-25 19:04:00,1.0,2.487,474.0,478.0,474.0,377.0,17.0,18.0,24.3,25.2,25.7,36.2,28.568,24.944000000000006,24.339,29.265,48.1,46.6,45.0,23.7,37.945,45.36,48.37,32.9,,17.0,,18.0
2017-07-25 19:05:00,1.0,2.838,469.0,475.0,469.0,378.0,17.0,18.0,24.3,25.2,25.7,36.0,28.543000000000006,24.895,24.315,29.165,48.2,46.3,44.9,24.0,37.94300000000001,45.451,48.239,33.162,,17.0,,18.0
2017-07-25 19:06:00,1.0,2.106,470.0,475.0,472.0,381.0,17.0,18.0,24.3,25.2,25.7,35.8,28.543000000000006,24.823,24.291,29.09,47.9,46.1,44.8,24.1,37.743,45.44300000000001,48.20399999999999,33.29,,17.0,,18.0
2017-07-25 19:07:00,1.0,2.029,469.0,470.0,468.0,382.0,17.0,18.0,24.3,25.2,25.7,35.7,28.543000000000006,24.774,24.291,28.99,47.7,45.9,44.7,24.1,36.706,45.663,48.236,32.943000000000005,,17.0,,18.0
2017-07-25 19:08:00,1.0,2.518,468.0,470.0,469.0,381.0,17.0,18.0,24.3,25.2,25.6,35.5,28.543000000000006,24.702,24.267,28.941,47.5,45.6,44.6,24.3,36.204,45.557,48.265,33.818000000000005,,17.0,,18.0
2017-07-25 19:09:00,1.0,1.556,469.0,470.0,468.0,377.0,17.0,18.0,24.3,25.2,25.6,35.4,28.593000000000004,24.653,24.243,28.841,47.2,45.4,44.5,24.3,35.504,45.713,47.974,33.505,,17.0,,18.0
2017-07-25 19:10:00,1.0,4.105,469.0,470.0,472.0,378.0,17.0,18.0,24.3,25.2,25.6,35.2,28.617,24.629,24.195,28.766,47.0,45.0,44.6,24.5,35.204,45.645,47.84,33.802,,17.0,,18.0
2017-07-25 19:11:00,1.0,2.853,468.0,472.0,477.0,378.0,17.0,18.0,24.3,25.1,25.6,35.1,28.692,24.629,24.171,28.717,46.7,44.8,44.6,24.7,35.48,45.742,47.517,34.472,,17.0,,18.0
2017-07-25 19:12:00,1.0,2.884,469.0,475.0,481.0,378.0,17.0,18.0,24.3,25.1,25.6,34.9,28.742,24.605,24.146,28.642,46.4,44.6,44.6,24.8,35.047,45.771,47.898,33.993,,17.0,,18.0
2017-07-25 19:13:00,1.0,2.564,469.0,473.0,478.0,378.0,17.0,18.0,24.3,25.1,25.6,34.8,28.791,24.605,24.122,28.593000000000004,46.2,44.8,44.6,25.0,34.715,45.61,47.67100000000001,33.921,,17.0,,18.0
2017-07-25 19:14:00,1.0,2.09,466.0,468.0,474.0,378.0,17.0,18.0,24.2,25.0,25.6,34.7,28.816,24.605,24.098000000000006,28.543000000000006,46.3,45.8,44.6,25.2,34.549,45.61,47.892,34.153,,17.0,,18.0
2017-07-25 19:15:00,1.0,3.113,463.0,471.0,473.0,374.0,17.0,18.0,24.2,25.0,25.6,34.6,28.866,24.629,24.074,28.493,47.1,46.5,44.6,25.4,36.47,45.71,48.017,34.181999999999995,,17.0,,18.0
2017-07-25 19:16:00,1.0,4.41,465.0,471.0,476.0,374.0,17.0,18.0,24.2,25.0,25.6,34.4,28.841,24.653,24.05,28.444000000000006,47.7,46.6,44.7,25.5,36.769,45.745,48.46100000000001,34.178000000000004,,17.0,,18.0
2017-07-25 19:17:00,1.0,2.655,469.0,466.0,483.0,377.0,17.0,18.0,24.2,25.0,25.6,34.3,28.841,24.677,24.05,28.369,47.4,46.7,44.7,25.5,36.937,45.78,48.716,34.305,,17.0,,18.0
2017-07-25 19:18:00,1.0,2.838,463.0,464.0,481.0,381.0,17.0,18.0,24.2,25.0,25.7,34.2,28.816,24.726,24.05,28.32,47.5,46.7,44.7,25.7,37.034,45.68899999999999,48.78,34.57,,17.0,,18.0
2017-07-25 19:19:00,1.0,2.06,463.0,461.0,484.0,380.0,18.0,18.0,24.2,25.0,25.7,34.1,28.841,24.774,24.074,28.295,47.4,46.7,44.7,25.7,35.729,45.598,48.847,34.635,,18.0,,18.0
2017-07-25 19:20:00,1.0,2.502,459.0,461.0,483.0,380.0,18.0,18.0,24.2,25.0,25.7,33.9,28.841,24.823,24.098000000000006,28.245,47.4,46.7,44.7,25.8,35.225,45.539,48.786,34.664,,18.0,,18.0
2017-07-25 19:21:00,1.0,2.67,461.0,461.0,484.0,383.0,18.0,18.0,24.2,25.1,25.7,33.8,28.866,24.895,24.122,28.171,47.4,46.8,44.7,26.2,35.799,45.354,48.757,34.657,,18.0,,18.0
2017-07-25 19:22:00,1.0,2.869,459.0,463.0,482.0,380.0,18.0,18.0,24.2,25.0,25.7,33.7,28.916,24.944000000000006,24.146,28.097,47.5,46.8,44.7,26.3,34.288000000000004,45.26300000000001,48.697,35.289,,18.0,,18.0
2017-07-25 19:23:00,1.0,2.487,461.0,466.0,478.0,382.0,18.0,18.0,24.2,25.1,25.7,33.6,28.99,24.944000000000006,24.171,28.023000000000003,47.5,46.8,44.7,26.3,34.43,45.231,48.668,35.55,,18.0,,18.0
2017-07-25 19:24:00,1.0,3.418,467.0,463.0,476.0,383.0,18.0,18.0,24.2,25.1,25.7,33.5,29.04,24.895,24.195,27.949,47.5,46.7,44.8,26.5,34.401,45.225,48.543,35.811,,18.0,,18.0
2017-07-25 19:25:00,1.0,2.93,465.0,459.0,473.0,377.0,18.0,18.0,24.2,25.1,25.7,33.4,29.115,24.847,24.195,27.924,47.6,46.4,44.6,26.7,34.644,45.284,48.416,35.94300000000001,,18.0,,18.0
2017-07-25 19:26:00,1.0,2.472,465.0,457.0,477.0,379.0,18.0,18.0,24.2,25.1,25.7,33.3,29.165,24.774,24.195,27.85,47.9,46.1,44.5,26.8,35.255,45.404,48.256,36.07,,18.0,,18.0
2017-07-25 19:27:00,1.0,2.365,467.0,457.0,475.0,375.0,18.0,18.0,24.2,25.1,25.7,33.2,29.215,24.726,24.195,27.801,47.7,45.9,44.4,27.2,35.159,45.399,48.16,35.99800000000001,,18.0,,18.0
2017-07-25 19:28:00,1.0,2.548,465.0,458.0,476.0,379.0,18.0,18.0,24.2,25.1,25.6,33.1,29.24,24.677,24.171,27.751,47.4,45.7,44.4,27.5,35.464,45.393,48.06100000000001,36.027,,18.0,,18.0
2017-07-25 19:29:00,1.0,2.853,465.0,466.0,472.0,377.0,18.0,18.0,24.2,25.0,25.6,33.0,29.19,24.629,24.146,27.677,47.3,45.5,44.3,27.4,35.426,45.51600000000001,48.154,36.254,,18.0,,18.0
2017-07-25 19:30:00,1.0,2.564,462.0,466.0,469.0,375.0,18.0,18.0,24.2,25.0,25.6,32.9,29.19,24.605,24.122,27.628,47.0,45.2,44.2,27.9,34.719,45.481,48.023,36.851,,18.0,,18.0
2017-07-25 19:31:00,1.0,2.9760000000000004,466.0,464.0,471.0,379.0,18.0,18.0,24.2,25.0,25.6,32.8,29.165,24.581,24.098000000000006,27.579,46.7,45.0,44.3,28.0,35.255,45.543,47.732,37.213,,18.0,,18.0
2017-07-25 19:32:00,1.0,3.0980000000000003,465.0,466.0,472.0,384.0,18.0,18.0,24.2,25.0,25.6,32.7,29.14,24.581,24.074,27.53,46.5,44.7,44.3,28.1,35.59,45.44600000000001,47.729,37.574,,18.0,,18.0
2017-07-25 19:33:00,1.0,2.106,467.0,470.0,474.0,384.0,18.0,18.0,24.2,24.9,25.6,32.5,29.14,24.581,24.05,27.456,46.2,45.3,44.3,28.4,35.253,45.44600000000001,47.854,37.0,,18.0,,18.0
2017-07-25 19:34:00,1.0,2.655,463.0,469.0,477.0,378.0,18.0,18.0,24.1,24.9,25.6,32.5,29.14,24.581,24.026,27.431,46.7,46.1,44.3,28.6,35.455,45.44600000000001,47.883,36.931,,18.0,,18.0
2017-07-25 19:35:00,1.0,1.709,465.0,466.0,481.0,375.0,18.0,18.0,24.1,24.9,25.6,32.3,29.14,24.605,24.026,27.382,47.3,46.6,44.4,28.6,35.72400000000001,45.545,48.139,37.593,,18.0,,18.0
2017-07-25 19:36:00,1.0,2.64,461.0,468.0,484.0,375.0,18.0,18.0,24.1,24.9,25.6,32.3,29.115,24.629,24.002,27.333,47.5,46.8,44.4,28.9,35.923,45.581,48.487,37.721,,18.0,,18.0
2017-07-25 19:37:00,1.0,1.6780000000000002,462.0,466.0,481.0,380.0,18.0,18.0,24.1,24.9,25.6,32.2,29.09,24.677,24.002,27.308000000000003,47.4,46.8,44.5,29.0,36.19,45.58600000000001,48.742,38.018,,18.0,,18.0
2017-07-25 19:38:00,1.0,2.167,462.0,463.0,477.0,384.0,18.0,19.0,24.1,24.9,25.7,32.1,29.09,24.726,24.002,27.284,47.4,46.9,44.5,28.8,36.257,45.528,48.869,38.547,,18.0,,19.0
2017-07-25 19:39:00,1.0,1.862,462.0,461.0,476.0,383.0,18.0,19.0,24.1,24.9,25.7,32.0,29.09,24.774,24.026,27.259,47.5,46.9,44.4,29.5,35.686,45.469,48.841,38.478,,18.0,,19.0
2017-07-25 19:40:00,1.0,2.335,462.0,463.0,475.0,384.0,18.0,19.0,24.1,24.9,25.7,31.8,29.09,24.823,24.05,27.186,47.5,46.9,44.4,29.2,36.19,45.44300000000001,48.78,38.437,,18.0,,19.0
2017-07-25 19:41:00,1.0,1.907,462.0,461.0,474.0,384.0,18.0,19.0,24.1,24.9,25.7,31.8,29.065,24.871,24.074,27.136,47.6,47.0,44.4,29.4,36.321,45.351000000000006,48.75100000000001,38.863,,18.0,,19.0
2017-07-25 19:42:00,1.0,2.029,464.0,460.0,472.0,384.0,18.0,19.0,24.1,24.9,25.7,31.7,29.09,24.919,24.098000000000006,27.063,47.7,47.0,44.5,30.3,35.686,45.228,48.786,39.253,,18.0,,19.0
2017-07-25 19:43:00,1.0,2.152,466.0,461.0,476.0,384.0,18.0,19.0,24.1,24.9,25.8,31.6,29.09,24.919,24.122,27.014,47.7,47.0,44.5,30.5,36.458,45.19600000000001,48.662,39.579,,18.0,,19.0
2017-07-25 19:44:00,1.0,2.38,466.0,463.0,478.0,380.0,18.0,19.0,24.2,24.9,25.7,31.5,29.065,24.847,24.146,26.94,47.7,47.0,44.5,30.9,36.456,45.219,48.537,40.264,,18.0,,19.0
2017-07-25 19:45:00,1.0,2.502,463.0,457.0,478.0,380.0,18.0,19.0,24.2,24.9,25.7,31.4,29.065,24.774,24.146,26.842,47.8,46.9,44.3,30.9,36.221,45.178,48.505,40.551,,18.0,,19.0
2017-07-25 19:46:00,1.0,2.136,461.0,460.0,478.0,380.0,18.0,19.0,24.2,24.9,25.7,31.3,29.09,24.726,24.146,26.769,47.9,46.5,44.2,31.5,36.223,45.173,48.409,41.037,,18.0,,19.0
2017-07-25 19:47:00,1.0,3.189,458.0,461.0,475.0,380.0,18.0,19.0,24.2,24.9,25.6,31.2,29.115,24.629,24.146,26.72,47.9,46.2,44.1,31.3,36.36,45.161,48.282,41.327,,18.0,,19.0
2017-07-25 19:48:00,1.0,1.587,463.0,466.0,472.0,380.0,18.0,19.0,24.2,24.9,25.6,31.1,29.115,24.581,24.122,26.646,47.5,46.0,44.1,31.8,36.326,45.187,48.342,41.681,,18.0,,19.0
2017-07-25 19:49:00,1.0,1.831,465.0,473.0,467.0,383.0,17.0,19.0,24.2,24.9,25.6,31.0,29.14,24.557,24.122,26.598000000000006,47.3,45.7,44.0,32.3,36.463,45.31399999999999,48.247,42.069,,17.0,,19.0
2017-07-25 19:50:00,1.0,2.8080000000000003,468.0,477.0,469.0,383.0,17.0,19.0,24.2,24.9,25.6,30.9,29.19,24.532,24.098000000000006,26.524,47.1,45.3,44.0,32.8,36.56800000000001,45.31100000000001,48.148,42.323,,17.0,,19.0
