Time,PM_MET_OUT,PM_MET_IN1,PM_PDR_IN1,PM_PDR_OUT,CO2_ETC_IN1,CO2_ETC_BR1,CO2_ETC_BR2,CO2_ETC_OUT,NO2_AQL_IN1,FRM_FMM_IN1,FRM_FMM_BR1,T_ETC_IN1,T_ETC_BR1,T_ETC_BR2,T_ETC_OUT,T_HBO_BA1,T_HBO_BA2,T_HBO_BA3,T_HBO_BA4,T_HBO_LAU,T_HBO_OUT,RH_ETC_IN1,RH_ETC_BR1,RH_ETC_BR2,RH_ETC_OUT,RH_HBO_BA1,RH_HBO_BA2,RH_HBO_BA3,RH_HBO_BA4,RH_HBO_LAU,RH_HBO_OUT,FRM_FLG_IN1,FRM_ADJ_IN1,FRM_FLG_BR1,FRM_ADJ_BR1
2017-06-09 18:00:00,1.71,2.0,2.0,2.19,616.0,587.0,615.0,421.0,,30.0,28.0,25.8,25.1,24.0,23.3,24.388,24.918888888888887,27.801111111111112,25.987,24.7280892,22.03388889,44.4,46.1,48.0,33.4,42.799,46.19600000000001,30.226999999999997,44.023999999999994,47.073,36.958,,30.0,,28.0
2017-06-09 18:01:00,2.12,2.0,2.23,2.17,615.0,584.0,613.0,421.0,,30.0,28.0,25.8,25.1,24.0,23.3,24.363000000000003,24.918888888888887,27.801111111111112,25.987,24.7280892,22.01111111,44.4,45.9,48.1,33.3,39.563,46.19600000000001,28.932,44.023999999999994,47.073,37.021,,30.0,,28.0
2017-06-09 18:02:00,1.8,2.0,2.03,2.09,612.0,584.0,611.0,421.0,,30.0,28.0,25.8,25.1,24.0,23.2,24.363000000000003,24.918888888888887,27.801111111111112,25.987,24.7280892,22.05777778,44.3,45.9,48.1,33.4,43.349,46.163999999999994,29.101999999999997,44.056999999999995,47.041000000000004,37.321999999999996,,30.0,,28.0
2017-06-09 18:03:00,2.82,2.0,2.04,2.18,610.0,589.0,608.0,420.0,,30.0,28.0,25.8,25.1,24.0,23.2,24.363000000000003,24.918888888888887,27.801111111111112,25.987,24.7280892,22.05777778,44.4,45.8,48.0,33.5,38.806999999999995,46.163999999999994,31.34800000000001,44.023999999999994,47.00899999999999,36.96,,30.0,,28.0
2017-06-09 18:04:00,3.11,2.0,2.38,2.4,609.0,591.0,606.0,419.0,,30.0,28.0,25.8,25.1,24.0,23.1,24.363000000000003,24.918888888888887,27.751111111111115,25.987,24.7280892,22.01111111,44.4,45.9,48.0,33.8,36.595,46.19600000000001,32.36,44.023999999999994,47.00899999999999,37.086999999999996,,30.0,,28.0
2017-06-09 18:05:00,2.24,2.0,2.14,2.1,610.0,591.0,603.0,417.0,,30.0,28.0,25.8,25.1,24.0,23.1,24.363000000000003,24.918888888888887,27.751111111111115,25.987,24.7280892,21.93888889,44.3,45.7,47.9,33.8,37.719,46.132,33.373000000000005,43.992,47.00899999999999,37.178000000000004,,30.0,,28.0
2017-06-09 18:06:00,2.24,2.0,2.1,2.15,608.0,587.0,600.0,415.0,,30.0,28.0,25.8,25.1,24.0,23.0,24.339000000000002,24.918888888888887,27.702222222222208,25.987,24.7280892,21.93888889,44.2,45.8,48.0,33.7,41.85,46.163999999999994,31.54300000000001,43.992,47.00899999999999,37.539,,30.0,,28.0
2017-06-09 18:07:00,1.71,2.0,1.86,2.14,606.0,583.0,597.0,415.0,,30.0,28.0,25.8,25.1,24.0,23.0,24.339000000000002,24.918888888888887,27.702222222222208,25.987,24.7280892,21.93888889,44.3,45.9,47.9,33.8,40.445,46.132,32.626,43.992,47.00899999999999,37.145,,30.0,,28.0
2017-06-09 18:08:00,1.3,2.0,2.11,2.05,607.0,580.0,600.0,413.0,,30.0,28.0,25.8,25.1,24.1,22.9,24.339000000000002,24.918888888888887,27.652777777777782,25.987,24.7280892,21.89111111,44.3,45.7,47.9,33.7,40.674,46.132,33.162,43.992,46.977,37.336999999999996,,30.0,,28.0
2017-06-09 18:09:00,1.74,2.0,2.0,1.84,608.0,581.0,600.0,413.0,,30.0,28.0,25.8,25.1,24.0,22.9,24.339000000000002,24.918888888888887,27.62777777777778,25.987,24.7280892,21.86722222,43.8,45.7,47.9,33.3,35.565,46.132,32.653,43.992,46.977,37.269,,30.0,,28.0
2017-06-09 18:10:00,1.77,2.0,1.99,2.01,606.0,582.0,600.0,418.0,,30.0,28.0,25.8,25.1,24.0,22.9,24.339000000000002,24.918888888888887,27.60388888888889,25.987,24.7280892,21.84277778,44.2,45.9,47.9,33.3,39.166,46.132,30.72,43.992,46.977,37.103,,30.0,,28.0
2017-06-09 18:11:00,2.21,2.0,2.09,1.96,606.0,583.0,600.0,422.0,,30.0,28.0,25.8,25.1,24.1,22.8,24.339000000000002,24.918888888888887,27.578888888888887,25.987,24.7280892,21.84277778,43.9,45.7,47.8,33.4,36.659,46.132,31.803,43.861999999999995,46.945,36.676,,30.0,,28.0
2017-06-09 18:12:00,1.79,2.0,2.04,1.99,611.0,583.0,601.0,422.0,,30.0,28.0,25.8,25.1,24.1,22.8,24.315,24.918888888888887,27.53,25.987,24.7280892,21.795,43.5,45.9,47.8,33.5,36.723,46.099,34.833,43.958999999999996,46.945,36.736999999999995,,30.0,,28.0
2017-06-09 18:13:00,1.27,2.0,2.02,1.97,609.0,581.0,600.0,423.0,,30.0,28.0,25.8,25.1,24.0,22.8,24.315,24.918888888888887,27.505000000000003,25.987,24.7280892,21.74777778,43.5,45.6,47.8,33.6,34.665,46.099,30.236,43.927,46.945,36.732,,30.0,,28.0
2017-06-09 18:14:00,1.56,2.0,2.2,2.05,605.0,581.0,597.0,422.0,,30.0,28.0,25.8,25.1,24.1,22.8,24.291,24.918888888888887,27.505000000000003,25.987,24.7280892,21.77222222,44.1,45.9,47.8,33.5,37.711999999999996,46.099,29.147,43.958999999999996,46.945,36.997,,30.0,,28.0
2017-06-09 18:15:00,1.62,2.0,1.97,2.26,600.0,575.0,595.0,415.0,,30.0,28.0,25.8,25.1,24.1,22.7,24.267,24.918888888888887,27.481111111111122,25.987,24.7280892,21.795,44.1,45.9,47.7,33.5,35.391999999999996,46.067,29.826,43.927,46.913000000000004,36.868,,30.0,,28.0
2017-06-09 18:16:00,2.27,2.0,2.13,2.13,600.0,574.0,591.0,418.0,,30.0,28.0,25.8,25.1,24.1,22.7,24.267,24.918888888888887,27.481111111111122,25.987,24.7280892,21.84277778,44.2,45.8,47.6,33.2,37.379,46.099,28.77,43.927,46.88,36.676,,30.0,,28.0
2017-06-09 18:17:00,1.82,2.0,1.87,2.29,598.0,570.0,590.0,421.0,,30.0,28.0,25.8,25.1,24.1,22.7,24.267,24.918888888888887,27.481111111111122,26.011999999999997,24.7280892,21.81888889,43.9,45.7,47.6,33.4,42.298,46.067,31.320999999999998,43.799,46.88,36.41,,30.0,,28.0
2017-06-09 18:18:00,2.47,2.0,2.18,2.33,599.0,573.0,591.0,418.0,,30.0,28.0,25.8,25.1,24.1,22.6,24.291,24.918888888888887,27.456111111111113,26.011999999999997,24.7280892,21.77222222,44.0,45.6,47.6,33.8,43.665,46.067,31.894000000000002,43.864,46.88,36.306999999999995,,30.0,,28.0
2017-06-09 18:19:00,2.44,2.0,2.08,2.36,603.0,575.0,589.0,413.0,,30.0,28.0,25.8,25.1,24.0,22.6,24.291,24.918888888888887,27.431111111111115,26.011999999999997,24.7280892,21.74777778,44.0,45.6,47.6,34.0,43.989,46.035,32.399,43.474,46.848,36.56800000000001,,30.0,,28.0
2017-06-09 18:20:00,2.67,2.0,2.04,2.28,608.0,577.0,590.0,418.0,,30.0,28.0,25.8,25.1,24.1,22.5,24.315,24.918888888888887,27.40722222222222,26.011999999999997,24.7280892,21.72388889,44.0,45.5,47.7,34.4,36.391999999999996,46.067,29.139,43.864,46.88,37.091,,30.0,,28.0
2017-06-09 18:21:00,2.08,2.0,1.95,2.17,602.0,573.0,590.0,419.0,,30.0,28.0,25.8,25.1,24.1,22.5,24.291,24.918888888888887,27.40722222222222,26.011999999999997,24.75198,21.77222222,43.8,45.6,47.6,34.2,34.861999999999995,46.067,29.206999999999997,43.864,46.851000000000006,37.26,,30.0,,28.0
2017-06-09 18:22:00,2.53,2.0,2.05,2.27,597.0,574.0,587.0,419.0,,30.0,28.0,25.8,25.1,24.1,22.5,24.243000000000002,24.918888888888887,27.38222222222222,26.011999999999997,24.75198,21.72388889,43.5,45.4,47.5,34.0,34.192,46.035,31.311999999999998,43.864,46.851000000000006,37.124,,30.0,,28.0
2017-06-09 18:23:00,2.3,2.0,2.01,2.24,595.0,575.0,587.0,421.0,,30.0,28.0,25.8,25.1,24.1,22.5,24.195,24.918888888888887,27.38222222222222,26.011999999999997,24.75198,21.65222222,43.8,45.4,47.5,33.9,37.273,46.067,29.478,43.864,46.818999999999996,37.181999999999995,,30.0,,28.0
2017-06-09 18:24:00,2.47,2.0,2.07,2.31,597.0,573.0,579.0,422.0,,30.0,28.0,25.8,25.2,24.1,22.5,24.171,24.918888888888887,27.357777777777777,26.011999999999997,24.75198,21.62777778,43.8,45.4,47.5,34.1,37.535,46.035,29.271,43.864,46.851000000000006,37.147,,30.0,,28.0
2017-06-09 18:25:00,2.4,2.0,2.06,2.66,595.0,572.0,577.0,423.0,,30.0,28.0,25.8,25.2,24.1,22.4,24.122,24.918888888888887,27.357777777777777,26.011999999999997,24.75198,21.60388889,43.5,45.4,47.4,34.3,33.914,46.035,33.809,43.864,46.851000000000006,37.046,,30.0,,28.0
2017-06-09 18:26:00,3.24,2.0,2.18,3.01,597.0,575.0,574.0,422.0,,30.0,28.0,25.8,25.2,24.1,22.4,24.074,24.918888888888887,27.33277777777778,25.987,24.75198,21.55722222,43.3,45.6,47.4,34.3,34.542,46.035,29.541999999999998,43.861999999999995,46.818999999999996,37.435,,30.0,,28.0
2017-06-09 18:27:00,2.03,2.0,2.13,2.72,594.0,569.0,577.0,418.0,,30.0,28.0,25.8,25.2,24.1,22.4,24.026,24.918888888888887,27.307777777777776,26.011999999999997,24.75198,21.60388889,43.5,45.5,47.4,34.1,34.504,46.003,29.982,43.864,46.818999999999996,37.275999999999996,,30.0,,28.0
2017-06-09 18:28:00,3.01,2.0,2.04,2.6,594.0,568.0,579.0,419.0,,30.0,28.0,25.8,25.2,24.1,22.4,23.978,24.918888888888887,27.307777777777776,25.987,24.75198,21.60388889,43.6,45.3,47.3,34.4,35.132,46.003,28.995,43.861999999999995,46.787,37.21,,30.0,,28.0
2017-06-09 18:29:00,2.27,2.0,2.14,2.48,588.0,568.0,579.0,422.0,,30.0,28.0,25.8,25.1,23.9,22.4,23.93,24.918888888888887,27.307777777777776,25.987,24.75198,21.65222222,43.5,45.4,47.5,34.5,34.495,46.003,29.404,43.894,46.818999999999996,37.313,,30.0,,28.0
2017-06-09 18:30:00,3.27,2.0,1.97,2.53,588.0,566.0,583.0,419.0,,30.0,28.0,25.8,25.2,24.1,22.4,23.905,24.918888888888887,27.28388888888889,25.987,24.7280892,21.7,43.7,45.3,47.3,34.6,36.186,46.003,30.693,43.861999999999995,46.816,37.22,,30.0,,28.0
2017-06-09 18:31:00,2.03,2.0,2.06,2.64,590.0,565.0,583.0,422.0,,30.0,28.0,25.8,25.2,24.1,22.4,23.857,24.918888888888887,27.28388888888889,25.987,24.7280892,21.7,43.5,45.4,47.3,34.4,35.718,46.003,29.401999999999997,43.861999999999995,46.816,37.253,,30.0,,28.0
2017-06-09 18:32:00,2.46,2.0,2.06,2.71,591.0,562.0,585.0,419.0,,30.0,28.0,25.8,25.2,24.1,22.3,23.833000000000002,24.918888888888887,27.25888888888889,25.987,24.7280892,21.67611111,43.3,45.3,47.4,34.2,34.751999999999995,46.003,29.331999999999997,43.894,46.816,37.25,,30.0,,28.0
2017-06-09 18:33:00,2.41,2.0,2.0,3.63,590.0,561.0,583.0,421.0,,30.0,28.0,25.8,25.2,24.1,22.4,23.785,24.918888888888887,27.25888888888889,25.987,24.7280892,21.62777778,43.8,45.1,47.4,34.2,34.946999999999996,45.971000000000004,28.923000000000002,43.82899999999999,46.784,37.080999999999996,,30.0,,28.0
2017-06-09 18:34:00,2.41,2.0,2.09,2.21,597.0,562.0,583.0,419.0,,30.0,28.0,25.8,25.2,24.1,22.3,23.737,24.918888888888887,27.25888888888889,25.987,24.7280892,21.58111111,44.0,45.5,47.3,34.2,34.145,45.938,28.785999999999998,43.861999999999995,46.751999999999995,37.141999999999996,,30.0,,28.0
2017-06-09 18:35:00,2.99,2.0,2.12,2.45,606.0,564.0,575.0,422.0,,30.0,28.0,25.8,25.2,24.1,22.3,23.713,24.918888888888887,27.235,25.987,24.7280892,21.55722222,43.9,45.5,47.2,33.9,38.279,45.938,28.784000000000002,43.861999999999995,46.784,37.271,,30.0,,28.0
2017-06-09 18:36:00,2.27,2.0,2.23,2.27,600.0,566.0,569.0,419.0,,30.0,28.0,25.8,25.2,24.1,22.3,23.689,24.918888888888887,27.235,25.987,24.7280892,21.55722222,43.8,45.4,47.4,33.5,36.264,45.938,28.955,43.82899999999999,46.72,36.91,,30.0,,28.0
2017-06-09 18:37:00,3.27,2.0,2.16,3.61,598.0,569.0,570.0,419.0,,30.0,28.0,25.8,25.0,24.1,22.3,23.665,24.918888888888887,27.21000000000001,25.987,24.7280892,21.55722222,44.0,45.3,47.2,33.4,37.583,45.809,29.94,43.861999999999995,46.688,36.31800000000001,,30.0,,28.0
2017-06-09 18:38:00,1.88,2.0,2.44,2.16,608.0,569.0,572.0,418.0,,30.0,28.0,25.8,25.2,24.1,22.3,23.641,24.918888888888887,27.21000000000001,25.987,24.7280892,21.55722222,44.5,45.2,47.3,33.4,38.336999999999996,45.777,29.055,43.861999999999995,46.62300000000001,36.253,,30.0,,28.0
2017-06-09 18:39:00,1.3,2.0,2.22,2.22,613.0,568.0,579.0,415.0,,30.0,28.0,25.8,25.2,24.1,22.3,23.641,24.918888888888887,27.21000000000001,25.987,24.7280892,21.53277778,44.5,45.2,47.5,33.6,35.398,45.809,28.85,43.861999999999995,46.655,36.316,,30.0,,28.0
2017-06-09 18:40:00,2.18,2.0,2.27,1.96,621.0,570.0,581.0,418.0,,30.0,28.0,25.8,25.2,24.1,22.3,23.616999999999997,24.918888888888887,27.186111111111114,25.987,24.7280892,21.55722222,44.5,45.2,47.3,33.3,37.181999999999995,45.873999999999995,32.884,43.894,46.751999999999995,36.45,,30.0,,28.0
2017-06-09 18:41:00,2.49,2.0,2.51,1.93,633.0,572.0,583.0,417.0,,30.0,28.0,25.8,25.2,24.1,22.3,23.616999999999997,24.918888888888887,27.13611111111111,25.987,24.7280892,21.58111111,44.6,45.2,47.3,33.3,34.266999999999996,45.971000000000004,33.923,43.927,46.751999999999995,36.452,,30.0,,28.0
2017-06-09 18:42:00,2.7,2.0,2.51,2.01,642.0,568.0,587.0,412.0,,30.0,28.0,25.8,25.2,24.1,22.2,23.616999999999997,24.918888888888887,27.112222222222208,25.987,24.7280892,21.58111111,44.6,45.2,47.5,33.1,36.984,45.971000000000004,32.371,43.958999999999996,46.784,35.992,,30.0,,28.0
2017-06-09 18:43:00,2.3,2.0,2.4,2.14,650.0,568.0,590.0,414.0,,30.0,28.0,25.8,25.2,24.1,22.2,23.616999999999997,24.918888888888887,27.087222222222223,25.987,24.7280892,21.58111111,44.7,45.2,47.3,33.0,34.2,45.971000000000004,34.12,43.992,46.784,35.827,,30.0,,28.0
2017-06-09 18:44:00,1.65,2.0,2.62,2.01,655.0,567.0,587.0,417.0,,30.0,28.0,25.9,25.2,24.1,22.2,23.616999999999997,24.918888888888887,27.06277777777779,25.987,24.7280892,21.55722222,44.7,45.5,47.2,33.0,37.578,45.971000000000004,32.704,43.992,46.816,35.759,,30.0,,28.0
2017-06-09 18:45:00,1.85,2.0,2.33,2.19,663.0,565.0,586.0,415.0,,30.0,28.0,25.9,25.2,24.1,22.2,23.616999999999997,24.918888888888887,27.03777777777778,25.987,24.7280892,21.55722222,44.9,45.6,47.1,32.9,34.931,46.003,31.892,43.992,46.88,35.726,,30.0,,28.0
2017-06-09 18:46:00,2.15,2.0,2.43,1.89,668.0,568.0,585.0,419.0,,30.0,29.0,25.9,25.2,24.1,22.2,23.616999999999997,24.918888888888887,27.01388888888889,25.987,24.7041984,21.485,44.9,45.5,47.1,32.8,33.367,46.067,29.72,44.056999999999995,46.974,35.81800000000001,,30.0,,29.0
2017-06-09 18:47:00,1.42,2.0,2.29,1.93,672.0,566.0,583.0,421.0,,30.0,29.0,25.9,25.2,24.1,22.2,23.593000000000004,24.94388888888889,27.01388888888889,25.987,24.7041984,21.39,44.9,45.4,47.0,32.8,34.597,46.07,28.767,44.089,47.006,35.611,,30.0,,29.0
2017-06-09 18:48:00,1.72,2.0,2.24,2.02,678.0,566.0,583.0,422.0,,30.0,29.0,25.9,25.2,24.1,22.1,23.593000000000004,24.94388888888889,26.988888888888887,25.987,24.7041984,21.29388889,45.0,45.4,47.0,32.9,34.995,46.135,28.969,44.122,47.07,35.964,,30.0,,29.0
2017-06-09 18:49:00,1.85,2.0,2.35,2.1,684.0,564.0,585.0,423.0,,30.0,29.0,25.9,25.2,24.1,22.1,23.616999999999997,24.94388888888889,26.96499999999999,25.987,24.7041984,21.175,45.0,45.4,46.9,33.1,38.959,46.135,31.006,44.122,47.13399999999999,36.412,,30.0,,29.0
2017-06-09 18:50:00,2.27,2.0,2.22,2.13,693.0,562.0,579.0,421.0,,30.0,29.0,25.9,25.2,24.1,22.1,23.641,24.94388888888889,26.96499999999999,25.987,24.7041984,21.03222222,45.0,45.3,46.9,33.3,40.729,46.135,30.938000000000002,44.187,47.07,36.988,,30.0,,29.0
2017-06-09 18:51:00,1.53,2.0,2.43,1.83,695.0,559.0,575.0,419.0,,30.0,29.0,25.9,25.1,24.1,22.1,23.641,24.94388888888889,26.940000000000005,25.987,24.7041984,20.91277778,45.0,45.2,46.8,33.3,34.768,46.135,33.703,44.251999999999995,47.13399999999999,37.664,,30.0,,29.0
2017-06-09 18:52:00,1.57,2.0,2.3,2.11,696.0,565.0,574.0,423.0,,30.0,29.0,25.9,25.1,24.1,22.0,23.641,24.94388888888889,26.91611111111111,25.963,24.7041984,20.79277778,45.0,45.4,46.8,33.4,33.169000000000004,46.199,29.304000000000002,44.248999999999995,47.167,37.881,,30.0,,29.0
2017-06-09 18:53:00,1.56,2.0,2.33,2.1,695.0,566.0,574.0,427.0,,30.0,29.0,26.0,25.1,24.1,22.0,23.616999999999997,24.94388888888889,26.91611111111111,25.963,24.7041984,20.69777778,44.9,45.6,46.9,33.4,34.2,46.231,28.554000000000002,44.282,47.199,38.295,,30.0,,29.0
2017-06-09 18:54:00,1.56,2.0,2.14,2.13,700.0,565.0,574.0,425.0,,30.0,29.0,26.0,25.1,24.1,22.0,23.616999999999997,24.94388888888889,26.89111111111111,25.963,24.6791964,20.65,44.9,45.5,47.0,33.3,38.893,46.199,33.497,44.31399999999999,47.131,38.258,,30.0,,29.0
2017-06-09 18:55:00,1.92,2.0,2.33,1.91,700.0,565.0,574.0,423.0,,30.0,29.0,26.0,25.1,24.1,22.0,23.641,24.94388888888889,26.842222222222222,25.963,24.6791964,20.555,44.8,45.5,47.2,33.4,40.043,46.135,35.371,44.282,47.099,38.28,,30.0,,29.0
2017-06-09 18:56:00,2.79,2.0,2.48,2.14,702.0,562.0,574.0,419.0,,30.0,29.0,26.0,25.1,24.1,21.9,23.665,24.94388888888889,26.79277777777778,25.963,24.6791964,20.43611111,44.9,45.6,47.3,33.4,35.400999999999996,46.07,35.834,44.248999999999995,47.19600000000001,38.431,,30.0,,29.0
2017-06-09 18:57:00,1.76,2.0,2.18,1.94,704.0,560.0,578.0,419.0,,30.0,29.0,26.0,25.1,24.1,21.9,23.665,24.94388888888889,26.76888888888889,25.963,24.6791964,20.26888889,44.9,45.4,47.2,33.5,35.798,46.07,33.419000000000004,44.31399999999999,47.163999999999994,38.609,,30.0,,29.0
2017-06-09 18:58:00,2.15,2.0,2.43,1.85,705.0,559.0,585.0,418.0,,30.0,29.0,26.0,25.1,24.1,21.8,23.641,24.94388888888889,26.74388888888889,25.963,24.65475,20.12611111,44.8,45.5,47.1,33.7,36.061,46.07,34.223,44.347,47.225,38.919000000000004,,30.0,,29.0
2017-06-09 18:59:00,2.09,2.0,2.14,1.94,708.0,559.0,591.0,419.0,,30.0,29.0,26.0,25.1,24.1,21.8,23.641,24.94388888888889,26.720000000000002,25.963,24.65475,19.98388889,44.9,45.7,47.3,33.7,34.069,46.135,31.256,44.347,47.257,39.455999999999996,,30.0,,29.0
2017-06-09 19:00:00,1.24,2.0,2.4,2.02,710.0,562.0,597.0,422.0,,30.0,29.0,26.0,25.1,24.1,21.8,23.616999999999997,24.94388888888889,26.695,25.939,24.6308592,19.88777778,44.9,45.6,46.9,33.5,33.667,46.199,30.169,44.37600000000001,47.382,39.381,,30.0,,29.0
2017-06-09 19:01:00,1.85,2.0,2.45,2.11,714.0,561.0,599.0,425.0,,30.0,29.0,26.0,25.1,24.1,21.7,23.616999999999997,24.94388888888889,26.671111111111106,25.939,24.6308592,19.79277778,44.8,45.6,47.0,33.5,38.466,46.199,30.235,44.37600000000001,47.382,39.533,,30.0,,29.0
2017-06-09 19:02:00,1.25,2.0,2.24,2.07,716.0,562.0,598.0,425.0,,30.0,29.0,26.0,25.1,24.1,21.7,23.616999999999997,24.94388888888889,26.646111111111125,25.939,24.6308592,19.74611111,44.8,45.7,47.0,33.4,34.666,46.199,36.121,44.343999999999994,47.35,39.333,,30.0,,29.0
2017-06-09 19:03:00,2.15,2.0,2.09,2.07,716.0,560.0,597.0,425.0,,30.0,29.0,26.0,25.1,24.1,21.6,23.593000000000004,24.94388888888889,26.622222222222224,25.939,24.6308592,19.69777778,44.8,45.7,46.9,33.6,33.998000000000005,46.263999999999996,34.312,44.37600000000001,47.44600000000001,39.26300000000001,,30.0,,29.0
2017-06-09 19:04:00,2.82,2.0,1.99,2.08,716.0,560.0,592.0,425.0,,30.0,29.0,26.0,25.1,24.1,21.6,23.593000000000004,24.94388888888889,26.59777777777778,25.939,24.6308592,19.62722222,44.8,45.6,46.7,33.9,33.698,46.263999999999996,31.785999999999998,44.37600000000001,47.382,39.515,,30.0,,29.0
2017-06-09 19:05:00,2.01,2.0,2.24,2.2,716.0,558.0,587.0,425.0,,30.0,29.0,26.0,25.1,24.1,21.5,23.56900000000001,24.94388888888889,26.59777777777778,25.939,24.6308592,19.57888889,44.8,45.8,46.8,34.0,33.663000000000004,46.29600000000001,29.754,44.409,47.478,39.866,,30.0,,29.0
2017-06-09 19:06:00,2.15,2.0,2.2,2.16,719.0,557.0,587.0,422.0,,30.0,29.0,26.0,25.1,24.1,21.5,23.545,24.94388888888889,26.57277777777778,25.914,24.6308592,19.50777778,44.7,45.7,46.7,34.0,39.672,46.263999999999996,34.408,44.37300000000001,47.478,40.02,,30.0,,29.0
2017-06-09 19:07:00,2.27,2.0,2.31,1.93,721.0,558.0,587.0,420.0,,30.0,29.0,26.0,25.1,24.1,21.5,23.545,24.94388888888889,26.54888888888889,25.914,24.6308592,19.46,44.7,45.6,46.8,34.1,34.26,46.263999999999996,32.928000000000004,44.341,47.51,40.015,,30.0,,29.0
2017-06-09 19:08:00,1.54,2.0,2.0,2.01,724.0,559.0,587.0,418.0,,30.0,29.0,26.0,25.1,24.1,21.4,23.545,24.94388888888889,26.54888888888889,25.914,24.6308592,19.43611111,44.7,45.6,46.7,34.3,33.461,46.29600000000001,31.038,44.40600000000001,47.44600000000001,40.077,,30.0,,29.0
2017-06-09 19:09:00,1.82,2.0,1.98,2.07,724.0,559.0,587.0,415.0,,30.0,29.0,26.0,25.0,24.1,21.4,23.521,24.94388888888889,26.523888888888887,25.914,24.6308592,19.38888889,44.6,45.7,46.8,34.4,33.592,46.29600000000001,29.748,44.438,47.44600000000001,40.330999999999996,,30.0,,29.0
2017-06-09 19:10:00,2.06,2.0,2.47,2.02,723.0,558.0,589.0,415.0,,30.0,29.0,26.0,25.0,24.1,21.3,23.521,24.94388888888889,26.523888888888887,25.914,24.6308592,19.365,44.6,45.6,46.7,34.5,36.082,46.263999999999996,34.202,44.471000000000004,47.543,40.522,,30.0,,29.0
2017-06-09 19:11:00,2.93,2.0,2.2,2.08,723.0,560.0,593.0,417.0,,30.0,29.0,26.0,25.0,24.1,21.3,23.521,24.94388888888889,26.5,25.89,24.6308592,19.31777778,44.6,45.8,46.8,34.7,37.37,46.263999999999996,32.519,44.43600000000001,47.51,40.580999999999996,,30.0,,29.0
2017-06-09 19:12:00,1.24,2.0,2.13,2.09,723.0,562.0,595.0,415.0,,30.0,29.0,26.0,25.0,24.1,21.3,23.521,24.94388888888889,26.475,25.89,24.6069684,19.27,44.6,45.8,46.7,35.1,34.856,46.263999999999996,31.605999999999998,44.43600000000001,47.507,40.866,,30.0,,29.0
2017-06-09 19:13:00,1.48,2.0,2.23,2.06,728.0,562.0,596.0,417.0,,30.0,29.0,26.0,25.0,24.1,21.3,23.521,24.94388888888889,26.475,25.89,24.6069684,19.24611111,44.6,45.8,46.9,35.1,34.091,46.263999999999996,31.031999999999996,44.43600000000001,47.507,41.347,,30.0,,29.0
2017-06-09 19:14:00,2.05,2.0,2.18,2.41,730.0,560.0,595.0,422.0,,30.0,29.0,26.0,25.0,24.1,21.2,23.497,24.94388888888889,26.451111111111107,25.89,24.6069684,19.22222222,44.6,45.8,46.8,35.4,37.005,46.263999999999996,30.522,44.43600000000001,47.475,41.408,,30.0,,29.0
2017-06-09 19:15:00,1.53,2.0,2.18,2.15,731.0,562.0,595.0,420.0,,30.0,29.0,26.0,25.0,24.1,21.2,23.497,24.94388888888889,26.451111111111107,25.89,24.6069684,19.175,44.6,45.9,46.7,35.3,35.815,46.263999999999996,30.691,44.468,47.507,41.532,,30.0,,29.0
2017-06-09 19:16:00,1.79,2.0,2.29,2.53,731.0,565.0,597.0,422.0,,30.0,28.0,26.0,25.0,24.1,21.1,23.471999999999998,24.94388888888889,26.42611111111111,25.89,24.6069684,19.15111111,44.7,46.0,47.1,35.4,36.904,46.231,35.93199999999999,44.43600000000001,47.475,41.56100000000001,,30.0,,28.0
2017-06-09 19:17:00,2.38,2.0,2.16,2.26,735.0,566.0,596.0,421.0,,30.0,28.0,26.0,25.0,24.1,21.1,23.497,24.94388888888889,26.37777777777778,25.89,24.6069684,19.08,44.7,45.9,47.2,35.7,39.7,46.263999999999996,36.294000000000004,44.43600000000001,47.507,41.65,,30.0,,28.0
2017-06-09 19:18:00,1.97,2.0,2.22,2.16,736.0,569.0,601.0,421.0,,30.0,28.0,26.1,25.0,24.1,21.0,23.497,24.94388888888889,26.352777777777778,25.866,24.6069684,19.03222222,44.6,45.8,46.9,36.0,36.641999999999996,46.231,30.818,44.465,47.379,41.805,,30.0,,28.0
2017-06-09 19:19:00,2.3,2.0,2.32,2.18,738.0,568.0,601.0,419.0,,30.0,28.0,26.1,25.0,24.1,21.0,23.521,24.918888888888887,26.328888888888887,25.866,24.6069684,18.985,44.8,45.8,46.8,36.1,35.586,46.132,36.589,44.433,47.411,42.056000000000004,,30.0,,28.0
2017-06-09 19:20:00,1.48,2.0,2.39,2.28,740.0,570.0,601.0,420.0,,30.0,28.0,26.1,25.0,24.1,20.9,23.497,24.918888888888887,26.28,25.866,24.6069684,18.91277778,44.8,46.1,46.9,36.1,33.989000000000004,46.19600000000001,33.475,44.49800000000001,47.411,42.305,,30.0,,28.0
2017-06-09 19:21:00,1.34,2.0,2.16,2.21,745.0,571.0,600.0,422.0,,30.0,28.0,26.1,25.0,24.1,20.9,23.471999999999998,24.918888888888887,26.28,25.866,24.6069684,18.86611111,44.8,46.0,46.8,36.1,37.53,46.19600000000001,34.046,44.433,47.44300000000001,42.396,,30.0,,28.0
