Time,PM_MET_IN1,PM_MET_OUT,CO2_ETC_IN1,CO2_ETC_BR1,CO2_ETC_BR3,CO2_ETC_BR4,NO2_AQL_IN1,FRM_FMM_IN1,FRM_FMM_BR1,T_ETC_IN1,T_ETC_BR1,T_ETC_BR3,T_ETC_BR4,T_HBO_BA1,T_HBO_BA2,T_HBO_BA3,T_HBO_LAU,T_HBO_OUT,RH_ETC_IN1,RH_ETC_BR1,RH_ETC_BR3,RH_ETC_BR4,RH_HBO_BA1,RH_HBO_BA2,RH_HBO_BA3,RH_HBO_LAU,RH_HBO_OUT,FRM_FLG_IN1,FRM_ADJ_IN1,FRM_FLG_BR1,FRM_ADJ_BR1
2017-09-19 18:14:00,2.0,2.09,597.0,566.0,505.0,411.0,0.02,14,19,24.3,24.0,23.7,24.2,23.497,,23.809,24.026,26.304,46.1,48.2,46.1,47.4,45.122,,49.608,48.426,30.205,,14.0,,19.0
2017-09-19 18:15:00,2.0,1.724,600.0,564.0,505.0,416.0,0.02,14,19,24.3,24.0,23.8,24.2,23.497,,23.833,24.026,26.28,46.1,48.1,46.2,47.4,45.669,,48.593,48.33,30.033,,14.0,,19.0
2017-09-19 18:16:00,2.0,2.09,603.0,566.0,509.0,415.0,0.021,14,19,24.3,24.0,23.8,24.2,23.521,,23.857,24.026,26.256,46.1,48.2,46.2,47.4,44.674,,49.201,48.362,30.235,,14.0,,19.0
2017-09-19 18:17:00,2.0,1.724,609.0,565.0,509.0,412.0,0.021,14,19,24.3,24.0,23.8,24.2,23.521,,23.881,24.026,26.231,46.1,48.2,46.2,47.4,44.609,,49.777,48.458,30.097,,14.0,,19.0
2017-09-19 18:18:00,2.0,2.106,610.0,566.0,509.0,413.0,0.021,14,19,24.3,24.0,23.8,24.2,23.521,,23.905,24.05,26.158,46.1,48.1,46.2,47.3,45.157,,48.63399999999999,48.46100000000001,30.193,,14.0,,19.0
2017-09-19 18:19:00,2.0,2.548,606.0,564.0,512.0,411.0,0.021,14,19,24.3,24.0,23.8,24.2,23.521,,23.93,24.05,26.134,46.1,48.1,46.2,47.3,46.475,,49.019,48.46100000000001,30.868,,14.0,,19.0
2017-09-19 18:20:00,2.0,3.0980000000000003,603.0,562.0,510.0,411.0,0.02,14,19,24.4,24.0,23.8,24.3,23.521,,23.954,24.05,26.085,46.1,48.1,46.2,47.3,45.96100000000001,,48.863,48.46100000000001,30.728,,14.0,,19.0
2017-09-19 18:21:00,2.0,2.96,604.0,561.0,510.0,420.0,0.02,14,19,24.4,24.0,23.8,24.3,23.521,,23.954,24.05,26.012,46.0,48.2,46.2,47.3,47.244,,48.831,48.333,30.451,,14.0,,19.0
2017-09-19 18:22:00,2.0,2.762,603.0,559.0,511.0,419.0,0.019,14,19,24.4,24.0,23.8,24.3,23.521,,23.954,24.05,25.914,46.0,48.3,46.2,47.3,46.731,,48.799,48.397,30.815,,14.0,,19.0
2017-09-19 18:23:00,2.0,2.335,604.0,561.0,511.0,421.0,0.019,14,19,24.4,24.0,23.8,24.3,23.521,,23.978,24.074,25.841,45.9,48.2,46.2,47.3,46.411,,48.771,48.4,30.708,,14.0,,19.0
2017-09-19 18:24:00,2.0,3.25,603.0,561.0,515.0,417.0,0.02,14,19,24.4,24.0,23.8,24.3,23.521,,23.978,24.074,25.768,45.8,48.3,46.2,47.3,46.57100000000001,,48.86600000000001,48.4,30.634,,14.0,,19.0
2017-09-19 18:25:00,2.0,2.869,602.0,561.0,516.0,417.0,0.02,14,19,24.4,24.0,23.8,24.3,23.545,,23.978,24.074,25.695,45.8,48.3,46.2,47.3,46.44600000000001,,48.898,48.272,30.898000000000003,,14.0,,19.0
2017-09-19 18:26:00,2.0,3.2960000000000003,606.0,561.0,517.0,415.0,0.021,14,19,24.4,24.0,23.8,24.3,23.545,,24.002,24.074,25.647,45.9,48.3,46.2,47.3,45.675,,48.933,48.33600000000001,30.961,,14.0,,19.0
2017-09-19 18:27:00,2.0,3.418,609.0,562.0,515.0,415.0,0.021,14,18,24.4,24.0,23.8,24.3,23.545,,24.002,24.074,25.598000000000006,45.8,48.3,46.2,47.2,44.806,,48.838,48.33600000000001,31.092,,14.0,,18.0
2017-09-19 18:28:00,2.0,3.754,611.0,563.0,517.0,419.0,0.021,14,18,24.4,24.0,23.8,24.3,23.545,,24.002,24.074,25.525,45.8,48.3,46.2,47.3,44.483,,48.774,48.33600000000001,31.659,,14.0,,18.0
2017-09-19 18:29:00,2.0,2.548,615.0,564.0,517.0,424.0,0.021,14,18,24.4,24.0,23.8,24.3,23.545,,24.002,24.098000000000006,25.453000000000007,45.8,48.3,46.2,47.2,45.514,,48.774,48.339,31.417,,14.0,,18.0
2017-09-19 18:30:00,2.0,3.159,610.0,566.0,519.0,429.0,0.021,15,18,24.5,24.0,23.8,24.3,23.545,,24.002,24.098000000000006,25.38,45.9,48.3,46.2,47.2,45.482,,48.806,48.307,31.411,,15.0,,18.0
2017-09-19 18:31:00,2.0,3.006,609.0,572.0,520.0,430.0,0.021,15,18,24.5,24.0,23.8,24.3,23.545,,24.002,24.098000000000006,25.331,45.9,48.3,46.2,47.2,45.964,,48.838,48.371,31.508000000000006,,15.0,,18.0
2017-09-19 18:32:00,2.0,2.716,611.0,570.0,522.0,431.0,0.021,15,18,24.5,24.0,23.8,24.3,23.545,,24.002,24.074,25.283,45.9,48.3,46.2,47.2,46.317,,48.806,48.33600000000001,32.479,,15.0,,18.0
2017-09-19 18:33:00,2.0,3.265,614.0,568.0,520.0,430.0,0.021,15,18,24.5,24.0,23.8,24.3,23.545,,24.002,24.074,25.186,45.9,48.3,46.5,47.3,45.128,,48.646,48.464,31.899,,15.0,,18.0
2017-09-19 18:34:00,2.0,2.9760000000000004,613.0,568.0,521.0,433.0,0.021,15,18,24.5,24.0,23.8,24.3,23.545,,24.002,24.098000000000006,25.113000000000003,45.9,48.3,46.2,47.2,44.902,,48.71,48.467,32.733000000000004,,15.0,,18.0
2017-09-19 18:35:00,2.0,3.4330000000000003,612.0,566.0,521.0,427.0,0.021,15,18,24.5,24.0,23.8,24.3,23.545,,24.026,24.098000000000006,25.016,45.9,48.3,46.2,47.1,44.548,,48.58600000000001,48.403,33.059,,15.0,,18.0
2017-09-19 18:36:00,2.0,3.372,614.0,566.0,522.0,422.0,0.021,15,18,24.5,24.0,23.8,24.3,23.545,,24.026,24.098000000000006,24.919,45.9,48.3,46.2,47.2,44.16,,48.681,48.371,32.749,,15.0,,18.0
2017-09-19 18:37:00,2.0,3.067,614.0,566.0,522.0,426.0,0.021,15,18,24.5,24.0,23.8,24.4,23.569000000000006,,24.026,24.098000000000006,24.847,45.8,48.3,46.2,47.1,45.066,,48.617,48.403,33.077,,15.0,,18.0
2017-09-19 18:38:00,2.0,3.128,617.0,568.0,522.0,431.0,0.021,15,18,24.5,24.0,23.8,24.4,23.569000000000006,,24.026,24.098000000000006,24.774,45.8,48.3,46.2,47.1,44.809,,48.617,48.403,32.97,,15.0,,18.0
2017-09-19 18:39:00,2.0,2.93,619.0,566.0,521.0,432.0,0.021,15,18,24.5,24.0,23.9,24.4,23.569000000000006,,24.026,24.098000000000006,24.702,45.8,48.3,46.2,47.1,44.389,,48.649,48.403,33.633,,15.0,,18.0
2017-09-19 18:40:00,2.0,2.991,620.0,566.0,522.0,430.0,0.021,15,18,24.5,24.0,23.9,24.4,23.569000000000006,,24.05,24.098000000000006,24.581,45.8,48.3,46.2,47.1,44.615,,48.652,48.403,33.689,,15.0,,18.0
2017-09-19 18:41:00,2.0,3.372,625.0,562.0,522.0,425.0,0.021,15,18,24.5,24.0,23.9,24.4,23.569000000000006,,24.05,24.098000000000006,24.46,45.9,48.3,46.2,47.1,44.195,,48.589,48.403,33.878,,15.0,,18.0
2017-09-19 18:42:00,1.0,3.281,626.0,563.0,525.0,427.0,0.021,15,18,24.5,24.0,23.9,24.4,23.569000000000006,,24.05,24.098000000000006,24.339,45.9,48.3,46.2,47.1,44.68,,48.557,48.435,33.8,,15.0,,18.0
2017-09-19 18:43:00,2.0,3.464,627.0,563.0,529.0,428.0,0.021,15,18,24.5,24.0,23.9,24.4,23.569000000000006,,24.05,24.098000000000006,24.219,45.9,48.3,46.3,47.1,44.744,,48.684,48.403,34.323,,15.0,,18.0
2017-09-19 18:44:00,2.0,3.189,626.0,563.0,527.0,427.0,0.02,15,18,24.6,24.0,23.9,24.4,23.569000000000006,,24.05,24.098000000000006,24.098000000000006,45.9,48.2,46.3,47.1,44.486,,48.652,48.403,34.478,,15.0,,18.0
2017-09-19 18:45:00,1.0,3.189,625.0,559.0,529.0,430.0,0.02,15,18,24.6,24.0,23.9,24.4,23.569000000000006,,24.05,24.098000000000006,24.002,45.9,48.2,46.2,47.0,44.647,,48.716,48.467,34.302,,15.0,,18.0
2017-09-19 18:46:00,1.0,3.388,626.0,558.0,529.0,429.0,0.021,15,18,24.6,24.1,23.9,24.4,23.569000000000006,,24.05,24.098000000000006,23.905,45.9,48.2,46.3,46.6,45.227,,48.684,48.595,34.46,,15.0,,18.0
2017-09-19 18:47:00,1.0,3.54,622.0,559.0,525.0,430.0,0.021,15,18,24.6,24.1,23.9,24.4,23.569000000000006,,24.074,24.122,23.809,45.9,48.2,46.3,47.0,44.647,,48.719,48.47,34.584,,15.0,,18.0
2017-09-19 18:48:00,1.0,3.845,619.0,558.0,525.0,429.0,0.021,15,18,24.6,24.1,23.9,24.4,23.569000000000006,,24.074,24.122,23.665,45.9,48.2,46.3,47.0,44.357,,48.65600000000001,48.47,35.135,,15.0,,18.0
2017-09-19 18:49:00,1.0,2.6860000000000004,619.0,555.0,522.0,428.0,0.021,15,18,24.6,24.1,23.9,24.4,23.569000000000006,,24.074,24.122,23.545,45.8,48.2,46.3,46.9,44.325,,48.624,48.47,35.09,,15.0,,18.0
2017-09-19 18:50:00,2.0,3.342,623.0,556.0,522.0,428.0,0.021,15,18,24.6,24.1,23.9,24.4,23.569000000000006,,24.074,24.122,23.424,45.8,48.2,46.3,46.8,44.42100000000001,,48.624,48.47,35.311,,15.0,,18.0
2017-09-19 18:51:00,1.0,2.899,630.0,561.0,522.0,439.0,0.021,15,18,24.6,24.1,23.9,24.4,23.593000000000004,,24.098000000000006,24.122,23.304,45.8,48.2,45.9,47.2,44.037,,48.563,48.534,35.896,,15.0,,18.0
2017-09-19 18:52:00,2.0,3.357,632.0,559.0,522.0,523.0,0.021,15,18,24.6,24.1,23.9,24.4,23.593000000000004,,24.098000000000006,24.122,23.184,45.8,48.2,46.3,47.2,44.004,,48.53100000000001,48.40600000000001,35.884,,15.0,,18.0
2017-09-19 18:53:00,1.0,2.777,626.0,555.0,529.0,542.0,0.021,15,18,24.6,24.1,24.0,24.5,23.593000000000004,,24.098000000000006,24.122,23.088,45.8,48.2,46.3,47.2,44.553,,48.595,48.40600000000001,36.139,,15.0,,18.0
2017-09-19 18:54:00,1.0,3.159,622.0,552.0,539.0,546.0,0.022,15,18,24.6,24.0,24.0,24.5,23.593000000000004,,24.098000000000006,24.122,22.992,45.8,48.2,46.3,46.7,43.907,,48.595,48.40600000000001,36.361,,15.0,,18.0
2017-09-19 18:55:00,2.0,2.579,619.0,556.0,555.0,539.0,0.022,15,18,24.6,24.1,24.0,24.5,23.593000000000004,,24.098000000000006,24.122,22.896,45.8,48.3,46.2,46.7,43.584,,48.595,48.598,36.517,,15.0,,18.0
2017-09-19 18:56:00,1.0,3.6010000000000004,619.0,556.0,564.0,533.0,0.021,15,18,24.6,24.0,24.0,24.5,23.593000000000004,,24.122,24.122,22.824,45.8,48.3,46.2,46.8,44.489,,48.63,48.566,36.773,,15.0,,18.0
2017-09-19 18:57:00,2.0,2.609,622.0,555.0,570.0,523.0,0.021,15,19,24.6,24.1,24.0,24.5,23.593000000000004,,24.122,24.098000000000006,22.753,45.8,48.4,46.3,46.8,44.166,,48.534,48.53100000000001,36.865,,15.0,,19.0
2017-09-19 18:58:00,1.0,2.441,623.0,559.0,575.0,519.0,0.02,15,19,24.6,24.1,24.0,24.5,23.593000000000004,,24.122,24.098000000000006,22.705,45.8,48.4,46.2,46.9,44.553,,48.598,48.659,37.058,,15.0,,19.0
2017-09-19 18:59:00,2.0,2.6860000000000004,616.0,561.0,575.0,523.0,0.02,15,19,24.6,24.0,24.1,24.5,23.593000000000004,,24.122,24.098000000000006,22.609,45.8,48.3,46.2,46.8,43.746,,48.598,48.499,37.147,,15.0,,19.0
2017-09-19 19:00:00,1.0,2.96,615.0,562.0,579.0,523.0,0.021,15,19,24.6,24.0,24.1,24.5,23.593000000000004,,24.122,24.098000000000006,22.513,45.8,48.3,46.2,46.9,43.519,,48.40600000000001,48.659,37.236,,15.0,,19.0
2017-09-19 19:01:00,1.0,2.594,618.0,562.0,585.0,523.0,0.021,15,19,24.6,24.0,24.1,24.5,23.593000000000004,,24.146,24.098000000000006,22.441,45.8,48.5,46.2,46.9,42.969,,48.409,48.659,37.294,,15.0,,19.0
2017-09-19 19:02:00,1.0,2.823,617.0,563.0,587.0,533.0,0.021,15,19,24.6,24.1,24.1,24.5,23.593000000000004,,24.146,24.098000000000006,22.369,45.8,48.6,46.2,46.9,42.547,,48.473,48.786,37.78,,15.0,,19.0
2017-09-19 19:03:00,1.0,2.991,619.0,562.0,587.0,539.0,0.021,15,19,24.6,24.1,24.1,24.5,23.593000000000004,,24.146,24.098000000000006,22.274,45.8,48.4,46.2,46.9,42.449,,48.441,48.754,38.327,,15.0,,19.0
2017-09-19 19:04:00,1.0,2.914,618.0,562.0,590.0,549.0,0.021,15,19,24.6,24.1,24.1,24.5,23.617,,24.146,24.122,22.154,45.8,48.3,46.2,46.9,42.679,,48.346,48.726000000000006,37.922,,15.0,,19.0
2017-09-19 19:05:00,2.0,2.884,617.0,559.0,594.0,554.0,0.021,15,19,24.6,24.0,24.1,24.5,23.617,,24.146,24.122,22.058000000000003,45.8,48.3,46.2,46.9,42.42,,48.409,48.566,38.207,,15.0,,19.0
2017-09-19 19:06:00,1.0,2.579,616.0,559.0,596.0,561.0,0.021,15,19,24.6,24.1,24.1,24.5,23.617,,24.146,24.122,21.987,45.8,48.2,46.3,46.9,42.517,,48.409,48.757,38.527,,15.0,,19.0
2017-09-19 19:07:00,1.0,3.082,617.0,558.0,600.0,566.0,0.021,15,19,24.6,24.0,24.1,24.5,23.617,,24.171,24.122,21.891,45.8,48.1,46.2,47.0,42.549,,48.413,48.757,38.974,,15.0,,19.0
2017-09-19 19:08:00,1.0,3.113,615.0,559.0,600.0,573.0,0.022,15,19,24.6,24.1,24.1,24.5,23.617,,24.171,24.122,21.819000000000006,45.7,48.1,46.2,47.0,42.355,,48.381,48.853,39.587,,15.0,,19.0
2017-09-19 19:09:00,1.0,3.525,616.0,559.0,598.0,576.0,0.022,15,19,24.6,24.0,24.1,24.5,23.617,,24.171,24.122,21.7,45.7,48.1,46.3,47.1,42.647,,48.381,48.82100000000001,39.997,,15.0,,19.0
2017-09-19 19:10:00,1.0,3.281,616.0,555.0,602.0,580.0,0.021,15,19,24.6,24.0,24.1,24.5,23.617,,24.171,24.146,21.581,45.7,48.0,46.3,47.2,42.679,,48.349,48.92,40.699,,15.0,,19.0
2017-09-19 19:11:00,2.0,2.594,612.0,552.0,607.0,586.0,0.021,15,19,24.6,24.0,24.1,24.6,23.617,,24.171,24.146,21.461,45.7,48.0,46.2,47.1,42.93899999999999,,48.349,48.92,39.744,,15.0,,19.0
2017-09-19 19:12:00,2.0,2.777,611.0,554.0,611.0,588.0,0.021,15,19,24.6,24.0,24.1,24.6,23.617,,24.195,24.122,21.366,45.7,48.0,46.2,47.2,42.257,,48.352,48.917,39.538,,15.0,,19.0
2017-09-19 19:13:00,1.0,1.968,606.0,555.0,615.0,596.0,0.021,15,19,24.6,24.0,24.1,24.6,23.617,,24.195,24.122,21.294,45.7,48.0,46.2,47.2,42.03,,48.288,48.789,40.344,,15.0,,19.0
2017-09-19 19:14:00,1.0,3.113,606.0,559.0,618.0,600.0,0.021,15,19,24.6,24.0,24.1,24.6,23.617,,24.195,24.146,21.199,45.8,48.0,46.3,47.1,42.062,,48.288,48.856,40.268,,15.0,,19.0
2017-09-19 19:15:00,1.0,2.35,608.0,561.0,617.0,599.0,0.021,15,19,24.6,24.0,24.1,24.6,23.617,,24.195,24.146,21.103,45.7,48.1,46.3,47.4,42.03,,48.288,48.92,40.907,,15.0,,19.0
2017-09-19 19:16:00,2.0,2.6860000000000004,609.0,556.0,618.0,606.0,0.021,15,19,24.6,24.0,24.1,24.6,23.617,,24.195,24.146,20.984,45.7,48.0,46.3,47.3,41.997,,48.224,48.856,40.667,,15.0,,19.0
2017-09-19 19:17:00,2.0,3.525,603.0,556.0,621.0,607.0,0.021,15,19,24.6,24.0,24.1,24.6,23.641,,24.195,24.171,20.913,45.8,48.0,46.3,47.3,42.26,,48.16,48.79600000000001,40.853,,15.0,,19.0
2017-09-19 19:18:00,1.0,2.655,601.0,558.0,620.0,616.0,0.021,15,19,24.6,24.0,24.1,24.6,23.641,,24.195,24.171,20.817,45.7,48.0,46.2,47.3,42.097,,48.16,48.859,40.746,,15.0,,19.0
2017-09-19 19:19:00,1.0,2.472,603.0,555.0,623.0,625.0,0.021,15,19,24.6,24.0,24.1,24.6,23.641,,24.219,24.171,20.77,45.7,48.1,46.3,47.2,42.032,,48.195,48.79600000000001,40.805,,15.0,,19.0
2017-09-19 19:20:00,1.0,2.2430000000000003,600.0,554.0,626.0,633.0,0.022,15,19,24.6,24.0,24.1,24.6,23.641,,24.219,24.171,20.698,45.7,48.0,46.3,47.3,42.097,,48.195,48.764,41.218,,15.0,,19.0
2017-09-19 19:21:00,1.0,3.677,600.0,555.0,627.0,635.0,0.022,15,19,24.6,24.0,24.1,24.6,23.641,,24.219,24.195,20.627,45.7,48.1,46.4,47.4,42.162,,48.227,48.894,41.275,,15.0,,19.0
2017-09-19 19:22:00,1.0,2.411,601.0,552.0,633.0,643.0,0.021,15,19,24.6,24.0,24.2,24.6,23.641,,24.219,24.195,20.579,45.7,48.1,46.4,47.5,42.812,,48.227,48.926,41.14,,15.0,,19.0
2017-09-19 19:23:00,1.0,2.777,598.0,554.0,644.0,652.0,0.021,15,19,24.6,24.0,24.2,24.6,23.641,,24.219,24.195,20.531,45.7,48.1,46.4,47.6,43.006,,48.227,48.799,41.361,,15.0,,19.0
2017-09-19 19:24:00,2.0,2.93,595.0,554.0,645.0,659.0,0.022,15,19,24.6,24.0,24.2,24.6,23.665,,24.243,24.195,20.484,45.7,48.1,46.3,47.6,42.295,,48.166,48.926,41.549,,15.0,,19.0
2017-09-19 19:25:00,1.0,3.723,597.0,550.0,645.0,659.0,0.022,15,19,24.6,24.0,24.2,24.7,23.665,,24.243,24.195,20.436,45.7,48.2,46.4,47.5,42.26300000000001,,48.166,48.831,42.092,,15.0,,19.0
2017-09-19 19:26:00,2.0,3.006,600.0,552.0,646.0,659.0,0.021,15,19,24.6,24.0,24.2,24.7,23.665,,24.243,24.195,20.365,45.7,48.3,46.4,47.5,42.393,,48.166,48.862,42.342,,15.0,,19.0
2017-09-19 19:27:00,1.0,2.991,597.0,552.0,646.0,662.0,0.021,15,19,24.6,24.0,24.2,24.7,23.665,,24.243,24.195,20.341,45.7,48.3,46.4,47.5,42.295,,48.166,48.862,42.5,,15.0,,19.0
2017-09-19 19:28:00,1.0,3.342,591.0,551.0,649.0,662.0,0.021,15,19,24.6,24.0,24.2,24.7,23.665,,24.243,24.195,20.293,45.8,48.3,46.3,47.5,42.815,,48.166,48.799,42.62300000000001,,15.0,,19.0
2017-09-19 19:29:00,1.0,2.747,593.0,550.0,648.0,662.0,0.021,15,19,24.6,24.0,24.2,24.7,23.665,,24.243,24.195,20.269,45.7,48.3,46.4,47.6,42.295,,48.102,48.735,42.106,,15.0,,19.0
2017-09-19 19:30:00,1.0,3.159,595.0,552.0,649.0,662.0,0.022,16,19,24.6,24.0,24.2,24.7,23.665,,24.243,24.195,20.269,45.8,48.3,46.5,47.6,42.165,,48.102,48.799,42.588,,16.0,,19.0
2017-09-19 19:31:00,1.0,3.143,595.0,554.0,650.0,659.0,0.022,16,19,24.6,24.0,24.2,24.7,23.665,,24.243,24.195,20.269,45.8,48.3,46.4,47.7,42.26300000000001,,48.038,48.799,42.17,,16.0,,19.0
2017-09-19 19:32:00,1.0,3.113,595.0,552.0,649.0,662.0,0.021,16,19,24.6,24.0,24.2,24.7,23.665,,24.267,24.195,20.269,45.8,48.3,46.4,47.7,42.26300000000001,,48.105,48.767,42.331,,16.0,,19.0
2017-09-19 19:33:00,2.0,3.189,595.0,554.0,649.0,660.0,0.021,16,19,24.6,24.0,24.1,24.7,23.665,,24.267,24.195,20.246,45.8,48.4,46.8,47.8,42.165,,48.041,48.862,42.618,,16.0,,19.0
2017-09-19 19:34:00,2.0,3.0980000000000003,595.0,554.0,646.0,660.0,0.021,16,19,24.6,24.0,24.2,24.7,23.665,,24.267,24.195,20.222,45.8,48.3,46.4,47.7,43.042,,47.977,48.831,42.293,,16.0,,19.0
2017-09-19 19:35:00,1.0,4.181,590.0,558.0,644.0,652.0,0.021,16,19,24.6,24.0,24.2,24.7,23.665,,24.267,24.195,20.174,45.8,48.4,46.5,47.7,42.685,,48.00899999999999,48.831,42.481,,16.0,,19.0
2017-09-19 19:36:00,1.0,3.342,595.0,563.0,645.0,640.0,0.022,16,19,24.6,24.0,24.2,24.7,23.665,,24.267,24.195,20.198,45.8,48.4,46.4,47.7,42.425,,47.977,48.958,42.548,,16.0,,19.0
2017-09-19 19:37:00,1.0,3.616,600.0,562.0,646.0,630.0,0.022,16,19,24.6,24.0,24.2,24.7,23.665,,24.267,24.195,20.198,45.8,48.4,46.5,47.6,42.23,,47.945,48.735,42.51600000000001,,16.0,,19.0
2017-09-19 19:38:00,2.0,3.922,603.0,561.0,650.0,619.0,0.022,16,19,24.6,24.0,24.2,24.7,23.665,,24.267,24.195,20.174,45.8,48.4,46.5,47.7,42.393,,48.00899999999999,48.831,42.674,,16.0,,19.0
2017-09-19 19:39:00,2.0,3.998,606.0,563.0,650.0,610.0,0.022,16,19,24.6,24.0,24.2,24.7,23.689,,24.291,24.195,20.126,45.9,48.4,46.5,47.5,42.298,,47.98,48.831,42.733,,16.0,,19.0
2017-09-19 19:40:00,1.0,4.364,609.0,559.0,650.0,606.0,0.021,16,19,24.6,24.0,24.3,24.7,23.689,,24.291,24.195,20.079,45.9,48.4,46.4,47.5,42.168,,48.012,48.862,42.92,,16.0,,19.0
2017-09-19 19:41:00,1.0,3.5860000000000003,600.0,558.0,646.0,605.0,0.021,16,19,24.6,24.0,24.3,24.7,23.689,,24.291,24.171,20.031,45.9,48.5,46.4,47.5,42.688,,47.948,48.827,42.722,,16.0,,19.0
2017-09-19 19:42:00,1.0,2.716,597.0,558.0,644.0,605.0,0.021,16,19,24.6,24.0,24.3,24.7,23.689,,24.291,24.171,20.007,45.9,48.4,46.5,47.5,42.558,,47.98,48.89100000000001,43.008,,16.0,,19.0
2017-09-19 19:43:00,2.0,3.189,600.0,562.0,644.0,599.0,0.021,16,19,24.6,24.0,24.3,24.7,23.689,,24.291,24.171,19.96,45.9,48.4,46.4,47.5,42.2,,47.98,48.764,43.131,,16.0,,19.0
2017-09-19 19:44:00,1.0,4.105,602.0,564.0,642.0,601.0,0.022,16,19,24.6,24.0,24.3,24.7,23.689,,24.291,24.195,19.912,45.9,48.4,46.4,47.5,42.428,,47.916,48.926,43.221,,16.0,,19.0
