Time,PM_MET_OUT,PM_MET_IN1,CO2_ETC_IN1,CO2_ETC_BR1,CO2_ETC_DEN,CO2_ETC_BR3,CO2_ETC_OUT,NO2_AQL_IN1,FRM_FMM_IN1,FRM_FMM_BR1,T_ETC_IN1,T_ETC_BR1,T_ETC_DEN,T_ETC_BR3,T_ETC_OUT,TS_HBI_GRD,T_HBO_BA1,T_HBO_BA2,T_HBO_BA3,T_HBO_OUT,RH_ETC_IN1,RH_ETC_BR1,RH_ETC_DEN,RH_ETC_BR3,RH_ETC_OUT,RHS_HBI_GRD,RH_HBO_BA1,RH_HBO_BA2,RH_HBO_BA3,RH_HBO_OUT,FRM_FLG_IN1,FRM_ADJ_IN1,FRM_FLG_BR1,FRM_ADJ_BR1
2018-03-09 15:48:00,,,,,,,,,<10,,,,,,,,,,,,,,,,,,,,,,,7.3,,
2018-03-09 15:49:00,,,,,,,,,<10,,,,,,,,,,,,,,,,,,,,,,,7.3,,
2018-03-09 15:50:00,,,,,,,,,<10,,,,,,,,,,,,,,,,,,,,,,,7.3,,
2018-03-09 15:51:00,,,,,,,,,<10,,,,,,,,,,,,,,,,,,,,,,,7.3,,
2018-03-09 15:52:00,,,,,,,,,<10,,,,,,,,,,,,,,,,,,,,,,,7.3,,
2018-03-09 15:53:00,,,,,,,,,<10,,,,,,,,,,,,,,,,,,,,,,,7.3,,
2018-03-09 15:54:00,,,,,,,,,<10,,,,,,,,,,,,,,,,,,,,,,,7.3,,
2018-03-09 15:55:00,,,,,,,,,<10,,,,,,,,,,,,,,,,,,,,,,,7.3,,
2018-03-09 15:56:00,,,,,,,,,<10,10.0,,,,,,,,,,,,,,,,,,,,,,7.3,,10.0
2018-03-09 15:57:00,,,,,,,,,<10,10.0,,,,,,,,,,,,,,,,,,,,,,7.3,,10.0
2018-03-09 15:58:00,,,,,,,,,<10,10.0,,,,,,,,,,,,,,,,,,,,,,7.3,,10.0
2018-03-09 15:59:00,,,,,,,,,<10,10.0,,,,,,,,,,,,,,,,,,,,,,7.3,,10.0
2018-03-09 16:00:00,6.989,2.0,357.0,706.0,721.0,713.0,613.0,0.107,<10,10.0,23.1,21.4,22.9,25.9,23.0,23.933888888888895,21.8928624,24.2427777777778,22.6088888888889,22.0822222222222,44.7,42.5,37.9,30.3,37.6,42.74800000000001,43.966,51.979,41.982,51.212,,7.3,,10.0
2018-03-09 16:01:00,5.097,2.0,357.0,700.0,716.0,716.0,613.0,0.023,<10,10.0,23.1,21.4,22.9,25.9,23.1,23.933888888888895,21.8928624,24.146111111111107,22.6088888888889,22.0338888888889,44.7,42.5,37.8,30.4,37.3,40.892,43.966,50.922,41.949,50.89100000000001,,7.3,,10.0
2018-03-09 16:02:00,5.646,4.0,355.0,695.0,716.0,718.0,616.0,0.103,<10,10.0,23.1,21.4,22.9,25.9,23.1,23.9577777777778,21.9167532,24.05,22.6088888888889,22.011111111111106,44.7,42.5,37.8,30.4,37.4,41.84,43.937,50.37,41.949,51.328,,7.3,,10.0
2018-03-09 16:03:00,5.051,2.0,353.0,695.0,711.0,724.0,616.0,0.021,<10,10.0,23.1,21.4,22.9,25.9,23.1,23.9577777777778,21.9167532,23.953888888888894,22.6088888888889,21.9872222222222,45.3,42.6,38.1,30.4,37.5,42.588,43.937,48.736,41.949,52.20399999999999,,7.3,,10.0
2018-03-09 16:04:00,5.432,2.0,357.0,689.0,706.0,725.0,611.0,0.103,<10,10.0,23.0,21.5,22.9,25.9,23.1,23.9577777777778,21.9167532,23.857222222222198,22.6088888888889,21.938888888888894,45.6,42.5,38.3,30.6,37.7,40.96,43.937,48.5,42.04600000000001,51.476000000000006,,7.3,,10.0
2018-03-09 16:05:00,5.249,2.0,356.0,688.0,704.0,724.0,615.0,0.022,<10,10.0,23.0,21.5,22.9,25.9,23.1,23.982222222222198,21.9167532,23.785,22.6327777777778,21.8911111111111,45.4,42.5,38.1,30.4,37.7,42.591,43.937,48.012,41.919,52.536,,7.3,,10.0
2018-03-09 16:06:00,5.325,2.0,357.0,688.0,706.0,725.0,619.0,0.106,<10,10.0,22.9,21.4,22.9,25.9,23.1,23.982222222222198,21.9167532,23.688888888888894,22.6327777777778,21.8188888888889,45.9,42.4,38.1,30.5,38.1,41.027,43.969,47.776,41.79,52.181,,7.3,,10.0
2018-03-09 16:07:00,5.936,2.0,358.0,692.0,704.0,728.0,625.0,0.022,<10,10.0,22.9,21.5,22.9,25.9,23.1,23.982222222222198,21.940644,23.6172222222222,22.6327777777778,21.7722222222222,45.8,42.4,38.4,30.5,38.0,40.995,43.972,47.192,41.595,52.957,,7.3,,10.0
2018-03-09 16:08:00,5.768,2.0,358.0,691.0,704.0,732.0,632.0,0.106,<10,10.0,22.9,21.5,22.8,26.0,23.1,24.006111111111107,21.940644,23.5688888888889,22.6327777777778,21.723888888888894,46.3,42.5,38.5,30.5,37.9,40.769,44.036,46.192,41.562,53.075,,7.3,,10.0
2018-03-09 16:09:00,5.768,2.0,355.0,687.0,704.0,732.0,639.0,0.022,<10,10.0,22.8,21.5,22.9,26.0,23.1,24.0311111111111,21.940644,23.4972222222222,22.6327777777778,21.6761111111111,46.6,42.5,38.4,30.5,37.9,40.837,44.036,47.305,41.53,53.537,,7.3,,10.0
2018-03-09 16:10:00,5.31,3.0,355.0,683.0,706.0,732.0,641.0,0.105,<10,10.0,22.8,21.5,22.9,26.0,23.1,24.0311111111111,21.940644,23.423888888888893,22.6327777777778,21.6277777777778,46.9,42.2,38.4,30.6,37.7,40.869,44.036,47.008,41.497,53.56100000000001,,7.3,,10.0
2018-03-09 16:11:00,6.21,2.0,359.0,682.0,701.0,734.0,639.0,0.019,<10,10.0,22.8,21.5,22.9,26.0,23.1,24.078888888888894,21.940644,23.3761111111111,22.6327777777778,21.603888888888893,46.9,42.5,38.5,30.6,37.7,41.07100000000001,44.133,46.136,41.4,53.838,,7.3,,10.0
2018-03-09 16:12:00,5.035,2.0,357.0,680.0,700.0,735.0,634.0,0.102,<10,10.0,22.7,21.5,22.9,26.0,23.1,24.1027777777778,21.940644,23.3038888888889,22.6572222222222,21.603888888888893,47.1,42.5,38.1,30.6,37.7,41.106,44.101000000000006,45.485,41.305,53.62,,7.3,,10.0
2018-03-09 16:13:00,6.027,3.0,357.0,680.0,700.0,737.0,630.0,0.021,<10,10.0,22.7,21.5,22.9,26.0,23.1,24.151111111111106,21.940644,23.256111111111107,22.6572222222222,21.5572222222222,47.1,42.4,38.4,30.6,37.9,41.111,44.101000000000006,45.222,41.273,52.989,,7.3,,10.0
2018-03-09 16:14:00,5.478,2.0,359.0,684.0,699.0,744.0,628.0,0.099,<10,10.0,22.7,21.5,22.9,26.0,23.1,24.1988888888889,21.9645348,23.2077777777778,22.6572222222222,21.508888888888894,46.8,42.5,38.5,30.6,37.8,41.084,44.039,45.409,41.273,52.983,,7.3,,10.0
2018-03-09 16:15:00,6.561,2.0,358.0,687.0,695.0,737.0,634.0,0.021,<10,10.0,22.6,21.5,22.9,26.0,23.1,24.2227777777778,21.9645348,23.183888888888895,22.6572222222222,21.4611111111111,46.6,42.5,38.4,30.6,38.8,41.087,44.103,45.88800000000001,41.273,53.132,,7.3,,10.0
2018-03-09 16:16:00,5.066,2.0,355.0,688.0,696.0,734.0,643.0,0.104,<10,10.0,22.6,21.5,22.9,26.0,23.2,24.2722222222222,21.9889812,23.136111111111106,22.6572222222222,21.4127777777778,46.6,42.5,38.1,30.7,38.5,41.418,44.074,45.85,41.273,53.125,,7.3,,10.0
2018-03-09 16:17:00,4.944,2.0,359.0,687.0,696.0,736.0,646.0,0.02,<10,10.0,22.6,21.5,22.9,26.1,23.2,24.247777777777802,21.9889812,23.1122222222222,22.6572222222222,21.366111111111106,46.6,42.6,38.1,30.7,38.1,41.905,44.106,46.04,41.37,53.368,,7.3,,10.0
2018-03-09 16:18:00,5.051,2.0,363.0,689.0,693.0,734.0,643.0,0.105,<10,10.0,22.5,21.6,22.9,26.1,23.2,24.247777777777802,21.9889812,23.087777777777802,22.6572222222222,21.3177777777778,46.7,42.6,38.4,30.6,38.0,43.595,44.17100000000001,44.945,41.468,53.112,,7.3,,10.0
2018-03-09 16:19:00,5.051,2.0,357.0,689.0,688.0,734.0,636.0,0.02,<10,10.0,22.5,21.6,22.9,26.1,23.2,24.2227777777778,22.012872,23.063888888888894,22.6572222222222,21.27,46.6,42.6,38.3,30.9,38.2,41.707,44.173,44.749,41.565,53.261,,7.3,,10.0
2018-03-09 16:20:00,5.692,2.0,355.0,695.0,684.0,739.0,624.0,0.103,<10,10.0,22.4,21.6,22.9,26.1,23.2,24.1988888888889,22.012872,23.04,22.6811111111111,21.2461111111111,46.6,42.6,38.3,31.0,38.1,43.005,44.205,44.93899999999999,41.665,53.849,,7.3,,10.0
2018-03-09 16:21:00,6.363,2.0,354.0,693.0,684.0,748.0,620.0,0.019,<10,10.0,22.4,21.6,22.8,26.1,23.2,24.175,22.012872,23.0161111111111,22.6811111111111,21.2227777777778,47.0,42.4,38.3,30.9,37.9,42.87300000000001,44.302,45.19300000000001,41.762,53.659,,7.3,,10.0
2018-03-09 16:22:00,5.539,3.0,354.0,692.0,686.0,748.0,621.0,0.11,<10,10.0,22.4,21.6,22.8,26.1,23.2,24.151111111111106,22.012872,22.9922222222222,22.705,21.1988888888889,46.9,42.5,38.4,31.0,37.9,40.785,44.398,45.608,41.798,54.619,,7.3,,10.0
2018-03-09 16:23:00,5.905,2.0,357.0,689.0,682.0,750.0,627.0,0.019,<10,10.0,22.3,21.6,22.8,26.1,23.2,24.127222222222198,22.012872,22.9922222222222,22.705,21.151111111111103,47.6,42.5,38.1,31.0,37.8,40.978,44.559,45.351000000000006,41.668,54.89100000000001,,7.3,,10.0
2018-03-09 16:24:00,6.2410000000000005,2.0,360.0,688.0,681.0,753.0,628.0,0.106,<10,10.0,22.3,21.6,22.9,26.1,23.2,24.127222222222198,22.0356516,22.9922222222222,22.728888888888893,21.151111111111103,48.2,42.7,38.3,30.8,37.8,40.782,44.562,44.74,41.475,55.201,,7.3,,10.0
2018-03-09 16:25:00,6.195,2.0,360.0,695.0,681.0,753.0,630.0,0.017,<10,10.0,22.2,21.6,22.9,26.1,23.2,24.1027777777778,22.0356516,22.9677777777778,22.728888888888893,21.1027777777778,48.0,42.9,38.4,30.9,37.8,40.714,44.49800000000001,44.512,41.475,55.38,,7.3,,10.0
2018-03-09 16:26:00,5.005,2.0,357.0,707.0,679.0,745.0,636.0,0.105,<10,11.0,22.2,21.6,22.8,26.1,23.2,24.078888888888894,22.0356516,22.9922222222222,22.728888888888893,21.078888888888894,48.6,43.0,38.4,30.9,39.0,40.777,44.53,44.16,41.735,55.53100000000001,,7.3,,11.0
2018-03-09 16:27:00,4.959,2.0,353.0,716.0,679.0,736.0,637.0,0.016,<10,11.0,22.2,21.6,22.8,26.1,23.2,24.055,22.0356516,22.9677777777778,22.776111111111106,21.0322222222222,48.6,42.9,38.5,31.2,39.0,40.643,44.49800000000001,43.899,42.065,55.771,,7.3,,11.0
2018-03-09 16:28:00,6.134,2.0,354.0,721.0,679.0,729.0,628.0,0.107,<10,11.0,22.2,21.6,22.9,26.2,23.2,24.055,22.0595424,22.9438888888889,22.8722222222222,20.9838888888889,48.8,43.0,38.5,31.3,38.4,40.741,44.5,43.606,42.206,55.88800000000001,,7.3,,11.0
2018-03-09 16:29:00,5.509,2.0,355.0,724.0,683.0,728.0,622.0,0.017,<10,11.0,22.1,21.6,22.9,26.2,23.2,24.0311111111111,22.0595424,22.92,22.9922222222222,20.96,48.9,43.0,38.5,31.3,39.6,40.739,44.533,43.603,42.154,56.131,,7.3,,11.0
2018-03-09 16:30:00,6.928,2.0,357.0,724.0,680.0,726.0,622.0,0.112,<10,11.0,22.1,21.6,22.9,26.2,23.1,24.006111111111107,22.0595424,22.92,23.1122222222222,20.936111111111103,49.4,42.9,38.5,31.3,39.6,40.834,44.565,43.312,42.006,56.313,,7.3,,11.0
2018-03-09 16:31:00,6.195,2.0,355.0,718.0,685.0,724.0,624.0,0.016,<10,11.0,22.1,21.6,22.9,26.2,23.2,23.982222222222198,22.0595424,22.896111111111107,23.2077777777778,20.9127777777778,49.2,42.9,38.5,31.2,39.8,40.962,44.597,43.083,41.854,56.309,,7.3,,11.0
2018-03-09 16:32:00,6.5310000000000015,2.0,355.0,720.0,683.0,729.0,624.0,0.109,<10,11.0,22.0,21.6,22.8,26.2,23.2,23.9577777777778,22.0595424,22.896111111111107,23.28,20.865,49.4,43.0,38.4,31.4,39.5,40.96,44.597,42.95399999999999,41.732,56.179,,7.3,,11.0
2018-03-09 16:33:00,6.087999999999999,2.0,357.0,718.0,683.0,732.0,631.0,0.015,<10,11.0,22.0,21.6,22.9,26.2,23.2,23.9577777777778,22.0839888,22.896111111111107,23.3761111111111,20.8172222222222,49.4,43.0,38.3,31.2,39.4,41.155,44.632,42.986,41.645,56.172,,7.3,,11.0
2018-03-09 16:34:00,5.432,2.0,354.0,717.0,683.0,728.0,637.0,0.109,<10,11.0,21.9,21.7,22.9,26.2,23.2,23.933888888888895,22.0839888,22.896111111111107,23.4972222222222,20.77,49.3,43.1,38.5,30.9,39.2,41.022,44.6,42.75899999999999,41.43,56.13399999999999,,7.3,,11.0
2018-03-09 16:35:00,4.746,2.0,356.0,716.0,683.0,733.0,643.0,0.018000000000000002,<10,11.0,21.9,21.7,22.9,26.2,23.2,23.9577777777778,22.0839888,22.896111111111107,23.5927777777778,20.7461111111111,49.4,43.1,38.5,31.2,39.1,42.198,44.632,42.824,41.31100000000001,56.346,,7.3,,11.0
2018-03-09 16:36:00,5.234,2.0,356.0,714.0,679.0,736.0,646.0,0.108,<10,11.0,21.9,21.7,22.9,26.2,23.2,23.9577777777778,22.0839888,22.896111111111107,23.6411111111111,20.6977777777778,49.4,43.1,38.6,31.2,38.9,42.198,44.632,42.695,40.696,56.431,,7.3,,11.0
2018-03-09 16:37:00,7.034,2.0,359.0,715.0,679.0,737.0,650.0,0.017,<10,11.0,21.8,21.7,22.9,26.2,23.2,23.9577777777778,22.0839888,22.8722222222222,23.5688888888889,20.65,49.5,43.1,38.6,31.3,38.9,42.49100000000001,44.632,42.724,40.264,56.578,,7.3,,11.0
2018-03-09 16:38:00,6.042999999999998,2.0,357.0,717.0,678.0,737.0,647.0,0.106,<10,11.0,21.8,21.7,22.8,26.2,23.2,23.982222222222198,22.0839888,22.8722222222222,23.4722222222222,20.6027777777778,49.7,43.0,38.7,31.2,38.6,43.04600000000001,44.632,42.562,40.188,56.94,,7.3,,11.0
2018-03-09 16:39:00,5.386,2.0,355.0,716.0,678.0,737.0,646.0,0.018000000000000002,<10,11.0,21.8,21.7,22.8,26.2,23.2,24.006111111111107,22.0839888,22.8722222222222,23.4,20.578888888888894,49.5,43.1,38.6,31.2,38.6,42.82100000000001,44.6,42.53,40.67,57.612,,7.3,,11.0
2018-03-09 16:40:00,5.814,2.0,353.0,712.0,678.0,745.0,643.0,0.108,<10,11.0,21.7,21.7,22.9,26.3,23.3,24.0311111111111,22.0839888,22.8722222222222,23.3277777777778,20.555,50.3,43.0,38.8,31.3,38.6,42.596,44.56800000000001,42.53,40.825,57.853,,7.3,,11.0
2018-03-09 16:41:00,5.737,2.0,353.0,710.0,680.0,751.0,642.0,0.015,<10,11.0,21.7,21.7,22.8,26.3,23.2,24.055,22.1078796,22.8722222222222,23.28,20.5311111111111,50.5,43.0,38.7,31.0,38.7,42.372,44.57,42.53,41.01600000000001,58.125,,7.3,,11.0
2018-03-09 16:42:00,5.097,2.0,358.0,707.0,675.0,750.0,641.0,0.104,<10,11.0,21.6,21.7,22.8,26.3,23.2,24.078888888888894,22.1078796,22.8722222222222,23.232222222222198,20.5072222222222,51.2,43.0,38.7,31.2,38.4,42.114,44.57,42.595,41.53100000000001,58.305,,7.3,,11.0
2018-03-09 16:43:00,5.249,2.0,357.0,703.0,676.0,747.0,636.0,0.015,<10,11.0,21.6,21.7,22.8,26.3,23.2,24.1027777777778,22.1317704,22.8722222222222,23.2077777777778,20.46,51.3,43.1,38.8,31.4,38.6,42.052,44.573,42.595,41.82100000000001,58.481,,7.3,,11.0
2018-03-09 16:44:00,7.309,2.0,355.0,701.0,679.0,740.0,637.0,0.106,<10,11.0,21.6,21.7,22.9,26.3,23.2,24.127222222222198,22.1317704,22.8477777777778,23.183888888888895,20.46,51.4,43.1,38.6,31.0,38.5,42.022,44.541,42.527,41.65600000000001,58.786,,7.3,,11.0
2018-03-09 16:45:00,5.462999999999999,2.0,351.0,700.0,680.0,739.0,639.0,0.014,<10,11.0,21.6,21.7,22.8,26.3,23.2,24.151111111111106,22.1317704,22.8477777777778,23.16,20.412222222222198,51.2,43.0,38.8,31.3,38.7,42.024,44.50899999999999,42.495,41.621,58.962,,7.3,,11.0
2018-03-09 16:46:00,6.348,2.0,351.0,703.0,679.0,740.0,637.0,0.106,<10,11.0,21.5,21.7,22.8,26.3,23.2,24.1988888888889,22.1317704,22.8477777777778,23.1122222222222,20.412222222222198,51.7,43.0,38.7,31.3,39.1,42.03,44.50899999999999,42.592,41.583,58.779,,7.3,,11.0
2018-03-09 16:47:00,6.561,2.0,353.0,702.0,683.0,740.0,632.0,0.014,<10,11.0,21.5,21.7,22.8,26.3,23.3,24.2227777777778,22.1317704,22.8238888888889,23.087777777777802,20.3877777777778,51.7,43.0,38.7,31.3,39.1,42.032,44.50899999999999,42.524,41.58,58.745,,7.3,,11.0
2018-03-09 16:48:00,6.134,2.0,354.0,700.0,678.0,740.0,624.0,0.108,<10,11.0,21.5,21.7,22.8,26.3,23.3,24.247777777777802,22.1317704,22.8238888888889,23.063888888888894,20.3877777777778,51.8,43.0,38.8,31.3,38.9,42.1,44.541,42.589,41.578,58.714,,7.3,,11.0
2018-03-09 16:49:00,6.5,2.0,361.0,698.0,676.0,739.0,622.0,0.016,<10,11.0,21.4,21.7,22.8,26.3,23.3,24.296111111111106,22.1317704,22.8,23.04,20.3411111111111,51.6,43.1,38.8,31.2,39.2,42.073,44.541,42.522,41.608,58.615,,7.3,,11.0
2018-03-09 16:50:00,6.836,2.0,360.0,695.0,681.0,740.0,613.0,0.102,<10,11.0,21.4,21.7,22.8,26.3,23.3,24.32,22.1317704,22.8,23.0161111111111,20.2927777777778,51.7,43.0,38.8,31.0,39.3,42.043,44.541,42.489,41.605,58.73,,7.3,,11.0
2018-03-09 16:51:00,6.317,2.0,360.0,691.0,680.0,745.0,615.0,0.014,<10,11.0,21.4,21.7,22.8,26.3,23.3,24.3438888888889,22.1556612,22.8,22.9922222222222,20.2688888888889,51.9,43.0,38.8,31.2,38.7,41.981,44.576,42.522,41.635,59.092,,7.3,,11.0
2018-03-09 16:52:00,5.6610000000000005,2.0,360.0,685.0,676.0,748.0,620.0,0.109,<10,11.0,21.3,21.7,22.8,26.4,23.3,24.3922222222222,22.1317704,22.8,22.9922222222222,20.2461111111111,52.2,42.9,38.7,31.3,38.6,42.051,44.573,42.457,41.635,59.576,,7.3,,11.0
2018-03-09 16:53:00,7.5379999999999985,2.0,358.0,687.0,675.0,745.0,620.0,0.014,<10,11.0,21.3,21.8,22.8,26.4,23.2,24.4172222222222,22.1556612,22.8,22.9922222222222,20.1977777777778,52.1,43.0,38.7,31.1,38.4,42.021,44.576,42.425,41.667,59.203,,7.3,,11.0
2018-03-09 16:54:00,6.287000000000001,2.0,357.0,687.0,675.0,748.0,625.0,0.101,<10,11.0,21.3,21.8,22.8,26.4,23.3,24.441111111111105,22.1556612,22.8,22.9677777777778,20.15,52.3,43.0,38.8,31.3,38.1,41.959,44.576,42.392,41.632,59.865,,7.3,,11.0
2018-03-09 16:55:00,5.4929999999999986,2.0,354.0,689.0,676.0,753.0,628.0,0.014,<10,11.0,21.2,21.8,22.8,26.4,23.3,24.465,22.1556612,22.8,22.9438888888889,20.1261111111111,52.7,43.0,38.8,31.3,38.4,41.994,44.576,42.392,41.662,60.043,,7.3,,11.0
2018-03-09 16:56:00,4.6389999999999985,2.0,351.0,689.0,668.0,754.0,627.0,0.1,<10,10.0,21.2,21.8,22.8,26.4,23.3,24.488888888888894,22.1556612,22.8,22.9438888888889,20.078888888888894,53.0,43.0,38.8,31.0,38.0,41.899,44.544,42.327,41.662,59.549,,7.3,,10.0
2018-03-09 16:57:00,6.699,2.0,354.0,685.0,666.0,754.0,628.0,0.013,<10,10.0,21.2,21.8,22.8,26.4,23.2,24.5127777777778,22.179552,22.776111111111106,22.9438888888889,20.055,52.7,43.0,38.8,31.2,38.0,41.869,44.547,42.389,41.662,59.697,,7.3,,10.0
2018-03-09 16:58:00,5.386,1.0,359.0,685.0,666.0,751.0,626.0,0.099,<10,10.0,21.1,21.8,22.8,26.4,23.3,24.537222222222198,22.179552,22.776111111111106,22.9438888888889,20.0311111111111,52.5,43.0,38.8,31.2,38.7,41.709,44.515,42.325,41.694,59.87600000000001,,7.3,,10.0
2018-03-09 16:59:00,5.6610000000000005,1.0,357.0,685.0,665.0,750.0,621.0,0.016,<10,10.0,21.1,21.8,22.8,26.4,23.3,24.561111111111106,22.179552,22.776111111111106,22.9438888888889,20.0072222222222,52.5,42.9,38.8,31.3,38.5,41.744,44.547,42.325,41.694,59.903,,7.3,,10.0
2018-03-09 17:00:00,6.2410000000000005,2.0,353.0,678.0,660.0,748.0,617.0,0.099,<10,10.0,21.1,21.8,22.8,26.4,23.2,24.5861111111111,22.179552,22.776111111111106,22.92,20.0072222222222,52.8,43.0,38.8,31.2,38.4,41.61600000000001,45.862,42.325,41.692,59.842,,7.3,,10.0
2018-03-09 17:01:00,5.4929999999999986,2.0,353.0,696.0,662.0,745.0,616.0,0.015,<10,10.0,21.0,21.8,22.8,26.4,23.2,24.5861111111111,22.179552,22.776111111111106,22.92,19.96,52.9,43.0,38.8,31.4,38.3,41.682,59.452,42.357,41.692,59.986,,7.3,,10.0
2018-03-09 17:02:00,6.653,2.0,350.0,700.0,661.0,745.0,613.0,0.101,<10,10.0,21.0,21.8,22.8,26.4,23.3,24.633888888888894,22.179552,22.776111111111106,22.92,19.936111111111103,53.0,42.9,38.7,31.4,38.3,41.654,71.71,42.325,41.692,60.225,,7.3,,10.0
2018-03-09 17:03:00,6.149,2.0,347.0,694.0,661.0,745.0,608.0,0.012,<10,10.0,21.0,21.8,22.8,26.4,23.3,24.6577777777778,22.2995616,22.776111111111106,22.92,19.912222222222198,53.0,42.9,38.8,31.2,38.2,41.624,85.553,42.227,41.692,60.433,,7.3,,10.0
2018-03-09 17:04:00,6.607,2.0,350.0,685.0,658.0,745.0,600.0,0.101,<10,10.0,20.9,21.8,22.8,26.5,23.3,24.6822222222222,22.490688,22.776111111111106,22.92,19.8877777777778,53.3,43.0,38.7,31.3,38.4,41.496,88.82700000000001,42.163,41.692,60.853,,7.3,,10.0
2018-03-09 17:05:00,5.371,2.0,350.0,679.0,655.0,748.0,603.0,0.013,<10,10.0,20.9,21.8,22.8,26.5,23.3,24.7311111111111,22.754598,22.776111111111106,22.92,19.8877777777778,54.0,43.0,38.8,31.3,38.5,41.371,92.457,42.26,41.692,61.216,,7.3,,10.0
2018-03-09 17:06:00,5.325,2.0,353.0,676.0,655.0,745.0,603.0,0.105,<10,10.0,20.9,21.8,22.8,26.5,23.3,24.778888888888893,23.0179524,22.776111111111106,22.92,19.865,53.7,43.4,38.9,31.0,38.5,41.246,92.901,42.26,41.659,61.273,,7.3,,10.0
2018-03-09 17:07:00,5.386,2.0,352.0,673.0,655.0,745.0,600.0,0.013,<10,10.0,20.9,21.9,22.8,26.5,23.3,24.802777777777802,23.065734,22.776111111111106,22.92,19.8172222222222,53.9,43.8,38.8,31.4,38.5,41.052,81.99600000000002,42.26,41.692,61.537,,7.3,,10.0
2018-03-09 17:08:00,5.676,2.0,345.0,670.0,654.0,745.0,599.0,0.103,<10,10.0,20.8,21.9,22.8,26.5,23.3,24.8272222222222,23.0418432,22.776111111111106,22.92,19.7927777777778,54.5,43.1,38.9,31.2,38.4,40.924,75.492,42.227,41.692,61.593,,7.3,,10.0
2018-03-09 17:09:00,5.936,2.0,350.0,667.0,654.0,739.0,600.0,0.013,<10,10.0,20.8,21.9,22.8,26.5,23.3,24.8761111111111,22.9940616,22.7527777777778,22.92,19.7461111111111,54.6,43.6,38.9,31.4,38.3,40.798,65.744,42.257,41.692,61.706,,7.3,,10.0
2018-03-09 17:10:00,5.462999999999999,2.0,349.0,670.0,652.0,739.0,597.0,0.098,<10,10.0,20.8,21.9,22.8,26.5,23.3,24.8761111111111,22.897942800000006,22.7527777777778,22.92,19.6977777777778,54.7,43.6,38.9,31.4,38.3,40.667,62.981,42.257,41.659,61.93899999999999,,7.3,,10.0
2018-03-09 17:11:00,6.134,2.0,349.0,671.0,651.0,733.0,596.0,0.011,<10,10.0,20.7,21.9,22.8,26.5,23.3,24.9,22.8496056,22.7527777777778,22.92,19.673888888888897,54.6,44.9,38.9,31.2,38.4,40.67,62.153,42.387,41.692,61.845,,7.3,,10.0
2018-03-09 17:12:00,5.997000000000001,2.0,350.0,667.0,647.0,736.0,594.0,0.1,<10,10.0,20.7,21.9,22.8,26.5,23.3,24.8522222222222,22.7779332,22.7527777777778,22.92,19.651111111111103,54.7,44.9,38.9,31.3,38.5,39.055,57.32899999999999,42.322,41.692,61.841,,7.3,,10.0
2018-03-09 17:13:00,5.081,2.0,349.0,674.0,649.0,739.0,593.0,0.01,<10,10.0,20.7,21.9,22.8,26.5,23.3,24.778888888888893,22.7068164,22.776111111111106,22.92,19.651111111111103,55.1,44.5,38.9,31.3,38.4,39.344,56.607,42.26,41.627,61.932,,7.3,,10.0
2018-03-09 17:14:00,6.424,2.0,347.0,678.0,649.0,745.0,593.0,0.103,<10,10.0,20.6,21.9,22.8,26.5,23.3,24.706111111111106,22.6590348,22.7527777777778,22.92,19.627222222222198,54.7,45.3,39.0,31.2,38.5,40.19,57.867,42.16,41.627,62.108,,7.3,,10.0
2018-03-09 17:15:00,5.982,2.0,345.0,678.0,647.0,748.0,590.0,0.012,<10,10.0,20.6,21.9,22.8,26.5,23.3,24.6577777777778,22.6106976,22.7527777777778,22.92,19.6027777777778,54.9,45.1,39.0,31.2,38.1,40.316,55.57,42.192,41.627,62.285,,7.3,,10.0
2018-03-09 17:16:00,5.005,1.0,344.0,682.0,644.0,748.0,587.0,0.101,<10,10.0,20.5,21.9,22.8,26.5,23.3,24.61,22.562916,22.7527777777778,22.896111111111107,19.555,54.8,44.8,39.0,31.0,38.1,40.376,54.349,42.257,41.68899999999999,62.397,,7.3,,10.0
2018-03-09 17:17:00,4.776,2.0,344.0,687.0,644.0,748.0,584.0,0.012,<10,10.0,20.5,21.9,22.8,26.6,23.3,24.561111111111106,22.5145788,22.7527777777778,22.896111111111107,19.5077777777778,55.3,44.7,38.8,31.3,38.3,40.764,52.87300000000001,42.484,41.754,62.54,,7.3,,10.0
2018-03-09 17:18:00,6.332000000000002,2.0,347.0,683.0,637.0,748.0,581.0,0.101,<10,10.0,20.5,21.9,22.8,26.6,23.3,24.5127777777778,22.4667972,22.7527777777778,22.896111111111107,19.46,55.5,44.4,39.0,31.3,38.7,40.628,52.396,42.452,41.754,62.622,,7.3,,10.0
2018-03-09 17:19:00,5.432,2.0,350.0,680.0,634.0,748.0,579.0,0.011,<10,10.0,20.4,21.9,22.8,26.6,23.4,24.465,22.4429064,22.7527777777778,22.896111111111107,19.4127777777778,55.6,44.1,38.9,31.3,38.7,40.688,52.361,42.452,41.68899999999999,62.794,,7.3,,10.0
2018-03-09 17:20:00,6.027,2.0,347.0,680.0,632.0,747.0,578.0,0.105,<10,10.0,20.4,21.9,22.8,26.6,23.3,24.441111111111105,22.4190156,22.7527777777778,22.92,19.388888888888896,55.7,44.0,39.1,31.3,38.7,40.881,52.358,42.387,41.692,62.79,,7.3,,10.0
