Time,PM_MET_OUT,PM_MET_IN1,CO2_ETC_IN1,CO2_ETC_BR1,CO2_ETC_BR2,CO2_ETC_OUT,NO2_AQL_IN1,FRM_FMM_IN1,FRM_FMM_BR1,T_ETC_IN1,T_ETC_BR1,T_ETC_BR2,T_ETC_OUT,TS_HBI_GRL,T_HBO_BA1,T_HBO_OUT,RH_ETC_IN1,RH_ETC_BR1,RH_ETC_BR2,RH_ETC_OUT,RHS_HBI_GRL,RH_HBO_BA1,RH_HBO_OUT,FRM_FLG_IN1,FRM_ADJ_IN1,FRM_FLG_BR1,FRM_ADJ_BR1
2017-11-11 15:42:00,,24,,,,,0.089,,<10,,,,,,,,,,,,,,,,,,7.3
2017-11-11 15:43:00,,25,,,,,0.088,,<10,,,,,,,,,,,,,,,,,,7.3
2017-11-11 15:44:00,,23,,,,,0.088,,<10,,,,,,,,,,,,,,,,,,7.3
2017-11-11 15:45:00,,23,,,,,0.089,,<10,,,,,,,,,,,,,,,,,,7.3
2017-11-11 15:46:00,,22,,,,,0.089,,<10,,,,,,,,,,,,,,,,,,7.3
2017-11-11 15:47:00,,22,,,,,0.085,,<10,,,,,,,,,,,,,,,,,,7.3
2017-11-11 15:48:00,,23,,,,,0.085,,<10,,,,,,,,,,,,,,,,,,7.3
2017-11-11 15:49:00,,21,,,,,0.087,<10,<10,,,,,,,,,,,,,,,NO2gb,,NO2gb,
2017-11-11 15:50:00,,20,,,,,0.087,<10,<10,,,,,,,,,,,,,,,NO2gb,,NO2gb,
2017-11-11 15:51:00,,20,,,,,0.085,<10,<10,,,,,,,,,,,,,,,NO2gb,,NO2gb,
2017-11-11 15:52:00,,21,,,,,0.085,<10,<10,,,,,,,,,,,,,,,NO2gb,,NO2gb,
2017-11-11 15:53:00,,20,,,,,0.086,<10,<10,,,,,,,,,,,,,,,NO2gb,,NO2gb,
2017-11-11 15:54:00,,20,,,,,0.086,<10,<10,,,,,,,,,,,,,,,NO2gb,,NO2gb,
2017-11-11 15:55:00,,19,,,,,0.085,<10,<10,,,,,,,,,,,,,,,NO2gb,,NO2gb,
2017-11-11 15:56:00,,19,,,,,0.085,<10,<10,,,,,,,,,,,,,,,NO2gb,,NO2gb,
2017-11-11 15:57:00,,19,,,,,0.084,<10,<10,,,,,,,,,,,,,,,NO2gb,,NO2gb,
2017-11-11 15:58:00,,21,,,,,0.084,<10,<10,,,,,,,,,,,,,,,NO2gb,,NO2gb,
2017-11-11 15:59:00,,18,,,,,0.084,<10,<10,,,,,,,,,,,,,,,NO2gb,,NO2gb,
2017-11-11 16:00:00,16.8,19,529,566,455,394,0.084,<10,<10,23.7,23,24.1,26.1,24.07888889,24.4619568,20.77,48.1,50.4,46.8,40.1,51.198,50.393,55.331,NO2gb,,NO2gb,
2017-11-11 16:01:00,14.069,19,516,566,453,390,0.086,<10,<10,23.7,23,24.1,26,24.07888889,24.4619568,20.74611111,48.3,50.3,46.7,40.2,51.04,50.393,55.606,NO2gb,,NO2gb,
2017-11-11 16:02:00,15.64,19,518,560,455,392,0.086,<10,<10,23.7,23,24.1,25.9,24.07888889,24.438066,20.72222222,48.5,50.3,46.7,40.4,54.441,50.39,55.664,NO2gb,,NO2gb,
2017-11-11 16:03:00,16.098,18,524,556,450,394,0.084,<10,<10,23.7,23,24,25.9,24.10277778,24.438066,20.69777778,48.5,50.3,46.7,40.5,50.695,50.39,55.784,NO2gb,,NO2gb,
2017-11-11 16:04:00,15.961,17,533,553,450,394,0.084,<10,<10,23.7,23,24.1,25.8,24.07888889,24.438066,20.65,48.6,50.2,46.8,40.6,52.43,50.39,55.931,NO2gb,,NO2gb,
2017-11-11 16:05:00,14.252,17,541,551,453,394,0.088,<10,<10,23.7,23,24.1,25.7,24.055,24.438066,20.60277778,49.1,50.3,46.7,40.7,51.859,50.422,56.078,NO2gb,,NO2gb,
2017-11-11 16:06:00,15.183,17,557,545,455,398,0.088,<10,<10,23.7,23,24.1,25.7,24.055,24.438066,20.57888889,48.7,50.5,46.7,40.9,51.732,50.453,56.198,NO2gb,,NO2gb,
2017-11-11 16:07:00,16.297,17,557,540,455,398,0.079,<10,<10,23.7,23.1,24.1,25.6,24.055,24.438066,20.53111111,48.9,50.5,47.2,41.1,51.48,50.549,56.314,NO2gb,,NO2gb,
2017-11-11 16:08:00,17.258,17,562,545,458,398,0.079,<10,<10,23.7,23.1,24.1,25.5,24.055,24.438066,20.50722222,48.6,50.2,47.1,41.2,51.574,50.58,56.495,NO2gb,,NO2gb,
2017-11-11 16:09:00,13.428,16,567,547,458,398,0.08,<10,<10,23.7,23.1,24.1,25.5,24.055,24.438066,20.46,48.7,50.4,46.9,41.3,51.48,50.676,56.642,NO2gb,,NO2gb,
2017-11-11 16:10:00,17.823,19,564,552,460,398,0.08,<10,<10,23.8,23.1,24.1,25.4,24.055,24.438066,20.41222222,48.8,50.7,47.1,41.4,52.301,50.707,56.665,NO2gb,,NO2gb,
2017-11-11 16:11:00,14.801,18,567,564,464,403,0.081,<10,<10,23.8,23.1,24.1,25.4,24.03111111,24.438066,20.38777778,48.6,50.7,47.2,41.5,52.045,50.739,56.785,NO2gb,,NO2gb,
2017-11-11 16:12:00,13.672,17,563,570,474,403,0.081,<10,<10,23.8,23.1,24.1,25.3,24.03111111,24.438066,20.365,48.4,50.6,47.3,41.6,52.833,51.088,56.996,NO2gb,,NO2gb,
2017-11-11 16:13:00,13.87,17,567,573,485,400,0.084,<10,<10,23.8,23.1,24.1,25.2,24.00611111,24.438066,20.31722222,48.4,50.5,47.3,41.8,55.992,50.771,57.234,NO2gb,,NO2gb,
2017-11-11 16:14:00,14.389,16,571,569,494,398,0.084,<10,<10,23.8,23.1,24.1,25.1,24.00611111,24.438066,20.26888889,48.4,50.6,47.4,41.9,51.758,50.866,57.411,NO2gb,,NO2gb,
2017-11-11 16:15:00,13.886,15,568,560,507,398,0.091,<10,<10,23.8,23.1,24.1,25.1,24.00611111,24.438066,20.24611111,48.3,50.6,47.5,42.1,51.252,50.866,57.591,NO2gb,,NO2gb,
2017-11-11 16:16:00,13.138,15,567,553,521,395,0.091,<10,<10,23.8,23,24.1,25,23.98222222,24.438066,20.22222222,48.3,50.6,47.6,42.1,54.271,50.866,57.741,NO2gb,,NO2gb,
2017-11-11 16:17:00,12.848,14,558,555,534,398,0.082,<10,<10,23.8,23,24.1,24.9,23.95777778,24.4141752,20.17388889,48.3,50.7,47.6,42.2,53.357,50.863,57.825,NO2gb,,NO2gb,
2017-11-11 16:18:00,12.268,14,557,556,542,398,0.082,<10,<10,23.8,23.1,24.1,24.9,23.95777778,24.4141752,20.12611111,48.3,50.7,47.8,42.4,53.169,50.926,58.032,NO2gb,,NO2gb,
2017-11-11 16:19:00,13.092,14,564,557,556,398,0.083,<10,<10,23.8,23,24.1,24.8,23.95777778,24.3897288,20.07888889,48.3,50.7,47.8,42.5,52.539,50.923,58.178,NO2gb,,NO2gb,
2017-11-11 16:20:00,12.329,13,566,563,566,395,0.083,<10,<10,23.8,23,24.1,24.8,23.95777778,24.3897288,20.03111111,48.3,50.8,47.8,42.6,53.828,50.923,58.353,NO2gb,,NO2gb,
2017-11-11 16:21:00,12.238,13,563,566,579,398,0.082,<10,<10,23.8,23.1,24.1,24.7,23.98222222,24.3897288,20.00722222,48.4,50.8,47.8,42.7,52.165,50.986,58.441,NO2gb,,NO2gb,
2017-11-11 16:22:00,12.284,5,557,570,583,398,0.082,<10,<10,23.8,23,24.1,24.6,23.95777778,24.3647268,19.96,48.4,50.9,47.8,42.8,51.719,50.983,58.556,NO2gb,,NO2gb,
2017-11-11 16:23:00,12.802,14,561,578,583,395,0.084,<10,<10,23.8,23,24.1,24.6,23.95777778,24.340836,19.93611111,48.4,50.8,47.8,42.9,52.256,51.012,58.583,NO2gb,,NO2gb,
2017-11-11 16:24:00,13.535,13,558,579,579,397,0.084,<10,<10,23.8,23,24.1,24.5,23.95777778,24.340836,19.88777778,48.4,50.8,47.8,43.1,51.94,51.043,58.606,NO2gb,,NO2gb,
2017-11-11 16:25:00,13.626,14,555,578,575,402,0.081,<10,<10,23.8,23,24.1,24.4,23.95777778,24.340836,19.88777778,48.4,50.9,47.8,43.2,51.688,51.043,58.728,NO2gb,,NO2gb,
2017-11-11 16:26:00,12.558,13,555,580,570,402,0.081,<10,<10,23.7,23,24.1,24.4,23.95777778,24.340836,19.84111111,48.5,50.9,47.8,43.4,52.161,51.075,58.903,NO2gb,,NO2gb,
2017-11-11 16:27:00,12.451,12,559,580,568,402,0.084,<10,<10,23.8,23.1,24.1,24.3,23.95777778,24.3169452,19.81722222,48.5,51,47.8,43.4,52.067,51.04,59.082,NO2gb,,NO2gb,
2017-11-11 16:28:00,13.947,13,561,584,566,406,0.084,<10,<10,23.8,23,24.1,24.3,23.93388889,24.3169452,19.79277778,48.5,51,47.8,43.7,52.945,51.04,59.17,NO2gb,,NO2gb,
2017-11-11 16:29:00,12.192,14,559,581,566,402,0.084,<10,<10,23.8,23,24.1,24.2,23.93388889,24.2930544,19.74611111,48.5,51,47.9,43.8,51.937,51.068,59.254,NO2gb,,NO2gb,
2017-11-11 16:30:00,11.673,14,557,583,565,400,0.084,<10,<10,23.8,23.1,24.1,24.2,23.91,24.2930544,19.72222222,48.5,51,47.9,44,52.218,51.1,59.371,NO2gb,,NO2gb,
2017-11-11 16:31:00,13.123,12,562,582,566,397,0.083,<10,<10,23.8,23.1,24.1,24.1,23.88611111,24.2930544,19.69777778,48.5,51.1,48,44.1,53.442,51.163,59.52,NO2gb,,NO2gb,
2017-11-11 16:32:00,13.001,12,566,585,571,393,0.083,<10,<10,23.8,23.1,24.1,24.1,23.88611111,24.2691636,19.65111111,48.5,51.1,48,44.3,52.592,51.192,59.573,NO2gb,,NO2gb,
2017-11-11 16:33:00,11.368,11,570,585,583,398,0.084,<10,<10,23.8,23.1,24.1,24,23.86222222,24.2691636,19.60277778,48.6,51.1,48.1,44.4,52.432,51.224,59.747,NO2gb,,NO2gb,
2017-11-11 16:34:00,13.275,11,571,585,587,401,0.084,<10,<10,23.8,23.1,24.1,23.9,23.83777778,24.2691636,19.555,48.5,51.1,48.1,44.4,52.523,51.224,59.922,NO2gb,,NO2gb,
2017-11-11 16:35:00,12.802,11,574,583,597,403,0.083,<10,<10,23.8,23.1,24.1,23.9,23.81388889,24.2691636,19.50777778,48.6,51.1,48.1,44.6,53.337,51.224,60.066,NO2gb,,NO2gb,
2017-11-11 16:36:00,11.582,11,574,586,605,406,0.083,<10,<10,23.8,23.1,24.1,23.9,23.81388889,24.2447172,19.48388889,48.6,51.1,48.1,44.7,52.866,51.252,59.941,NO2gb,,NO2gb,
2017-11-11 16:37:00,12.253,11,576,586,607,401,0.087,<10,<10,23.8,23.1,24.1,23.8,23.79,24.2447172,19.43611111,48.6,51.2,48.1,44.8,52.422,51.22,60.176,NO2gb,,NO2gb,
2017-11-11 16:38:00,12.192,12,576,584,609,399,0.087,<10,<10,23.8,23.1,24.1,23.7,23.79,24.2447172,19.38888889,48.6,51.2,48.1,45.1,53.93,51.252,60.35,NO2gb,,NO2gb,
2017-11-11 16:39:00,11.276,12,576,589,601,396,0.086,<10,<10,23.8,23.1,24.1,23.7,23.79,24.2447172,19.34111111,48.9,51.2,48.1,45.1,53.114,51.22,60.523,NO2gb,,NO2gb,
2017-11-11 16:40:00,12.329,11,570,591,597,399,0.086,<10,<10,23.8,23,24.1,23.6,23.76611111,24.2208264,19.29388889,49.1,51.2,48.1,45.2,55.271,51.28,60.637,NO2gb,,NO2gb,
2017-11-11 16:41:00,13.306,10,567,592,596,402,0.083,<10,<10,23.8,23.1,24.1,23.6,23.74222222,24.1730448,19.27,49.2,51.4,48.1,45.3,55.33,51.337,60.784,NO2gb,,NO2gb,
2017-11-11 16:42:00,11.887,10,577,595,590,407,0.083,<10,<10,23.9,23.1,24.1,23.6,23.71722222,24.124152,19.22222222,49.3,51.4,48.1,45.4,55.919,51.552,60.927,NO2gb,,NO2gb,
2017-11-11 16:43:00,12.299,9,574,600,585,403,0.081,<10,<10,23.9,23.1,24.1,23.5,23.69277778,24.051924,19.175,49.2,51.4,48.2,45.5,56.226,51.921,61.04,NO2gb,,NO2gb,
2017-11-11 16:44:00,11.948,9,572,605,586,404,0.081,<10,<10,23.9,23.1,24.1,23.4,23.62111111,24.0041424,19.15111111,49.3,51.5,48.1,45.6,58.045,52.23,61.217,NO2gb,,NO2gb,
2017-11-11 16:45:00,12.329,9,576,610,583,399,0.081,<10,<10,23.9,23.1,24.1,23.4,23.59722222,23.9319144,19.08,49.3,51.4,48.2,45.6,54.497,52.441,61.326,NO2gb,,NO2gb,
2017-11-11 16:46:00,11.444,9,578,612,585,399,0.081,<10,<10,23.9,23.1,24.1,23.4,23.57277778,23.8591308,19.05611111,49.3,51.4,48.2,45.6,57.233,52.651,61.382,NO2gb,,NO2gb,
2017-11-11 16:47:00,10.651,9,574,607,587,401,0.085,<10,<10,23.9,23.1,24.1,23.3,23.54888889,23.8107936,19.03222222,49.4,51.4,48.2,45.9,57.105,52.865,61.559,NO2gb,,NO2gb,
2017-11-11 16:48:00,10.361,9,582,610,587,403,0.085,<10,<10,23.9,23.1,24.1,23.3,23.525,23.763012,18.96111111,49.3,51.5,48.2,46.1,56.792,53.047,61.668,NO2gb,,NO2gb,
2017-11-11 16:49:00,12.253,10,588,613,593,408,0.082,12,<10,23.9,23.1,24.1,23.2,23.50111111,23.7391212,18.93722222,49.3,51.4,48.2,46.2,57.47,53.201,61.904,,12,,7.3
2017-11-11 16:50:00,12.314,9,596,608,592,407,0.082,12,<10,23.9,23.1,24.1,23.2,23.47722222,23.690784,18.91277778,49.3,51.5,48.2,46.2,57.714,53.257,62.171,,12,,7.3
2017-11-11 16:51:00,10.788,9,589,616,596,407,0.083,12,<10,23.9,23.1,24.1,23.2,23.45277778,23.6668932,18.88888889,49.3,51.5,48.2,46.4,56.936,53.41,62.257,,12,,7.3
2017-11-11 16:52:00,11.398,9,594,620,593,407,0.083,12,<10,23.9,23.1,24.1,23.1,23.45277778,23.6430024,18.84222222,49.4,51.4,48.3,46.7,57.37,53.564,62.279,,12,,7.3
2017-11-11 16:53:00,10.742,10,599,620,596,407,0.08,12,<10,23.9,23.1,24.1,23.1,23.45277778,23.6191116,18.79388889,49.3,51.4,48.2,46.9,57.586,53.686,62.391,,12,,7.3
2017-11-11 16:54:00,11.872,9,606,621,593,407,0.08,12,<10,23.9,23.1,24.1,23,23.42888889,23.5946652,18.72277778,49.3,51.5,48.2,47,55.316,53.745,62.829,,12,,7.3
2017-11-11 16:55:00,10.941,9,609,622,597,402,0.085,12,<10,23.9,23.1,24.1,22.9,23.42888889,23.5707744,18.69888889,49.3,51.5,48.2,47.1,57.056,53.836,63.004,,12,,7.3
2017-11-11 16:56:00,13.962,9,606,624,597,403,0.085,12,<10,23.9,23.1,24.1,22.9,23.405,23.5468836,18.65222222,49.4,51.5,48.2,47.1,56.059,53.801,63.116,,12,,7.3
2017-11-11 16:57:00,12.085,9,606,624,596,404,0.082,12,<10,23.9,23.1,24.1,22.9,23.38111111,23.5229928,18.60388889,49.3,51.5,48.3,47.3,56.118,53.923,63.257,,12,,7.3
2017-11-11 16:58:00,11.566,9,609,621,596,404,0.082,12,<10,23.9,23.2,24.1,22.8,23.38111111,23.5229928,18.55722222,49.4,51.5,48.3,47.4,56.522,53.986,63.488,,12,,7.3
2017-11-11 16:59:00,10.88,9,609,621,594,401,0.085,12,<10,24,23.1,24.1,22.8,23.38111111,23.499102,18.55722222,49.4,51.6,48.2,47.3,58.872,53.951,63.637,,12,,7.3
2017-11-11 17:00:00,11.887,8,615,618,593,399,0.085,12,<10,24,23.1,24.1,22.8,23.35722222,23.4741,18.50888889,49.4,51.5,48.3,47.4,56.332,54.01,63.778,,12,,7.3
2017-11-11 17:01:00,10.788,8,614,620,600,402,0.082,12,<10,24,23.1,24.1,22.7,23.35722222,23.4496536,18.485,49.3,51.6,48.3,47.5,56.052,53.944,63.893,,12,,7.3
2017-11-11 17:02:00,11.444,8,619,622,602,402,0.082,12,<10,24,23.2,24.1,22.7,23.33277778,23.4257628,18.41388889,49.2,51.6,48.3,47.8,58.155,54.035,64.06,,12,,7.3
2017-11-11 17:03:00,12.451,8,617,624,603,401,0.081,12,<10,24,23.2,24.1,22.6,23.285,23.4257628,18.39,49,51.6,48.3,47.9,58.518,54.066,64.353,,12,,7.3
2017-11-11 17:04:00,11.795,8,616,626,600,399,0.081,12,<10,24,23.2,24.1,22.6,23.285,23.401872,18.36611111,49.3,51.6,48.4,48.1,55.917,54.094,64.557,,12,,7.3
2017-11-11 17:05:00,9.598,8,616,630,600,399,0.083,12,<10,24,23.2,24.1,22.5,23.285,23.401872,18.31888889,49.3,51.6,48.4,48.4,56.725,54.063,64.846,,12,,7.3
2017-11-11 17:06:00,12.1,8,619,632,603,402,0.083,12,<10,24,23.2,24.1,22.5,23.285,23.3779812,18.295,49.5,51.6,48.4,48.2,55.98,54.122,64.901,,12,,7.3
2017-11-11 17:07:00,11.124,8,620,629,603,399,0.082,12,<10,24,23.2,24.1,22.4,23.23722222,23.3779812,18.27111111,49.6,51.6,48.3,48.5,57.027,54.09,65.105,,12,,7.3
2017-11-11 17:08:00,12.085,8,627,632,610,396,0.082,12,<10,24,23.2,24.1,22.4,23.23722222,23.3540904,18.24722222,49.4,51.7,48.3,48.5,57.554,54.15,65.249,,12,,7.3
2017-11-11 17:09:00,10.788,8,622,633,610,399,0.083,12,<10,24,23.2,24.1,22.4,23.21277778,23.329644,18.22388889,49.3,51.7,48.3,48.6,57.272,54.209,65.482,,12,,7.3
2017-11-11 17:10:00,10.269,8,623,635,607,399,0.083,12,<10,24,23.2,24.1,22.3,23.21277778,23.3057532,18.17611111,49.3,51.7,48.3,48.7,57.272,54.236,65.621,,12,,7.3
2017-11-11 17:11:00,10.086,8,626,636,606,396,0.082,12,<10,24,23.2,24.2,22.3,23.18888889,23.2818624,18.15222222,49.5,51.7,48.2,49,56.834,54.296,65.795,,12,,7.3
2017-11-11 17:12:00,10.285,8,633,636,603,399,0.082,12,11,24,23.2,24.2,22.3,23.18888889,23.2579716,18.12888889,49.5,51.8,48.2,49,55.623,54.167,65.968,,12,,11
2017-11-11 17:13:00,10.788,8,639,641,599,399,0.081,12,11,24,23.2,24.2,22.2,23.165,23.2340808,18.08111111,49.4,51.8,48.2,49.1,56.024,54.289,66.107,,12,,11
2017-11-11 17:14:00,10.91,8,643,646,596,396,0.081,12,11,24,23.2,24.2,22.2,23.14111111,23.2340808,18.05722222,49.3,51.8,48.2,49.3,60.278,54.32,66.309,,12,,11
2017-11-11 17:15:00,10.346,8,650,654,597,394,0.083,12,11,24,23.2,24.2,22.1,23.11722222,23.2096344,18.01,49.8,51.9,48.2,49.3,57.813,54.348,66.301,,12,,11
2017-11-11 17:16:00,11.734,8,650,659,600,394,0.083,12,11,24,23.2,24.2,22.1,23.09277778,23.2096344,17.98611111,49.7,52,48.3,49.6,58.242,54.348,66.532,,12,,11
2017-11-11 17:17:00,10.269,8,650,664,599,396,0.083,12,11,24,23.2,24.2,22.1,23.06888889,23.1857436,17.96222222,49.7,51.9,48.3,49.7,56.351,54.344,66.617,,12,,11
2017-11-11 17:18:00,10.361,8,660,666,597,399,0.083,12,11,24,23.2,24.2,22,23.09277778,23.1857436,17.93777778,49.8,52,48.4,49.8,56.572,54.344,66.877,,12,,11
2017-11-11 17:19:00,10.269,8,659,666,600,399,0.084,13,11,24,23.2,24.2,21.9,23.09277778,23.1618528,17.93777778,49.8,52,48.3,49.9,58.612,54.341,66.965,,13,,11
2017-11-11 17:20:00,10.498,8,656,666,609,399,0.084,13,11,24.1,23.2,24.2,21.9,23.06888889,23.137962,17.93777778,49.9,52,48.3,50.1,60.113,54.275,67.054,,13,,11
2017-11-11 17:21:00,12.009,7,650,659,614,396,0.079,13,11,24.1,23.2,24.2,21.9,23.045,23.137962,17.915,49.8,52.1,48.4,50.2,55.882,54.275,67.284,,13,,11
2017-11-11 17:22:00,12.573,8,650,664,616,399,0.079,13,11,24.1,23.2,24.2,21.9,23.02111111,23.137962,17.89111111,49.9,52.1,48.4,50.2,57.675,54.306,67.368,,13,,11
2017-11-11 17:23:00,11.154,7,656,671,614,394,0.084,13,11,24.1,23.2,24.2,21.8,22.99722222,23.1140712,17.84277778,49.8,52.1,48.4,50.4,59.335,54.334,67.33,,13,,11
2017-11-11 17:24:00,11.978,8,657,676,614,390,0.084,13,11,24.1,23.2,24.2,21.8,22.99722222,23.0896248,17.79611111,49.6,52.1,48.4,50.3,58.258,54.299,67.527,,13,,11
2017-11-11 17:25:00,11.231,7,668,685,615,392,0.081,13,11,24.1,23.3,24.2,21.7,22.97277778,23.0896248,17.77222222,49.6,52.1,48.4,50.8,56.616,54.331,67.611,,13,,11
2017-11-11 17:26:00,11.475,7,666,686,619,392,0.081,13,11,24,23.2,24.2,21.7,22.97277778,23.065734,17.74777778,50,52.1,48.4,50.7,59.699,54.358,67.695,,13,,11
2017-11-11 17:27:00,12.222,7,656,689,619,399,0.081,13,11,24.1,23.2,24.2,21.7,22.94888889,23.0418432,17.72388889,49.9,52.2,48.5,50.8,57.942,54.355,67.837,,13,,11
2017-11-11 17:28:00,11.444,7,649,694,624,399,0.081,13,11,24.1,23.3,24.2,21.6,22.925,23.0418432,17.70111111,49.9,52.2,48.5,51.1,58.493,54.324,67.891,,13,,11
2017-11-11 17:29:00,11.81,7,649,700,626,399,0.081,13,11,24.1,23.2,24.2,21.6,22.925,23.0179524,17.67722222,49.8,52.1,48.5,51.4,59.907,54.383,67.975,,13,,11
2017-11-11 17:30:00,11.81,7,653,700,625,399,0.081,13,11,24.1,23.2,24.2,21.6,22.925,22.9940616,17.62888889,49.9,52.2,48.6,51.5,55.678,54.411,67.937,,13,,11
2017-11-11 17:31:00,10.681,7,656,700,628,399,0.081,13,11,24.1,23.3,24.2,21.5,22.90111111,22.9940616,17.605,49.8,52.2,48.6,51.3,58.274,54.379,68.196,,13,,11
2017-11-11 17:32:00,11.414,7,660,701,631,401,0.081,13,11,24.1,23.3,24.2,21.5,22.85277778,22.9696152,17.605,49.8,52.2,48.7,51.4,61.758,54.501,68.371,,13,,11
2017-11-11 17:33:00,10.208,6,659,700,630,398,0.08,13,11,24.1,23.3,24.2,21.4,22.85277778,22.9457244,17.55777778,49.8,52.2,48.8,51.7,56.97,54.497,68.333,,13,,11
2017-11-11 17:34:00,11.521,7,663,698,633,399,0.08,13,11,24.1,23.3,24.2,21.4,22.82888889,22.9457244,17.53388889,49.9,52.2,48.9,51.9,59.401,54.56,68.475,,13,,11
2017-11-11 17:35:00,11.826,7,668,700,633,399,0.081,13,11,24.1,23.3,24.2,21.4,22.805,22.9218336,17.51,49.7,52.2,48.8,51.8,58.29,54.431,68.529,,13,,11
2017-11-11 17:36:00,11.856,6,672,700,635,399,0.081,13,11,24.1,23.3,24.2,21.3,22.805,22.8979428,17.46277778,49.7,52.2,48.8,52.1,57.21,54.553,68.812,,13,,11
2017-11-11 17:37:00,10.925,6,663,699,634,401,0.084,13,11,24.1,23.3,24.2,21.3,22.78111111,22.8979428,17.43888889,49.6,52.2,48.8,52.2,57.824,54.553,68.837,,13,,11
2017-11-11 17:38:00,11.292,6,653,699,636,399,0.084,13,11,24.1,23.3,24.2,21.2,22.75722222,22.874052,17.415,49.7,52.2,48.8,52.4,56.894,54.487,69.036,,13,,11
2017-11-11 17:39:00,10.239,6,649,699,640,396,0.08,13,11,24.1,23.3,24.2,21.2,22.73277778,22.8496056,17.39111111,49.6,52.2,48.8,52.4,58.156,54.515,69.178,,13,,11
2017-11-11 17:40:00,11.597,6,651,702,639,398,0.08,13,11,24.1,23.3,24.2,21.1,22.70888889,22.8496056,17.36777778,49.7,52.2,48.8,52.4,60.82,54.546,69.319,,13,,11
2017-11-11 17:41:00,11.872,5,657,706,636,402,0.08,13,11,24.1,23.3,24.2,21.1,22.685,22.8257148,17.34388889,49.7,52.2,48.8,52.7,60.236,54.574,69.372,,13,,11
2017-11-11 17:42:00,12.512,6,659,706,636,407,0.08,13,14,24.1,23.3,24.2,21,22.66111111,22.801824,17.32,49.5,52.1,48.8,52.6,60.446,54.664,69.397,,13,,14
2017-11-11 17:43:00,11.383,6,668,703,632,403,0.081,13,14,24.1,23.3,24.2,21,22.61277778,22.801824,17.29611111,49.4,52.2,48.8,52.6,60.286,54.539,69.451,,13,,14
2017-11-11 17:44:00,12.085,6,678,698,630,404,0.081,13,14,24.1,23.3,24.2,20.9,22.58888889,22.801824,17.27222222,49.4,52.1,48.9,52.8,61.076,54.57,69.446,,13,,14
2017-11-11 17:45:00,11.902,6,680,701,632,407,0.081,13,14,24.1,23.3,24.2,20.9,22.58888889,22.7779332,17.24888889,49.4,52.1,48.9,52.7,58.226,54.598,69.529,,13,,14
2017-11-11 17:46:00,10.437,6,683,712,631,406,0.081,13,14,24.1,23.3,24.2,20.9,22.58888889,22.754598,17.225,49.3,52.1,48.9,53.1,61.411,54.563,69.67,,13,,14
2017-11-11 17:47:00,12.589,6,677,724,632,401,0.083,13,14,24.1,23.3,24.2,20.8,22.58888889,22.754598,17.20111111,49.2,52.1,49,53.1,57.733,54.595,69.782,,13,,14
2017-11-11 17:48:00,12.451,6,666,733,634,399,0.083,13,14,24.1,23.4,24.2,20.8,22.565,22.7307072,17.17722222,49.2,52,49.1,53,59.697,54.56,69.864,,13,,14
2017-11-11 17:49:00,13.336,6,660,726,634,392,0.08,14,14,24.1,23.4,24.2,20.8,22.565,22.7307072,17.15277778,49.2,51.9,49.1,53.3,57.822,54.591,69.918,,14,,14
2017-11-11 17:50:00,11.154,6,654,724,638,394,0.08,14,14,24.1,23.4,24.2,20.7,22.51722222,22.7068164,17.15277778,49.2,51.9,49,53.3,60.271,54.588,69.976,,14,,14
2017-11-11 17:51:00,11.307,6,653,720,644,396,0.079,14,14,24.2,23.4,24.2,20.7,22.51722222,22.7068164,17.13,49.2,51.8,48.9,53.5,61.673,54.588,70.116,,14,,14
2017-11-11 17:52:00,12.284,5,646,723,646,399,0.079,14,14,24.2,23.4,24.2,20.6,22.51722222,22.6829256,17.10611111,49.1,51.8,48.9,53.4,61.947,54.553,70.17,,14,,14
2017-11-11 17:53:00,11.978,5,651,724,647,401,0.08,14,14,24.2,23.4,24.2,20.6,22.51722222,22.6590348,17.08222222,49.1,51.6,48.9,53.4,61.156,54.55,70.339,,14,,14
2017-11-11 17:54:00,12.146,6,650,716,642,403,0.08,14,14,24.2,23.4,24.2,20.6,22.49277778,22.6590348,17.08222222,49.1,51.6,48.9,53.5,62.247,54.612,70.368,,14,,14
2017-11-11 17:55:00,10.605,5,654,715,642,404,0.078,14,14,24.2,23.4,24.2,20.5,22.46888889,22.6345884,17.03388889,49.1,51.6,48.9,53.6,63.031,54.64,70.359,,14,,14
2017-11-11 17:56:00,12.299,6,656,712,643,406,0.078,14,14,24.2,23.4,24.2,20.5,22.445,22.6106976,17.03388889,49.1,51.6,48.9,53.7,59.709,54.698,70.446,,14,,14
2017-11-11 17:57:00,12.1,6,662,713,647,404,0.084,14,14,24.2,23.4,24.2,20.4,22.445,22.6106976,17.03388889,49.1,51.7,48.9,53.8,62.057,54.698,70.417,,14,,14
2017-11-11 17:58:00,13.504,5,666,710,647,403,0.084,14,14,24.2,23.5,24.1,20.4,22.445,22.5868068,17.01111111,49.1,51.5,48.9,53.9,60.32,54.757,70.47,,14,,14
2017-11-11 17:59:00,11.093,6,654,710,650,399,0.082,14,14,24.2,23.5,24.1,20.4,22.445,22.562916,17.01111111,49,51.6,49,54.3,60.076,54.785,70.499,,14,,14
