Time,PM_MET_OUT,PM_MET_IN1,CO2_ETC_IN1,CO2_ETC_BR1,CO2_ETC_BR2,CO2_ETC_OUT,NO2_AQL_IN1,FRM_FMM_IN1,FRM_FMM_BR1,T_ETC_IN1,T_ETC_BR1,T_ETC_BR2,T_ETC_OUT,TS_HBI_GRL,T_HBO_BA1,T_HBO_OUT,RH_ETC_IN1,RH_ETC_BR1,RH_ETC_BR2,RH_ETC_OUT,RHS_HBI_GRL,RH_HBO_BA1,RH_HBO_OUT,FRM_FLG_IN1,FRM_ADJ_IN1,FRM_FLG_BR1,FRM_ADJ_BR1
2017-11-12 14:29:00,26.307,12,865,762,790,406,0.081,13,<10,21.9,20.6,21.1,24.2,21.25,21.9645348,22.60888889,52.6,56.4,55.6,46.4,58.45,61.249,48.563,,13,,7.3
2017-11-12 14:30:00,28.168,12,865,760,789,402,0.081,13,<10,21.9,20.7,21.1,24.2,21.27388889,22.0356516,22.60888889,52.7,56.1,55.6,46.3,58.423,61.291,48.499,,13,,7.3
2017-11-12 14:31:00,24.399,12,852,760,781,402,0.086,13,<10,21.9,20.7,21.1,24.2,21.27388889,22.0839888,22.60888889,52.7,56.4,55.6,46.2,58.546,69.632,48.722,,13,,7.3
2017-11-12 14:32:00,27.863,14,839,754,776,402,0.086,13,<10,21.9,20.7,21.1,24.2,21.29777778,22.179552,22.60888889,52.6,57.3,55.5,46.1,58.611,80.56,48.88,,13,,7.3
2017-11-12 14:33:00,27.893,14,832,746,774,401,0.087,13,<10,21.9,20.7,21.1,24.2,21.32222222,22.2995616,22.60888889,52.6,57.3,55.5,46.1,58.798,86.191,49.039,,13,,7.3
2017-11-12 14:34:00,26.444,13,826,743,767,403,0.087,13,<10,21.9,20.7,21.1,24.2,21.34611111,22.4667972,22.60888889,52.6,57.1,55.5,46.1,60.45,90.869,48.912,,13,,7.3
2017-11-12 14:35:00,25.742,14,818,740,759,406,0.117,13,<10,21.9,20.7,21.1,24.3,21.37,22.6590348,22.60888889,53.3,56.4,55.4,46.2,61.184,90.262,48.849,,13,,7.3
2017-11-12 14:36:00,27.115,16,818,741,755,406,0.117,13,<10,21.9,20.7,21.1,24.3,21.465,22.801824,22.585,53,56,55.4,46.1,62.139,90.733,48.687,,13,,7.3
2017-11-12 14:37:00,24.063,18,816,741,753,407,0.28,13,<10,21.9,20.7,21.1,24.3,21.48888889,22.9218336,22.56111111,52.7,56,55.3,45.9,60.534,91.795,48.652,,13,,7.3
2017-11-12 14:38:00,25.177,20,818,737,750,407,0.28,13,<10,21.8,20.7,21.1,24.3,21.53722222,23.0418432,22.56111111,52.3,56,55.3,45.1,60.359,91.172,48.906,,13,,7.3
2017-11-12 14:39:00,23.026,20,806,733,747,405,0.289,13,<10,21.9,20.7,21.1,24.3,21.56111111,23.1618528,22.53722222,52.5,56.4,55.3,45.5,59.814,91.201,48.903,,13,,7.3
2017-11-12 14:40:00,25.879,21,799,731,742,405,0.289,13,<10,21.9,20.7,21.1,24.3,21.56111111,23.2818624,22.51277778,53.1,56.3,55.2,45.6,60.332,90.385,48.741,,13,,7.3
2017-11-12 14:41:00,24.811,23,782,731,737,402,0.28,13,<10,21.8,20.7,21.1,24.3,21.60777778,23.3540904,22.51277778,53.9,56.5,55.2,45.6,62.132,92.064,48.264,,13,,7.3
2017-11-12 14:42:00,24.628,21,768,730,735,400,0.28,13,17,21.8,20.7,21.1,24.3,21.63222222,23.4496536,22.51277778,53.7,56.4,55.1,45.7,60.952,80.49,48.519,,13,,17
2017-11-12 14:43:00,26.825,22,769,716,730,401,0.28,13,17,21.8,20.7,21.1,24.3,21.65611111,23.4257628,22.465,54.2,56.5,55.1,45.7,59.89,78.426,48.195,,13,,17
2017-11-12 14:44:00,24.308,23,761,703,718,406,0.28,13,17,21.8,20.7,21.1,24.3,21.75222222,23.329644,22.44111111,55,56.5,55,45.7,63.697,76.361,48.414,,13,,17
2017-11-12 14:45:00,23.011,24,755,700,718,407,0.416,13,17,21.8,20.7,21.1,24.3,21.79888889,23.2096344,22.41722222,54.2,56.5,55,45.6,59.79,74.683,48.506,,13,,17
2017-11-12 14:46:00,24.918,24,743,698,721,407,0.416,13,17,21.8,20.7,21.1,24.3,21.87111111,23.065734,22.41722222,53.9,56.4,54.9,45.5,58.822,74.102,48.792,,13,,17
2017-11-12 14:47:00,24.964,23,745,701,724,406,0.387,13,17,21.8,20.7,21.1,24.3,21.91888889,22.9457244,22.41722222,53.7,56.4,54.9,45.3,61.607,73.027,48.729,,13,,17
2017-11-12 14:48:00,25.849,22,746,698,719,406,0.387,13,17,21.8,20.7,21.1,24.3,21.91888889,22.8496056,22.41722222,53.4,56.2,54.9,45.5,60.084,73.389,48.919,,13,,17
2017-11-12 14:49:00,24.933,23,740,692,719,410,0.372,22,17,21.9,20.7,21.1,24.3,21.96722222,22.754598,22.39277778,53,56.7,54.9,45.4,60.641,73.458,48.757,,22,,17
2017-11-12 14:50:00,24.002,23,737,689,716,411,0.372,22,17,21.8,20.7,21.1,24.3,22.015,22.6590348,22.36888889,52.8,56.6,54.8,45.4,60.831,72.211,48.945,,22,,17
2017-11-12 14:51:00,26.978,23,740,696,711,410,0.399,22,17,21.8,20.7,21.1,24.3,22.03888889,22.6106976,22.36888889,52.8,56.5,54.8,45.4,61.565,72.143,48.881,,22,,17
2017-11-12 14:52:00,25.193,23,743,701,708,409,0.399,22,17,21.8,20.7,21.1,24.3,22.06222222,22.562916,22.345,52.8,56,54.8,45.4,59.587,69.72,48.688,,22,,17
2017-11-12 14:53:00,24.659,24,743,700,706,406,0.406,22,17,21.8,20.7,21.1,24.3,22.08611111,22.5145788,22.32111111,53.7,55.9,54.8,45.4,60.568,67.723,48.907,,22,,17
2017-11-12 14:54:00,23.743,25,737,699,705,410,0.406,22,17,21.8,20.7,21.2,24.3,22.11,22.4667972,22.32111111,53.5,56.5,54.8,45.3,59.319,65.112,48.811,,22,,17
2017-11-12 14:55:00,25.956,26,730,700,704,412,0.41,22,17,21.8,20.7,21.2,24.3,22.13388889,22.4190156,22.29777778,53.7,56.5,54.7,45.3,62.34,65.764,48.713,,22,,17
2017-11-12 14:56:00,24.567,26,718,705,699,411,0.41,22,17,21.8,20.7,21.2,24.3,22.13388889,22.3945692,22.27388889,53.5,57,54.8,45.1,58.924,67.94,48.932,,22,,17
2017-11-12 14:57:00,23.301,24,710,705,699,410,0.413,22,17,21.8,20.7,21.1,24.3,22.18222222,22.4190156,22.27388889,53.7,56.9,54.8,45.1,57.702,66.572,48.932,,22,,17
2017-11-12 14:58:00,22.232,26,716,703,700,411,0.413,22,17,21.8,20.7,21.2,24.3,22.20611111,22.4429064,22.25,53.8,56.7,54.8,45.2,60.068,70.112,48.739,,22,,17
2017-11-12 14:59:00,24.811,26,714,700,699,410,0.388,22,17,21.9,20.8,21.2,24.3,22.20611111,22.490688,22.25,53.7,57,54.8,45.3,58.506,69.47,48.961,,22,,17
2017-11-12 15:00:00,24.201,26,725,700,699,411,0.388,22,17,21.9,20.8,21.2,24.3,22.20611111,22.5145788,22.25,53.7,56.9,54.8,45.3,57.829,69.179,48.929,,22,,17
2017-11-12 15:01:00,23.728,25,730,703,699,406,0.378,22,17,21.9,20.7,21.2,24.3,22.23,22.490688,22.25,53.5,56.9,54.9,45.3,56.444,68.7,48.834,,22,,17
2017-11-12 15:02:00,26.673,23,727,701,698,406,0.378,22,17,21.9,20.8,21.2,24.3,22.25388889,22.5145788,22.22611111,53.5,56.9,54.9,45.3,56.818,65.39,48.609,,22,,17
2017-11-12 15:03:00,25.223,22,730,698,694,406,0.349,22,17,21.9,20.8,21.2,24.3,22.30222222,22.5145788,22.17777778,53.4,56.9,54.9,45.3,57.412,64.066,48.317,,22,,17
2017-11-12 15:04:00,24.903,20,737,695,691,408,0.349,22,17,21.9,20.8,21.2,24.3,22.35,22.5145788,22.17777778,53.4,56.9,54.9,45.3,55.501,65.06,48.253,,22,,17
2017-11-12 15:05:00,24.262,22,735,689,693,411,0.257,22,17,21.9,20.8,21.2,24.3,22.39722222,22.490688,22.13,53.6,56.9,54.9,45.3,60.313,64.845,48.279,,22,,17
2017-11-12 15:06:00,25.269,21,736,683,696,414,0.257,22,17,21.9,20.8,21.2,24.2,22.39722222,22.490688,22.10611111,53.3,56.7,54.8,45.4,56.066,65.536,48.466,,22,,17
2017-11-12 15:07:00,26.474,21,740,685,696,414,0.276,22,17,21.9,20.8,21.2,24.3,22.39722222,22.490688,22.10611111,53.2,56.7,54.9,45.3,55.849,64.725,48.657,,22,,17
2017-11-12 15:08:00,26.52,20,733,685,694,414,0.276,22,17,21.9,20.8,21.2,24.2,22.39722222,22.490688,22.08222222,53.1,56.9,54.9,45.5,56.778,64.725,48.685,,22,,17
2017-11-12 15:09:00,25.818,21,724,689,694,416,0.263,22,17,21.9,20.8,21.2,24.2,22.39722222,22.490688,22.08222222,53.2,56.9,54.9,45.5,57.427,64.875,48.717,,22,,17
2017-11-12 15:10:00,27.436,21,733,686,690,414,0.263,22,17,21.9,20.8,21.2,24.2,22.42111111,22.490688,22.05777778,53.2,57.1,54.9,45.4,58.815,64.364,48.841,,22,,17
2017-11-12 15:11:00,28.336,19,734,686,683,419,0.253,22,17,21.9,20.8,21.2,24.2,22.445,22.490688,22.03388889,53.3,57.2,54.9,45.4,58.358,64.815,48.679,,22,,17
2017-11-12 15:12:00,27.115,20,734,685,682,417,0.253,22,18,21.9,20.8,21.2,24.2,22.445,22.490688,22.01111111,53.5,57.3,54.8,45.2,56.104,64.665,48.771,,22,,18
2017-11-12 15:13:00,28.351,18,735,682,681,423,0.24,22,18,21.9,20.8,21.2,24.2,22.46888889,22.490688,21.98722222,53.3,57.3,54.8,45.3,56.108,64.424,48.8,,22,,18
2017-11-12 15:14:00,25.849,18,735,680,673,421,0.24,22,18,21.9,20.8,21.2,24.2,22.445,22.490688,21.96277778,53.3,57.2,54.8,45.3,57.958,64.303,48.86,,22,,18
2017-11-12 15:15:00,23.667,17,736,675,670,416,0.241,22,18,21.9,20.8,21.2,24.2,22.46888889,22.4667972,21.96277778,53.3,57.2,54.8,45.2,56.665,64.179,49.145,,22,,18
2017-11-12 15:16:00,27.176,18,725,672,667,410,0.241,22,18,21.9,20.8,21.2,24.2,22.46888889,22.4667972,21.93888889,53.2,57.1,54.8,45.3,54.367,63.333,49.079,,22,,18
2017-11-12 15:17:00,26.291,18,719,668,667,409,0.227,22,18,21.9,20.8,21.2,24.1,22.46888889,22.4667972,21.915,53.1,57.1,54.8,45.3,57.16,63.726,49.076,,22,,18
2017-11-12 15:18:00,26.856,17,716,668,670,414,0.227,22,18,21.9,20.8,21.3,24.1,22.49277778,22.490688,21.89111111,53.2,57.2,54.8,45.2,55.304,63.246,49.104,,22,,18
2017-11-12 15:19:00,25.101,17,716,672,667,416,0.222,22,18,21.9,20.8,21.3,24.2,22.49277778,22.5145788,21.86722222,53.1,57.2,54.7,45.3,57.41,63.583,49.259,,22,,18
2017-11-12 15:20:00,26.993,17,716,671,664,414,0.222,22,18,21.9,20.8,21.3,24.1,22.49277778,22.5145788,21.84277778,52.9,57.1,54.7,45.4,53.996,63.553,49.003,,22,,18
2017-11-12 15:21:00,27.253,16,711,669,655,410,0.216,22,18,21.9,20.8,21.3,24.1,22.51722222,22.5145788,21.81888889,53.1,57.3,54.6,45.4,56.981,63.492,48.937,,22,,18
2017-11-12 15:22:00,28.382,17,703,668,649,408,0.216,22,18,21.9,20.8,21.3,24.1,22.51722222,22.5145788,21.77222222,53.1,57.2,54.6,45.5,53.968,62.493,48.772,,22,,18
2017-11-12 15:23:00,25.498,16,699,671,646,405,0.207,22,18,21.9,20.8,21.3,24.1,22.51722222,22.5145788,21.74777778,53,57.3,54.6,45.5,54.748,62.887,48.959,,22,,18
2017-11-12 15:24:00,25.483,16,696,669,645,409,0.207,22,18,21.9,20.8,21.3,24.1,22.54111111,22.5145788,21.72388889,53,57.2,54.6,45.6,57.294,62.493,49.272,,22,,18
2017-11-12 15:25:00,24.918,16,689,666,643,409,0.2,22,18,21.9,20.8,21.3,24.1,22.565,22.5145788,21.7,53.1,57.2,54.5,45.7,56.029,62.796,49.111,,22,,18
2017-11-12 15:26:00,26.108,16,685,661,643,406,0.2,22,18,21.8,20.8,21.3,24.1,22.565,22.5145788,21.65222222,53.3,57.3,54.5,45.7,54.318,61.977,49.136,,22,,18
2017-11-12 15:27:00,30.03,15,690,659,642,407,0.193,22,18,21.9,20.8,21.3,24.1,22.565,22.5145788,21.62777778,53.6,57.2,54.5,45.7,54.443,61.855,49.165,,22,,18
2017-11-12 15:28:00,29.45,16,699,659,638,406,0.193,22,18,21.9,20.8,21.3,24.1,22.565,22.5145788,21.60388889,53.9,57.3,54.4,45.7,52.755,61.977,49.035,,22,,18
2017-11-12 15:29:00,29.175,15,701,659,637,406,0.192,22,18,21.9,20.8,21.3,24.1,22.565,22.5145788,21.55722222,53.5,57.1,54.5,45.7,54.069,61.46,49.061,,22,,18
2017-11-12 15:30:00,28.702,15,695,659,640,410,0.192,22,18,21.9,20.8,21.3,24.1,22.58888889,22.5145788,21.50888889,53.3,56.9,54.5,45.7,55.66,61.612,49.402,,22,,18
2017-11-12 15:31:00,24.811,15,691,659,649,409,0.188,22,18,21.9,20.8,21.3,24.1,22.58888889,22.5145788,21.485,53.4,57,54.5,45.7,55.753,61.764,49.525,,22,,18
2017-11-12 15:32:00,27.619,15,691,655,650,409,0.188,22,18,22,20.8,21.3,24.1,22.58888889,22.5145788,21.46111111,53.5,57.1,54.5,45.7,52.256,61.429,49.711,,22,,18
2017-11-12 15:33:00,27.634,14,703,654,651,411,0.183,22,18,22,20.8,21.3,24.1,22.61277778,22.5145788,21.41277778,53.8,57.2,54.5,45.7,55.601,61.764,49.737,,22,,18
2017-11-12 15:34:00,30.64,14,714,655,651,414,0.183,22,18,22,20.9,21.3,24.1,22.58888889,22.5145788,21.41277778,53.9,57,54.6,45.8,52.57,61.703,49.831,,22,,18
2017-11-12 15:35:00,29.801,14,727,664,651,414,0.169,22,18,22,20.9,21.3,24.1,22.58888889,22.5145788,21.36611111,53.4,56.8,54.7,45.7,54.477,61.703,49.92,,22,,18
2017-11-12 15:36:00,28.84,14,730,662,652,414,0.169,22,18,22,20.9,21.4,24.1,22.58888889,22.562916,21.36611111,53.6,57.3,55,45.5,54.166,62.076,50.014,,22,,18
2017-11-12 15:37:00,28.092,14,752,661,659,414,0.166,22,18,22,20.9,21.4,24.1,22.61277778,22.5868068,21.36611111,55,56.8,54.9,45.6,54.761,61.014,50.109,,22,,18
2017-11-12 15:38:00,29.48,13,951,654,670,414,0.166,22,18,22,20.9,21.4,24.1,22.58888889,22.5868068,21.34222222,55.3,56.8,55.2,45.7,52.633,60.831,50.074,,22,,18
2017-11-12 15:39:00,28.138,14,1073,645,731,410,0.165,22,18,22,20.9,21.4,24.1,22.61277778,22.562916,21.31777778,55.3,56.7,55.7,45.7,54.979,60.675,50.008,,22,,18
2017-11-12 15:40:00,28.962,13,1073,650,878,410,0.165,22,18,22.1,20.9,21.4,24.1,22.61277778,22.5390252,21.29388889,54.9,56.7,57.2,45.7,52.855,60.61,50.446,,22,,18
2017-11-12 15:41:00,28.992,13,1069,674,1031,407,0.159,22,18,22.1,20.9,21.4,24.1,22.61277778,22.5145788,21.27,54.9,56.7,58.6,45.6,52.291,61.003,50.442,,22,,18
2017-11-12 15:42:00,27.863,13,1064,682,1205,409,0.159,22,19,22.1,20.9,21.4,24.1,22.61277778,22.5145788,21.24611111,55,56.8,59.4,45.5,54.107,61.125,50.722,,22,,19
2017-11-12 15:43:00,30.625,13,1077,685,1412,409,0.154,22,19,22.1,20.9,21.4,24.1,22.63722222,22.490688,21.22277778,55.3,56.6,58.9,44.9,56.411,60.633,50.907,,22,,19
2017-11-12 15:44:00,32.502,14,1105,689,1498,405,0.154,22,19,22.1,20.9,21.4,24.1,22.685,22.4667972,21.22277778,56.9,56.6,59.3,45.2,56.046,60.873,51.127,,22,,19
2017-11-12 15:45:00,32.578,13,1234,692,1519,401,0.152,22,19,22.2,20.9,21.5,24,22.66111111,22.4667972,21.19888889,58.4,56.6,59.7,45.3,51.952,60.781,51.406,,22,,19
2017-11-12 15:46:00,33.433,14,1492,698,1542,405,0.152,22,19,22.2,20.9,21.5,24,22.685,22.4667972,21.175,58.1,57.1,59.5,45.4,52.583,60.72,51.591,,22,,19
2017-11-12 15:47:00,34.485,13,1505,706,1549,403,0.146,22,19,22.2,20.9,21.5,24,22.66111111,22.4667972,21.175,58.6,58.1,60.3,45.4,51.763,60.812,51.779,,22,,19
2017-11-12 15:48:00,33.463,12,1522,773,1553,405,0.146,22,19,22.3,21,21.5,24,22.66111111,22.4667972,21.15111111,58.1,64.9,60.5,45.4,53.395,60.69,52.058,,22,,19
2017-11-12 15:49:00,36.622,13,1546,848,1577,406,0.142,<10,19,22.3,21,21.5,24,22.66111111,22.4429064,21.12722222,57.8,65.2,60.7,45.3,53.05,60.778,52.336,NO2gb,,NO2gb,
2017-11-12 15:50:00,35.355,13,1553,926,1664,407,0.142,<10,19,22.3,21.1,21.6,23.9,22.66111111,22.4429064,21.10277778,58,65.4,61,45.4,52.392,60.381,52.426,NO2gb,,NO2gb,
2017-11-12 15:51:00,36.194,13,1562,932,1673,406,0.139,<10,19,22.3,21.1,21.6,24,22.685,22.4190156,21.07888889,58.2,65.3,61.7,45.4,54.865,60.56,52.548,NO2gb,,NO2gb,
2017-11-12 15:52:00,36.545,13,1590,944,1701,406,0.139,<10,19,22.4,21.1,21.6,23.9,22.70888889,22.4190156,21.05611111,58.7,65.2,61.7,45.3,53.213,60.255,52.732,NO2gb,,NO2gb,
2017-11-12 15:53:00,36.973,13,1615,961,1721,410,0.138,<10,19,22.4,21.1,21.6,23.9,22.685,22.4190156,21.03222222,58.5,65.1,62,45.3,53.21,60.163,52.916,NO2gb,,NO2gb,
2017-11-12 15:54:00,38.651,12,1644,974,1812,412,0.138,<10,19,22.4,21.2,21.6,23.9,22.685,22.4190156,20.98388889,58.5,64.9,62.3,45.4,52.52,60.255,53.221,NO2gb,,NO2gb,
2017-11-12 15:55:00,36.652,13,1681,987,1812,416,0.136,<10,19,22.5,21.2,21.7,23.9,22.70888889,22.3945692,20.93611111,58.9,64.8,61.9,45.4,54.682,59.976,53.587,NO2gb,,NO2gb,
2017-11-12 15:56:00,37.507,13,1705,1008,1800,411,0.136,<10,19,22.5,21.2,21.7,23.9,22.70888889,22.3945692,20.91277778,59.2,64.7,61.9,45.4,52.649,60.343,54.175,NO2gb,,NO2gb,
2017-11-12 15:57:00,38.346,12,1731,1025,1781,407,0.133,<10,19,22.5,21.2,21.7,23.8,22.70888889,22.3706784,20.88888889,59.4,64.3,61.8,45.5,53.213,60.155,56.336,NO2gb,,NO2gb,
2017-11-12 15:58:00,37.369,12,1745,1041,1757,406,0.133,<10,19,22.5,21.2,21.7,23.8,22.70888889,22.3706784,20.84111111,59.2,64.1,61.7,45.4,53.558,60.155,57.191,NO2gb,,NO2gb,
2017-11-12 15:59:00,36.728,12,1743,1058,1734,408,0.133,<10,19,22.6,21.2,21.7,23.8,22.70888889,22.3706784,20.79277778,59.8,64.5,61.8,45.5,54.089,60.033,57.675,NO2gb,,NO2gb,
2017-11-12 16:00:00,37.568,12,1741,1074,1709,411,0.133,<10,19,22.6,21.3,21.8,23.8,22.70888889,22.3706784,20.74611111,59.5,64.2,61.6,45.5,54.806,59.972,58.403,NO2gb,,NO2gb,
2017-11-12 16:01:00,38.209,12,1736,1091,1689,408,0.127,<10,19,22.6,21.3,21.8,23.8,22.70888889,22.3706784,20.72222222,59.4,63.9,61.6,45.5,55.304,59.88,59.01,NO2gb,,NO2gb,
2017-11-12 16:02:00,38.575,12,1714,1107,1669,413,0.127,<10,19,22.7,21.3,21.8,23.8,22.70888889,22.3706784,20.69777778,59.3,63.9,61.4,45.6,54.993,59.85,59.434,NO2gb,,NO2gb,
2017-11-12 16:03:00,39.368,13,1694,1114,1649,412,0.126,<10,19,22.7,21.3,21.8,23.8,22.73277778,22.3706784,20.65,59.2,63.9,61.6,45.1,54.903,59.697,59.792,NO2gb,,NO2gb,
2017-11-12 16:04:00,37.629,12,1673,1135,1629,410,0.126,<10,19,22.7,21.3,21.9,23.8,22.73277778,22.3706784,20.62722222,58.6,63.8,61.4,45.4,55.183,59.758,60.092,NO2gb,,NO2gb,
2017-11-12 16:05:00,40.94,12,1512,1149,1608,411,0.126,<10,19,22.7,21.3,21.9,23.7,22.73277778,22.3706784,20.60277778,58.2,63.7,61.1,45.4,55.121,59.727,60.574,NO2gb,,NO2gb,
2017-11-12 16:06:00,41.642,12,1470,1162,1593,410,0.126,<10,19,22.7,21.3,22,23.7,22.73277778,22.3706784,20.555,58.6,63.6,60.9,45.3,55.183,59.635,60.658,NO2gb,,NO2gb,
2017-11-12 16:07:00,39.414,12,1441,1184,1590,412,0.124,<10,19,22.7,21.4,22,23.7,22.73277778,22.3706784,20.53111111,58.5,63.3,60.9,45.4,55.215,59.605,60.957,NO2gb,,NO2gb,
2017-11-12 16:08:00,40.101,12,1440,1290,1589,412,0.124,<10,19,22.7,21.5,22,23.7,22.73277778,22.3706784,20.50722222,58.2,63,60.7,45.4,55.65,59.543,61.165,NO2gb,,NO2gb,
2017-11-12 16:09:00,40.146,12,1443,1302,1571,408,0.123,<10,19,22.7,21.5,22,23.6,22.75722222,22.3706784,20.46,58.3,63.2,60.6,45.5,56.274,59.206,61.37,NO2gb,,NO2gb,
2017-11-12 16:10:00,39.902,13,1459,1324,1559,404,0.123,<10,19,22.8,21.5,22,23.7,22.78111111,22.3945692,20.41222222,58.7,62.6,60.7,45.5,55.936,58.78,61.513,NO2gb,,NO2gb,
2017-11-12 16:11:00,39.338,13,1478,1348,1547,406,0.123,<10,19,22.8,21.6,22,23.6,22.805,22.4190156,20.38777778,58,62.4,60.6,45.3,56.002,58.569,61.751,NO2gb,,NO2gb,
2017-11-12 16:12:00,38.819,12,1474,1371,1537,412,0.123,<10,<10,22.8,21.6,22,23.6,22.805,22.4667972,20.365,57.8,62.3,60.5,45.4,55.785,58.33,61.868,NO2gb,,NO2gb,
2017-11-12 16:13:00,40.726,12,1455,1383,1518,413,0.122,<10,<10,22.8,21.6,22,23.6,22.805,22.5145788,20.31722222,57.8,62.2,60.3,45.5,56.095,58.03,61.92,NO2gb,,NO2gb,
2017-11-12 16:14:00,40.024,12,1449,1401,1491,415,0.122,<10,<10,22.8,21.6,22,23.5,22.805,22.5390252,20.26888889,58.2,62.1,60.1,45.6,56.157,57.941,62.335,NO2gb,,NO2gb,
2017-11-12 16:15:00,36.561,12,1459,1409,1473,417,0.119,<10,<10,22.8,21.7,22.1,23.5,22.805,22.5868068,20.24611111,57.7,61.9,60,45.6,56.157,57.856,62.602,NO2gb,,NO2gb,
2017-11-12 16:16:00,42.893,12,1465,1417,1453,417,0.119,<10,<10,22.8,21.7,22.1,23.5,22.82888889,22.6106976,20.22222222,57.5,61.9,60.1,45.6,56.44,57.736,62.929,NO2gb,,NO2gb,
2017-11-12 16:17:00,41.611,11,1462,1423,1439,418,0.121,<10,<10,22.8,21.7,22.1,23.5,22.82888889,22.6345884,20.17388889,57.5,61.6,60,45.7,56.068,57.709,63.251,NO2gb,,NO2gb,
2017-11-12 16:18:00,40.314,12,1461,1432,1444,420,0.121,<10,<10,22.9,21.7,22.1,23.5,22.82888889,22.6590348,20.12611111,57.5,61.6,59.7,45.7,56.223,57.651,63.424,NO2gb,,NO2gb,
2017-11-12 16:19:00,44.221,12,1449,1439,1436,420,0.121,<10,<10,22.9,21.7,22.1,23.4,22.82888889,22.6590348,20.07888889,57.4,61.5,59.6,45.6,56.409,57.62,63.715,NO2gb,,NO2gb,
2017-11-12 16:20:00,44.602,12,1441,1436,1423,422,0.121,<10,<10,22.9,21.7,22.1,23.4,22.82888889,22.6829256,20.03111111,57.3,61.3,59.5,45.4,56.533,57.562,63.917,NO2gb,,NO2gb,
2017-11-12 16:21:00,42.573,11,1419,1434,1418,422,0.121,<10,<10,22.9,21.8,22.1,23.4,22.82888889,22.7068164,20.00722222,57.1,61.1,59.6,45.7,56.378,57.504,64.063,NO2gb,,NO2gb,
2017-11-12 16:22:00,41.794,12,1409,1432,1422,421,0.121,<10,<10,22.9,21.8,22.1,23.4,22.82888889,22.7068164,19.96,57.2,61.1,59.3,45.7,56.471,57.566,64.324,NO2gb,,NO2gb,
2017-11-12 16:23:00,42.329,11,1403,1432,1422,421,0.118,<10,<10,22.9,21.8,22.1,23.4,22.85277778,22.7068164,19.91222222,56.9,60.9,59.3,45.5,57.001,57.566,64.375,NO2gb,,NO2gb,
2017-11-12 16:24:00,42.359,11,1406,1432,1425,419,0.118,<10,<10,22.9,21.8,22.1,23.3,22.85277778,22.7307072,19.88777778,56.7,60.7,59.3,45.6,56.443,57.6,64.61,NO2gb,,NO2gb,
2017-11-12 16:25:00,41.352,12,1406,1425,1436,415,0.12,<10,<10,22.9,21.8,22.1,23.3,22.85277778,22.7307072,19.84111111,56.9,60.7,59,45.6,56.722,57.538,64.692,NO2gb,,NO2gb,
2017-11-12 16:26:00,42.954,11,1397,1419,1423,411,0.12,<10,<10,22.9,21.8,22.1,23.3,22.85277778,22.7307072,19.81722222,56.7,60.5,58.8,45.7,56.598,57.569,64.956,NO2gb,,NO2gb,
2017-11-12 16:27:00,40.97,11,1384,1417,1409,412,0.117,<10,<10,23,21.9,22.1,23.3,22.85277778,22.7307072,19.79277778,56.7,60.4,58.8,45.5,56.474,57.569,65.101,NO2gb,,NO2gb,
2017-11-12 16:28:00,41.444,11,1385,1417,1393,415,0.117,<10,<10,22.9,21.9,22.2,23.2,22.87722222,22.754598,19.74611111,56.7,60.3,58.8,45.7,56.85,57.604,65.212,NO2gb,,NO2gb,
2017-11-12 16:29:00,42.451,12,1386,1401,1384,412,0.118,<10,<10,22.9,21.9,22.2,23.2,22.87722222,22.754598,19.72222222,56.7,60.3,58.5,45.6,56.881,57.604,65.446,NO2gb,,NO2gb,
2017-11-12 16:30:00,40.986,12,1378,1397,1375,411,0.118,<10,<10,23,21.9,22.2,23.2,22.90111111,22.754598,19.67388889,56.6,60.2,58.5,45.7,56.822,57.635,65.527,NO2gb,,NO2gb,
2017-11-12 16:31:00,42.939,11,1378,1396,1375,412,0.116,<10,<10,22.9,21.9,22.2,23.1,22.90111111,22.754598,19.62722222,56.6,60.2,58.4,45.8,57.132,57.635,65.667,NO2gb,,NO2gb,
2017-11-12 16:32:00,40.497,11,1381,1392,1377,413,0.116,<10,<10,23,21.9,22.2,23.1,22.925,22.754598,19.60277778,56.5,60,58.6,45.8,57.104,57.696,65.722,NO2gb,,NO2gb,
2017-11-12 16:33:00,39.048,22,1386,1393,1379,415,0.122,<10,<10,23,21.9,22.2,23.1,22.94888889,22.754598,19.57888889,56.4,59.9,58.5,45.8,56.489,57.666,65.867,NO2gb,,NO2gb,
2017-11-12 16:34:00,40.665,40,1378,1388,1386,415,0.122,<10,<10,23,21.9,22.3,23,22.94888889,22.7307072,19.53222222,56.4,59.8,58.1,46,56.613,57.94,65.947,NO2gb,,NO2gb,
2017-11-12 16:35:00,43.244,69,1370,1379,1382,415,0.117,<10,<10,23,22,22.4,23,22.94888889,22.801824,19.50777778,56.2,59.8,58.1,46,56.427,58.074,66.121,NO2gb,,NO2gb,
2017-11-12 16:36:00,42.573,76,1364,1371,1382,420,0.117,<10,<10,23,22,22.4,23,22.925,22.8257148,19.46,56.1,59.7,57.7,46.1,56.454,58.108,66.202,NO2gb,,NO2gb,
2017-11-12 16:37:00,41.672,82,1362,1363,1372,422,0.115,<10,<10,23,22,22.5,22.9,22.925,22.7779332,19.43611111,56,59.6,57.5,46,56.485,58.317,66.405,NO2gb,,NO2gb,
