Time,PM_MET_IN1,PM_MET_OUT,CO2_ETC_IN1,CO2_ETC_BR1,CO2_ETC_BR2,CO2_ETC_OUT,NO2_AQL_IN1,FRM_FMM_IN1,FRM_FMM_BR1,T_ETC_IN1,T_ETC_BR1,T_ETC_BR2,T_ETC_OUT,T_HBO_BA1,T_HBO_BA2,T_HBO_BA3,T_HBO_LAU,T_HBO_OUT,RH_ETC_IN1,RH_ETC_BR1,RH_ETC_BR2,RH_ETC_OUT,RH_HBO_BA1,RH_HBO_BA2,RH_HBO_BA3,RH_HBO_LAU,RH_HBO_OUT,FRM_FLG_IN1,FRM_ADJ_IN1,FRM_FLG_BR1,FRM_ADJ_BR1
2017-08-22 18:45:00,6,11.078,763,783,839.0,373,,22,22,25.3,26.9,27.3,33.8,30.293000000000006,32.433,25.137,27.308000000000003,32.717,55.1,50.4,50.6,31.7,42.51300000000001,44.41,52.639,53.95399999999999,32.11,,22.0,,22
2017-08-22 18:46:00,6,11.002,767,791,846.0,373,,22,22,25.3,26.9,27.3,33.7,30.268,32.381,25.137,27.308000000000003,32.639,55.4,50.4,51.5,31.7,43.303,48.482,52.608,54.713,32.104,,22.0,,22
2017-08-22 18:47:00,6,10.925,766,794,854.0,373,,22,22,25.3,27.0,27.3,33.6,30.243,32.355,25.137,27.308000000000003,32.536,55.1,50.6,51.2,31.7,43.63,54.56800000000001,52.418,55.06100000000001,32.232,,22.0,,22
2017-08-22 18:48:00,6,10.864,766,802,860.0,379,,22,22,25.3,27.0,27.3,33.6,30.192,32.304,25.137,27.308000000000003,32.407,55.7,50.7,51.3,31.7,43.46,48.865,53.271,55.219,32.46,,22.0,,22
2017-08-22 18:49:00,6,9.964,766,803,863.0,375,,22,22,25.3,27.0,27.3,33.5,30.192,32.253,25.162,27.333,32.33,55.5,50.6,51.7,31.8,42.039,45.11600000000001,53.306,55.00100000000001,32.898,,22.0,,22
2017-08-22 18:50:00,6,11.658,768,794,864.0,371,,22,22,25.3,27.0,27.3,33.4,30.167,32.227,25.137,27.333,32.253,55.2,50.4,51.7,32.0,41.771,43.791,52.987,54.907,33.301,,22.0,,22
2017-08-22 18:51:00,7,10.970999999999998,768,786,876.0,373,,22,22,25.3,27.0,27.3,33.4,30.167,32.201,25.137,27.358,32.175,54.9,50.3,51.8,32.0,41.904,42.726000000000006,53.018,54.341,33.26,,22.0,,22
2017-08-22 18:52:00,6,9.857,771,783,884.0,379,,22,22,25.3,27.0,27.4,33.3,30.142,32.201,25.137,27.382,32.047,54.6,50.5,51.7,32.1,41.569,42.527,54.09,54.06,33.486999999999995,,22.0,,22
2017-08-22 18:53:00,6,10.163,769,782,887.0,377,,22,22,25.3,27.0,27.4,33.3,30.142,32.175,25.113000000000003,27.382,31.919,55.1,50.6,52.0,32.1,42.232,42.62300000000001,53.14100000000001,53.743,33.919000000000004,,22.0,,22
2017-08-22 18:54:00,6,9.751,767,791,895.0,376,,22,22,25.3,27.0,27.4,33.2,30.142,32.124,25.113000000000003,27.358,31.791,55.3,50.7,52.1,32.3,42.033,41.619,52.889,53.898,34.417,,22.0,,22
2017-08-22 18:55:00,7,10.803,763,797,907.0,378,,22,22,25.3,27.0,27.4,33.1,30.142,32.098,25.113000000000003,27.333,31.663,55.3,50.5,52.4,32.3,42.695,42.715,52.50899999999999,55.569,34.338,,22.0,,22
2017-08-22 18:56:00,6,9.766,760,803,922.0,378,,22,22,25.3,27.0,27.4,33.1,30.117,32.073,25.113000000000003,27.358,31.535,55.3,50.5,52.5,32.5,41.997,41.947,52.668,56.265,34.665,,22.0,,22
2017-08-22 18:57:00,6,9.598,750,813,933.0,375,,22,22,25.3,27.0,27.4,33.0,30.117,32.047,25.113000000000003,27.407,31.408,56.1,50.7,52.6,32.4,42.229,41.611,52.415,54.728,34.586,,22.0,,22
2017-08-22 18:58:00,7,9.43,749,816,933.0,374,,22,22,25.3,27.0,27.4,33.0,30.091,32.021,25.113000000000003,27.407,31.23,55.5,51.0,52.6,32.0,43.118,43.07100000000001,52.13,54.44300000000001,33.958,,22.0,,22
2017-08-22 18:59:00,6,8.423,752,814,944.0,374,,22,22,25.3,27.0,27.5,32.9,30.091,31.97,25.113000000000003,27.456,31.077,55.2,50.6,52.6,31.9,42.65600000000001,42.168,52.035,54.197,34.42,,22.0,,22
2017-08-22 19:00:00,6,8.469,756,806,954.0,368,,22,22,25.4,27.1,27.5,32.8,30.066,31.944000000000006,25.113000000000003,27.481,30.95,55.0,51.1,52.7,32.0,41.56100000000001,41.7,51.62300000000001,53.915,34.645,,22.0,,22
2017-08-22 19:01:00,7,9.384,758,802,959.0,371,,24,22,25.4,27.1,27.5,32.8,30.066,31.944000000000006,25.137,27.505,30.849,55.1,51.1,52.7,32.1,41.462,41.033,51.595,53.76,35.076,,24.0,,22
2017-08-22 19:02:00,6,8.255,753,800,962.0,375,,24,22,25.4,27.1,27.5,32.7,30.041,31.944000000000006,25.137,27.53,30.773000000000003,55.1,51.2,52.7,32.3,41.16,40.332,51.404,53.637,35.238,,24.0,,22
2017-08-22 19:03:00,6,7.858,751,791,964.0,374,,24,23,25.4,27.1,27.5,32.7,30.066,31.944000000000006,25.137,27.554,30.697,54.9,51.0,52.7,32.4,40.964,40.231,52.007,53.481,35.332,,24.0,,23
2017-08-22 19:04:00,7,8.545,756,787,967.0,374,,24,23,25.4,27.1,27.5,32.6,30.041,31.944000000000006,25.137,27.505,30.596,54.9,50.9,53.0,32.4,41.16,39.696,52.734,53.125,35.492,,24.0,,23
2017-08-22 19:05:00,7,7.98,759,790,976.0,374,,24,23,25.4,27.1,27.5,32.5,30.066,31.97,25.162,27.456,30.52,55.1,50.6,52.8,32.5,41.163,39.43,52.453,53.023,35.518,,24.0,,23
2017-08-22 19:06:00,6,7.34,750,797,983.0,376,,24,23,25.4,27.1,27.5,32.5,30.066,31.97,25.162,27.382,30.419,54.5,50.6,52.6,32.6,40.964,39.162,52.231,53.299,35.779,,24.0,,23
2017-08-22 19:07:00,6,8.85,744,802,982.0,374,,24,23,25.4,27.1,27.5,32.4,30.066,31.996,25.162,27.308000000000003,30.343000000000004,54.4,50.8,52.6,32.7,40.565,39.165,52.895,54.239,35.738,,24.0,,23
2017-08-22 19:08:00,6,8.286,744,809,983.0,371,,24,23,25.4,27.1,27.5,32.4,30.091,31.97,25.162,27.259,30.268,55.1,50.6,52.6,32.7,41.0,39.095,51.82,54.169,35.899,,24.0,,23
2017-08-22 19:09:00,6,8.652000000000001,740,816,985.0,374,,24,23,25.4,27.1,27.5,32.3,30.066,31.97,25.162,27.235,30.192,55.1,50.4,52.6,32.8,41.13,39.061,51.43899999999999,54.13399999999999,36.094,,24.0,,23
2017-08-22 19:10:00,6,8.972000000000003,733,821,996.0,377,,24,23,25.4,27.1,27.5,32.2,30.066,31.97,25.162,27.235,30.091,55.0,50.7,52.6,32.9,41.03,38.893,51.185,53.976000000000006,36.32,,24.0,,23
2017-08-22 19:11:00,6,8.545,733,822,1000.0,376,,24,23,25.4,27.1,27.6,32.2,30.066,31.97,25.186,27.259,30.041,55.7,50.6,52.7,33.0,40.333,38.759,51.316,53.916,36.517,,24.0,,23
2017-08-22 19:12:00,6,8.667,727,818,1005.0,376,,24,23,25.4,27.1,27.6,32.1,30.066,31.944000000000006,25.186,27.284,29.966,55.3,50.7,52.7,33.1,40.166,38.689,51.22,53.824,36.543,,24.0,,23
2017-08-22 19:13:00,6,8.667,730,822,1010.0,374,,24,23,25.4,27.1,27.6,32.1,30.066,31.944000000000006,25.186,27.333,29.941,55.1,50.5,52.7,33.3,39.7,38.488,51.284,53.958,36.91,,24.0,,23
2017-08-22 19:14:00,6,7.7360000000000015,735,830,1011.0,372,,24,23,25.4,27.2,27.6,32.0,30.066,31.97,25.186,27.382,29.89,54.9,50.6,52.8,33.4,40.299,38.423,51.284,53.61600000000001,37.04,,24.0,,23
2017-08-22 19:15:00,6,8.437999999999999,736,827,1019.0,372,,24,23,25.5,27.1,27.6,32.0,30.066,31.97,25.21,27.431,29.815,55.0,50.7,52.6,33.5,40.665,38.961,51.287,53.62300000000001,36.999,,24.0,,23
2017-08-22 19:16:00,6,8.087,733,824,1023.0,374,,24,23,25.5,27.2,27.6,31.9,30.066,31.944000000000006,25.21,27.505,29.74,54.7,50.7,52.6,33.6,40.166,38.723,51.44600000000001,53.474,36.891,,24.0,,23
2017-08-22 19:17:00,7,8.072000000000001,734,818,1021.0,376,,24,23,25.5,27.2,27.6,31.9,30.066,31.919,25.21,27.554,29.665,54.7,50.8,52.7,33.5,40.033,38.88800000000001,51.351000000000006,53.132,36.816,,24.0,,23
2017-08-22 19:18:00,6,8.576,740,818,1031.0,377,,24,23,25.5,27.2,27.6,31.8,30.066,31.893,25.21,27.604,29.615,54.7,51.0,52.7,33.5,40.333,38.751,51.192,53.234,36.509,,24.0,,23
2017-08-22 19:19:00,6,8.164,735,814,1034.0,377,,24,23,25.5,27.2,27.7,31.8,30.066,31.893,25.21,27.653,29.54,54.9,51.0,52.8,33.5,40.499,38.953,50.779,53.209,36.502,,24.0,,23
2017-08-22 19:20:00,6,7.492000000000001,733,802,1034.0,377,,24,23,25.5,27.2,27.7,31.7,30.041,31.868,25.21,27.702,29.464,54.7,51.0,52.9,33.2,40.928,39.118,50.524,52.962,36.696,,24.0,,23
2017-08-22 19:21:00,7,7.706,733,793,1036.0,376,,24,23,25.6,27.2,27.7,31.7,30.041,31.842,25.21,27.751,29.414,54.8,50.9,52.8,33.4,40.862,39.082,50.238,53.096,36.825,,24.0,,23
2017-08-22 19:22:00,6,8.347000000000001,735,790,1042.0,378,,24,23,25.6,27.2,27.7,31.6,30.041,31.816,25.234,27.801,29.34,54.7,50.7,52.7,33.5,39.764,38.71,50.337,52.912,37.019,,24.0,,23
2017-08-22 19:23:00,6,8.087,728,785,1050.0,380,,24,23,25.6,27.2,27.7,31.5,30.016,31.816,25.234,27.825,29.315,54.8,50.8,52.8,33.6,39.828,38.34,52.146,52.469,37.184,,24.0,,23
2017-08-22 19:24:00,6,8.789,721,784,1052.0,379,,24,23,25.6,27.2,27.7,31.4,30.041,31.842,25.234,27.776,29.24,54.8,50.6,52.7,33.6,39.764,38.343,51.798,52.43,37.277,,24.0,,23
2017-08-22 19:25:00,6,7.645,723,781,1055.0,381,,24,23,25.6,27.2,27.7,31.4,30.041,31.868,25.234,27.702,29.19,54.4,50.4,52.7,33.8,39.831,38.076,51.861,52.197,37.406,,24.0,,23
2017-08-22 19:26:00,6,8.179,727,778,1064.0,382,,24,23,25.5,27.2,27.7,31.3,30.041,31.868,25.234,27.604,29.14,54.1,50.8,52.5,33.9,39.431,38.345,53.883,53.52,37.435,,24.0,,23
2017-08-22 19:27:00,6,7.919,722,781,1059.0,381,,24,23,25.5,27.2,27.7,31.3,30.041,31.868,25.234,27.53,29.115,54.4,50.8,52.5,33.9,39.097,39.017,52.21,53.7,37.666,,24.0,,23
2017-08-22 19:28:00,6,8.209,724,785,1059.0,383,,24,23,25.5,27.2,27.8,31.2,30.041,31.868,25.21,27.505,29.04,54.7,50.8,52.5,34.1,40.097,38.009,51.351000000000006,53.728,37.692,,24.0,,23
2017-08-22 19:29:00,6,8.469,724,791,1060.0,385,,24,23,25.5,27.2,27.8,31.2,30.041,31.842,25.21,27.505,28.99,54.8,50.7,52.5,34.1,39.664,38.679,50.715,53.76,37.854,,24.0,,23
2017-08-22 19:30:00,6,8.759,721,794,1062.0,384,,24,23,25.5,27.3,27.8,31.1,30.041,31.816,25.21,27.505,28.941,55.0,50.7,52.5,34.2,39.431,38.139,50.652,53.474,37.95,,24.0,,23
2017-08-22 19:31:00,6,8.423,720,794,1059.0,387,,24,23,25.5,27.3,27.8,31.1,30.041,31.791,25.21,27.554,28.891,55.1,50.5,52.5,34.3,40.03,38.506,50.779,53.354,38.145,,24.0,,23
2017-08-22 19:32:00,6,7.813,724,795,1059.0,387,,24,23,25.6,27.2,27.8,31.0,30.041,31.74,25.234,27.604,28.816,54.7,50.4,52.4,34.4,39.364,38.635,50.528,53.075,38.304,,24.0,,23
2017-08-22 19:33:00,6,8.27,730,805,1068.0,386,,24,23,25.6,27.2,27.8,31.0,30.041,31.714,25.234,27.653,28.766,54.7,50.5,52.4,34.6,39.03,38.397,50.846,53.082,38.499,,24.0,,23
2017-08-22 19:34:00,6,9.14,727,810,1075.0,383,,24,23,25.6,27.2,27.8,30.9,30.041,31.714,25.234,27.702,28.717,54.8,50.6,52.4,34.7,38.83,38.128,50.846,53.057,38.727,,24.0,,23
2017-08-22 19:35:00,6,9.11,729,813,1073.0,380,,24,23,25.6,27.3,27.8,30.8,30.041,31.689,25.234,27.751,28.667,54.7,50.5,52.5,34.9,38.963,38.764,50.846,52.777,38.922,,24.0,,23
2017-08-22 19:36:00,6,8.286,738,811,1072.0,378,,24,23,25.6,27.1,27.9,30.8,30.041,31.663,25.234,27.801,28.617,54.5,50.7,52.4,35.0,39.631,38.459,50.782,52.529,39.016,,24.0,,23
2017-08-22 19:37:00,6,9.766,735,809,1075.0,380,,24,23,25.6,27.3,27.9,30.8,30.016,31.663,25.234,27.85,28.568,54.6,50.7,52.3,35.1,39.061,38.089,50.62300000000001,52.536,39.011,,24.0,,23
2017-08-22 19:38:00,6,7.63,737,805,1084.0,378,,24,23,25.6,27.3,27.9,30.7,30.016,31.637,25.258000000000006,27.899,28.518,54.5,50.8,52.5,35.2,38.894,38.557,50.594,52.352,39.305,,24.0,,23
2017-08-22 19:39:00,6,9.125,735,802,1094.0,378,,24,23,25.6,27.3,27.9,30.6,30.016,31.612,25.258000000000006,27.899,28.468000000000004,54.5,50.8,52.5,35.3,39.895,39.594,50.69,52.288,39.4,,24.0,,23
2017-08-22 19:40:00,6,7.782,735,800,1096.0,378,,24,23,25.7,27.3,27.9,30.6,29.991,31.561,25.258000000000006,27.949,28.419,54.4,50.6,52.2,35.5,41.288,40.191,50.658,52.613,39.527,,24.0,,23
2017-08-22 19:41:00,6,8.392000000000001,733,802,1089.0,378,,24,23,25.7,27.3,27.9,30.5,29.991,31.535,25.258000000000006,27.974,28.345,54.5,50.5,52.3,35.5,39.825,39.117,51.96,53.317,39.785,,24.0,,23
2017-08-22 19:42:00,6,7.355,731,800,1092.0,378,,24,23,25.7,27.3,27.9,30.5,29.966,31.535,25.258000000000006,27.998,28.295,54.5,50.6,52.3,35.7,39.189,38.581,52.94,52.74800000000001,39.946,,24.0,,23
2017-08-22 19:43:00,6,9.491,726,793,1100.0,378,,24,23,25.7,27.3,27.9,30.4,29.966,31.535,25.258000000000006,28.023000000000003,28.27,54.3,50.4,52.3,36.0,39.289,38.51300000000001,51.801,52.464,40.075,,24.0,,23
2017-08-22 19:44:00,6,8.087,718,783,1100.0,381,,24,23,25.6,27.3,27.9,30.4,29.941,31.51,25.258000000000006,27.998,28.221,53.9,50.2,52.2,36.1,39.253,38.578,51.643,52.174,40.302,,24.0,,23
2017-08-22 19:45:00,6,8.515,716,777,1100.0,381,,24,23,25.6,27.3,27.9,30.3,29.941,31.51,25.258000000000006,27.949,28.171,53.8,50.4,52.1,36.1,39.62,38.376,53.067,52.868,40.628,,24.0,,23
2017-08-22 19:46:00,6,8.469,718,781,1100.0,378,,24,23,25.6,27.3,27.9,30.3,29.941,31.51,25.258000000000006,27.924,28.122,54.4,50.3,52.1,36.3,40.81800000000001,38.544,51.51600000000001,53.374,40.688,,24.0,,23
2017-08-22 19:47:00,5,8.316,713,785,1110.0,380,,24,23,25.6,27.3,27.9,30.2,29.941,31.484,25.258000000000006,27.924,28.072,54.5,50.6,52.2,36.4,41.11600000000001,38.978,51.23,53.12,40.914,,24.0,,23
2017-08-22 19:48:00,6,10.864,710,784,1110.0,377,,24,23,25.6,27.3,27.9,30.2,29.916,31.459,25.258000000000006,27.924,28.023000000000003,54.5,50.4,52.2,36.5,40.649,39.712,51.167,53.12,41.107,,24.0,,23
2017-08-22 19:49:00,6,7.5070000000000014,709,783,1103.0,377,,24,23,25.6,27.3,27.9,30.1,29.89,31.408,25.258000000000006,27.924,27.974,54.4,49.9,52.2,36.9,41.807,40.875,51.04,52.738,41.135,,24.0,,23
2017-08-22 19:50:00,6,8.042,706,790,1103.0,378,,24,23,25.6,27.3,27.9,30.1,29.865,31.357,25.258000000000006,27.924,27.924,54.8,50.1,52.2,36.8,41.771,40.102,51.103,52.801,41.228,,24.0,,23
