Time,PM_MET_IN1,PM_MET_OUT,CO2_ETC_IN1,CO2_ETC_BR1,CO2_ETC_BR2,CO2_ETC_LAU,NO2_AQL_IN1,FRM_FMM_IN1,FRM_FMM_BR1,T_ETC_IN1,T_ETC_BR1,T_ETC_BR2,T_ETC_LAU,T_HBO_BA1,T_HBO_BA2,T_HBO_LAU,T_HBO_OUT,RH_ETC_IN1,RH_ETC_BR1,RH_ETC_BR2,RH_ETC_LAU,RH_HBO_BA1,RH_HBO_BA2,RH_HBO_LAU,RH_HBO_OUT,FRM_FLG_IN1,FRM_ADJ_IN1,FRM_FLG_BR1,FRM_ADJ_BR1
2017-10-16 18:00:00,4.0,9.4,986.0,994.0,905.0,861.0,0.0,11.0,8.0,25.3,24.5,25.2,24.2,25.355,27.333,24.944000000000006,20.77,30.5,30.3,28.2,33.0,24.674,26.396,30.328000000000007,35.287,,11.0,,8.0
2017-10-16 18:01:00,4.0,7.782,985.0,984.0,900.0,858.0,0.0,11.0,8.0,25.3,24.4,25.2,24.2,25.38,27.358,24.968000000000004,20.65,30.5,30.3,28.2,32.9,25.465,26.398000000000003,29.621,35.572,,11.0,,8.0
2017-10-16 18:02:00,3.0,9.094,983.0,981.0,896.0,858.0,0.0,11.0,8.0,25.4,24.4,25.1,24.2,25.404,27.358,25.016,20.555,30.5,30.3,28.3,32.8,25.089,26.398000000000003,29.76,35.859,,11.0,,8.0
2017-10-16 18:03:00,3.0,8.698,976.0,974.0,891.0,859.0,0.0,11.0,8.0,25.4,24.5,25.2,24.2,25.428,27.382,25.065,20.46,30.5,30.3,28.3,32.8,24.542,26.125,29.967,35.882,,11.0,,8.0
2017-10-16 18:04:00,3.0,8.835,971.0,971.0,891.0,861.0,0.0,11.0,8.0,25.3,24.4,25.3,24.2,25.453000000000007,27.382,25.089,20.388,30.5,30.2,28.2,32.8,24.269,26.022,31.958,36.629,,11.0,,8.0
2017-10-16 18:05:00,3.0,8.27,972.0,966.0,888.0,858.0,0.0,11.0,8.0,25.4,24.4,25.3,24.2,25.477,27.382,25.137,20.317,30.5,30.2,28.2,32.6,24.339,25.884,34.408,36.786,,11.0,,8.0
2017-10-16 18:06:00,4.0,10.208,978.0,966.0,886.0,866.0,0.0,11.0,8.0,25.4,24.4,25.3,24.3,25.501,27.382,25.186,20.269,30.4,30.3,28.2,32.5,24.478,25.815,34.079,37.631,,11.0,,8.0
2017-10-16 18:07:00,3.0,8.286,975.0,957.0,888.0,866.0,0.0,11.0,8.0,25.4,24.4,25.3,24.3,25.525,27.382,25.21,20.222,30.5,30.3,28.2,32.4,24.48,26.125,34.114000000000004,38.083,,11.0,,8.0
2017-10-16 18:08:00,3.0,8.179,972.0,953.0,891.0,861.0,0.0,11.0,8.0,25.4,24.4,25.3,24.2,25.55,27.382,25.258000000000006,20.15,30.4,30.3,28.2,32.3,25.306,25.781,33.818000000000005,37.912,,11.0,,8.0
2017-10-16 18:09:00,3.0,8.148,971.0,947.0,888.0,858.0,0.0,11.0,8.0,25.4,24.4,25.3,24.2,25.574,27.382,25.307,20.126,30.4,30.3,28.2,32.3,25.992,26.056,34.324,37.877,,11.0,,8.0
2017-10-16 18:10:00,3.0,8.301,969.0,947.0,892.0,858.0,0.0,11.0,8.0,25.4,24.4,25.3,24.2,25.598000000000006,27.358,25.38,20.079,30.4,30.3,28.2,32.1,25.857,26.054,34.698,38.133,,11.0,,8.0
2017-10-16 18:11:00,4.0,7.706,968.0,950.0,891.0,850.0,0.0,11.0,8.0,25.4,24.4,25.3,24.3,25.598000000000006,27.358,25.428,20.007,30.4,30.3,28.2,32.9,25.24,25.848000000000006,32.492,38.126,,11.0,,8.0
2017-10-16 18:12:00,3.0,7.919,964.0,940.0,888.0,850.0,0.0,11.0,8.0,25.4,24.4,25.3,24.3,25.598000000000006,27.333,25.477,19.936,30.4,30.3,28.2,32.5,25.275,25.846,31.891,37.988,,11.0,,8.0
2017-10-16 18:13:00,3.0,8.515,962.0,943.0,884.0,855.0,0.0,11.0,8.0,25.4,24.4,25.3,24.3,25.598000000000006,27.308000000000003,25.525,19.912,30.4,30.3,28.2,32.6,25.309,25.948,31.154,38.214,,11.0,,8.0
2017-10-16 18:14:00,3.0,8.193999999999999,959.0,945.0,886.0,861.0,0.0,11.0,8.0,25.4,24.4,25.3,24.3,25.598000000000006,27.284,25.574,19.888,30.5,30.3,28.2,32.2,25.515,25.911,30.922,38.113,,11.0,,8.0
2017-10-16 18:15:00,3.0,8.774,956.0,945.0,886.0,863.0,0.0,11.0,8.0,25.4,24.4,25.3,24.3,25.598000000000006,27.259,25.598000000000006,19.793,30.4,30.5,28.2,31.9,25.72,25.978,31.227,38.104,,11.0,,8.0
2017-10-16 18:16:00,3.0,7.492000000000001,955.0,943.0,881.0,861.0,0.0,11.0,8.0,25.4,24.4,25.3,24.3,25.623,27.259,25.647,19.746,30.4,30.8,28.2,31.8,25.585,26.185,30.488000000000003,38.131,,11.0,,8.0
2017-10-16 18:17:00,4.0,7.95,950.0,940.0,872.0,858.0,0.0,11.0,8.0,25.4,24.4,25.3,24.3,25.623,27.235,25.671,19.674,30.4,30.7,28.2,31.9,25.996,26.389,29.407,39.001,,11.0,,8.0
2017-10-16 18:18:00,3.0,8.255,948.0,943.0,872.0,862.0,0.0,11.0,8.0,25.4,24.4,25.3,24.3,25.623,27.21,25.695,19.603,30.5,30.6,28.2,31.9,26.68,26.25,29.545,39.188,,11.0,,8.0
2017-10-16 18:19:00,4.0,8.713,937.0,937.0,870.0,866.0,0.0,11.0,8.0,25.4,24.4,25.3,24.3,25.647,27.161,25.744,19.508,30.3,30.6,28.2,31.9,26.887,26.349,29.515,39.178,,11.0,,8.0
2017-10-16 18:20:00,4.0,8.057,931.0,929.0,870.0,862.0,0.0,11.0,8.0,25.5,24.4,25.3,24.3,25.647,27.161,25.768,19.413,30.3,30.6,28.2,31.8,26.545,26.28,29.822,39.719,,11.0,,8.0
2017-10-16 18:21:00,3.0,7.706,931.0,924.0,872.0,859.0,0.0,11.0,8.0,25.5,24.4,25.3,24.3,25.623,27.112,25.793000000000006,19.318,30.3,30.6,28.2,31.8,26.064,26.036,29.145,39.385,,11.0,,8.0
2017-10-16 18:22:00,3.0,9.216,930.0,924.0,872.0,860.0,0.0,11.0,8.0,25.5,24.4,25.3,24.3,25.623,27.087,25.817,19.246,30.3,30.7,28.2,31.8,25.962,25.966,28.91,39.604,,11.0,,8.0
2017-10-16 18:23:00,3.0,8.56,927.0,921.0,864.0,858.0,0.0,11.0,8.0,25.5,24.4,25.3,24.3,25.623,27.063,25.866,19.175,30.3,30.7,28.2,31.8,25.928,26.17,29.083,39.337,,11.0,,8.0
2017-10-16 18:24:00,3.0,8.621,923.0,920.0,862.0,859.0,0.0,11.0,8.0,25.5,24.4,25.3,24.3,25.598000000000006,27.038,25.89,19.175,30.3,30.7,28.2,31.8,25.857,26.1,29.051,39.24,,11.0,,8.0
2017-10-16 18:25:00,4.0,7.935,915.0,924.0,863.0,855.0,0.0,11.0,8.0,25.5,24.4,25.3,24.3,25.598000000000006,27.014,25.89,19.199,30.3,30.7,28.3,31.7,25.789,26.235,28.745,39.113,,11.0,,8.0
2017-10-16 18:26:00,4.0,8.515,910.0,928.0,864.0,850.0,0.0,11.0,8.0,25.5,24.4,25.3,24.3,25.598000000000006,26.965,25.939,19.27,30.3,30.8,28.2,31.7,25.857,26.026,28.681,39.121,,11.0,,8.0
2017-10-16 18:27:00,3.0,8.377,906.0,932.0,870.0,850.0,0.001,11.0,8.0,25.5,24.4,25.3,24.3,25.574,26.94,25.939,19.318,30.3,30.7,28.2,31.7,26.232,26.161,28.545,38.899,,11.0,,8.0
2017-10-16 18:28:00,3.0,8.591000000000001,905.0,929.0,866.0,850.0,0.001,11.0,8.0,25.5,24.4,25.3,24.3,25.55,26.916,25.987,19.389,30.3,30.7,28.3,31.7,26.333,26.262,28.345,38.777,,11.0,,8.0
2017-10-16 18:29:00,3.0,8.087,902.0,924.0,863.0,847.0,0.002,11.0,8.0,25.5,24.4,25.3,24.3,25.55,26.891,25.987,19.413,30.3,30.7,28.3,31.7,26.675,26.295,28.277,38.779,,11.0,,8.0
2017-10-16 18:30:00,3.0,8.682,905.0,919.0,862.0,836.0,0.002,11.0,8.0,25.5,24.4,25.3,24.3,25.525,26.842,26.012,19.413,30.3,30.8,28.2,31.6,27.355,26.326,28.279,39.039,,11.0,,8.0
2017-10-16 18:31:00,3.0,8.209,903.0,924.0,856.0,836.0,0.001,12.0,8.0,25.5,24.4,25.3,24.3,25.501,26.818,26.036,19.389,30.3,31.0,28.3,31.6,27.149,26.495,28.008000000000006,39.036,,12.0,,8.0
2017-10-16 18:32:00,4.0,9.293,904.0,926.0,856.0,834.0,0.001,12.0,8.0,25.5,24.4,25.3,24.3,25.501,26.769,26.061,19.318,30.3,30.9,28.2,31.5,26.568,26.629,28.146,39.806,,12.0,,8.0
2017-10-16 18:33:00,3.0,9.094,902.0,916.0,858.0,832.0,0.001,12.0,8.0,25.5,24.4,25.3,24.3,25.477,26.744,26.085,19.222,30.3,31.0,28.2,31.4,26.567,26.627,28.148000000000003,39.86,,12.0,,8.0
2017-10-16 18:34:00,3.0,7.904,900.0,920.0,853.0,829.0,0.001,12.0,8.0,25.5,24.4,25.3,24.3,25.453000000000007,26.72,26.109,19.127,30.4,31.0,28.3,31.3,26.428,26.419,28.048,39.721,,12.0,,8.0
2017-10-16 18:35:00,4.0,8.362,897.0,924.0,856.0,824.0,0.001,12.0,8.0,25.5,24.4,25.3,24.3,25.428,26.671,26.134,19.032,30.4,30.8,28.3,31.3,26.221,26.484,27.811,39.743,,12.0,,8.0
2017-10-16 18:36:00,4.0,8.881,899.0,916.0,856.0,822.0,0.001,12.0,8.0,25.5,24.4,25.4,24.3,25.404,26.646,26.134,18.889,30.4,30.8,28.3,31.3,26.254,26.62,27.879,39.986,,12.0,,8.0
2017-10-16 18:37:00,3.0,8.087,908.0,911.0,852.0,817.0,0.001,12.0,8.0,25.5,24.4,25.3,24.3,25.38,26.598000000000006,26.158,18.723,30.4,30.8,28.2,31.2,26.491,26.719,27.949,40.645,,12.0,,8.0
2017-10-16 18:38:00,3.0,8.972000000000003,910.0,899.0,850.0,811.0,0.001,12.0,8.0,25.5,24.4,25.3,24.3,25.355,26.573,26.182,18.628,30.3,30.7,28.2,31.2,26.728,26.785,27.849,40.795,,12.0,,8.0
2017-10-16 18:39:00,3.0,8.209,909.0,885.0,849.0,804.0,0.001,12.0,8.0,25.6,24.4,25.3,24.3,25.355,26.549,26.182,18.533,30.3,30.7,28.3,31.3,26.728,26.681,28.599,41.139,,12.0,,8.0
2017-10-16 18:40:00,3.0,8.164,906.0,888.0,847.0,803.0,0.001,12.0,8.0,25.6,24.3,25.3,24.4,25.331,26.5,26.158,18.438,30.3,30.8,28.3,31.3,26.863000000000003,26.609,28.699,41.481,,12.0,,8.0
2017-10-16 18:41:00,3.0,8.286,899.0,883.0,843.0,811.0,0.0,12.0,8.0,25.6,24.4,25.4,24.3,25.331,26.475,26.134,18.343,30.3,30.7,28.3,31.3,26.931,26.607,28.833,41.246,,12.0,,8.0
2017-10-16 18:42:00,3.0,8.881,893.0,883.0,845.0,815.0,0.0,12.0,8.0,25.6,24.4,25.3,24.4,25.331,26.451,26.109,18.319000000000006,30.3,30.7,28.3,31.2,26.931,27.631,28.967,41.66,,12.0,,8.0
2017-10-16 18:43:00,3.0,9.277,887.0,884.0,847.0,815.0,0.002,12.0,8.0,25.6,24.4,25.4,24.3,25.307,26.426,26.085,18.247,30.3,30.8,28.3,31.2,26.793000000000006,27.766,28.965,41.813,,12.0,,8.0
2017-10-16 18:44:00,3.0,8.377,888.0,885.0,848.0,815.0,0.002,12.0,8.0,25.6,24.4,25.4,24.4,25.307,26.426,26.061,18.176,30.3,30.8,28.3,31.2,26.588,27.561,29.099,41.74,,12.0,,8.0
2017-10-16 18:45:00,3.0,9.339,891.0,879.0,850.0,819.0,0.002,12.0,8.0,25.5,24.4,25.4,24.3,25.307,26.402,26.036,18.081,30.3,30.8,28.3,31.2,26.246,26.978,29.233,41.858,,12.0,,8.0
2017-10-16 18:46:00,3.0,8.728,891.0,885.0,855.0,821.0,0.002,12.0,8.0,25.6,24.4,25.4,24.4,25.283,26.378,25.987,17.986,30.3,30.9,28.4,31.2,25.903,26.668000000000006,29.263,41.655,,12.0,,8.0
2017-10-16 18:47:00,3.0,9.781,889.0,895.0,852.0,822.0,0.002,12.0,8.0,25.6,24.4,25.4,24.4,25.283,26.353,25.987,17.891,30.3,30.9,28.4,31.2,25.732,26.187,29.365,41.51600000000001,,12.0,,8.0
2017-10-16 18:48:00,4.0,8.042,891.0,900.0,856.0,822.0,0.002,12.0,8.0,25.6,24.4,25.4,24.4,25.283,26.353,25.939,17.843,30.3,30.9,28.4,31.3,25.492,25.741,29.361,41.383,,12.0,,8.0
2017-10-16 18:49:00,3.0,9.125,888.0,914.0,855.0,827.0,0.002,12.0,8.0,25.6,24.4,25.4,24.4,25.283,26.329,25.939,17.796,30.2,30.9,28.4,31.3,25.286,26.801,29.429,41.313,,12.0,,8.0
2017-10-16 18:50:00,4.0,9.735,884.0,917.0,860.0,829.0,0.002,12.0,8.0,25.6,24.3,25.4,24.4,25.283,26.329,25.89,17.724,30.3,30.9,28.4,31.3,25.492,27.417,29.493,40.856,,12.0,,8.0
2017-10-16 18:51:00,3.0,9.216,884.0,915.0,858.0,827.0,0.001,12.0,8.0,25.6,24.4,25.4,24.4,25.283,26.304,25.866,17.653,30.3,30.9,28.3,31.3,25.081,25.703000000000007,29.558000000000003,40.912,,12.0,,8.0
2017-10-16 18:52:00,3.0,8.164,884.0,911.0,862.0,829.0,0.001,12.0,8.0,25.6,24.4,25.4,24.4,25.258000000000006,26.304,25.841,17.558,30.3,30.9,28.3,31.3,25.011,25.634,29.624,40.99800000000001,,12.0,,8.0
2017-10-16 18:53:00,3.0,8.713,881.0,905.0,861.0,830.0,0.002,12.0,8.0,25.6,24.4,25.4,24.4,25.258000000000006,26.28,25.817,17.534000000000002,30.3,30.9,28.2,31.3,24.805,25.838,29.656,40.675,,12.0,,8.0
2017-10-16 18:54:00,3.0,8.515,888.0,902.0,865.0,830.0,0.002,12.0,8.0,25.6,24.3,25.4,24.4,25.258000000000006,26.28,25.793000000000006,17.486,30.3,30.9,28.4,31.3,24.805,25.77,29.688,40.798,,12.0,,8.0
2017-10-16 18:55:00,2.0,8.652000000000001,893.0,898.0,869.0,830.0,0.001,12.0,8.0,25.6,24.3,25.4,24.4,25.258000000000006,26.28,25.768,17.439,30.3,30.9,28.3,31.3,24.805,27.618,29.754,40.921,,12.0,,8.0
2017-10-16 18:56:00,3.0,8.896,893.0,905.0,877.0,825.0,0.001,12.0,8.0,25.6,24.4,25.4,24.4,25.258000000000006,26.256,25.744,17.391,30.3,30.9,28.4,31.3,24.736,25.905,29.82,40.947,,12.0,,8.0
2017-10-16 18:57:00,4.0,8.713,899.0,905.0,878.0,821.0,0.001,12.0,8.0,25.6,24.3,25.4,24.4,25.258000000000006,26.256,25.744,17.344,30.3,30.8,28.4,31.3,24.667,27.752,29.887,40.942,,12.0,,8.0
2017-10-16 18:58:00,3.0,7.904,897.0,905.0,875.0,821.0,0.001,12.0,8.0,25.6,24.3,25.4,24.4,25.258000000000006,26.256,25.72,17.32,30.3,30.8,28.4,31.3,24.599,27.206,29.953000000000007,40.298,,12.0,,8.0
2017-10-16 18:59:00,4.0,9.216,902.0,905.0,876.0,824.0,0.001,12.0,8.0,25.6,24.3,25.4,24.4,25.258000000000006,26.231,25.695,17.32,30.3,30.9,28.3,31.3,24.427,28.228,29.951,40.458,,12.0,,8.0
2017-10-16 19:00:00,4.0,9.033,902.0,905.0,874.0,827.0,0.001,12.0,8.0,25.6,24.3,25.4,24.4,25.258000000000006,26.231,25.671,17.272000000000002,30.3,30.8,28.3,31.3,24.29,28.091,29.983,40.485,,12.0,,8.0
2017-10-16 19:01:00,4.0,9.003,902.0,905.0,871.0,827.0,0.002,12.0,8.0,25.6,24.3,25.4,24.4,25.258000000000006,26.231,25.647,17.225,30.3,30.9,28.4,31.3,24.255,26.178,30.015,40.384,,12.0,,8.0
2017-10-16 19:02:00,4.0,9.4,903.0,902.0,873.0,824.0,0.002,12.0,8.0,25.6,24.3,25.3,24.4,25.234,26.231,25.647,17.225,30.2,30.9,28.4,31.3,24.254,25.423,30.015,40.352,,12.0,,8.0
2017-10-16 19:03:00,4.0,8.362,908.0,900.0,880.0,831.0,0.001,12.0,8.0,25.6,24.3,25.4,24.4,25.234,26.231,25.623,17.225,30.2,30.9,28.4,31.3,24.116,24.908,30.081,39.387,,12.0,,8.0
2017-10-16 19:04:00,3.0,8.377,914.0,900.0,885.0,833.0,0.001,12.0,8.0,25.7,24.3,25.4,24.4,25.234,26.207,25.598000000000006,17.296,30.2,30.9,28.4,31.3,23.91,25.147,30.146,39.459,,12.0,,8.0
2017-10-16 19:05:00,4.0,8.484,916.0,903.0,890.0,829.0,0.002,12.0,8.0,25.6,24.3,25.4,24.4,25.234,26.207,25.574,17.32,30.2,30.9,28.4,31.3,23.704,25.833,30.178,39.558,,12.0,,8.0
2017-10-16 19:06:00,4.0,8.698,916.0,911.0,890.0,824.0,0.002,12.0,8.0,25.6,24.3,25.4,24.4,25.234,26.207,25.574,17.32,30.2,30.9,28.4,31.3,23.566,26.86,30.212,38.527,,12.0,,8.0
2017-10-16 19:07:00,3.0,8.698,912.0,909.0,889.0,829.0,0.001,12.0,8.0,25.6,24.3,25.4,24.4,25.21,26.207,25.55,17.368,30.2,30.9,28.4,31.3,23.495,25.421,30.277,38.402,,12.0,,8.0
2017-10-16 19:08:00,4.0,7.919,910.0,920.0,890.0,834.0,0.001,12.0,8.0,25.7,24.3,25.4,24.4,25.21,26.207,25.525,17.368,30.2,31.0,28.4,31.3,23.461,28.055,30.275,38.628,,12.0,,8.0
2017-10-16 19:09:00,4.0,8.667,906.0,916.0,889.0,834.0,0.002,12.0,8.0,25.7,24.3,25.4,24.4,25.21,26.207,25.501,17.368,30.2,31.0,28.5,31.3,23.427,26.724,30.307,37.756,,12.0,,8.0
2017-10-16 19:10:00,4.0,8.789,909.0,916.0,889.0,833.0,0.002,12.0,8.0,25.6,24.3,25.4,24.4,25.21,26.207,25.501,17.439,30.2,31.0,28.4,31.3,23.358,28.839,30.307,37.277,,12.0,,8.0
2017-10-16 19:11:00,4.0,8.82,902.0,919.0,887.0,829.0,0.002,12.0,8.0,25.6,24.3,25.4,24.4,25.21,26.207,25.477,17.486,30.2,31.0,28.4,31.3,23.289,29.247,30.339,37.411,,12.0,,8.0
2017-10-16 19:12:00,4.0,9.552,904.0,916.0,889.0,830.0,0.002,12.0,8.0,25.6,24.3,25.4,24.4,25.21,26.182,25.477,17.558,30.2,31.0,28.4,31.3,23.22,29.516,30.407,37.224,,12.0,,8.0
2017-10-16 19:13:00,4.0,8.927,913.0,916.0,883.0,833.0,0.002,12.0,8.0,25.6,24.3,25.4,24.4,25.186,26.182,25.453000000000007,17.605,30.2,31.0,28.4,31.2,23.149,29.72,30.405,37.164,,12.0,,8.0
2017-10-16 19:14:00,4.0,8.911,913.0,913.0,880.0,832.0,0.002,12.0,8.0,25.6,24.3,25.4,24.4,25.186,26.182,25.453000000000007,17.629,30.2,31.0,28.3,31.2,23.115,29.72,30.405,36.582,,12.0,,8.0
2017-10-16 19:15:00,3.0,8.209,910.0,913.0,878.0,831.0,0.001,12.0,8.0,25.6,24.3,25.4,24.4,25.186,26.158,25.428,17.653,30.1,31.0,28.3,31.2,23.115,29.446,30.403,36.909,,12.0,,8.0
2017-10-16 19:16:00,3.0,9.43,906.0,919.0,880.0,834.0,0.001,12.0,8.0,25.6,24.3,25.4,24.4,25.186,26.158,25.404,17.605,30.1,31.0,28.3,31.2,23.08,29.82,30.401,36.677,,12.0,,8.0
2017-10-16 19:17:00,4.0,7.98,903.0,916.0,880.0,832.0,0.002,12.0,8.0,25.6,24.3,25.4,24.4,25.162,26.158,25.404,17.534000000000002,30.1,31.0,28.3,31.2,23.217,29.582,30.434,36.767,,12.0,,8.0
2017-10-16 19:18:00,4.0,8.209,902.0,917.0,879.0,834.0,0.002,12.0,8.0,25.6,24.3,25.4,24.4,25.162,26.134,25.38,17.463,30.3,31.0,28.3,31.2,22.975,29.919,30.466,36.76,,12.0,,8.0
2017-10-16 19:19:00,4.0,8.423,910.0,919.0,880.0,840.0,0.002,12.0,8.0,25.6,24.3,25.4,24.4,25.162,26.134,25.38,17.415,30.2,31.0,28.3,31.2,22.872,29.953000000000007,30.466,36.593,,12.0,,8.0
2017-10-16 19:20:00,3.0,9.354,913.0,917.0,879.0,840.0,0.002,12.0,8.0,25.6,24.3,25.4,24.4,25.162,26.134,25.355,17.368,30.2,31.0,28.3,31.2,22.665,30.055,30.396,36.361,,12.0,,8.0
2017-10-16 19:21:00,4.0,9.659,910.0,923.0,880.0,839.0,0.002,12.0,8.0,25.6,24.3,25.4,24.4,25.162,26.109,25.355,17.32,30.2,31.0,28.3,31.1,22.838,30.121,30.464,36.486,,12.0,,8.0
2017-10-16 19:22:00,4.0,8.972000000000003,903.0,930.0,877.0,842.0,0.002,12.0,8.0,25.6,24.2,25.4,24.4,25.137,26.109,25.331,17.272000000000002,30.1,31.0,28.3,31.1,22.595,30.121,30.462,36.936,,12.0,,8.0
2017-10-16 19:23:00,3.0,9.751,910.0,929.0,877.0,842.0,0.002,12.0,8.0,25.6,24.3,25.4,24.4,25.137,26.085,25.331,17.225,30.2,31.0,28.3,31.1,22.526,30.119,30.462,36.996,,12.0,,8.0
2017-10-16 19:24:00,3.0,9.247,915.0,926.0,882.0,843.0,0.002,12.0,8.0,25.6,24.2,25.4,24.4,25.137,26.085,25.307,17.177,30.1,31.0,28.3,31.1,23.077,30.119,30.528,36.601,,12.0,,8.0
2017-10-16 19:25:00,4.0,9.506,916.0,926.0,877.0,848.0,0.002,12.0,8.0,25.6,24.2,25.4,24.4,25.113000000000003,26.085,25.307,17.153,30.1,31.1,28.3,31.1,22.662,30.187,30.528,37.28,,12.0,,8.0
2017-10-16 19:26:00,4.0,9.247,916.0,924.0,878.0,847.0,0.002,12.0,8.0,25.6,24.2,25.4,24.5,25.113000000000003,26.061,25.283,17.201,30.1,31.1,28.3,31.1,22.386,30.218000000000004,30.458,36.214,,12.0,,8.0
2017-10-16 19:27:00,4.0,9.842,909.0,920.0,877.0,843.0,0.002,12.0,9.0,25.6,24.2,25.4,24.4,25.113000000000003,26.061,25.283,17.272000000000002,30.2,31.1,28.3,31.1,22.455,30.286,30.458,35.993,,12.0,,9.0
2017-10-16 19:28:00,4.0,9.339,906.0,916.0,879.0,839.0,0.002,12.0,9.0,25.6,24.2,25.4,24.5,25.089,26.061,25.258000000000006,17.272000000000002,30.1,31.1,28.3,31.1,22.522,26.713,30.186,35.863,,12.0,,9.0
2017-10-16 19:29:00,4.0,10.513,904.0,912.0,878.0,836.0,0.003,12.0,9.0,25.6,24.2,25.4,24.5,25.04,26.061,25.258000000000006,17.296,30.1,31.1,28.3,31.1,22.519,25.445,29.577,35.833,,12.0,,9.0
2017-10-16 19:30:00,4.0,10.559,905.0,914.0,879.0,834.0,0.003,12.0,9.0,25.6,24.2,25.4,24.5,25.016,26.085,25.258000000000006,17.32,30.1,31.1,28.3,31.1,22.518,26.03,29.847,35.607,,12.0,,9.0
2017-10-16 19:31:00,4.0,9.583,908.0,917.0,882.0,836.0,0.002,12.0,9.0,25.6,24.2,25.4,24.5,24.992,26.085,25.258000000000006,17.439,30.2,31.1,28.3,31.0,22.413,28.284,30.152,35.586,,12.0,,9.0
2017-10-16 19:32:00,4.0,9.598,906.0,924.0,880.0,834.0,0.002,12.0,9.0,25.6,24.2,25.4,24.5,24.968000000000004,26.085,25.258000000000006,17.486,30.2,31.1,28.3,31.0,22.307,29.305,30.219,35.526,,12.0,,9.0
2017-10-16 19:33:00,4.0,9.827,908.0,924.0,878.0,831.0,0.003,12.0,9.0,25.6,24.2,25.4,24.5,24.968000000000004,26.085,25.258000000000006,17.558,30.2,31.1,28.3,30.9,22.376,29.542,30.287,35.011,,12.0,,9.0
2017-10-16 19:34:00,3.0,10.315,906.0,926.0,879.0,829.0,0.003,12.0,9.0,25.6,24.2,25.4,24.5,24.944000000000006,26.085,25.234,17.629,30.2,31.2,28.3,30.9,22.651,29.78,30.386,34.887,,12.0,,9.0
2017-10-16 19:35:00,4.0,10.390999999999998,916.0,926.0,877.0,835.0,0.002,12.0,9.0,25.6,24.2,25.4,24.4,24.944000000000006,26.085,25.234,17.701,30.2,31.0,28.3,31.0,22.375,29.882,30.386,34.894,,12.0,,9.0
2017-10-16 19:36:00,4.0,9.949,918.0,929.0,883.0,835.0,0.002,12.0,9.0,25.6,24.2,25.4,24.5,24.919,26.085,25.21,17.724,30.2,31.0,28.3,31.0,22.304,29.983,30.452,35.157,,12.0,,9.0
2017-10-16 19:37:00,4.0,11.154000000000002,916.0,921.0,885.0,833.0,0.001,12.0,9.0,25.6,24.2,25.4,24.5,24.919,26.085,25.21,17.701,30.2,31.0,28.3,31.0,22.304,30.051,30.519,35.09,,12.0,,9.0
2017-10-16 19:38:00,4.0,11.917,916.0,920.0,889.0,832.0,0.001,12.0,9.0,25.6,24.2,25.4,24.5,24.895,26.061,25.21,17.653,30.2,31.0,28.3,31.0,22.303,30.049,30.519,34.955,,12.0,,9.0
2017-10-16 19:39:00,3.0,10.575,918.0,919.0,889.0,833.0,0.001,12.0,9.0,25.6,24.2,25.4,24.5,24.895,26.061,25.186,17.582,30.2,31.1,28.3,31.0,22.303,30.117,30.517,35.144,,12.0,,9.0
2017-10-16 19:40:00,4.0,11.948,915.0,924.0,889.0,831.0,0.001,12.0,9.0,25.6,24.2,25.4,24.5,24.871,26.036,25.186,17.534000000000002,30.2,31.1,28.4,31.0,22.301,30.081,30.517,35.008,,12.0,,9.0
2017-10-16 19:41:00,4.0,10.605,919.0,923.0,889.0,834.0,0.001,12.0,9.0,25.6,24.2,25.4,24.5,24.871,26.036,25.162,17.486,30.2,31.1,28.4,31.0,22.301,30.183000000000003,30.549,35.298,,12.0,,9.0
2017-10-16 19:42:00,3.0,10.422,915.0,924.0,889.0,833.0,0.001,12.0,9.0,25.6,24.2,25.4,24.5,24.847,26.036,25.162,17.439,30.2,31.0,28.4,31.0,22.3,30.216,30.583,35.586,,12.0,,9.0
2017-10-16 19:43:00,3.0,11.261,916.0,929.0,887.0,833.0,0.001,12.0,9.0,25.6,24.2,25.4,24.5,24.847,26.012,25.137,17.368,30.2,31.0,28.4,30.9,22.3,30.18,30.581,35.87300000000001,,12.0,,9.0
2017-10-16 19:44:00,4.0,9.995,923.0,935.0,887.0,833.0,0.001,12.0,9.0,25.6,24.2,25.4,24.5,24.823,26.012,25.137,17.272000000000002,30.2,31.1,28.4,30.9,22.298,30.248,30.581,36.221,,12.0,,9.0
2017-10-16 19:45:00,3.0,10.849,922.0,928.0,890.0,836.0,0.002,12.0,9.0,25.6,24.2,25.4,24.5,24.823,25.987,25.113000000000003,17.177,30.2,31.1,28.4,30.9,22.367,30.28,30.579,36.407,,12.0,,9.0
2017-10-16 19:46:00,3.0,11.414,920.0,920.0,894.0,842.0,0.002,12.0,9.0,25.6,24.2,25.4,24.5,24.823,25.987,25.113000000000003,17.105999999999998,30.2,31.0,28.4,30.9,22.436,30.28,30.646,35.912,,12.0,,9.0
2017-10-16 19:47:00,3.0,10.91,919.0,921.0,898.0,842.0,0.002,12.0,9.0,25.6,24.2,25.4,24.5,24.798,25.987,25.113000000000003,17.034000000000002,30.1,31.0,28.4,30.9,22.434,30.314,30.579,36.392,,12.0,,9.0
