Time,PM_MET_IN1,PM_MET_OUT,CO2_ETC_IN1,CO2_ETC_BR1,CO2_ETC_BR2,CO2_ETC_BR3,CO2_ETC_BR6,NO2_AQL_IN1,FRM_FMM_IN1,T_ETC_IN1,T_ETC_BR1,T_ETC_BR2,T_ETC_BR3,T_ETC_BR6,T_HBO_BA1,T_HBO_BA2,T_HBO_BA3,T_HBO_BA4,T_HBO_LAU,T_HBO_TO3,RH_ETC_IN1,RH_ETC_BR1,RH_ETC_BR2,RH_ETC_BR3,RH_ETC_BR6,RH_HBO_BA1,RH_HBO_BA2,RH_HBO_BA3,RH_HBO_BA4,RH_HBO_LAU,RH_HBO_TO3,FRM_FLG_IN1,FRM_ADJ_IN1
2017-06-21 18:00:00,,6.409,642,667,733,783,674,0.028,25.0,24.4,25.4,24.3,25.2,24.8,36.905,39.63,39.63,27.063,24.122,,53.8,50.6,54.4,52.8,51.4,31.986,27.939,27.939,47.073,55.136,,,25.0
2017-06-21 18:01:00,,7.645,639,661,733,791,677,0.028,25.0,24.4,25.4,24.2,25.2,24.8,37.042,39.686,39.686,26.916,24.122,,53.8,50.6,54.3,52.9,51.4,31.79,27.944000000000006,27.944000000000006,47.022,55.104,,,25.0
2017-06-21 18:02:00,,7.065,643,658,729,800,680,0.04,25.0,24.3,25.4,24.1,25.2,24.8,37.151,39.743,39.743,26.793000000000006,24.122,,53.8,50.6,54.3,52.6,51.4,31.66,27.877,27.877,47.265,55.073,,,25.0
2017-06-21 18:03:00,,7.355,648,658,724,802,679,0.04,25.0,24.3,25.4,24.1,25.2,24.8,37.261,39.8,39.8,26.671,24.122,,53.9,50.6,54.3,52.6,51.5,31.426,27.74,27.74,47.637,55.167,,,25.0
2017-06-21 18:04:00,,6.699,654,661,721,799,674,0.047,25.0,24.3,25.3,24.0,25.2,24.8,37.37,39.857,39.857,26.598000000000006,24.098000000000006,,53.9,50.7,54.2,52.4,51.4,31.192,27.674,27.674,47.69300000000001,55.007,,,25.0
2017-06-21 18:05:00,,9.873,651,660,725,798,674,0.047,25.0,24.2,25.4,24.0,25.2,24.8,37.508,39.914,39.914,26.5,24.098000000000006,,54.0,50.7,54.3,52.4,51.4,30.995,27.608,27.608,47.681,55.132,,,25.0
2017-06-21 18:06:00,,7.904,652,660,728,799,674,0.049,25.0,24.2,25.3,23.9,25.2,24.8,37.618,39.971,39.971,26.426,24.098000000000006,,54.0,50.7,54.2,52.3,51.4,30.865,27.506,27.506,48.09,55.007,,,25.0
2017-06-21 18:07:00,,6.8210000000000015,650,660,728,801,673,0.049,25.0,24.1,25.3,23.9,25.2,24.8,37.728,40.0,40.0,26.378,24.098000000000006,,54.1,50.7,54.2,52.4,51.4,30.665,27.508000000000006,27.508000000000006,48.11600000000001,55.038,,,25.0
2017-06-21 18:08:00,,7.004,647,657,733,802,670,0.047,25.0,24.1,25.3,23.9,25.2,24.8,37.811,40.028,40.028,26.304,24.098000000000006,,54.1,50.6,54.1,52.3,51.4,30.497,27.404,27.404,48.3,54.945,,,25.0
2017-06-21 18:09:00,,7.95,647,657,733,799,667,0.047,25.0,24.0,25.3,23.8,25.2,24.8,37.921,40.057,40.057,26.256,24.098000000000006,,54.3,50.8,54.2,52.6,51.3,30.332,27.406,27.406,48.101000000000006,55.07,,,25.0
2017-06-21 18:10:00,,7.904,649,655,731,800,663,0.046,25.0,24.0,25.3,23.7,25.2,24.8,38.004,40.114,40.114,26.207,24.098000000000006,,54.4,51.5,54.1,53.6,51.3,30.199,27.269,27.269,48.737,56.224,,,25.0
2017-06-21 18:11:00,,6.271,650,649,726,811,657,0.046,25.0,23.9,25.4,23.7,25.2,24.8,38.06,40.142,40.142,26.182,24.146,,54.5,51.8,54.2,54.1,52.3,30.064,27.307,27.307,53.922,56.76,,,25.0
2017-06-21 18:12:00,,6.638,650,647,721,819,657,0.043,25.0,23.9,25.4,23.7,25.3,24.8,38.115,40.142,40.142,26.304,24.243,,54.6,51.7,54.2,54.5,52.6,29.963,27.236,27.236,54.633,57.085,,,25.0
2017-06-21 18:13:00,,6.683,647,643,716,837,657,0.043,25.0,23.9,25.5,23.6,25.3,24.8,38.17,40.171,40.171,26.5,24.412,,54.7,51.6,54.3,54.6,52.4,29.933000000000003,27.273000000000003,27.273000000000003,53.746,57.111,,,25.0
2017-06-21 18:14:00,,6.348,651,646,714,853,652,0.042,25.0,23.8,25.5,23.6,25.4,24.9,38.198,40.2,40.2,26.769,24.605,,54.8,51.5,54.4,54.2,52.4,29.865,27.275,27.275,52.706,56.859,,,25.0
2017-06-21 18:15:00,,8.193999999999999,650,643,712,862,650,0.042,25.0,23.8,25.6,23.6,25.5,24.9,38.226,40.2,40.2,27.087,24.774,,54.8,51.4,54.5,54.5,52.3,29.867,27.205,27.205,51.923,56.542,,,25.0
2017-06-21 18:16:00,,7.126,654,643,713,867,649,0.04,25.0,23.8,25.7,23.5,25.5,24.9,38.254,40.2,40.2,27.431,24.944000000000006,,56.0,51.4,54.6,54.3,52.2,29.869,27.205,27.205,50.627,55.599,,,25.0
2017-06-21 18:17:00,,7.63,650,636,713,867,647,0.04,25.0,23.8,25.7,23.5,25.6,25.0,38.282,40.228,40.228,27.825,25.04,,58.5,51.4,55.5,53.7,52.2,29.802,27.207,27.207,49.652,54.484,,,25.0
2017-06-21 18:18:00,,7.782,651,633,712,860,648,0.037000000000000005,25.0,23.8,25.7,23.5,25.6,25.0,38.282,40.2,40.2,28.171,25.04,,56.0,51.4,56.8,53.7,52.3,29.872,27.134,27.134,46.853,54.233,,,25.0
2017-06-21 18:19:00,,6.79,650,633,713,856,648,0.037000000000000005,25.0,23.9,25.7,23.6,25.6,25.0,38.282,40.2,40.2,28.369,24.992,,55.4,51.2,56.4,53.6,52.2,29.872,27.134,27.134,47.62300000000001,54.226000000000006,,,25.0
2017-06-21 18:20:00,,6.073,657,636,712,848,649,0.014,25.0,23.9,25.7,23.7,25.6,25.0,38.254,40.171,40.171,28.617,24.919,,55.7,51.1,56.1,53.4,52.1,29.8,27.203000000000007,27.203000000000007,47.265,54.153,,,25.0
2017-06-21 18:21:00,,6.912000000000001,656,636,716,843,650,0.014,25.0,24.0,25.6,23.7,25.6,25.0,38.254,40.171,40.171,28.841,24.847,,55.6,51.0,56.0,53.1,51.9,29.869,27.167,27.167,45.762,54.206,,,25.0
2017-06-21 18:22:00,,7.034,651,636,716,839,650,0.026,25.0,24.1,25.6,23.8,25.6,25.0,38.226,40.142,40.142,29.04,24.774,,55.5,50.9,55.8,53.0,51.7,29.867,27.2,27.2,46.40600000000001,54.195,,,25.0
2017-06-21 18:23:00,,7.034,650,638,715,839,654,0.026,27.0,24.1,25.6,23.9,25.6,24.9,38.198,40.114,40.114,29.265,24.702,,55.5,50.8,55.5,52.9,51.6,30.04,27.269,27.269,45.944,54.216,,,27.0
2017-06-21 18:24:00,,7.065,645,641,715,839,655,0.017,27.0,24.2,25.6,24.0,25.5,24.9,38.17,40.085,40.085,29.49,24.653,,55.4,50.7,55.4,52.6,51.5,29.933000000000003,27.267,27.267,44.825,54.272,,,27.0
2017-06-21 18:25:00,,8.301,646,646,719,841,655,0.017,27.0,24.2,25.6,24.0,25.5,24.9,38.17,40.057,40.057,29.69,24.581,,55.3,50.6,55.2,52.6,51.5,30.003,27.265,27.265,44.685,54.293,,,27.0
2017-06-21 18:26:00,,6.973,646,648,721,845,661,0.01,27.0,24.3,25.5,24.0,25.5,24.9,38.143,40.057,40.057,29.89,24.532,,55.2,50.5,55.1,52.6,51.4,29.965,27.336,27.336,44.413,54.286,,,27.0
2017-06-21 18:27:00,,7.1110000000000015,643,651,721,841,668,0.01,27.0,24.3,25.5,24.1,25.5,24.9,38.087,40.0,40.0,30.066,24.484,,55.0,50.4,55.0,52.4,51.4,30.206,27.331,27.331,43.413,54.31100000000001,,,27.0
2017-06-21 18:28:00,,7.66,641,650,722,845,668,0.01,27.0,24.3,25.5,24.1,25.5,24.9,38.032,39.971,39.971,30.192,24.46,,54.9,50.4,54.9,52.4,51.4,30.201,27.365,27.365,43.427,54.307,,,27.0
2017-06-21 18:29:00,,5.966,639,652,721,843,666,0.01,27.0,24.4,25.5,24.2,25.5,24.8,38.004,39.94300000000001,39.94300000000001,30.343000000000004,24.436,,54.7,50.4,54.8,52.3,51.4,30.164,27.575,27.575,41.525,54.273,,,27.0
2017-06-21 18:30:00,,7.004,639,653,722,848,667,0.011,27.0,24.4,25.5,24.2,25.5,24.9,37.949,39.914,39.914,30.394,24.388,,54.6,50.3,54.7,52.2,51.3,30.404,27.466,27.466,41.929,54.26600000000001,,,27.0
2017-06-21 18:31:00,,6.377999999999999,639,656,725,850,671,0.011,27.0,24.5,25.5,24.2,25.5,24.9,37.893,39.857,39.857,30.469,24.388,,54.5,50.3,54.7,52.1,51.2,30.399,27.533,27.533,43.26,54.234,,,27.0
2017-06-21 18:32:00,,6.806,639,655,725,848,673,0.014,27.0,24.5,25.5,24.3,25.5,24.8,37.866,39.829,39.829,30.571,24.339,,54.4,50.3,54.6,52.1,51.3,30.467,27.601,27.601,42.875,54.19600000000001,,,27.0
2017-06-21 18:33:00,,6.989,639,658,731,844,674,0.014,27.0,24.5,25.4,24.3,25.5,24.8,37.811,39.8,39.8,30.697,24.315,,54.2,50.3,54.5,51.9,51.3,30.602,27.564,27.564,42.194,54.224,,,27.0
2017-06-21 18:34:00,,7.065,643,663,733,839,672,0.017,27.0,24.6,25.4,24.4,25.5,24.8,37.783,39.772,39.772,30.798,24.291,,54.1,50.3,54.4,51.7,51.3,30.6,27.668000000000006,27.668000000000006,42.669,54.283,,,27.0
2017-06-21 18:35:00,,6.561,646,663,736,837,673,0.017,27.0,24.6,25.4,24.4,25.5,24.8,37.755,39.715,39.715,30.9,24.291,,54.0,50.2,54.4,51.6,51.3,30.528,27.663,27.663,40.188,54.315,,,27.0
2017-06-21 18:36:00,,5.524,650,663,733,829,674,0.02,27.0,24.6,25.4,24.4,25.5,24.8,37.7,39.715,39.715,30.925,24.267,,53.9,50.3,54.3,51.5,51.3,30.663,27.769,27.769,41.19,54.31100000000001,,,27.0
2017-06-21 18:37:00,,5.631,650,666,728,827,675,0.02,27.0,24.7,25.4,24.5,25.5,24.8,37.645,39.658,39.658,30.9,24.267,,53.8,50.2,54.2,51.3,51.3,30.797,27.8,27.8,40.887,54.28,,,27.0
2017-06-21 18:38:00,,6.042999999999998,650,666,725,826,676,0.022,27.0,24.7,25.4,24.5,25.4,24.8,37.59,39.63,39.63,30.9,24.243,,53.7,50.3,54.2,51.4,51.4,30.793000000000006,27.798,27.798,41.984,54.245,,,27.0
2017-06-21 18:39:00,,6.79,656,666,721,812,676,0.022,27.0,24.7,25.4,24.6,25.4,24.8,37.563,39.573,39.573,30.95,24.243,,53.6,50.2,54.1,51.4,51.3,30.86,27.935,27.935,41.791,54.182,,,27.0
2017-06-21 18:40:00,,6.607,653,668,725,806,675,0.024,27.0,24.7,25.4,24.6,25.4,24.8,37.508,39.545,39.545,31.026,24.219,,54.6,50.2,54.1,51.3,51.3,30.786,27.862,27.862,42.131,54.242,,,27.0
2017-06-21 18:41:00,,5.905,650,672,726,802,676,0.024,27.0,24.7,25.4,24.6,25.4,24.8,37.48,39.516,39.516,31.179,24.195,,53.3,50.2,54.5,51.3,51.3,30.853,27.931,27.931,41.683,54.207,,,27.0
2017-06-21 18:42:00,,7.553,650,669,726,797,676,0.042,27.0,24.6,25.4,24.6,25.4,24.8,37.48,39.516,39.516,31.382,24.171,,53.3,50.2,54.2,51.3,51.3,30.923,28.001,28.001,41.372,54.36,,,27.0
2017-06-21 18:43:00,,7.126,653,668,725,787,680,0.042,27.0,24.5,25.4,24.5,25.4,24.8,37.48,39.488,39.488,31.612,24.146,,53.6,50.3,53.9,51.3,51.3,30.784,27.964,27.964,40.931,54.51300000000001,,,27.0
2017-06-21 18:44:00,,5.875,654,671,729,786,683,0.017,27.0,24.4,25.4,24.4,25.4,24.8,37.48,39.488,39.488,31.816,24.146,,53.6,50.3,53.7,51.4,51.3,30.784,27.929,27.929,40.485,54.639,,,27.0
2017-06-21 18:45:00,,6.943,657,669,728,786,685,0.017,27.0,24.4,25.4,24.4,25.4,24.8,37.48,39.488,39.488,32.021,24.122,,53.7,50.3,53.6,51.3,51.3,30.749,27.999,27.999,39.704,54.604,,,27.0
2017-06-21 18:46:00,,7.324,663,674,729,791,683,0.038,27.0,24.3,25.4,24.3,25.4,24.8,37.48,39.488,39.488,32.253,24.122,,53.7,50.3,53.6,51.4,51.4,30.645,27.929,27.929,39.225,54.573,,,27.0
2017-06-21 18:47:00,,7.1110000000000015,659,671,722,797,682,0.038,27.0,24.3,25.4,24.2,25.4,24.8,37.508,39.488,39.488,32.484,24.122,,53.9,50.3,53.5,51.5,51.4,30.751,27.964,27.964,38.711,54.573,,,27.0
2017-06-21 18:48:00,,6.928,656,666,721,803,677,0.044,27.0,24.2,25.3,24.2,25.4,24.8,37.508,39.488,39.488,32.691,24.098000000000006,,54.1,50.3,53.5,51.5,51.4,30.682,27.858,27.858,38.226,54.6,,,27.0
2017-06-21 18:49:00,,7.202000000000001,662,667,722,809,680,0.044,27.0,24.2,25.3,24.1,25.4,24.8,37.535,39.46,39.46,32.898,24.098000000000006,,54.2,50.3,53.5,51.4,51.4,30.649,27.997,27.997,37.707,54.726000000000006,,,27.0
2017-06-21 18:50:00,,5.447,665,671,724,811,681,0.047,27.0,24.1,25.3,24.1,25.4,24.8,37.535,39.46,39.46,33.131,24.098000000000006,,54.2,50.3,53.5,51.4,51.3,30.545,27.927,27.927,37.189,54.632,,,27.0
2017-06-21 18:51:00,,6.561,669,669,718,812,683,0.047,27.0,24.1,25.3,24.0,25.4,24.7,37.563,39.46,39.46,33.339,24.074,,54.4,50.3,53.5,51.5,51.4,30.512,27.927,27.927,36.905,54.66,,,27.0
2017-06-21 18:52:00,,5.707000000000002,672,668,717,812,688,0.048,27.0,24.0,25.3,24.0,25.4,24.8,37.59,39.431,39.431,33.521,24.074,,54.5,50.3,53.4,51.4,51.3,30.444000000000006,27.889,27.889,36.55,54.691,,,27.0
2017-06-21 18:53:00,,5.829,674,668,719,811,688,0.048,24.0,24.0,25.3,23.9,25.3,24.7,37.59,39.431,39.431,33.678000000000004,24.05,,54.5,50.3,53.5,51.4,51.4,30.444000000000006,27.924,27.924,36.089,54.65600000000001,,,24.0
2017-06-21 18:54:00,,7.553,677,674,720,812,691,0.05,24.0,23.9,25.3,23.8,25.4,24.7,37.618,39.403,39.403,33.861,24.05,,54.6,50.6,53.7,51.7,51.3,30.482,27.922,27.922,35.869,55.03100000000001,,,24.0
2017-06-21 18:55:00,,6.226,683,674,721,811,697,0.05,24.0,23.9,25.3,23.8,25.4,24.7,37.618,39.403,39.403,33.992,24.074,,54.7,51.4,53.6,52.5,51.6,30.377,27.887,27.887,35.677,56.252,,,24.0
2017-06-21 18:56:00,,6.409,688,676,725,811,701,0.048,24.0,23.8,25.4,23.8,25.4,24.7,37.618,39.375,39.375,34.097,24.122,,55.0,51.4,53.6,52.6,52.4,30.342,27.955,27.955,35.107,56.694,,,24.0
2017-06-21 18:57:00,,5.875,699,674,735,814,702,0.048,24.0,23.8,25.4,23.8,25.5,24.8,37.618,39.375,39.375,34.176,24.267,,55.1,51.4,53.7,52.6,52.5,30.377,27.991,27.991,35.353,56.778,,,24.0
2017-06-21 18:58:00,,6.775,702,676,736,817,701,0.049,24.0,23.7,25.5,23.7,25.5,24.8,37.618,39.346,39.346,34.281,24.436,,55.4,51.3,53.8,52.6,52.3,30.342,27.989,27.989,35.124,56.554,,,24.0
2017-06-21 18:59:00,,5.859,709,672,733,817,706,0.049,24.0,23.7,25.6,23.7,25.6,24.9,37.645,39.346,39.346,34.413000000000004,24.605,,55.5,51.2,53.9,52.8,52.2,30.309,28.059,28.059,34.658,56.392,,,24.0
2017-06-21 19:00:00,,5.737,718,672,742,817,711,0.052000000000000005,24.0,23.7,25.6,23.7,25.6,24.9,37.673,39.346,39.346,34.545,24.75,,55.9,51.2,54.0,52.6,52.2,30.312,28.094,28.094,34.465,55.195,,,24.0
2017-06-21 19:01:00,,7.233,730,668,747,812,710,0.052000000000000005,24.0,23.7,25.6,23.6,25.6,24.9,37.673,39.31800000000001,39.31800000000001,34.73,24.774,,55.9,51.3,54.1,52.5,52.2,30.277,28.127,28.127,34.208,54.854,,,24.0
2017-06-21 19:02:00,,5.9510000000000005,743,671,747,806,708,0.053,24.0,23.6,25.6,23.6,25.6,24.9,37.7,39.31800000000001,39.31800000000001,34.889,24.774,,56.1,51.2,54.3,52.3,52.2,30.244,28.092,28.092,33.879,54.697,,,24.0
2017-06-21 19:03:00,,5.797999999999999,743,666,751,806,706,0.053,24.0,23.6,25.6,23.6,25.6,24.9,37.728,39.31800000000001,39.31800000000001,35.075,24.726,,56.1,51.0,54.3,52.1,52.1,30.246,28.127,28.127,33.587,54.596,,,24.0
2017-06-21 19:04:00,,6.226,748,668,751,796,708,0.049,24.0,23.6,25.5,23.5,25.6,24.9,37.755,39.31800000000001,39.31800000000001,35.235,24.677,,56.2,50.9,54.5,52.0,52.0,30.109,28.057,28.057,33.292,54.558,,,24.0
2017-06-21 19:05:00,,6.806,750,668,757,787,710,0.049,24.0,23.6,25.5,23.5,25.6,24.9,37.783,39.31800000000001,39.31800000000001,35.395,24.629,,56.3,50.9,54.6,51.7,51.9,30.111,28.022,28.022,33.065,54.488,,,24.0
2017-06-21 19:06:00,,6.943,746,672,761,788,706,0.045,24.0,23.6,25.5,23.4,25.6,24.9,37.811,39.31800000000001,39.31800000000001,35.529,24.581,,56.2,50.8,54.6,51.6,51.8,29.974,27.986,27.986,32.767,54.482,,,24.0
2017-06-21 19:07:00,,5.768,743,675,768,787,706,0.045,24.0,23.5,25.5,23.4,25.6,24.9,37.838,39.31800000000001,39.31800000000001,35.662,24.532,,56.4,50.7,54.7,51.5,51.7,29.976,28.057,28.057,32.501999999999995,54.537,,,24.0
2017-06-21 19:08:00,,6.317,743,672,774,788,713,0.045,24.0,23.5,25.5,23.4,25.5,24.8,37.866,39.31800000000001,39.31800000000001,35.797,24.484,,56.5,50.7,54.8,51.4,51.7,29.838,27.986,27.986,32.376,54.53,,,24.0
2017-06-21 19:09:00,,5.829,748,679,776,791,719,0.045,24.0,23.5,25.5,23.4,25.5,24.8,37.866,39.29,39.29,35.904,24.436,,56.5,50.7,54.8,51.4,51.6,29.838,27.984,27.984,32.109,54.58600000000001,,,24.0
2017-06-21 19:10:00,,7.294,749,686,781,791,723,0.043,24.0,23.5,25.4,23.4,25.5,24.8,37.893,39.29,39.29,36.012,24.412,,56.5,50.7,54.8,51.2,51.6,29.771,27.984,27.984,31.841,54.583,,,24.0
2017-06-21 19:11:00,,5.966,750,688,784,791,723,0.043,24.0,23.5,25.4,23.3,25.5,24.8,37.893,39.262,39.262,36.146,24.388,,56.5,50.7,54.8,51.2,51.6,29.771,28.053,28.053,31.783,54.642,,,24.0
2017-06-21 19:12:00,,6.577000000000001,756,695,784,788,729,0.045,24.0,23.5,25.4,23.3,25.5,24.8,37.921,39.262,39.262,36.254,24.363000000000003,,56.6,50.7,54.8,51.0,51.6,29.773000000000003,28.053,28.053,31.516,54.63800000000001,,,24.0
2017-06-21 19:13:00,,6.683,754,693,791,787,736,0.045,24.0,23.4,25.4,23.3,25.5,24.8,37.921,39.234,39.234,36.335,24.339,,56.7,50.7,54.9,51.1,51.6,29.738000000000003,28.121,28.121,31.349,54.604,,,24.0
2017-06-21 19:14:00,,6.18,750,696,791,787,741,0.041,24.0,23.4,25.4,23.3,25.5,24.8,37.921,39.205,39.205,36.444,24.339,,56.7,50.7,54.9,50.9,51.5,29.703000000000007,28.084,28.084,31.254,54.572,,,24.0
2017-06-21 19:15:00,,6.729,756,696,793,780,749,0.041,24.0,23.4,25.4,23.2,25.4,24.8,37.921,39.205,39.205,36.525,24.315,,56.6,50.7,55.0,50.8,51.6,29.703000000000007,28.048,28.048,31.053,54.538,,,24.0
2017-06-21 19:16:00,,6.348,750,698,800,772,751,0.041,24.0,23.4,25.4,23.2,25.4,24.8,37.921,39.177,39.177,36.606,24.291,,56.7,50.6,55.0,50.8,51.5,29.703000000000007,28.046,28.046,30.921,54.597,,,24.0
2017-06-21 19:17:00,,6.409,746,701,802,769,755,0.041,24.0,23.4,25.4,23.2,25.4,24.8,37.921,39.149,39.149,36.688,24.291,,56.6,50.9,55.0,51.2,51.5,29.668000000000006,28.114,28.114,30.788,55.098,,,24.0
2017-06-21 19:18:00,,6.0120000000000005,746,707,804,765,761,0.044,24.0,23.4,25.4,23.2,25.4,24.8,37.921,39.121,39.121,36.742,24.291,,56.8,51.6,55.0,52.1,51.9,29.633000000000006,28.112,28.112,30.584,56.221,,,24.0
2017-06-21 19:19:00,,6.317,743,704,802,766,764,0.044,24.0,23.4,25.4,23.2,25.4,24.8,37.921,39.093,39.093,36.824,24.339,,56.6,51.7,55.1,52.2,52.8,29.598000000000006,28.181,28.181,30.452,56.57100000000001,,,24.0
2017-06-21 19:20:00,,5.539,750,703,802,761,766,0.045,24.0,23.4,25.5,23.2,25.5,24.8,37.921,39.065,39.065,36.878,24.484,,56.8,51.7,55.2,52.3,52.8,29.668000000000006,28.178,28.178,30.595,56.81,,,24.0
2017-06-21 19:21:00,,5.249,750,703,800,756,762,0.045,24.0,23.4,25.5,23.2,25.5,24.8,37.921,39.036,39.036,36.933,24.653,,56.8,51.7,55.3,52.2,52.7,29.738000000000003,28.212,28.212,30.391,56.462,,,24.0
2017-06-21 19:22:00,,7.1720000000000015,754,697,800,759,756,0.046,24.0,23.4,25.6,23.1,25.5,24.9,37.893,39.036,39.036,36.96,24.823,,56.7,51.6,55.3,52.1,52.6,29.736,28.247,28.247,30.463,56.237,,,24.0
2017-06-21 19:23:00,,6.0120000000000005,758,687,794,755,750,0.046,25.0,23.4,25.7,23.1,25.6,24.9,37.866,39.008,39.008,37.015,24.992,,56.7,51.5,55.4,52.3,52.6,29.699,28.209,28.209,30.189,56.044,,,25.0
2017-06-21 19:24:00,,6.165,762,680,798,745,750,0.044,25.0,23.4,25.7,23.1,25.6,25.0,37.866,38.98,38.98,37.042,25.137,,56.7,51.4,55.5,52.4,52.5,29.699,28.313,28.313,30.121,55.784,,,25.0
2017-06-21 19:25:00,,6.0120000000000005,762,683,802,737,749,0.044,25.0,23.4,25.8,23.1,25.6,25.0,37.866,38.952,38.952,37.096,25.283,,56.7,51.4,55.6,52.4,52.5,29.769,28.24,28.24,30.195,55.398,,,25.0
2017-06-21 19:26:00,,7.584,758,685,807,731,746,0.044,25.0,23.4,25.8,23.1,25.7,25.0,37.838,38.924,38.924,37.124,25.428,,56.8,51.3,55.6,52.5,52.5,29.696,28.309,28.309,30.198,55.011,,,25.0
2017-06-21 19:27:00,,6.271,758,683,810,729,741,0.044,25.0,23.3,25.9,23.1,25.7,25.1,37.838,38.924,38.924,37.124,25.574,,56.8,51.3,55.7,52.5,52.5,29.662,28.379,28.379,30.267,54.718,,,25.0
2017-06-21 19:28:00,,5.997000000000001,758,683,813,727,734,0.043,25.0,23.4,25.9,23.0,25.8,25.1,37.838,38.896,38.896,37.124,25.695,,56.7,51.2,55.8,52.5,52.5,29.731,28.377,28.377,30.198,54.295,,,25.0
2017-06-21 19:29:00,,5.432,754,682,816,721,729,0.043,25.0,23.4,26.0,23.0,25.8,25.1,37.811,38.868,38.868,37.124,25.817,,56.8,51.1,55.8,52.7,52.4,29.799,28.445,28.445,30.198,53.965,,,25.0
2017-06-21 19:30:00,,6.8210000000000015,752,683,816,720,722,0.041,25.0,23.3,26.0,23.0,25.8,25.1,37.783,38.84,38.84,37.124,25.939,,56.9,51.1,55.8,52.6,52.4,29.832,28.513,28.513,30.302,53.698,,,25.0
2017-06-21 19:31:00,,5.859,756,679,816,721,715,0.041,25.0,23.3,26.1,23.0,25.8,25.2,37.755,38.812,38.812,37.096,26.036,,58.2,51.0,55.9,52.5,52.4,29.83,28.476,28.476,30.335,53.58600000000001,,,25.0
2017-06-21 19:32:00,,6.8820000000000014,758,673,815,721,706,0.041,25.0,23.4,26.1,23.0,25.9,25.2,37.728,38.784,38.784,37.096,26.134,,59.8,50.9,56.5,52.4,52.4,29.862,28.579,28.579,30.126,53.22,,,25.0
2017-06-21 19:33:00,,6.2410000000000005,762,673,811,722,702,0.041,25.0,23.5,26.1,23.1,25.9,25.2,37.7,38.756,38.756,37.042,26.231,,57.4,50.9,58.0,52.5,52.4,29.895,28.542,28.542,29.842,53.044,,,25.0
2017-06-21 19:34:00,,5.2029999999999985,762,671,813,717,706,0.08900000000000001,25.0,23.5,26.1,23.1,25.9,25.2,37.645,38.728,38.728,36.933,26.329,,57.1,50.9,57.7,52.0,52.3,29.891,28.504,28.504,30.53,52.39100000000001,,,25.0
2017-06-21 19:35:00,,5.89,754,673,811,713,706,0.08900000000000001,25.0,23.6,26.2,23.2,25.9,25.3,37.618,38.672,38.672,36.824,26.304,,57.3,50.9,57.4,51.9,52.4,30.028,28.641,28.641,31.043000000000006,51.11600000000001,,,25.0
2017-06-21 19:36:00,,6.073,754,674,811,714,701,0.015,25.0,23.7,26.1,23.3,25.9,25.3,37.59,38.644,38.644,36.742,26.182,,57.2,50.9,57.1,51.8,52.5,30.026,28.709,28.709,30.793000000000006,51.227,,,25.0
2017-06-21 19:37:00,,5.356,750,676,816,711,700,0.015,25.0,23.8,26.1,23.4,25.9,25.3,37.563,38.616,38.616,36.606,26.036,,57.1,50.9,56.8,51.8,52.4,30.163,28.707,28.707,31.198,51.653,,,25.0
2017-06-21 19:38:00,,5.295,746,681,820,707,706,0.022,25.0,23.8,26.1,23.4,25.9,25.3,37.508,38.56,38.56,36.525,25.89,,57.0,50.8,56.6,51.7,52.3,30.298,28.772,28.772,31.4,51.951,,,25.0
2017-06-21 19:39:00,,5.768,743,685,820,710,713,0.022,25.0,23.9,26.0,23.5,25.9,25.3,37.48,38.532,38.532,36.417,25.744,,56.9,50.7,56.5,51.5,52.1,30.191,28.84,28.84,31.876,52.216,,,25.0
2017-06-21 19:40:00,,6.119,738,689,817,716,720,0.017,25.0,24.0,26.0,23.5,25.8,25.2,37.425,38.476,38.476,36.335,25.598000000000006,,56.9,50.6,56.3,51.4,52.0,30.292,28.871,28.871,31.73,52.45,,,25.0
2017-06-21 19:41:00,,6.21,731,691,820,717,729,0.017,25.0,24.1,26.0,23.6,25.8,25.2,37.37,38.449,38.449,36.227,25.453000000000007,,56.7,50.5,56.1,51.2,51.8,30.322,28.974,28.974,32.275,52.62,,,25.0
2017-06-21 19:42:00,,4.761,721,700,822,719,734,0.013,25.0,24.1,25.9,23.6,25.8,25.2,37.343,38.421,38.421,36.173,25.331,,56.5,50.5,56.0,51.1,51.7,30.424,29.042,29.042,32.166,52.824,,,25.0
2017-06-21 19:43:00,,5.57,708,705,822,721,741,0.013,25.0,24.2,25.9,23.7,25.8,25.2,37.288,38.365,38.365,36.119,25.21,,56.3,50.4,55.9,51.1,51.7,30.49,29.108,29.108,31.885,52.997,,,25.0
2017-06-21 19:44:00,,6.058,708,706,824,722,740,0.012,25.0,24.2,25.9,23.7,25.8,25.2,37.261,38.337,38.337,36.065,25.113000000000003,,56.1,50.4,55.7,50.9,51.6,30.522,29.106,29.106,31.846,53.14100000000001,,,25.0
2017-06-21 19:45:00,,4.822,716,714,824,729,740,0.012,25.0,24.3,25.8,23.7,25.7,25.2,37.206,38.282,38.282,36.065,25.04,,55.9,50.3,55.6,50.8,51.5,30.622,29.172,29.172,32.123000000000005,53.226000000000006,,,25.0
