Time,PM_MET_OUT,PM_MET_IN1,CO2_ETC_IN1,CO2_ETC_BR1,CO2_ETC_BR2,NO2_AQL_IN1,FRM_FMM_IN1,FRM_FMM_BR1,T_ETC_IN1,T_ETC_BR1,T_ETC_BR2,TS_HBI_GRD,TS_HBI_BR1,TS_HBI_BR3,T_HBO_BA1,T_HBO_BA2,T_HBO_OUT,RH_ETC_IN1,RH_ETC_BR1,RH_ETC_BR2,RHS_HBI_GRD,RHS_HBI_BR1,RHS_HBI_BR3,RH_HBO_BA1,RH_HBO_BA2,RH_HBO_OUT,FRM_FLG_IN1,FRM_ADJ_IN1,FRM_FLG_BR1,FRM_ADJ_BR1
2018-01-22 15:35:00,,,,,,,<10,,,,,,,,,,,,,,,,,,,,,7.3,,
2018-01-22 15:36:00,,,,,,,<10,,,,,,,,,,,,,,,,,,,,,7.3,,
2018-01-22 15:37:00,,,,,,,<10,,,,,,,,,,,,,,,,,,,,,7.3,,
2018-01-22 15:38:00,,,,,,,<10,,,,,,,,,,,,,,,,,,,,,7.3,,
2018-01-22 15:39:00,,,,,,,<10,,,,,,,,,,,,,,,,,,,,,7.3,,
2018-01-22 15:40:00,,,,,,,<10,,,,,,,,,,,,,,,,,,,,,7.3,,
2018-01-22 15:41:00,,,,,,,<10,,,,,,,,,,,,,,,,,,,,,7.3,,
2018-01-22 15:42:00,,,,,,,<10,,,,,,,,,,,,,,,,,,,,,7.3,,
2018-01-22 15:43:00,,,,,,,<10,,,,,,,,,,,,,,,,,,,,,7.3,,
2018-01-22 15:44:00,,,,,,,<10,,,,,,,,,,,,,,,,,,,,,7.3,,
2018-01-22 15:45:00,,,,,,,<10,,,,,,,,,,,,,,,,,,,,,7.3,,
2018-01-22 15:46:00,,,,,,,<10,,,,,,,,,,,,,,,,,,,,,7.3,,
2018-01-22 15:47:00,,,,,,,<10,,,,,,,,,,,,,,,,,,,,,7.3,,
2018-01-22 15:48:00,,,,,,,<10,,,,,,,,,,,,,,,,,,,,,7.3,,
2018-01-22 15:49:00,,,,,,,<10,,,,,,,,,,,,,,,,,,,,,7.3,,
2018-01-22 15:50:00,,,,,,,<10,,,,,,,,,,,,,,,,,,,,,7.3,,
2018-01-22 15:51:00,,,,,,,<10,,,,,,,,,,,,,,,,,,,,,7.3,,
2018-01-22 15:52:00,,,,,,,<10,,,,,,,,,,,,,,,,,,,,,7.3,,
2018-01-22 15:53:00,,,,,,,<10,,,,,,,,,,,,,,,,,,,,,7.3,,
2018-01-22 15:54:00,,,,,,,<10,,,,,,,,,,,,,,,,,,,,,7.3,,
2018-01-22 15:55:00,,,,,,,<10,,,,,,,,,,,,,,,,,,,,,7.3,,
2018-01-22 15:56:00,,,,,,,<10,,,,,,,,,,,,,,,,,,,,,7.3,,
2018-01-22 15:57:00,,,,,,,<10,<10,,,,,,,,,,,,,,,,,,,,7.3,,7.3
2018-01-22 15:58:00,,,,,,,<10,<10,,,,,,,,,,,,,,,,,,,,7.3,,7.3
2018-01-22 15:59:00,,,,,,0.017,<10,<10,,,,,,,,,,,,,,,,,,,,7.3,,7.3
2018-01-22 16:00:00,1.587,0.0,556.0,533.0,553.0,0.017,<10,<10,21.6,22.7,19.0,24.6577777777778,24.5861111111111,22.35,23.8107936,20.2461111111111,20.2927777777778,31.5,28.7,34.9,30.203000000000007,29.454,32.686,28.546,36.582,23.844,,7.3,,7.3
2018-01-22 16:01:00,1.114,0.0,553.0,534.0,553.0,0.017,<10,<10,21.6,22.7,19.0,24.6577777777778,24.5861111111111,22.35,23.979696,20.2688888888889,20.2927777777778,31.4,28.8,34.9,30.203000000000007,29.522,32.653,27.407,36.552,23.844,,7.3,,7.3
2018-01-22 16:02:00,1.5719999999999998,0.0,552.0,533.0,556.0,0.017,<10,<10,21.6,22.7,19.0,24.633888888888894,24.561111111111106,22.326111111111107,24.124152,20.2688888888889,20.2688888888889,31.4,28.8,34.9,30.269,29.553,32.617,27.18,36.585,24.148000000000003,,7.3,,7.3
2018-01-22 16:03:00,1.3430000000000002,0.0,552.0,529.0,554.0,0.016,<10,<10,21.6,22.7,19.0,24.633888888888894,24.537222222222198,22.326111111111107,24.2691636,20.2688888888889,20.2461111111111,31.4,28.9,35.0,30.269,29.585,32.551,26.34,36.552,23.908,,7.3,,7.3
2018-01-22 16:04:00,0.992,0.0,556.0,531.0,551.0,0.016,<10,<10,21.6,22.7,19.0,24.61,24.537222222222198,22.326111111111107,24.4619568,20.2688888888889,20.1977777777778,31.4,28.9,35.0,30.3,29.653,32.517,24.817,36.585,24.109,,7.3,,7.3
2018-01-22 16:05:00,1.3730000000000002,0.0,556.0,529.0,550.0,0.017,<10,<10,21.6,22.7,19.0,24.5861111111111,24.5127777777778,22.326111111111107,24.6069684,20.2688888888889,20.173888888888897,31.4,28.9,35.0,30.4,29.718000000000004,32.551,24.142,36.585,24.005,,7.3,,7.3
2018-01-22 16:06:00,2.075,0.0,556.0,531.0,545.0,0.017,<10,<10,21.6,22.7,19.0,24.5861111111111,24.465,22.326111111111107,24.75198,20.2688888888889,20.1261111111111,31.5,28.9,35.0,30.366,29.715,32.551,23.739,36.617,24.002,,7.3,,7.3
2018-01-22 16:07:00,1.801,0.0,557.0,530.0,546.0,0.017,<10,<10,21.6,22.7,19.0,24.561111111111106,24.465,22.326111111111107,24.896991600000003,20.2688888888889,20.1027777777778,31.4,28.9,35.0,30.465,29.782,32.551,23.405,36.65,24.034,,7.3,,7.3
2018-01-22 16:08:00,1.236,0.0,555.0,531.0,546.0,0.017,<10,<10,21.6,22.7,19.0,24.537222222222198,24.441111111111105,22.326111111111107,25.0181124,20.2688888888889,20.055,31.6,28.9,35.0,30.463,29.78,32.551,23.414,36.65,24.201,,7.3,,7.3
2018-01-22 16:09:00,2.2430000000000003,0.0,554.0,529.0,545.0,0.015,<10,<10,21.6,22.7,19.0,24.537222222222198,24.4172222222222,22.326111111111107,25.0181124,20.2688888888889,20.0072222222222,31.5,28.9,35.0,30.53,29.778,32.484,28.472,36.716,24.502,,7.3,,7.3
2018-01-22 16:10:00,1.755,0.0,552.0,524.0,551.0,0.015,<10,<10,21.7,22.7,19.0,24.5127777777778,24.4172222222222,22.326111111111107,24.7758708,20.2927777777778,19.9838888888889,31.6,28.9,35.0,30.562,29.846,32.451,29.266,36.751,24.738000000000003,,7.3,,7.3
2018-01-22 16:11:00,2.213,1.0,550.0,523.0,553.0,0.017,<10,<10,21.7,22.7,19.0,24.488888888888894,24.3922222222222,22.326111111111107,24.4141752,20.2927777777778,19.96,31.5,28.9,35.0,30.627,29.911,32.417,29.845,36.783,24.567,,7.3,,7.3
2018-01-22 16:12:00,2.136,1.0,550.0,525.0,547.0,0.017,<10,<10,21.7,22.7,19.0,24.465,24.3677777777778,22.326111111111107,24.0997056,20.2927777777778,19.912222222222198,31.4,29.0,35.0,30.659,29.909,32.451,30.426,36.849,25.037,,7.3,,7.3
2018-01-22 16:13:00,2.609,0.0,552.0,523.0,546.0,0.018000000000000002,<10,<10,21.7,22.7,19.0,24.441111111111105,24.3677777777778,22.326111111111107,23.8107936,20.2927777777778,19.8877777777778,31.3,29.0,35.0,30.657,29.977,32.484,30.974,36.849,24.968000000000004,,7.3,,7.3
2018-01-22 16:14:00,1.617,0.0,553.0,524.0,547.0,0.018000000000000002,<10,<10,21.7,22.6,19.0,24.441111111111105,24.3438888888889,22.3022222222222,23.5707744,20.2927777777778,19.8411111111111,31.3,29.0,35.0,30.691,30.008000000000006,32.482,31.456,36.914,25.1,,7.3,,7.3
2018-01-22 16:15:00,1.984,0.0,554.0,526.0,550.0,0.016,<10,<10,21.7,22.7,19.0,24.4172222222222,24.32,22.3022222222222,23.3540904,20.2927777777778,19.8172222222222,31.4,29.0,35.0,30.756,30.04,32.548,31.773000000000003,36.914,25.098000000000006,,7.3,,7.3
2018-01-22 16:16:00,1.74,0.0,554.0,526.0,553.0,0.016,<10,<10,21.7,22.7,19.1,24.4172222222222,24.32,22.3022222222222,23.1857436,20.3172222222222,19.7927777777778,31.4,29.0,35.0,30.722,30.04,32.615,32.093,36.949,25.704,,7.3,,7.3
2018-01-22 16:17:00,2.35,0.0,555.0,529.0,553.0,0.017,<10,<10,21.7,22.7,19.0,24.3922222222222,24.296111111111106,22.3022222222222,23.0418432,20.3172222222222,19.7461111111111,31.5,29.0,35.0,30.788,30.106,32.681999999999995,32.414,36.982,25.701,,7.3,,7.3
2018-01-22 16:18:00,1.755,0.0,554.0,527.0,553.0,0.017,<10,<10,21.7,22.6,19.1,24.3677777777778,24.2722222222222,22.2777777777778,22.9940616,20.3172222222222,19.6977777777778,31.4,29.0,35.0,30.819000000000006,30.205,32.779,31.206,36.982,25.765,,7.3,,7.3
2018-01-22 16:19:00,1.816,0.0,557.0,523.0,553.0,0.016,<10,<10,21.7,22.6,19.0,24.3677777777778,24.247777777777802,22.2777777777778,23.1140712,20.3172222222222,19.673888888888897,31.3,29.1,35.1,30.954,30.236,32.813,30.041,36.982,26.168000000000006,,7.3,,7.3
2018-01-22 16:20:00,2.09,0.0,560.0,519.0,550.0,0.016,<10,<10,21.7,22.6,19.1,24.3438888888889,24.247777777777802,22.2538888888889,23.2818624,20.3172222222222,19.627222222222198,31.4,29.1,35.1,30.918000000000006,30.304,32.844,29.415,36.949,26.13,,7.3,,7.3
2018-01-22 16:21:00,1.602,0.0,556.0,519.0,553.0,0.016,<10,<10,21.7,22.6,19.1,24.32,24.2227777777778,22.2538888888889,23.4741,20.3172222222222,19.6027777777778,31.5,29.1,35.1,30.916,30.336,32.811,29.06,36.949,25.893,,7.3,,7.3
2018-01-22 16:22:00,1.617,0.0,553.0,519.0,552.0,0.016,<10,<10,21.7,22.6,19.1,24.296111111111106,24.1988888888889,22.2538888888889,23.6430024,20.3411111111111,19.555,31.5,29.1,35.1,30.981,30.367,32.744,28.904,36.919,26.091,,7.3,,7.3
2018-01-22 16:23:00,1.892,0.0,554.0,516.0,551.0,0.016,<10,<10,21.7,22.6,19.1,24.2722222222222,24.175,22.2538888888889,23.8107936,20.3411111111111,19.5077777777778,31.6,29.2,35.1,30.912,30.365,32.811,29.998,36.952,26.425,,7.3,,7.3
2018-01-22 16:24:00,2.487,0.0,556.0,518.0,553.0,0.016,<10,<10,21.7,22.6,19.1,24.247777777777802,24.151111111111106,22.2538888888889,23.9558052,20.3411111111111,19.46,31.7,29.2,35.1,31.045,30.431,32.744,29.065,36.919,26.253,,7.3,,7.3
2018-01-22 16:25:00,2.533,0.0,556.0,519.0,553.0,0.016,<10,<10,21.7,22.6,19.1,24.247777777777802,24.127222222222198,22.2538888888889,24.0997056,20.3411111111111,19.4127777777778,31.5,29.2,35.1,31.045,30.496,32.744,27.789,36.952,26.215,,7.3,,7.3
2018-01-22 16:26:00,3.0210000000000004,0.0,553.0,523.0,553.0,0.016,<10,<10,21.7,22.6,19.1,24.2227777777778,24.1027777777778,22.23,24.2447172,20.3411111111111,19.3411111111111,31.7,29.2,35.2,31.043000000000006,30.494,32.742,27.597,36.952,26.681,,7.3,,7.3
2018-01-22 16:27:00,2.029,0.0,548.0,523.0,550.0,0.016,<10,<10,21.7,22.6,19.1,24.1988888888889,24.078888888888894,22.23,24.3897288,20.3411111111111,19.293888888888894,31.6,29.3,35.2,31.108,30.559,32.709,26.996,36.985,26.207,,7.3,,7.3
2018-01-22 16:28:00,2.67,0.0,550.0,523.0,550.0,0.016,<10,<10,21.7,22.6,19.1,24.1988888888889,24.055,22.206111111111106,24.5097384,20.365,19.27,31.6,29.3,35.2,31.108,30.557,32.74,27.414,37.02,25.261,,7.3,,7.3
2018-01-22 16:29:00,1.633,0.0,553.0,520.0,547.0,0.016,<10,<10,21.7,22.6,19.1,24.151111111111106,24.0311111111111,22.206111111111106,24.65475,20.365,19.2222222222222,31.5,29.3,35.2,31.137,30.589,32.74,26.505,37.052,25.19,,7.3,,7.3
2018-01-22 16:30:00,2.2430000000000003,0.0,550.0,518.0,541.0,0.016,<10,<10,21.7,22.6,19.1,24.127222222222198,24.006111111111107,22.206111111111106,24.7758708,20.365,19.175,31.6,29.3,35.2,31.202,30.62,32.74,24.222,37.02,23.97,,7.3,,7.3
2018-01-22 16:31:00,1.404,1.0,552.0,516.0,541.0,0.015,<10,<10,21.7,22.6,19.1,24.127222222222198,23.982222222222198,22.206111111111106,24.9208824,20.365,19.1027777777778,31.6,29.4,35.2,31.202,30.686,32.74,26.081,36.987,24.134,,7.3,,7.3
2018-01-22 16:32:00,1.129,1.0,550.0,515.0,546.0,0.015,<10,<10,21.7,22.5,19.1,24.1027777777778,23.9577777777778,22.1822222222222,24.7758708,20.365,19.0561111111111,31.6,29.4,35.2,31.234,30.717,32.738,29.334,37.052,23.216,,7.3,,7.3
2018-01-22 16:33:00,1.709,0.0,550.0,515.0,547.0,0.016,<10,<10,21.7,22.5,19.1,24.055,23.9577777777778,22.1822222222222,24.438066,20.365,19.0322222222222,31.6,29.4,35.2,31.263,30.785,32.804,29.982,37.052,23.452,,7.3,,7.3
2018-01-22 16:34:00,1.3730000000000002,0.0,552.0,519.0,550.0,0.016,<10,<10,21.7,22.5,19.1,24.055,23.933888888888895,22.1577777777778,24.0997056,20.365,18.985,31.5,29.4,35.2,31.297,30.782,32.835,30.561,37.052,23.55,,7.3,,7.3
2018-01-22 16:35:00,1.633,0.0,553.0,519.0,549.0,0.017,<10,<10,21.7,22.5,19.1,24.055,23.91,22.133888888888894,23.8107936,20.365,18.9372222222222,31.5,29.4,35.2,31.23,30.747,32.933,31.074,37.052,23.479,,7.3,,7.3
2018-01-22 16:36:00,1.877,0.0,553.0,520.0,546.0,0.017,<10,<10,21.7,22.5,19.1,24.0311111111111,23.886111111111106,22.133888888888894,23.5468836,20.365,18.888888888888896,31.4,29.4,35.2,31.093000000000004,30.745,32.866,31.521,37.052,23.239,,7.3,,7.3
2018-01-22 16:37:00,1.5719999999999998,0.0,552.0,523.0,547.0,0.016,<10,<10,21.7,22.5,19.1,24.006111111111107,23.8622222222222,22.133888888888894,23.329644,20.365,18.8177777777778,31.4,29.4,35.2,30.822,30.81,32.866,32.005,37.085,23.336,,7.3,,7.3
2018-01-22 16:38:00,0.977,0.0,553.0,520.0,546.0,0.016,<10,<10,21.7,22.5,19.1,24.006111111111107,23.837777777777802,22.11,23.137962,20.365,18.7472222222222,31.4,29.4,35.2,30.755,30.842,32.931,32.356,37.052,23.331,,7.3,,7.3
2018-01-22 16:39:00,1.5719999999999998,1.0,553.0,519.0,540.0,0.016,<10,<10,21.7,22.5,19.1,23.982222222222198,23.837777777777802,22.11,22.9696152,20.365,18.6988888888889,31.4,29.5,35.3,30.955,30.942,33.03,32.608000000000004,37.052,23.192,,7.3,,7.3
2018-01-22 16:40:00,1.419,1.0,557.0,518.0,542.0,0.016,<10,<10,21.7,22.5,19.1,23.9577777777778,23.813888888888894,22.0861111111111,22.9218336,20.365,18.6277777777778,30.9,29.5,35.3,31.02,31.008000000000006,33.095,32.937,37.052,23.594,,7.3,,7.3
2018-01-22 16:41:00,1.3730000000000002,1.0,554.0,519.0,544.0,0.014,<10,<10,21.8,22.5,19.1,23.933888888888895,23.79,22.0861111111111,23.0179524,20.365,18.5572222222222,30.9,29.5,35.3,31.051,31.073,33.128,30.805,37.02,23.453000000000007,,7.3,,7.3
2018-01-22 16:42:00,1.587,0.0,553.0,518.0,543.0,0.014,<10,<10,21.7,22.5,19.1,23.91,23.7661111111111,22.0622222222222,23.1618528,20.365,18.508888888888894,31.4,29.5,35.2,31.184,31.071,33.192,28.832,37.052,23.315,,7.3,,7.3
2018-01-22 16:43:00,1.6780000000000002,1.0,552.0,518.0,549.0,0.014,<10,<10,21.7,22.5,19.2,23.886111111111106,23.7422222222222,22.0622222222222,23.329644,20.365,18.4611111111111,31.5,29.6,35.3,31.215,31.136,33.126,28.778,37.02,23.717,,7.3,,7.3
2018-01-22 16:44:00,2.213,0.0,550.0,519.0,550.0,0.014,<10,<10,21.8,22.5,19.2,23.8622222222222,23.7172222222222,22.0388888888889,23.4741,20.365,18.4138888888889,31.4,29.6,35.3,31.348000000000006,31.201,33.124,28.215,37.02,23.714,,7.3,,7.3
2018-01-22 16:45:00,1.892,1.0,552.0,522.0,550.0,0.016,<10,<10,21.8,22.4,19.1,23.837777777777802,23.6927777777778,22.0388888888889,23.6430024,20.365,18.366111111111106,31.6,29.6,35.4,31.379,31.199,33.09,27.177,36.987,23.576,,7.3,,7.3
2018-01-22 16:46:00,1.709,1.0,552.0,519.0,550.0,0.016,<10,<10,21.8,22.4,19.2,23.813888888888894,23.668888888888894,22.0388888888889,23.8107936,20.365,18.295,31.6,29.6,35.3,31.343000000000004,31.264,33.024,24.566,36.922,23.976,,7.3,,7.3
2018-01-22 16:47:00,1.984,1.0,550.0,516.0,549.0,0.015,<10,<10,21.8,22.4,19.2,23.79,23.645,22.015,23.979696,20.365,18.2472222222222,31.4,29.7,35.3,31.408,31.262,32.989000000000004,25.056,36.954,23.77,,7.3,,7.3
2018-01-22 16:48:00,4.257,1.0,548.0,515.0,550.0,0.015,<10,<10,21.8,22.4,19.2,23.7661111111111,23.6211111111111,22.015,24.1480428,20.365,18.2,31.6,29.7,35.3,31.272,31.327,32.955,23.63,36.922,23.835,,7.3,,7.3
2018-01-22 16:49:00,5.676,1.0,547.0,512.0,544.0,0.015,<10,<10,21.8,22.4,19.2,23.7422222222222,23.5727777777778,22.015,24.2691636,20.365,18.1522222222222,31.6,29.7,35.3,31.404,31.39,32.922,23.26,36.922,24.101,,7.3,,7.3
2018-01-22 16:50:00,3.388,1.0,545.0,511.0,541.0,0.015,<10,<10,21.8,22.4,19.2,23.7422222222222,23.5727777777778,21.991111111111106,24.3647268,20.365,18.105,31.3,29.7,35.3,31.471,31.39,32.92,24.536,36.889,23.963,,7.3,,7.3
2018-01-22 16:51:00,2.2430000000000003,1.0,548.0,511.0,541.0,0.015,<10,<10,21.8,22.4,19.2,23.7172222222222,23.525,21.991111111111106,24.485847600000003,20.365,18.081111111111106,31.0,29.8,35.3,31.603,31.52,32.953,25.844,36.889,24.029,,7.3,,7.3
2018-01-22 16:52:00,1.663,1.0,552.0,506.0,544.0,0.015,<10,<10,21.8,22.4,19.2,23.6927777777778,23.5011111111111,21.9672222222222,24.6069684,20.365,18.0327777777778,31.1,29.8,35.3,31.534,31.551,32.984,24.553,36.856,23.891,,7.3,,7.3
2018-01-22 16:53:00,1.907,1.0,558.0,506.0,547.0,0.015,<10,<10,21.8,22.4,19.2,23.668888888888894,23.5011111111111,21.9427777777778,24.7041984,20.365,17.986111111111104,31.3,29.8,35.3,31.733,31.518,32.982,23.53,36.856,24.123,,7.3,,7.3
2018-01-22 16:54:00,1.175,1.0,556.0,506.0,550.0,0.015,<10,<10,21.8,22.4,19.2,23.645,23.4772222222222,21.9427777777778,24.7280892,20.3411111111111,17.915,31.4,29.8,35.4,31.731,31.482,33.049,28.924,36.854,24.287,,7.3,,7.3
2018-01-22 16:55:00,1.6780000000000002,1.0,562.0,506.0,546.0,0.014,<10,<10,21.8,22.3,19.2,23.6211111111111,23.4288888888889,21.918888888888894,24.485847600000003,20.3411111111111,17.8427777777778,31.4,29.9,35.4,31.729,31.545,33.08,29.682,36.919,24.417,,7.3,,7.3
2018-01-22 16:56:00,1.709,1.0,568.0,508.0,546.0,0.014,<10,<10,21.8,22.3,19.2,23.5972222222222,23.405,21.895,24.1480428,20.3411111111111,17.7722222222222,31.5,29.9,35.4,31.995,31.576,33.111,30.295,36.919,24.883000000000006,,7.3,,7.3
2018-01-22 16:57:00,1.221,1.0,569.0,511.0,546.0,0.015,<10,<10,21.8,22.3,19.2,23.5727777777778,23.405,21.8472222222222,23.8346844,20.3411111111111,17.701111111111103,31.5,29.9,35.4,32.06,31.643,33.173,30.875,36.985,24.272,,7.3,,7.3
2018-01-22 16:58:00,1.617,1.0,572.0,513.0,547.0,0.015,<10,<10,21.8,22.3,19.2,23.5727777777778,23.357222222222198,21.8472222222222,23.5707744,20.365,17.6527777777778,31.5,29.9,35.4,31.926,31.572,33.239000000000004,31.456,37.052,24.302,,7.3,,7.3
2018-01-22 16:59:00,1.236,0.0,569.0,508.0,547.0,0.015,<10,<10,21.8,22.3,19.2,23.548888888888893,23.357222222222198,21.8227777777778,23.329644,20.365,17.6288888888889,31.6,29.9,35.4,32.091,31.572,33.204,31.804,37.118,24.402,,7.3,,7.3
2018-01-22 17:00:00,1.816,1.0,569.0,506.0,544.0,0.015,<10,<10,21.8,22.3,19.2,23.548888888888893,23.3327777777778,21.798888888888893,23.137962,20.365,17.5577777777778,31.5,30.0,35.4,32.125,31.537,33.301,32.222,37.118,24.632,,7.3,,7.3
2018-01-22 17:01:00,2.533,1.0,565.0,506.0,543.0,0.014,<10,<10,21.9,22.3,19.2,23.525,23.308888888888895,21.776111111111106,22.9940616,20.365,17.51,31.5,30.0,35.4,32.19,31.635,33.431999999999995,32.477,37.118,24.326,,7.3,,7.3
2018-01-22 17:02:00,2.167,0.0,560.0,506.0,549.0,0.014,<10,<10,21.9,22.3,19.2,23.525,23.308888888888895,21.752222222222198,22.874052,20.365,17.415,31.6,29.9,35.4,32.323,31.601,33.496,32.666,37.118,24.79,,7.3,,7.3
2018-01-22 17:03:00,1.144,1.0,555.0,510.0,550.0,0.014,<10,<10,21.9,22.3,19.2,23.525,23.285,21.752222222222198,22.8496056,20.365,17.343888888888902,31.5,30.0,35.4,32.256,31.7,33.496,33.33,37.183,24.651,,7.3,,7.3
2018-01-22 17:04:00,1.877,1.0,556.0,510.0,546.0,0.014,<10,<10,21.9,22.3,19.2,23.5011111111111,23.285,21.752222222222198,22.9457244,20.365,17.2722222222222,31.4,29.9,35.4,32.288000000000004,31.7,33.463,33.339,37.183,24.511,,7.3,,7.3
2018-01-22 17:05:00,1.495,1.0,555.0,506.0,544.0,0.015,<10,<10,21.9,22.3,19.2,23.5011111111111,23.261111111111106,21.7277777777778,23.089624800000006,20.365,17.1772222222222,31.5,30.0,35.5,32.187,31.765,33.461,32.418,37.183,24.706,,7.3,,7.3
2018-01-22 17:06:00,1.648,1.0,548.0,504.0,544.0,0.015,<10,<10,21.9,22.3,19.3,23.4772222222222,23.2372222222222,21.7277777777778,23.2579716,20.3877777777778,17.0822222222222,31.7,30.0,35.5,32.319,31.763,33.461,31.563,37.12,24.632,,7.3,,7.3
2018-01-22 17:07:00,1.709,1.0,544.0,503.0,546.0,0.014,<10,<10,21.9,22.3,19.3,23.4527777777778,23.2372222222222,21.703888888888894,23.401872,20.3877777777778,17.0338888888889,31.5,30.1,35.5,32.35,31.863000000000003,33.425,32.245,37.087,25.032,,7.3,,7.3
2018-01-22 17:08:00,1.694,0.0,550.0,508.0,550.0,0.014,<10,<10,21.9,22.3,19.2,23.4288888888889,23.212777777777802,21.703888888888894,23.5229928,20.412222222222198,16.962777777777802,31.3,30.0,35.4,32.449,31.827,33.425,32.323,37.057,25.094,,7.3,,7.3
2018-01-22 17:09:00,1.938,0.0,556.0,507.0,553.0,0.013,<10,<10,22.0,22.2,19.3,23.4288888888889,23.212777777777802,21.68,23.6668932,20.412222222222198,16.8922222222222,31.7,30.0,35.4,32.716,31.761,33.423,32.168,37.024,25.625,,7.3,,7.3
2018-01-22 17:10:00,1.938,0.0,550.0,507.0,550.0,0.013,<10,<10,21.9,22.2,19.3,23.405,23.188888888888894,21.6561111111111,23.786902800000004,20.412222222222198,16.82,31.6,30.1,35.4,32.614000000000004,31.959,33.421,32.547,36.992,25.955,,7.3,,7.3
2018-01-22 17:11:00,1.251,0.0,552.0,510.0,551.0,0.014,<10,<10,22.0,22.2,19.3,23.405,23.188888888888894,21.6561111111111,23.883021600000006,20.412222222222198,16.7488888888889,31.7,30.2,35.4,32.781,31.825,33.421,32.556,36.992,26.451,,7.3,,7.3
2018-01-22 17:12:00,2.106,0.0,552.0,511.0,552.0,0.014,<10,<10,22.0,22.2,19.3,23.381111111111107,23.165,21.6322222222222,23.979696,20.412222222222198,16.725,31.6,30.2,35.4,32.678000000000004,31.957,33.419000000000004,31.425,36.992,27.217,,7.3,,7.3
2018-01-22 17:13:00,2.96,1.0,553.0,515.0,551.0,0.015,<10,<10,22.0,22.2,19.3,23.357222222222198,23.1411111111111,21.6322222222222,24.0997056,20.436111111111103,16.6772222222222,31.7,30.2,35.4,32.709,32.022,33.485,30.089,37.027,28.245,,7.3,,7.3
2018-01-22 17:14:00,2.823,0.0,556.0,515.0,554.0,0.015,<10,<10,22.0,22.2,19.3,23.3327777777778,23.1411111111111,21.6077777777778,24.1730448,20.436111111111103,16.6061111111111,31.7,30.2,35.4,32.774,32.022,33.483000000000004,28.609,37.06,29.433000000000003,,7.3,,7.3
2018-01-22 17:15:00,1.892,1.0,560.0,515.0,556.0,0.015,<10,<10,22.0,22.2,19.3,23.308888888888895,23.1411111111111,21.583888888888893,24.2447172,20.436111111111103,16.5338888888889,31.7,30.2,35.4,32.972,32.055,33.547,29.325,37.06,29.659,,7.3,,7.3
2018-01-22 17:16:00,2.106,0.0,556.0,518.0,554.0,0.015,<10,<10,22.0,22.2,19.3,23.285,23.1172222222222,21.583888888888893,24.3169452,20.436111111111103,16.4388888888889,31.7,30.2,35.4,32.937,32.02,33.547,30.444000000000006,37.027,30.51,,7.3,,7.3
2018-01-22 17:17:00,2.289,0.0,552.0,516.0,559.0,0.014,<10,<10,22.0,22.2,19.3,23.261111111111106,23.0927777777778,21.561111111111106,24.196935600000003,20.46,16.3677777777778,31.7,30.2,35.4,32.834,31.951,33.611,30.67,37.062,31.361,,7.3,,7.3
2018-01-22 17:18:00,2.3040000000000003,0.0,551.0,519.0,558.0,0.014,<10,<10,22.0,22.2,19.3,23.261111111111106,23.0927777777778,21.537222222222198,23.9558052,20.46,16.2722222222222,31.7,30.2,35.4,32.901,32.051,33.675,31.019,37.062,32.01,,7.3,,7.3
2018-01-22 17:19:00,1.831,1.0,550.0,523.0,559.0,0.015,<10,<10,22.0,22.2,19.3,23.2372222222222,23.0927777777778,21.5127777777778,23.690784,20.46,16.2011111111111,31.8,30.2,35.4,32.966,32.018,33.673,31.433000000000003,37.062,32.659,,7.3,,7.3
2018-01-22 17:20:00,2.136,1.0,550.0,525.0,562.0,0.015,<10,<10,22.0,22.2,19.3,23.261111111111106,23.0688888888889,21.5127777777778,23.4496536,20.46,16.1061111111111,31.7,30.2,35.4,33.834,32.016,33.739000000000004,31.848000000000006,37.127,33.109,,7.3,,7.3
2018-01-22 17:21:00,2.029,1.0,548.0,529.0,562.0,0.014,<10,<10,22.0,22.2,19.3,23.285,23.0688888888889,21.488888888888894,23.2579716,20.46,16.01,31.7,30.2,35.4,33.47,31.915,33.803000000000004,32.166,37.127,33.46,,7.3,,7.3
2018-01-22 17:22:00,3.815,1.0,552.0,529.0,563.0,0.014,<10,<10,22.0,22.2,19.3,23.3327777777778,23.045,21.465,23.089624800000006,20.46,15.915,31.7,30.2,35.4,33.275,32.281,33.834,32.485,37.127,33.777,,7.3,,7.3
2018-01-22 17:23:00,2.93,1.0,551.0,531.0,559.0,0.015,<10,<10,22.0,22.2,19.3,23.3327777777778,23.045,21.441111111111105,22.9457244,20.4838888888889,15.842777777777801,31.7,30.2,35.4,32.707,32.414,33.865,32.806,37.13,34.325,,7.3,,7.3
2018-01-22 17:24:00,2.426,1.0,553.0,530.0,562.0,0.015,<10,<10,22.0,22.2,19.3,23.308888888888895,23.021111111111107,21.441111111111105,22.8257148,20.4838888888889,15.7238888888889,31.7,30.2,35.5,32.605,32.479,33.865,32.995,37.13,34.704,,7.3,,7.3
